time,CANESM5,MRI-ESM2-0,CESM2-WACCM,ACCESS-CM2,ACCESS-ESM1-5,IPSL-CM6A-LR
2061.0,1774502000000.0,2504471600000.0,2743039700000.0,2467270000000.0,3238361000000.0,2859407200000.0
2062.0,1740779200000.0,2485621000000.0,2732803200000.0,2444581700000.0,3251547700000.0,2843337800000.0
2063.0,1705189200000.0,2468142600000.0,2729121200000.0,2424545200000.0,3263959100000.0,2826265000000.0
2064.0,1670580100000.0,2452503000000.0,2729105000000.0,2383384200000.0,3281875600000.0,2802138700000.0
2065.0,1636369800000.0,2443640800000.0,2725403000000.0,2355200800000.0,3291861500000.0,2789577300000.0
2066.0,1606606500000.0,2435279200000.0,2714197600000.0,2329564200000.0,3300918800000.0,2769941200000.0
2067.0,1574974500000.0,2423910600000.0,2715875500000.0,2308214600000.0,3299990000000.0,2755026200000.0
2068.0,1542175500000.0,2415078700000.0,2710984200000.0,2285271300000.0,3277264800000.0,2740446000000.0
2069.0,1512553800000.0,2402888200000.0,2710035800000.0,2261142700000.0,3268746000000.0,2728869000000.0
2070.0,1481260100000.0,2389509400000.0,2715343000000.0,2242739000000.0,3254208700000.0,2718033000000.0
2071.0,1442471600000.0,2382678200000.0,2721452000000.0,2211930700000.0,3244478200000.0,2704238400000.0
2072.0,1407036700000.0,2372689200000.0,2718654300000.0,2180627700000.0,3236255800000.0,2686605600000.0
2073.0,1379326500000.0,2363508700000.0,2718868700000.0,2167184000000.0,3225710800000.0,2665974000000.0
2074.0,1350421700000.0,2351441600000.0,2715097800000.0,2149612300000.0,3223640600000.0,2660482400000.0
2075.0,1318642400000.0,2343512600000.0,2713158700000.0,2134015500000.0,3213855600000.0,2650881000000.0
2076.0,1282914000000.0,2341319500000.0,2713955300000.0,2119431900000.0,3204796400000.0,2635659500000.0
2077.0,1249513700000.0,2334997600000.0,2715611800000.0,2103254300000.0,3195379600000.0,2622405000000.0
2078.0,1211349700000.0,2331480200000.0,2708055500000.0,2085759600000.0,3187504800000.0,2611626400000.0
2079.0,1172435800000.0,2325503800000.0,2710629800000.0,2067834200000.0,3166580200000.0,2602366700000.0
2080.0,1142624100000.0,2326216000000.0,2712916500000.0,2052630100000.0,3164177200000.0,2588703500000.0
2081.0,1113884000000.0,2318940500000.0,2717801500000.0,2035729700000.0,3157368800000.0,2577315100000.0
2082.0,1090684650000.0,2318594500000.0,2731218600000.0,2024569800000.0,3149000300000.0,2560434600000.0
2083.0,1057006400000.0,2311986000000.0,2730197300000.0,2003627500000.0,3133190400000.0,2545335100000.0
2084.0,1029596000000.0,2312219000000.0,2729206600000.0,1987171000000.0,3129578400000.0,2531226300000.0
2085.0,1000284900000.0,2313662800000.0,2729213700000.0,1965356000000.0,3133247000000.0,2513357000000.0
2086.0,975852300000.0,2323070800000.0,2730904000000.0,1943834900000.0,3127609400000.0,2499956700000.0
2087.0,949408800000.0,2324095600000.0,2732855700000.0,1925726500000.0,3129256000000.0,2494394800000.0
2088.0,927065600000.0,2313403000000.0,2734933700000.0,1895429800000.0,3119756300000.0,2486745400000.0
2089.0,901576900000.0,2312440600000.0,2744566700000.0,1884875700000.0,3114632700000.0,2470935300000.0
2090.0,877002600000.0,2305319200000.0,2745265300000.0,1866678900000.0,3109450400000.0,2458136600000.0
2091.0,855046360000.0,2303756000000.0,2749328000000.0,1851291600000.0,3105361800000.0,2445062700000.0
2092.0,828106200000.0,2305365400000.0,2753870000000.0,1828172900000.0,3105430000000.0,2428904700000.0
2093.0,810057600000.0,2308779300000.0,2753125200000.0,1805208600000.0,3098194700000.0,2419812500000.0
2094.0,789457800000.0,2304035800000.0,2757762700000.0,1783613000000.0,3098320300000.0,2404406300000.0
2095.0,771271700000.0,2298905000000.0,2761105900000.0,1753247300000.0,3103898200000.0,2397910900000.0
2096.0,750681200000.0,2302181600000.0,2766567600000.0,1731567000000.0,3106746100000.0,2388440600000.0
2097.0,724785560000.0,2304302400000.0,2777012000000.0,1709257300000.0,3101294000000.0,2382399300000.0
2098.0,707265700000.0,2311350000000.0,2782336600000.0,1693878700000.0,3102247200000.0,2378509800000.0
2099.0,686490900000.0,2303416000000.0,2790244700000.0,1675403300000.0,3104901700000.0,2366255000000.0
2100.0,665373200000.0,2298583400000.0,2794314000000.0,1661873700000.0,3098581700000.0,2356195600000.0
2101.0,646405800000.0,2304259700000.0,2807827500000.0,1644427600000.0,3093674300000.0,2343480300000.0
2102.0,628665700000.0,2309356500000.0,2814038800000.0,1626990600000.0,3089560500000.0,2337237600000.0
2103.0,615547600000.0,2315495400000.0,2809713700000.0,1610035900000.0,3094388400000.0,2331540000000.0
2104.0,599059860000.0,2325382700000.0,2807620400000.0,1598280200000.0,3096760500000.0,2324313000000.0
2105.0,585299850000.0,2324269600000.0,2808697800000.0,1584689600000.0,3094837700000.0,2317415400000.0
2106.0,568885440000.0,2330757200000.0,2814842500000.0,1568408500000.0,3094440300000.0,2309915100000.0
2107.0,552681100000.0,2330683500000.0,2812611000000.0,1547822700000.0,3082328700000.0,2301516300000.0
2108.0,540812640000.0,2338471500000.0,2819384400000.0,1529102900000.0,3084264700000.0,2290936000000.0
2109.0,531849200000.0,2345366500000.0,2820141700000.0,1513228500000.0,3074144900000.0,2284044200000.0
2110.0,520069600000.0,2349323500000.0,2821289700000.0,1498399600000.0,3065328400000.0,2275351700000.0
2111.0,512246800000.0,2356014000000.0,2825544300000.0,1476340700000.0,3049885000000.0,2267686600000.0
2112.0,498121180000.0,2361626000000.0,2825133800000.0,1453106300000.0,3036813000000.0,2262380300000.0
2113.0,489578560000.0,2365789000000.0,2820284000000.0,1437445400000.0,3021084600000.0,2258421400000.0
2114.0,480234900000.0,2372930000000.0,2822162400000.0,1417007500000.0,3014587000000.0,2248206000000.0
2115.0,469250500000.0,2385114300000.0,2830318000000.0,1397531500000.0,3008806300000.0,2240025000000.0
2116.0,460914520000.0,2387477000000.0,2833268900000.0,1379995200000.0,3008147800000.0,2230963100000.0
2117.0,454291880000.0,2397238700000.0,2829751700000.0,1364065400000.0,3007199300000.0,2221435000000.0
2118.0,443908300000.0,2407920600000.0,2833272000000.0,1352624600000.0,2989006800000.0,2211608300000.0
2119.0,436735640000.0,2414931600000.0,2834906500000.0,1341565800000.0,2970736000000.0,2201823700000.0
2120.0,431827400000.0,2419103600000.0,2839195000000.0,1334216600000.0,2959521000000.0,2195515900000.0
2121.0,424318470000.0,2426390200000.0,2842776300000.0,1318583700000.0,2951174200000.0,2196405400000.0
2122.0,415618760000.0,2431405000000.0,2834060800000.0,1302145000000.0,2941273000000.0,2189299400000.0
2123.0,408214770000.0,2441174000000.0,2833861300000.0,1289277300000.0,2931300500000.0,2180601300000.0
2124.0,398944400000.0,2453243400000.0,2837904600000.0,1273334300000.0,2917214200000.0,2171773000000.0
2125.0,389838000000.0,2464873000000.0,2834319800000.0,1261300400000.0,2900266300000.0,2166034000000.0
2126.0,384420870000.0,2486081200000.0,2830269700000.0,1239915300000.0,2885764800000.0,2159299800000.0
2127.0,376728320000.0,2494958000000.0,2833530200000.0,1223148700000.0,2876992000000.0,2147024500000.0
2128.0,369962060000.0,2509811000000.0,2837187000000.0,1209152000000.0,2874822400000.0,2138568300000.0
2129.0,362375280000.0,2517005800000.0,2843211500000.0,1200339800000.0,2869665500000.0,2128929900000.0
2130.0,356615030000.0,2524224700000.0,2846826200000.0,1187070900000.0,2865812200000.0,2124553800000.0
2131.0,347328350000.0,2539485700000.0,2846858100000.0,1173711700000.0,2862668800000.0,2112408100000.0
2132.0,338092600000.0,2551269300000.0,2862686700000.0,1157474800000.0,2854196300000.0,2106848600000.0
2133.0,329399530000.0,2558107300000.0,2869573700000.0,1147350800000.0,2839790500000.0,2094190000000.0
2134.0,322873500000.0,2578181800000.0,2869504000000.0,1137121000000.0,2822617000000.0,2084416800000.0
2135.0,314907130000.0,2593643600000.0,2870957600000.0,1125382200000.0,2822209800000.0,2080343300000.0
2136.0,308842330000.0,2612764300000.0,2874579000000.0,1112571400000.0,2817623300000.0,2073749900000.0
2137.0,304596220000.0,2628772000000.0,2880050000000.0,1097414700000.0,2803913000000.0,2072307600000.0
2138.0,296956360000.0,2646686000000.0,2893123000000.0,1085868540000.0,2786517600000.0,2065266400000.0
2139.0,291334750000.0,2666543200000.0,2907670800000.0,1074369130000.0,2773533000000.0,2054265900000.0
2140.0,284317200000.0,2685892600000.0,2914919600000.0,1064722900000.0,2767167200000.0,2045374900000.0
2141.0,276846020000.0,2700853400000.0,2924270800000.0,1052663700000.0,2752472400000.0,2035402400000.0
2142.0,269007590000.0,2716540300000.0,2935206700000.0,1043336800000.0,2752788800000.0,2034122400000.0
2143.0,262009670000.0,2730499000000.0,2935114200000.0,1040268850000.0,2751550700000.0,2032258100000.0
2144.0,255312560000.0,2748832800000.0,2940904000000.0,1036134100000.0,2751321000000.0,2021996100000.0
2145.0,249070390000.0,2765039000000.0,2939534000000.0,1027421800000.0,2758231200000.0,2017678900000.0
2146.0,242172500000.0,2781011500000.0,2944516800000.0,1014462400000.0,2763333600000.0,2012931300000.0
2147.0,236458430000.0,2796266200000.0,2955256000000.0,1007691370000.0,2760682500000.0,2011351400000.0
2148.0,228904100000.0,2806210000000.0,2965901100000.0,998980260000.0,2764221400000.0,2006618200000.0
2149.0,221689800000.0,2823272300000.0,2978082700000.0,987839660000.0,2763001400000.0,2002095300000.0
2150.0,215260950000.0,2838375400000.0,2987745300000.0,980256560000.0,2767874200000.0,1999048500000.0
2151.0,209114730000.0,2849368700000.0,2994598300000.0,978108550000.0,2762839200000.0,1990011400000.0
2152.0,204560000000.0,2864702600000.0,3004350300000.0,969381900000.0,2756545600000.0,1980003800000.0
2153.0,200468740000.0,2881004200000.0,3013394600000.0,959488100000.0,2753715200000.0,1981046800000.0
2154.0,196352150000.0,2896234000000.0,3013229200000.0,952641060000.0,2762563400000.0,1974847800000.0
2155.0,192571410000.0,2914921000000.0,3022591600000.0,937945200000.0,2762993000000.0,1969163900000.0
2156.0,186129220000.0,2936067600000.0,3028698500000.0,933066050000.0,2768526600000.0,1963829900000.0
2157.0,180303170000.0,2951744300000.0,3041229500000.0,921770300000.0,2776193800000.0,1959980700000.0
2158.0,175662810000.0,2972315500000.0,3051311300000.0,915010800000.0,2777655300000.0,1956210900000.0
2159.0,170300570000.0,2987899200000.0,3059256700000.0,909473200000.0,2778006600000.0,1955451200000.0
2160.0,163517300000.0,3008941000000.0,3059675600000.0,904283900000.0,2780665200000.0,1954801400000.0
2161.0,159777550000.0,3025124200000.0,3058682800000.0,897898640000.0,2785247000000.0,1951103200000.0
2162.0,157398500000.0,3038231000000.0,3063831000000.0,889124000000.0,2780349300000.0,1948121300000.0
2163.0,151812960000.0,3048039800000.0,3067450800000.0,877739900000.0,2778676000000.0,1945433900000.0
2164.0,148724320000.0,3065366000000.0,3068208000000.0,866762200000.0,2767515500000.0,1942864100000.0
2165.0,144359330000.0,3078503300000.0,3075337600000.0,859063450000.0,2777806000000.0,1939682200000.0
2166.0,141333270000.0,3100440800000.0,3084719500000.0,851657000000.0,2777102700000.0,1937814500000.0
2167.0,139069330000.0,3122577500000.0,3097805200000.0,848225400000.0,2771484000000.0,1931499500000.0
2168.0,137526210000.0,3147408600000.0,3105857500000.0,837572700000.0,2771514300000.0,1926998800000.0
2169.0,135828300000.0,3162543800000.0,3107882500000.0,828001600000.0,2766999400000.0,1924126000000.0
2170.0,132597580000.0,3180895400000.0,3112218700000.0,818323700000.0,2754215100000.0,1918946100000.0
2171.0,130107160000.0,3206142800000.0,3117081700000.0,809670000000.0,2762729300000.0,1913279000000.0
2172.0,127447910000.0,3226789700000.0,3118389800000.0,805768500000.0,2762525400000.0,1910157200000.0
2173.0,125779590000.0,3239989000000.0,3120461300000.0,797209130000.0,2761544400000.0,1908611400000.0
2174.0,124536996000.0,3258408000000.0,3136441000000.0,792069500000.0,2757093200000.0,1908111200000.0
2175.0,123114160000.0,3282956700000.0,3141484700000.0,780716600000.0,2745821000000.0,1903453100000.0
2176.0,121926220000.0,3308087100000.0,3152448300000.0,773869300000.0,2736098400000.0,1901680100000.0
2177.0,119787274000.0,3327736200000.0,3162038900000.0,765885940000.0,2730655700000.0,1903062400000.0
2178.0,118996664000.0,3347151800000.0,3172468000000.0,760201200000.0,2724639000000.0,1900984500000.0
2179.0,118373040000.0,3372526000000.0,3182288400000.0,755944900000.0,2713814800000.0,1904599000000.0
2180.0,117998854000.0,3393716000000.0,3195798800000.0,751738500000.0,2704085400000.0,1903424300000.0
2181.0,116556920000.0,3410499000000.0,3206265400000.0,749204800000.0,2692579000000.0,1900040000000.0
2182.0,114665050000.0,3427149000000.0,3223528400000.0,746879000000.0,2682896000000.0,1894963900000.0
2183.0,113736794000.0,3453286400000.0,3232752200000.0,740841300000.0,2678325000000.0,1892848500000.0
2184.0,113236820000.0,3469139800000.0,3238859400000.0,735776740000.0,2672975200000.0,1885252500000.0
2185.0,112089370000.0,3492790700000.0,3246630400000.0,731017640000.0,2667617700000.0,1886669900000.0
2186.0,111460370000.0,3513810200000.0,3246613900000.0,727650700000.0,2666927000000.0,1882241200000.0
2187.0,110730990000.0,3535341400000.0,3258086300000.0,726585840000.0,2658009400000.0,1880561000000.0
2188.0,111094230000.0,3546333300000.0,3270400800000.0,722997300000.0,2648577700000.0,1879800800000.0
2189.0,109435994000.0,3558837300000.0,3284029000000.0,721471800000.0,2633648800000.0,1878325700000.0
2190.0,107789940000.0,3580060800000.0,3300528800000.0,721130100000.0,2610287000000.0,1878054800000.0
2191.0,107664605000.0,3598562400000.0,3314822700000.0,717231100000.0,2590304000000.0,1869399300000.0
2192.0,106547724000.0,3620542000000.0,3327188300000.0,718361850000.0,2578465700000.0,1866402400000.0
2193.0,105760810000.0,3640435400000.0,3343292800000.0,713717200000.0,2566783500000.0,1866385200000.0
2194.0,104713140000.0,3663275800000.0,3357845500000.0,708079260000.0,2563836700000.0,1861576800000.0
2195.0,103632530000.0,3685867300000.0,3371581000000.0,702956400000.0,2559571100000.0,1861953300000.0
2196.0,102573700000.0,3714819600000.0,3384594700000.0,696633460000.0,2562994200000.0,1854949400000.0
2197.0,101875440000.0,3746103800000.0,3406708300000.0,687648600000.0,2572197600000.0,1847960000000.0
2198.0,101175304000.0,3769057000000.0,3426583800000.0,679118770000.0,2578230000000.0,1844010400000.0
2199.0,100051400000.0,3796283200000.0,3444130400000.0,671339450000.0,2572896000000.0,1837491000000.0
2200.0,99438530000.0,3824778000000.0,3463922800000.0,667156000000.0,2568836600000.0,1834025000000.0
2201.0,98487090000.0,3843131700000.0,3480164200000.0,659713600000.0,2565437700000.0,1833162900000.0
2202.0,97414200000.0,3862719000000.0,3486451000000.0,654320500000.0,2559758800000.0,1828977100000.0
2203.0,95113770000.0,3889504000000.0,3504925600000.0,647913540000.0,2558848700000.0,1829050000000.0
2204.0,93504880000.0,3914611600000.0,3517273600000.0,641086260000.0,2537020000000.0,1829384500000.0
2205.0,92533326000.0,3941213000000.0,3530843500000.0,633224000000.0,2527552300000.0,1826759200000.0
2206.0,91717170000.0,3964467700000.0,3548403700000.0,625580000000.0,2523698000000.0,1822796300000.0
2207.0,90775000000.0,3996485400000.0,3563518200000.0,621304200000.0,2512483500000.0,1818682200000.0
2208.0,90580330000.0,4022376900000.0,3579611700000.0,617738860000.0,2511702600000.0,1808413400000.0
2209.0,89880084000.0,4045970600000.0,3599303200000.0,614812100000.0,2503493800000.0,1804621700000.0
2210.0,88734280000.0,4074872200000.0,3609713400000.0,613672700000.0,2496837700000.0,1804324400000.0
2211.0,88123000000.0,4097105700000.0,3619485600000.0,608727200000.0,2499299200000.0,1801951600000.0
2212.0,87065940000.0,4118896200000.0,3632352500000.0,599657000000.0,2496714000000.0,1800013000000.0
2213.0,86227240000.0,4145874700000.0,3651370500000.0,594896950000.0,2496388100000.0,1798079000000.0
2214.0,85237320000.0,4169277600000.0,3668277000000.0,590210200000.0,2487922000000.0,1794160500000.0
2215.0,83817690000.0,4189798000000.0,3684687000000.0,586349150000.0,2478751600000.0,1789998400000.0
2216.0,82266850000.0,4221092500000.0,3696395300000.0,581081500000.0,2478099000000.0,1783969500000.0
2217.0,80796420000.0,4243528000000.0,3707928000000.0,577790150000.0,2483093000000.0,1787626500000.0
2218.0,79160710000.0,4266438000000.0,3722665300000.0,572448100000.0,2491158400000.0,1785190000000.0
2219.0,77760320000.0,4291753100000.0,3739601900000.0,568411500000.0,2493079000000.0,1780855200000.0
2220.0,76296610000.0,4321931400000.0,3750342400000.0,569388560000.0,2486829600000.0,1780303900000.0
2221.0,75094655000.0,4341758200000.0,3763457200000.0,566060200000.0,2487338100000.0,1778515300000.0
2222.0,73845340000.0,4370626800000.0,3777978400000.0,563517500000.0,2488743000000.0,1774367300000.0
2223.0,72826585000.0,4403857700000.0,3780949300000.0,560340000000.0,2492849500000.0,1766293000000.0
2224.0,71305560000.0,4433359000000.0,3787423700000.0,557028600000.0,2496867300000.0,1763182900000.0
2225.0,70287600000.0,4460258000000.0,3804129400000.0,554699650000.0,2493077300000.0,1762103800000.0
2226.0,68891830000.0,4479289700000.0,3811851400000.0,551630340000.0,2487819000000.0,1761386000000.0
2227.0,67343050000.0,4502827000000.0,3828057400000.0,546600400000.0,2487625700000.0,1755019700000.0
2228.0,65535010000.0,4529793300000.0,3843138000000.0,546537930000.0,2479779500000.0,1756868000000.0
2229.0,63537467000.0,4562157600000.0,3857915000000.0,543714200000.0,2478426300000.0,1756544500000.0
2230.0,62512710000.0,4589881000000.0,3869007700000.0,540374560000.0,2482763500000.0,1755688100000.0
2231.0,61433737000.0,4615826000000.0,3875557600000.0,537442780000.0,2489789000000.0,1755357600000.0
2232.0,60012413000.0,4638937400000.0,3894234000000.0,535158950000.0,2488324800000.0,1752782100000.0
2233.0,58665230000.0,4653407300000.0,3908463000000.0,531711850000.0,2498776300000.0,1747556000000.0
2234.0,57982497000.0,4678332000000.0,3919127200000.0,527820460000.0,2506160000000.0,1747817000000.0
2235.0,56842580000.0,4700923000000.0,3940455000000.0,523155730000.0,2513903000000.0,1747880800000.0
2236.0,55815250000.0,4715641000000.0,3950241000000.0,517381030000.0,2519178000000.0,1744977400000.0
2237.0,54290950000.0,4740654600000.0,3957095400000.0,511117160000.0,2518837400000.0,1743406600000.0
2238.0,53697303000.0,4772799700000.0,3975233000000.0,507739280000.0,2520579800000.0,1740432900000.0
2239.0,53409580000.0,4798615700000.0,3985698200000.0,503858200000.0,2527372800000.0,1735773400000.0
2240.0,52695320000.0,4823016000000.0,4004970800000.0,499369380000.0,2530804000000.0,1728372800000.0
2241.0,51653222000.0,4846716500000.0,4024160700000.0,493703460000.0,2541725400000.0,1729865700000.0
2242.0,50893740000.0,4877573000000.0,4037432600000.0,487881050000.0,2538205000000.0,1727626300000.0
2243.0,51179106000.0,4897841300000.0,4054523800000.0,483259220000.0,2538128000000.0,1724095400000.0
2244.0,50797806000.0,4923718000000.0,4068193000000.0,481934300000.0,2539907700000.0,1724041700000.0
2245.0,50358477000.0,4947950700000.0,4082791000000.0,480531020000.0,2538495500000.0,1721372900000.0
2246.0,49919000000.0,4972690300000.0,4090433600000.0,477617750000.0,2520346300000.0,1721718500000.0
2247.0,49233470000.0,4996009600000.0,4102456600000.0,476235960000.0,2504410000000.0,1723881900000.0
2248.0,48897614000.0,5024366700000.0,4117251200000.0,476716920000.0,2497141800000.0,1721787400000.0
2249.0,48529867000.0,5047323000000.0,4134856300000.0,475357400000.0,2489959300000.0,1724978700000.0
2250.0,48343474000.0,5063382000000.0,4161864200000.0,475116470000.0,2495337200000.0,1723543200000.0
2251.0,47510225000.0,5098249400000.0,4181482000000.0,475569360000.0,2490734700000.0,1728439100000.0
2252.0,47334416000.0,5127796000000.0,4199323300000.0,475082030000.0,2482856800000.0,1725727900000.0
2253.0,47208407000.0,5154199300000.0,4216997000000.0,474069300000.0,2480136800000.0,1722392500000.0
2254.0,46932754000.0,5179541000000.0,4237254700000.0,471701450000.0,2476785500000.0,1720973900000.0
2255.0,47240294000.0,5203577000000.0,4262797000000.0,468878460000.0,2485358700000.0,1718726300000.0
2256.0,47371993000.0,5227192000000.0,4273995800000.0,466978240000.0,2490206300000.0,1715902600000.0
2257.0,47361000000.0,5256805000000.0,4297249800000.0,466403660000.0,2494884700000.0,1714150700000.0
2258.0,47380240000.0,5286844000000.0,4314075800000.0,462047600000.0,2498944300000.0,1712252000000.0
2259.0,47459877000.0,5316846000000.0,4323356400000.0,459281470000.0,2505076000000.0,1712987000000.0
2260.0,47167316000.0,5350360000000.0,4350785600000.0,457043600000.0,2509562000000.0,1716220200000.0
2261.0,46608000000.0,5377229300000.0,4377447200000.0,454400480000.0,2499428700000.0,1713582900000.0
2262.0,46052753000.0,5403497000000.0,4403887600000.0,449769730000.0,2500381600000.0,1711339500000.0
2263.0,45546700000.0,5431682000000.0,4412708000000.0,444207660000.0,2502959800000.0,1709476000000.0
2264.0,45025382000.0,5461769000000.0,4428376000000.0,438691300000.0,2491573300000.0,1709748100000.0
2265.0,45124833000.0,5487506500000.0,4446635000000.0,436537850000.0,2489653000000.0,1711350200000.0
2266.0,44991240000.0,5525447600000.0,4455716000000.0,434897160000.0,2478543700000.0,1708976100000.0
