time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2000.0,50376737000.0,50368690000.0,50376737000.0
2001.0,50166284000.0,50158318000.0,50166284000.0
2002.0,49946554000.0,49938550000.0,49946554000.0
2003.0,50027330000.0,50019234000.0,50027330000.0
2004.0,50967495000.0,50958630000.0,50967495000.0
2005.0,50597577000.0,50589078000.0,50597577000.0
2006.0,50583433000.0,50575098000.0,50583433000.0
2007.0,50022710000.0,50014430000.0,50022710000.0
2008.0,49797444000.0,49789153000.0,49797444000.0
2009.0,49743850000.0,49735627000.0,49743850000.0
2010.0,49780003000.0,49771487000.0,49780003000.0
2011.0,50929030000.0,50920730000.0,50929030000.0
2012.0,49750532000.0,49742287000.0,49750532000.0
2013.0,49485423000.0,49477157000.0,49485423000.0
2014.0,49434972000.0,49426735000.0,49434972000.0
2015.0,49370540000.0,49362300000.0,49370540000.0
2016.0,49333817000.0,49325620000.0,49333817000.0
2017.0,49279762000.0,49271570000.0,49279762000.0
2018.0,49310060000.0,49301893000.0,49310060000.0
2019.0,49438204000.0,49430070000.0,49438204000.0
2020.0,49206383000.0,49198230000.0,49206383000.0
2021.0,48731770000.0,49028096000.0,48751604000.0
2022.0,48675148000.0,49098290000.0,48539900000.0
2023.0,48262713000.0,48642925000.0,48421573000.0
2024.0,48104755000.0,48492446000.0,48218720000.0
2025.0,47911637000.0,48472940000.0,48037050000.0
2026.0,47557857000.0,48621220000.0,48008348000.0
2027.0,47349770000.0,49498255000.0,48080730000.0
2028.0,47184350000.0,48883630000.0,47589044000.0
2029.0,46790210000.0,48138007000.0,47217420000.0
2030.0,46523863000.0,47768125000.0,46964280000.0
2031.0,46457380000.0,47501590000.0,46634020000.0
2032.0,45997572000.0,47170920000.0,46218346000.0
2033.0,45461650000.0,46966360000.0,45986840000.0
2034.0,44922430000.0,46776720000.0,45819056000.0
2035.0,44456510000.0,46896873000.0,45314236000.0
2036.0,44065730000.0,46208233000.0,44911150000.0
2037.0,43470533000.0,45859490000.0,44571100000.0
2038.0,42832302000.0,45555630000.0,44167356000.0
2039.0,42193440000.0,45203470000.0,43723776000.0
2040.0,41417060000.0,44802680000.0,43221524000.0
2041.0,40739852000.0,44366510000.0,42751762000.0
2042.0,39914656000.0,43872993000.0,42344270000.0
2043.0,39147310000.0,43578958000.0,41826796000.0
2044.0,38460970000.0,43166573000.0,41212285000.0
2045.0,37643200000.0,42616963000.0,40597010000.0
2046.0,36997046000.0,41930043000.0,40005673000.0
2047.0,36243096000.0,41225933000.0,39416996000.0
2048.0,35306040000.0,40758542000.0,38759784000.0
2049.0,34468930000.0,40031910000.0,38262993000.0
2050.0,33660926000.0,39441318000.0,37682480000.0
2051.0,32714400000.0,38826574000.0,37006600000.0
2052.0,32179843000.0,38217440000.0,36365894000.0
2053.0,31305705000.0,37599730000.0,35781628000.0
2054.0,30609375000.0,36997690000.0,35266687000.0
2055.0,29852226000.0,37648920000.0,34664886000.0
2056.0,29002520000.0,36098100000.0,33941660000.0
2057.0,28340697000.0,35205180000.0,33262602000.0
2058.0,27363086000.0,34459038000.0,32598974000.0
2059.0,26544482000.0,33698785000.0,32061889000.0
2060.0,25691950000.0,32866542000.0,31417973000.0
2061.0,24966928000.0,31949494000.0,30777485000.0
2062.0,24244152000.0,30906300000.0,30064032000.0
2063.0,23530695000.0,30199880000.0,29502964000.0
2064.0,22690870000.0,29347367000.0,28832110000.0
2065.0,21904706000.0,28482705000.0,28199522000.0
2066.0,21212598000.0,27581917000.0,27565666000.0
2067.0,20614832000.0,26666566000.0,26977157000.0
2068.0,19984206000.0,25854181000.0,26281023000.0
2069.0,19377322000.0,25188140000.0,25561555000.0
2070.0,18681340000.0,24495649000.0,24850770000.0
2071.0,18181552000.0,23613643000.0,24204812000.0
2072.0,17646350000.0,22886683000.0,23637496000.0
2073.0,17198004000.0,22320407000.0,22990600000.0
2074.0,16604377000.0,21820990000.0,22435934000.0
2075.0,16107507000.0,20984961000.0,21998742000.0
2076.0,15503389000.0,20198955000.0,21424095000.0
2077.0,14957624000.0,19680483000.0,20760736000.0
2078.0,14424704000.0,19126983000.0,20217657000.0
2079.0,13935958000.0,18627265000.0,19675730000.0
2080.0,13638445000.0,17957108000.0,19148800000.0
2081.0,13249555000.0,17187950000.0,18604820000.0
