time,CANESM5,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2
2286.0,14105776000000.0,8629064300000.0,23107903000000.0,14262511000000.0,18102962000000.0,14146776000000.0
2287.0,14116669000000.0,8617274600000.0,23127170000000.0,14255874000000.0,18101603000000.0,14125701000000.0
2288.0,14063214000000.0,8577764300000.0,23178068000000.0,14225109000000.0,18083278000000.0,14099954000000.0
2289.0,14000935000000.0,8591820000000.0,23190615000000.0,14208733000000.0,18063188000000.0,14073794000000.0
2290.0,13988849000000.0,8554669000000.0,23168910000000.0,14207962000000.0,18085910000000.0,14052187000000.0
2291.0,13978379000000.0,8558436400000.0,23240181000000.0,14152433000000.0,18088685000000.0,14017066000000.0
2292.0,14007725000000.0,8572566000000.0,23262128000000.0,14155110000000.0,18093577000000.0,13967689000000.0
2293.0,13986278000000.0,8567850500000.0,23323214000000.0,14151548000000.0,18110294000000.0,13930093000000.0
2294.0,13949750000000.0,8511340000000.0,23344880000000.0,14109762000000.0,18085346000000.0,13919388000000.0
2295.0,13911039000000.0,8463200000000.0,23379562000000.0,14081412000000.0,18079086000000.0,13928011000000.0
2296.0,13854329000000.0,8487493000000.0,23376295000000.0,14071135000000.0,18068233000000.0,13916444000000.0
2297.0,13822290000000.0,8450899000000.0,23382354000000.0,14063729000000.0,18026565000000.0,13924956000000.0
2298.0,13818359000000.0,8391897400000.0,23392541000000.0,14077951000000.0,18004165000000.0,13920204000000.0
2299.0,13821121000000.0,8329380000000.0,23412390000000.0,14058710000000.0,17976212000000.0,13905718000000.0
2300.0,13775568000000.0,8292568000000.0,23426940000000.0,14031706000000.0,17986505000000.0,13851027000000.0
