time,GFDL-ESM2G,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,CANESM2,NORESM1-M,CNRM-CM5,CCSM4,GFDL-CM3,MPI-ESM-LR,IPSL-CM5A-LR
2040.0,4271658000000.0,4131514500000.0,4177542000000.0,4069620000000.0,3965398300000.0,4201044000000.0,3987197700000.0,4056737000000.0,4238870000000.0,4123428400000.0,4144709200000.0
2041.0,4274620000000.0,4107926800000.0,4167904800000.0,4041061000000.0,3936026000000.0,4152421000000.0,3958591500000.0,4017645000000.0,4213087100000.0,4109755500000.0,4125118000000.0
2042.0,4254684000000.0,4092754700000.0,4147676400000.0,4018365500000.0,3912424200000.0,4128764900000.0,3935767600000.0,3976297700000.0,4198915000000.0,4102501400000.0,4113525600000.0
2043.0,4241442200000.0,4073332700000.0,4124081700000.0,3988188800000.0,3894445000000.0,4113177000000.0,3907093800000.0,3942197800000.0,4163818000000.0,4081553800000.0,4077526700000.0
2044.0,4235567000000.0,4041500800000.0,4097334800000.0,3929526000000.0,3845381200000.0,4086367800000.0,3871761000000.0,3917882900000.0,4119941600000.0,4049449800000.0,4047248000000.0
2045.0,4220945000000.0,4010095000000.0,4065484900000.0,3911659600000.0,3825237800000.0,4045791800000.0,3825520600000.0,3886401200000.0,4085620000000.0,4015768500000.0,4013090100000.0
2046.0,4213229700000.0,3967725300000.0,4028651000000.0,3892050000000.0,3787865200000.0,3999838800000.0,3801029500000.0,3865894200000.0,4044140800000.0,3998568000000.0,3980863700000.0
2047.0,4192870900000.0,3937272600000.0,4012210700000.0,3872792000000.0,3763277100000.0,3993819200000.0,3782592200000.0,3833406200000.0,3995794000000.0,3985660400000.0,3965070600000.0
2048.0,4192556800000.0,3928160200000.0,3941962400000.0,3850137200000.0,3710683700000.0,3984750500000.0,3749571000000.0,3823635500000.0,3966288500000.0,3957270000000.0,3944169600000.0
2049.0,4164057800000.0,3895675600000.0,3912837600000.0,3837604000000.0,3683687300000.0,3976563800000.0,3732434600000.0,3814759000000.0,3926986300000.0,3945690800000.0,3918632800000.0
2050.0,4138609100000.0,3878059000000.0,3909514400000.0,3802275000000.0,3649090000000.0,3936348500000.0,3682868400000.0,3793019200000.0,3901733200000.0,3922600000000.0,3896394400000.0
2051.0,4119551300000.0,3834553300000.0,3882933300000.0,3775379000000.0,3622399400000.0,3908460600000.0,3654445700000.0,3779211300000.0,3881438800000.0,3904110600000.0,3864046300000.0
2052.0,4099158300000.0,3792668200000.0,3829350000000.0,3767068300000.0,3601510700000.0,3889957000000.0,3633794500000.0,3767178000000.0,3861072300000.0,3876915500000.0,3840624000000.0
2053.0,4099884700000.0,3774160300000.0,3805878700000.0,3732268000000.0,3564670600000.0,3851937400000.0,3617198200000.0,3732790800000.0,3837862000000.0,3858226200000.0,3817568700000.0
2054.0,4086350200000.0,3750737500000.0,3782182000000.0,3710336400000.0,3535613700000.0,3839347000000.0,3589446800000.0,3689950000000.0,3805730300000.0,3835924800000.0,3804320800000.0
2055.0,4070537200000.0,3721434800000.0,3768826200000.0,3670690500000.0,3502778600000.0,3828454000000.0,3569618300000.0,3665423500000.0,3759754700000.0,3821535000000.0,3793213200000.0
2056.0,4075281400000.0,3683830000000.0,3723193700000.0,3627139700000.0,3471130800000.0,3800326500000.0,3548198700000.0,3659452600000.0,3741925000000.0,3805634400000.0,3766993300000.0
2057.0,4055295600000.0,3670051400000.0,3702192300000.0,3584582000000.0,3444242400000.0,3782193000000.0,3522068700000.0,3645121000000.0,3720889800000.0,3785564600000.0,3747743500000.0
2058.0,4027921500000.0,3639383200000.0,3680282600000.0,3548176000000.0,3407790500000.0,3778209400000.0,3502213200000.0,3648396500000.0,3667043300000.0,3742244000000.0,3717950000000.0
2059.0,4015943000000.0,3615282200000.0,3667284200000.0,3501971500000.0,3372577200000.0,3759407600000.0,3466472500000.0,3636702700000.0,3654915700000.0,3712066800000.0,3683517200000.0
2060.0,3985743500000.0,3597695700000.0,3649242100000.0,3466275300000.0,3346827000000.0,3749091200000.0,3435448000000.0,3617447700000.0,3645752500000.0,3685115800000.0,3670482400000.0
2061.0,3967482300000.0,3574058500000.0,3598484800000.0,3408474100000.0,3311944900000.0,3721801500000.0,3410538500000.0,3594102200000.0,3647519900000.0,3674772600000.0,3653476800000.0
2062.0,3954312500000.0,3565002700000.0,3570324000000.0,3382880800000.0,3281288400000.0,3722881500000.0,3397421400000.0,3563827200000.0,3627618100000.0,3654098400000.0,3636091000000.0
2063.0,3952840800000.0,3537119000000.0,3545209200000.0,3360288000000.0,3249259200000.0,3714569200000.0,3386760500000.0,3526153000000.0,3593913000000.0,3648047300000.0,3608284000000.0
2064.0,3929143000000.0,3517733000000.0,3526092000000.0,3352588700000.0,3223995000000.0,3673432000000.0,3341538300000.0,3496503000000.0,3574832800000.0,3631221300000.0,3566649000000.0
2065.0,3919450700000.0,3495797500000.0,3501612600000.0,3350535600000.0,3199293200000.0,3646946800000.0,3301817000000.0,3468516000000.0,3561413000000.0,3606278300000.0,3555217600000.0
2066.0,3907476300000.0,3497476500000.0,3481739000000.0,3319812300000.0,3177979300000.0,3611412700000.0,3272913500000.0,3455158300000.0,3536232400000.0,3588699500000.0,3533734200000.0
2067.0,3915928300000.0,3483484800000.0,3452988600000.0,3282317300000.0,3149801500000.0,3597019600000.0,3264097600000.0,3425896800000.0,3526716300000.0,3569926800000.0,3532645200000.0
2068.0,3892759000000.0,3466517300000.0,3409152800000.0,3255703000000.0,3128013000000.0,3581988600000.0,3230000200000.0,3404535400000.0,3520298000000.0,3562398800000.0,3526451800000.0
2069.0,3863252000000.0,3431931000000.0,3365471000000.0,3231178800000.0,3105541800000.0,3571436000000.0,3201477600000.0,3365419400000.0,3504529500000.0,3535547100000.0,3511058400000.0
2070.0,3850399600000.0,3430890600000.0,3326332600000.0,3202167900000.0,3077986800000.0,3547512000000.0,3190019900000.0,3339450600000.0,3483751200000.0,3483895900000.0,3501628000000.0
2071.0,3836202200000.0,3414774300000.0,3282899300000.0,3163364800000.0,3054485000000.0,3534048200000.0,3178297000000.0,3312415400000.0,3446066000000.0,3459378300000.0,3469611600000.0
2072.0,3817259100000.0,3395013600000.0,3267602700000.0,3137011000000.0,3043434000000.0,3513971400000.0,3151669000000.0,3284773000000.0,3423425300000.0,3452338000000.0,3444630600000.0
2073.0,3798828300000.0,3382015700000.0,3245812500000.0,3110056500000.0,3030928000000.0,3498640000000.0,3127977400000.0,3265197500000.0,3414560300000.0,3431551000000.0,3440089000000.0
2074.0,3771843700000.0,3366452200000.0,3217085700000.0,3095310400000.0,3010764000000.0,3497671800000.0,3093942000000.0,3237420200000.0,3402920600000.0,3421263600000.0,3433333300000.0
2075.0,3732352000000.0,3354456000000.0,3194679200000.0,3075366500000.0,2998222700000.0,3493197500000.0,3068828800000.0,3205779400000.0,3366213000000.0,3400666700000.0,3411066500000.0
2076.0,3717270900000.0,3350127700000.0,3179399300000.0,3064419000000.0,2980245000000.0,3469329300000.0,3042992000000.0,3170796300000.0,3349214000000.0,3377031500000.0,3390283400000.0
2077.0,3708946000000.0,3333252700000.0,3158095200000.0,3049503300000.0,2956159600000.0,3454366400000.0,3013911000000.0,3141854600000.0,3329392400000.0,3368514000000.0,3380615600000.0
2078.0,3696247200000.0,3323605000000.0,3131706400000.0,3030704000000.0,2937213400000.0,3435494000000.0,2988393000000.0,3133247300000.0,3303522400000.0,3366695500000.0,3366493600000.0
2079.0,3673427500000.0,3311274600000.0,3100532300000.0,3013778000000.0,2913590300000.0,3416954000000.0,2967008700000.0,3118944200000.0,3290429700000.0,3358898300000.0,3342583500000.0
2080.0,3651867500000.0,3303295200000.0,3090349600000.0,3000918000000.0,2883576100000.0,3407986800000.0,2949676300000.0,3113150600000.0,3275545000000.0,3332674700000.0,3317988300000.0
2081.0,3636689000000.0,3271295200000.0,3077991800000.0,2973823000000.0,2866470200000.0,3398270000000.0,2923012300000.0,3101245600000.0,3264177200000.0,3315109500000.0,3294637000000.0
2082.0,3625124400000.0,3250316600000.0,3057155600000.0,2959707200000.0,2831325300000.0,3375751500000.0,2906104300000.0,3088242200000.0,3237166400000.0,3294074500000.0,3268616700000.0
2083.0,3620531600000.0,3235234200000.0,3017804000000.0,2917267100000.0,2815893200000.0,3351719000000.0,2873171600000.0,3071189200000.0,3225533000000.0,3284075000000.0,3223959000000.0
2084.0,3605768200000.0,3225883000000.0,2984856000000.0,2887707500000.0,2812780700000.0,3335768500000.0,2839613500000.0,3071880000000.0,3208816600000.0,3260824200000.0,3204193000000.0
2085.0,3566893000000.0,3224396400000.0,2966256600000.0,2870511700000.0,2800486700000.0,3306853500000.0,2821080200000.0,3059753200000.0,3205641800000.0,3256114700000.0,3196866000000.0
2086.0,3570712700000.0,3219146700000.0,2942822800000.0,2863736000000.0,2772475300000.0,3280550800000.0,2787305300000.0,3032944200000.0,3197896200000.0,3261161800000.0,3188904000000.0
2087.0,3561433000000.0,3211804300000.0,2922292000000.0,2869189700000.0,2734847700000.0,3273646400000.0,2761319000000.0,3002215200000.0,3179541200000.0,3246563000000.0,3158675800000.0
2088.0,3540249700000.0,3191510100000.0,2899285600000.0,2844364000000.0,2710490300000.0,3265530000000.0,2749695500000.0,2985030600000.0,3145408200000.0,3226972000000.0,3138884700000.0
2089.0,3526504700000.0,3181637500000.0,2880342300000.0,2817823900000.0,2679875800000.0,3261079200000.0,2716266000000.0,2948906000000.0,3123874000000.0,3205348200000.0,3125987800000.0
2090.0,3500900000000.0,3177997400000.0,2852876700000.0,2792280800000.0,2656439600000.0,3237677000000.0,2690670100000.0,2931756400000.0,3106240000000.0,3175289000000.0,3120821000000.0
2091.0,3488543400000.0,3162402000000.0,2823100600000.0,2761793500000.0,2647083000000.0,3216061800000.0,2677428500000.0,2913655600000.0,3094875500000.0,3165794600000.0,3102202700000.0
2092.0,3472792700000.0,3144776200000.0,2805656200000.0,2743555000000.0,2625620700000.0,3195601400000.0,2649136800000.0,2891884800000.0,3095541600000.0,3160612500000.0,3085583000000.0
2093.0,3471994000000.0,3129153200000.0,2793578700000.0,2719705200000.0,2605938600000.0,3185579700000.0,2624770000000.0,2876094800000.0,3067997600000.0,3142775500000.0,3084712000000.0
2094.0,3470186300000.0,3115010200000.0,2779275900000.0,2701061800000.0,2601404900000.0,3175711200000.0,2605497700000.0,2870118200000.0,3040703400000.0,3120242000000.0,3059715100000.0
2095.0,3445686300000.0,3118100600000.0,2767097700000.0,2679159700000.0,2582283300000.0,3158348100000.0,2573545000000.0,2858635500000.0,3024047000000.0,3103350000000.0,3049631800000.0
2096.0,3448229000000.0,3104880700000.0,2752902300000.0,2676868800000.0,2558245200000.0,3167867600000.0,2541755600000.0,2837389000000.0,3012484000000.0,3077464700000.0,3048631200000.0
2097.0,3450476700000.0,3084837200000.0,2740419600000.0,2657819300000.0,2541141000000.0,3161898000000.0,2499394400000.0,2808141600000.0,2992989000000.0,3080187800000.0,3040986500000.0
2098.0,3445719000000.0,3066775700000.0,2707999000000.0,2623277600000.0,2516698000000.0,3152743500000.0,2467917700000.0,2799964500000.0,2980731000000.0,3075169000000.0,3037611400000.0
2099.0,3458543600000.0,3052301500000.0,2691995000000.0,2606021200000.0,2493894400000.0,3114008300000.0,2434833300000.0,2784067800000.0,2980009500000.0,3064623500000.0,3026561000000.0
2100.0,3451895400000.0,3027599000000.0,2677995200000.0,2580426300000.0,2470750200000.0,3103005900000.0,2404344700000.0,2772031500000.0,2966693000000.0,3055416200000.0,3003678500000.0
