time,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,GFDL-ESM2G,IPSL-CM5A-LR,MPI-ESM-LR,CCSM4,GFDL-CM3,CANESM2,NORESM1-M,CNRM-CM5
2040.0,4052272500000.0,4037474500000.0,4295543000000.0,4309149800000.0,4116440400000.0,4226371600000.0,4171739000000.0,4314386100000.0,4062103200000.0,4271658000000.0,4087217700000.0
2041.0,4014887000000.0,4024612200000.0,4267591000000.0,4296251500000.0,4115869700000.0,4203955600000.0,4131341500000.0,4304132400000.0,4024946000000.0,4230489000000.0,4062067300000.0
2042.0,3982001200000.0,3997554700000.0,4242312500000.0,4303694000000.0,4107730700000.0,4188675800000.0,4133680800000.0,4270179700000.0,3988779700000.0,4183015800000.0,4042509000000.0
2043.0,3945125000000.0,3980194000000.0,4219658300000.0,4309673000000.0,4094797300000.0,4172616800000.0,4111356700000.0,4234298000000.0,3964072600000.0,4145122400000.0,4018269300000.0
2044.0,3919618800000.0,3974429700000.0,4196509400000.0,4299376800000.0,4087770800000.0,4141926800000.0,4074489200000.0,4205981700000.0,3902667500000.0,4112998700000.0,3997886300000.0
2045.0,3889575800000.0,3977183000000.0,4175652700000.0,4296757700000.0,4084542200000.0,4104727300000.0,4034317800000.0,4191250300000.0,3885441700000.0,4090338000000.0,3980595600000.0
2046.0,3870094300000.0,3954098600000.0,4168101100000.0,4287226000000.0,4071784200000.0,4068695600000.0,4010132000000.0,4177656000000.0,3847228000000.0,4065138000000.0,3968116500000.0
2047.0,3847683800000.0,3939282200000.0,4154184200000.0,4261391400000.0,4050894200000.0,4041431000000.0,3994597200000.0,4182237800000.0,3822993000000.0,4036494600000.0,3946893000000.0
2048.0,3824481500000.0,3915432600000.0,4118373200000.0,4248853300000.0,4029926600000.0,4004492000000.0,3984919000000.0,4152036400000.0,3762049500000.0,4007959200000.0,3903929700000.0
2049.0,3797259600000.0,3876515700000.0,4075720500000.0,4241133100000.0,4012301600000.0,3983033800000.0,3969829300000.0,4125282500000.0,3741875200000.0,3982176300000.0,3870101900000.0
2050.0,3765469400000.0,3850104000000.0,4077293000000.0,4241567500000.0,3991222400000.0,3960062000000.0,3958868500000.0,4111302000000.0,3700542700000.0,3967943700000.0,3841056800000.0
2051.0,3721415000000.0,3837261300000.0,4076108300000.0,4216301600000.0,3949044400000.0,3955644400000.0,3922714700000.0,4107205000000.0,3656722200000.0,3954222300000.0,3801372700000.0
2052.0,3701483800000.0,3804484300000.0,4072988500000.0,4204792600000.0,3931068000000.0,3942788000000.0,3906630000000.0,4095357500000.0,3621483700000.0,3940442200000.0,3777680000000.0
2053.0,3685452300000.0,3768647700000.0,4074154000000.0,4196889500000.0,3913988700000.0,3922767600000.0,3890045800000.0,4085122900000.0,3610235000000.0,3910955400000.0,3754105500000.0
2054.0,3647197700000.0,3765664500000.0,4054618000000.0,4202088000000.0,3899957200000.0,3906436900000.0,3880579800000.0,4087655700000.0,3574764000000.0,3885734600000.0,3715874200000.0
2055.0,3637004200000.0,3761059700000.0,4046050300000.0,4191513500000.0,3885587000000.0,3898914000000.0,3864830100000.0,4076520000000.0,3535949800000.0,3853325200000.0,3700818000000.0
2056.0,3612034700000.0,3735472000000.0,4021120000000.0,4178185300000.0,3855993300000.0,3885551000000.0,3858236000000.0,4065893000000.0,3518431800000.0,3847271000000.0,3686586400000.0
2057.0,3591330900000.0,3703144700000.0,3996091200000.0,4171286000000.0,3843194400000.0,3878187400000.0,3825719600000.0,4058010400000.0,3482540600000.0,3847829300000.0,3658130400000.0
2058.0,3581237300000.0,3686233800000.0,3975682700000.0,4164208000000.0,3838387700000.0,3870885200000.0,3804705000000.0,4037038300000.0,3455338700000.0,3851287000000.0,3631187000000.0
2059.0,3547126800000.0,3652319200000.0,3946012000000.0,4155798500000.0,3821919500000.0,3866027400000.0,3804529400000.0,4019203900000.0,3417226300000.0,3833884000000.0,3608737500000.0
2060.0,3536513400000.0,3614300200000.0,3924388000000.0,4147697000000.0,3807425000000.0,3861305400000.0,3795770700000.0,4016305900000.0,3405687800000.0,3806782800000.0,3579098000000.0
2061.0,3517249700000.0,3581818200000.0,3915132200000.0,4118153300000.0,3806650000000.0,3834278800000.0,3780932500000.0,3989309800000.0,3374659700000.0,3791001200000.0,3563235300000.0
2062.0,3506819600000.0,3556789700000.0,3886274600000.0,4105006700000.0,3802216800000.0,3814129000000.0,3750806200000.0,3984376700000.0,3344361800000.0,3795364000000.0,3524778000000.0
2063.0,3502691800000.0,3530782700000.0,3868739500000.0,4095736300000.0,3795973800000.0,3792611600000.0,3726580600000.0,3983411800000.0,3320733200000.0,3800067500000.0,3513993400000.0
2064.0,3489162600000.0,3515162000000.0,3839550000000.0,4085434000000.0,3779772800000.0,3766367600000.0,3735962500000.0,3960905400000.0,3309636200000.0,3780894500000.0,3492464300000.0
2065.0,3464266800000.0,3503079300000.0,3840747200000.0,4077510700000.0,3769228600000.0,3748415400000.0,3727485800000.0,3952233200000.0,3285818300000.0,3767073200000.0,3473447600000.0
2066.0,3444750000000.0,3470808600000.0,3833592300000.0,4075878400000.0,3758929700000.0,3726367000000.0,3707971300000.0,3934234000000.0,3267896800000.0,3746900500000.0,3453016300000.0
2067.0,3427722300000.0,3454803000000.0,3798142800000.0,4087865700000.0,3748396500000.0,3694297000000.0,3696475800000.0,3917183500000.0,3237969100000.0,3745988700000.0,3422606900000.0
2068.0,3410111000000.0,3442042700000.0,3776240700000.0,4072476500000.0,3738568000000.0,3663756000000.0,3707730100000.0,3912757400000.0,3196009600000.0,3746335000000.0,3411007500000.0
2069.0,3391293000000.0,3409762800000.0,3744199300000.0,4075402000000.0,3726711500000.0,3643929000000.0,3721030800000.0,3887230600000.0,3181405000000.0,3725498500000.0,3380552700000.0
2070.0,3384278000000.0,3388300000000.0,3736436700000.0,4075971700000.0,3717932800000.0,3624616900000.0,3713150700000.0,3878328000000.0,3160327000000.0,3699986400000.0,3358673600000.0
2071.0,3353485800000.0,3371688000000.0,3734380000000.0,4069447400000.0,3699665500000.0,3608656500000.0,3699973000000.0,3860563500000.0,3150718700000.0,3667166000000.0,3342455500000.0
2072.0,3341549000000.0,3354637600000.0,3705654500000.0,4092410500000.0,3680528000000.0,3598609500000.0,3676176600000.0,3846291600000.0,3139067400000.0,3657970500000.0,3332563800000.0
2073.0,3317979200000.0,3350225700000.0,3709092800000.0,4104119400000.0,3673959200000.0,3589522600000.0,3661618700000.0,3823122300000.0,3112069000000.0,3646569300000.0,3324719100000.0
2074.0,3305392600000.0,3324460100000.0,3705751000000.0,4097932000000.0,3660973900000.0,3581505700000.0,3664835500000.0,3814562500000.0,3084964000000.0,3641595100000.0,3307964000000.0
2075.0,3267859800000.0,3298558500000.0,3695904300000.0,4082369800000.0,3656188400000.0,3567449800000.0,3663076300000.0,3790591800000.0,3083284800000.0,3618721200000.0,3283966500000.0
2076.0,3254755500000.0,3261052700000.0,3687365500000.0,4084474800000.0,3660336000000.0,3542548500000.0,3639216000000.0,3787824000000.0,3074795500000.0,3616522600000.0,3264787500000.0
2077.0,3243070700000.0,3247874200000.0,3678319400000.0,4100321000000.0,3651271000000.0,3538090700000.0,3626948400000.0,3764624600000.0,3054965000000.0,3614124500000.0,3236029500000.0
2078.0,3234906000000.0,3231299400000.0,3673372200000.0,4098015600000.0,3619692000000.0,3538061400000.0,3595437900000.0,3755818600000.0,3037844500000.0,3611817400000.0,3216312400000.0
2079.0,3234006000000.0,3203181600000.0,3650525000000.0,4094525700000.0,3611923000000.0,3525130000000.0,3564035000000.0,3736600300000.0,3039087800000.0,3611597200000.0,3177235600000.0
2080.0,3210065000000.0,3153275400000.0,3654170200000.0,4096639000000.0,3603009000000.0,3499948000000.0,3559903500000.0,3733274200000.0,3020846500000.0,3605461200000.0,3165616000000.0
2081.0,3201217900000.0,3141057000000.0,3638980800000.0,4082389200000.0,3589351100000.0,3468727700000.0,3559799700000.0,3730929000000.0,3012677600000.0,3600198100000.0,3168876000000.0
2082.0,3199497400000.0,3130388400000.0,3645732300000.0,4068521800000.0,3566568000000.0,3449677400000.0,3547857700000.0,3708892700000.0,3006947400000.0,3590769600000.0,3149608000000.0
2083.0,3187291200000.0,3112542000000.0,3633722000000.0,4062445300000.0,3536078500000.0,3426769700000.0,3526835800000.0,3694099200000.0,2985033700000.0,3587658500000.0,3117096400000.0
2084.0,3166885000000.0,3076605300000.0,3613237700000.0,4042444800000.0,3529519400000.0,3413109600000.0,3518967300000.0,3674098000000.0,2964605400000.0,3561867200000.0,3114770400000.0
2085.0,3159143500000.0,3071884000000.0,3611170200000.0,4035277500000.0,3521043000000.0,3414845600000.0,3517526000000.0,3656600000000.0,2944470600000.0,3551843600000.0,3108129000000.0
2086.0,3126012700000.0,3056856000000.0,3602934700000.0,4031618700000.0,3499076600000.0,3405272600000.0,3511269000000.0,3628607500000.0,2926685200000.0,3552250400000.0,3086117000000.0
2087.0,3087425000000.0,3040604800000.0,3591803500000.0,4030051400000.0,3479129800000.0,3389930300000.0,3522505000000.0,3613106000000.0,2919270400000.0,3554462100000.0,3063371800000.0
2088.0,3065693900000.0,2999943700000.0,3587447000000.0,4032062800000.0,3458269200000.0,3375412300000.0,3525857000000.0,3594635700000.0,2913140500000.0,3550963800000.0,3050004000000.0
2089.0,3058658700000.0,2978339400000.0,3594051000000.0,4047776000000.0,3459977800000.0,3370784400000.0,3512777300000.0,3571847800000.0,2907755000000.0,3537466300000.0,3035638000000.0
2090.0,3048332300000.0,2960098300000.0,3595547400000.0,4044435500000.0,3444301000000.0,3363518800000.0,3515099000000.0,3542839200000.0,2880253700000.0,3539646300000.0,3034808800000.0
2091.0,3024915800000.0,2943168800000.0,3580893300000.0,4055449000000.0,3444534100000.0,3353094400000.0,3507952000000.0,3512044000000.0,2876320800000.0,3528528500000.0,3021128300000.0
2092.0,3007402000000.0,2911644000000.0,3586856800000.0,4035969500000.0,3428195800000.0,3365638200000.0,3487397000000.0,3485149400000.0,2872456800000.0,3530473000000.0,3007337500000.0
2093.0,2998457900000.0,2904607200000.0,3570233500000.0,4029343600000.0,3392713000000.0,3357593600000.0,3462602700000.0,3461527600000.0,2871534600000.0,3524724800000.0,3002971700000.0
2094.0,2995720600000.0,2885322000000.0,3562616000000.0,4033449600000.0,3380154000000.0,3359669200000.0,3454414400000.0,3432067600000.0,2856548000000.0,3518266000000.0,2990212600000.0
2095.0,2978048400000.0,2870979600000.0,3551422000000.0,4043546000000.0,3376650400000.0,3340783000000.0,3439885800000.0,3430721000000.0,2837698300000.0,3510287000000.0,2974637600000.0
2096.0,2956118500000.0,2865655000000.0,3541211800000.0,4043456600000.0,3383504100000.0,3339503300000.0,3426114300000.0,3413514400000.0,2825251500000.0,3515821900000.0,2966715600000.0
2097.0,2936079600000.0,2850207000000.0,3535123800000.0,4025537800000.0,3391857000000.0,3333138000000.0,3428952000000.0,3396235200000.0,2812600000000.0,3499987300000.0,2949692800000.0
2098.0,2925500000000.0,2832702600000.0,3530040500000.0,4041983100000.0,3377658300000.0,3314695300000.0,3438341300000.0,3376119500000.0,2794869000000.0,3499905800000.0,2932028700000.0
2099.0,2913126300000.0,2816367100000.0,3526319000000.0,4037046000000.0,3368431600000.0,3296654300000.0,3420117000000.0,3350803000000.0,2788663800000.0,3495416600000.0,2926584000000.0
2100.0,2895836300000.0,2809321200000.0,3525910200000.0,4022265200000.0,3370142700000.0,3290735300000.0,3411345400000.0,3329326600000.0,2780424800000.0,3487040000000.0,2897930000000.0
