time,GFDL-ESM2G,CSIRO-MK3-6-0,GISS-E2-R,CCSM4,GFDL-CM3,NORESM1-M,CANESM2,CNRM-CM5,IPSL-CM5A-LR,MPI-ESM-LR
2045.0,4045041800000.0,3864376400000.0,3947904400000.0,3905677200000.0,4123117500000.0,4014853600000.0,3809585000000.0,3691244700000.0,3959583400000.0,4008660000000.0
2046.0,4020142300000.0,3839813500000.0,3913316800000.0,3885787000000.0,4096147800000.0,3978784000000.0,3764548000000.0,3676763600000.0,3937295700000.0,3985916300000.0
2047.0,4007246000000.0,3809637300000.0,3891513500000.0,3863290600000.0,4086807000000.0,3944910200000.0,3719820500000.0,3626926300000.0,3915617400000.0,3955204000000.0
2048.0,3974324600000.0,3778695100000.0,3870250800000.0,3838913000000.0,4044709000000.0,3916922000000.0,3690076000000.0,3586925000000.0,3903950000000.0,3937038500000.0
2049.0,3953952800000.0,3769870000000.0,3851199200000.0,3817619300000.0,4005545600000.0,3900366400000.0,3642438000000.0,3548422000000.0,3871286200000.0,3925863600000.0
2050.0,3940452700000.0,3745633300000.0,3832885300000.0,3769619700000.0,3979215600000.0,3876619600000.0,3617689400000.0,3513325500000.0,3838367200000.0,3905394800000.0
2051.0,3917751300000.0,3738265500000.0,3807994200000.0,3724861000000.0,3953005000000.0,3841069700000.0,3588036800000.0,3458712500000.0,3786891000000.0,3885981500000.0
2052.0,3895975200000.0,3701630600000.0,3776994000000.0,3684080000000.0,3904717500000.0,3809322200000.0,3556779500000.0,3438768000000.0,3773485000000.0,3856689300000.0
2053.0,3861619700000.0,3666124000000.0,3727793300000.0,3654802000000.0,3876954300000.0,3775611000000.0,3515855100000.0,3404321800000.0,3745307200000.0,3830769000000.0
2054.0,3847189700000.0,3641502900000.0,3704231000000.0,3630848000000.0,3847981600000.0,3751169000000.0,3474224000000.0,3350187200000.0,3716538400000.0,3800550000000.0
2055.0,3808316600000.0,3614630500000.0,3675413000000.0,3612994400000.0,3813954300000.0,3724066400000.0,3440693500000.0,3320587200000.0,3694587500000.0,3765144400000.0
2056.0,3785959400000.0,3598040700000.0,3644681600000.0,3576378700000.0,3778540700000.0,3700093400000.0,3401273000000.0,3252418200000.0,3669059000000.0,3739566200000.0
2057.0,3775874500000.0,3549329000000.0,3619202800000.0,3545791200000.0,3742236700000.0,3685617800000.0,3356571700000.0,3209825400000.0,3625592000000.0,3711686100000.0
2058.0,3753963200000.0,3495653000000.0,3593222000000.0,3504216000000.0,3707427400000.0,3660186600000.0,3315044700000.0,3167759000000.0,3590357000000.0,3702088000000.0
2059.0,3723752000000.0,3464744400000.0,3562219500000.0,3478542600000.0,3662339600000.0,3618718600000.0,3279850300000.0,3120620600000.0,3562212400000.0,3689785000000.0
2060.0,3706786200000.0,3419792500000.0,3526926800000.0,3458110800000.0,3647167300000.0,3623385600000.0,3240085400000.0,3082314800000.0,3534736000000.0,3671285000000.0
2061.0,3676559600000.0,3406591400000.0,3487912000000.0,3432934800000.0,3633472300000.0,3591201000000.0,3209903000000.0,3046259800000.0,3501875000000.0,3635926000000.0
2062.0,3667446000000.0,3349681300000.0,3448659000000.0,3391547000000.0,3608690800000.0,3558571000000.0,3160876300000.0,3016679200000.0,3471860000000.0,3601355000000.0
2063.0,3660297000000.0,3322965100000.0,3403647300000.0,3363229000000.0,3579265200000.0,3536409600000.0,3127377700000.0,2975268600000.0,3451166700000.0,3573912000000.0
2064.0,3641985500000.0,3298012700000.0,3358151000000.0,3322753300000.0,3546098400000.0,3521033000000.0,3079227800000.0,2930266900000.0,3422982500000.0,3538261000000.0
2065.0,3604781000000.0,3259920300000.0,3320367500000.0,3291609600000.0,3511498600000.0,3500290900000.0,3040278500000.0,2896317400000.0,3361460500000.0,3517248700000.0
2066.0,3578793600000.0,3240625000000.0,3295007000000.0,3236098700000.0,3480042900000.0,3473230300000.0,3012481500000.0,2867888000000.0,3324048600000.0,3483138000000.0
2067.0,3560233200000.0,3201766300000.0,3252497700000.0,3205238600000.0,3464570900000.0,3447952800000.0,2974575200000.0,2818386200000.0,3302720500000.0,3456962400000.0
2068.0,3534013000000.0,3170151200000.0,3222129900000.0,3172403000000.0,3433469300000.0,3417918700000.0,2935919200000.0,2770619600000.0,3272099800000.0,3430175200000.0
2069.0,3491745000000.0,3147443000000.0,3181023900000.0,3127048000000.0,3389898400000.0,3388874000000.0,2897949500000.0,2738917500000.0,3243458700000.0,3395491000000.0
2070.0,3461365600000.0,3127399000000.0,3145880600000.0,3093149500000.0,3365094000000.0,3365724500000.0,2855918000000.0,2684944400000.0,3227889700000.0,3376461000000.0
2071.0,3428976400000.0,3089896600000.0,3101215000000.0,3057925000000.0,3323944800000.0,3341348200000.0,2808593300000.0,2637535000000.0,3202932000000.0,3347167000000.0
2072.0,3401591600000.0,3067285300000.0,3072460000000.0,3002948400000.0,3296202900000.0,3312325200000.0,2764363800000.0,2594706800000.0,3161614000000.0,3321818300000.0
2073.0,3390435000000.0,3050083700000.0,3032342600000.0,2971497400000.0,3267923500000.0,3269028000000.0,2711281200000.0,2545808000000.0,3116770000000.0,3292345100000.0
2074.0,3373326700000.0,3036300700000.0,3010149700000.0,2938120700000.0,3230668000000.0,3227902800000.0,2675347600000.0,2517056400000.0,3081387600000.0,3247385300000.0
2075.0,3350071300000.0,2999419000000.0,2973757900000.0,2904619200000.0,3198423100000.0,3200756000000.0,2647598600000.0,2479946200000.0,3046621600000.0,3225772600000.0
2076.0,3329890700000.0,2958053900000.0,2922232400000.0,2854941000000.0,3163207500000.0,3174370400000.0,2613640200000.0,2435414200000.0,3016066600000.0,3204822300000.0
2077.0,3320826300000.0,2923815800000.0,2866679000000.0,2822596000000.0,3139880600000.0,3154574800000.0,2557548400000.0,2397456300000.0,2977270900000.0,3179373000000.0
2078.0,3308797600000.0,2874512500000.0,2822970500000.0,2793154500000.0,3108478600000.0,3121585300000.0,2505603800000.0,2354054700000.0,2947037500000.0,3147581400000.0
2079.0,3290295200000.0,2846809000000.0,2780033200000.0,2751187400000.0,3084635900000.0,3094810700000.0,2468430500000.0,2329214700000.0,2917716500000.0,3118816800000.0
2080.0,3261117800000.0,2827782700000.0,2748869000000.0,2696657000000.0,3058450300000.0,3071276700000.0,2430836000000.0,2288515800000.0,2865071700000.0,3087408300000.0
2081.0,3241155000000.0,2785656700000.0,2708332600000.0,2662784300000.0,3024240000000.0,3048992400000.0,2398579300000.0,2240042000000.0,2847821800000.0,3070561000000.0
2082.0,3218613700000.0,2762221300000.0,2665128700000.0,2626364600000.0,2989990000000.0,3025121600000.0,2362335300000.0,2205715500000.0,2824754200000.0,3055834600000.0
2083.0,3198741000000.0,2749003000000.0,2633977300000.0,2593917200000.0,2940674800000.0,2992569300000.0,2324822800000.0,2162597000000.0,2796202200000.0,3001764000000.0
2084.0,3164862400000.0,2727892700000.0,2594954800000.0,2547688100000.0,2886111900000.0,2977641000000.0,2295401000000.0,2135315600000.0,2775315000000.0,2954916300000.0
2085.0,3144587000000.0,2695476000000.0,2549478300000.0,2511111500000.0,2851998000000.0,2958716300000.0,2261921300000.0,2088034400000.0,2740218500000.0,2915434000000.0
2086.0,3114517000000.0,2658847200000.0,2512728000000.0,2469254400000.0,2818540800000.0,2930733700000.0,2214362300000.0,2060052000000.0,2707995800000.0,2894080800000.0
2087.0,3093996500000.0,2621158200000.0,2477616000000.0,2428973600000.0,2779040700000.0,2901855200000.0,2178513900000.0,2018239400000.0,2680860200000.0,2869278000000.0
2088.0,3060212700000.0,2573144000000.0,2439722800000.0,2379602200000.0,2748585600000.0,2872831400000.0,2148133800000.0,1971489000000.0,2657215000000.0,2839016600000.0
2089.0,3018615700000.0,2554817000000.0,2406211400000.0,2345845700000.0,2713990500000.0,2841053200000.0,2118828000000.0,1939570700000.0,2630395000000.0,2790162200000.0
2090.0,3012905100000.0,2532153200000.0,2370851300000.0,2314382600000.0,2682332600000.0,2808418100000.0,2072921500000.0,1898161900000.0,2609016700000.0,2757714800000.0
2091.0,2984485000000.0,2502094500000.0,2336654000000.0,2275798200000.0,2642665500000.0,2785297000000.0,2024676900000.0,1869277400000.0,2583434400000.0,2730446300000.0
2092.0,2950344000000.0,2469804600000.0,2308031400000.0,2228913200000.0,2615967700000.0,2757630000000.0,1991322100000.0,1833281000000.0,2562628800000.0,2703963000000.0
2093.0,2942563800000.0,2442261700000.0,2272412600000.0,2175510500000.0,2578864000000.0,2732004000000.0,1949690900000.0,1792338000000.0,2527179800000.0,2682996400000.0
2094.0,2920562300000.0,2408803200000.0,2239122400000.0,2143403400000.0,2543173500000.0,2704875000000.0,1913635300000.0,1752568200000.0,2494604200000.0,2651911400000.0
2095.0,2895119400000.0,2370616200000.0,2203609700000.0,2116913100000.0,2510864800000.0,2688369300000.0,1877361800000.0,1720836400000.0,2465165500000.0,2621065000000.0
2096.0,2866376600000.0,2335228300000.0,2172075100000.0,2087962800000.0,2477673400000.0,2661898300000.0,1829517400000.0,1689985600000.0,2443754600000.0,2600319800000.0
2097.0,2820879000000.0,2300536000000.0,2150613100000.0,2053658200000.0,2451649600000.0,2629768000000.0,1799174900000.0,1659247900000.0,2416721800000.0,2567678000000.0
2098.0,2817098000000.0,2274671500000.0,2113287500000.0,2024430600000.0,2426511300000.0,2598599100000.0,1774764700000.0,1624273500000.0,2387570300000.0,2531562000000.0
2099.0,2795862200000.0,2239634900000.0,2075293600000.0,1989328000000.0,2386065600000.0,2572027000000.0,1738722200000.0,1602485400000.0,2341034500000.0,2485248000000.0
2100.0,2770486700000.0,2223042000000.0,2035180400000.0,1968519800000.0,2329706200000.0,2553375000000.0,1690940100000.0,1582286400000.0,2310876000000.0,2456657900000.0
