time,MPI-ESM1-2-HR,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0
2074.0,16634233000.0,5887368700.0,10220447000.0,31882324000.0,14558302000.0
2075.0,16160562000.0,5715844000.0,9825033000.0,30938462000.0,14352090000.0
2076.0,15869490000.0,5464459300.0,9558877000.0,29974098000.0,14198800000.0
2077.0,15200913000.0,5233702000.0,9175692000.0,29298490000.0,13790648000.0
2078.0,14681143000.0,5072114700.0,8947270000.0,28553247000.0,13233352000.0
2079.0,14321616000.0,4866275300.0,8652385000.0,27844983000.0,12636414000.0
2080.0,14420065000.0,4609427500.0,8340294700.0,26864036000.0,12194722000.0
2081.0,14187387000.0,4464144000.0,8185030000.0,25947353000.0,11840893000.0
2082.0,13523951000.0,4361959000.0,7975144400.0,25201695000.0,11471141000.0
2083.0,13111360000.0,4277327600.0,7727044000.0,24616446000.0,11229315000.0
2084.0,12819794000.0,4193553200.0,7565729000.0,23858356000.0,11090243000.0
2085.0,12528100000.0,4100909000.0,7464219000.0,22732073000.0,10616309000.0
2086.0,12237922000.0,3937809700.0,7351485400.0,22023910000.0,10505569000.0
2087.0,11969536000.0,3790614000.0,7077911600.0,21283682000.0,10239284000.0
2088.0,11653809000.0,3642644700.0,6882650000.0,20901167000.0,9799252000.0
2089.0,11501799000.0,3442893000.0,6757532000.0,20034607000.0,9598307000.0
2090.0,11204739000.0,3356578300.0,6650577400.0,19567835000.0,9420305000.0
2091.0,10998195000.0,3169736200.0,6464458000.0,18759170000.0,9062767000.0
2092.0,10748379000.0,3002260500.0,6206291500.0,18158725000.0,8738141000.0
2093.0,10456450000.0,2889407500.0,6059827700.0,17351020000.0,8609747000.0
2094.0,10175177000.0,2827199700.0,5790508000.0,16636007000.0,8568263700.0
2095.0,9994303000.0,2676402400.0,5571809300.0,16010962000.0,8421968400.0
2096.0,9830661000.0,2539144000.0,5345999400.0,15393871000.0,8252923000.0
2097.0,9568589000.0,2414376200.0,5129614000.0,14680441000.0,8105341000.0
2098.0,9511743000.0,2274952200.0,4919924700.0,14154222000.0,8014136300.0
2099.0,9596006000.0,2150817000.0,4747357700.0,14019319000.0,7913754000.0
2100.0,9350646000.0,2053464300.0,4589639000.0,13748091000.0,7837535000.0
