time,UKESM1-0-LL,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0
2074.0,9673622000.0,38205460000.0,18972801000.0,40224362000.0,19004090000.0
2075.0,9326282000.0,37536910000.0,18544060000.0,39836684000.0,18749184000.0
2076.0,9184695000.0,37826510000.0,18312606000.0,39655047000.0,18528719000.0
2077.0,8894576000.0,37309166000.0,17985876000.0,39636070000.0,18471170000.0
2078.0,8612264000.0,36988260000.0,17848520000.0,39556080000.0,18165815000.0
2079.0,8438862000.0,36407870000.0,17737220000.0,39516470000.0,18087444000.0
2080.0,8407320000.0,35726710000.0,17525268000.0,39516025000.0,17912943000.0
2081.0,8304200700.0,35822710000.0,17311621000.0,39530656000.0,17724662000.0
2082.0,8150997000.0,35872547000.0,16924100000.0,39773094000.0,17759281000.0
2083.0,8086531600.0,34813817000.0,16704795000.0,39539085000.0,17772624000.0
2084.0,7889903600.0,34696737000.0,16467823000.0,39005220000.0,17590905000.0
2085.0,7856718300.0,33886763000.0,16227814000.0,38402773000.0,17332097000.0
2086.0,7854697000.0,33624623000.0,15974756000.0,37573250000.0,17302600000.0
2087.0,7807246300.0,33658230000.0,15710255000.0,37846344000.0,17443031000.0
2088.0,7651641000.0,33867926000.0,15614478000.0,37989356000.0,17389365000.0
2089.0,7578028000.0,33192290000.0,15470389000.0,37274784000.0,17165397000.0
2090.0,7453689000.0,32419484000.0,15129362000.0,36174225000.0,17292896000.0
2091.0,7358097000.0,32118858000.0,14926170000.0,35785085000.0,17283797000.0
2092.0,7243921400.0,31711620000.0,14657579000.0,35296400000.0,17357974000.0
2093.0,7199371300.0,31414160000.0,14616261000.0,34832437000.0,17228261000.0
2094.0,7249167400.0,30974458000.0,14471754000.0,34250290000.0,17396124000.0
2095.0,7145298000.0,30774280000.0,14548228000.0,34176846000.0,17658272000.0
2096.0,6970090500.0,30401313000.0,14796536000.0,33374024000.0,17946182000.0
2097.0,6922773500.0,30512482000.0,14841289000.0,33037322000.0,18228525000.0
2098.0,7001369600.0,29902807000.0,14768153000.0,32167105000.0,18372612000.0
2099.0,6993700000.0,30140780000.0,14620086000.0,32307114000.0,18492690000.0
2100.0,6945772500.0,30124108000.0,14322892000.0,31922383000.0,18425810000.0
