time,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5
2059.0,56394630000.0,58239242000.0,63789404000.0,61291810000.0
2060.0,55645815000.0,57770762000.0,63238630000.0,60240204000.0
2061.0,54866137000.0,56841820000.0,62685614000.0,59436945000.0
2062.0,54045620000.0,55873260000.0,62126817000.0,58706182000.0
2063.0,53181575000.0,54896000000.0,61659517000.0,57658340000.0
2064.0,52400970000.0,54468923000.0,60947060000.0,56689877000.0
2065.0,51612058000.0,53336375000.0,60579856000.0,55834923000.0
2066.0,51102495000.0,53191692000.0,60393280000.0,54874333000.0
2067.0,50691244000.0,53727680000.0,59488272000.0,54121538000.0
2068.0,50185417000.0,51669463000.0,60076070000.0,53470410000.0
2069.0,49087610000.0,50663547000.0,58859577000.0,52740915000.0
2070.0,48510890000.0,51467764000.0,60710322000.0,51952005000.0
2071.0,47824410000.0,50164350000.0,58462835000.0,51291570000.0
2072.0,47209890000.0,48640135000.0,57472393000.0,50505430000.0
2073.0,46323794000.0,48030910000.0,57216877000.0,49953080000.0
2074.0,45641780000.0,47273685000.0,56811550000.0,49226383000.0
2075.0,45135397000.0,45991180000.0,56436388000.0,48664277000.0
2076.0,44686828000.0,45201520000.0,55916294000.0,47962243000.0
2077.0,43836090000.0,46521120000.0,55447257000.0,47257700000.0
2078.0,43101010000.0,45111726000.0,55203344000.0,46675042000.0
2079.0,42542264000.0,43573470000.0,54765683000.0,46134910000.0
2080.0,41845916000.0,43465495000.0,54279795000.0,45794320000.0
2081.0,41369346000.0,43997106000.0,54419490000.0,45206550000.0
2082.0,40765567000.0,42199732000.0,53468590000.0,44782903000.0
2083.0,40206426000.0,41453980000.0,53399527000.0,44287685000.0
2084.0,39673065000.0,41227600000.0,53628440000.0,43636440000.0
2085.0,38921724000.0,43100460000.0,52868456000.0,43535385000.0
2086.0,38617500000.0,40678633000.0,52662540000.0,43254300000.0
2087.0,37767094000.0,40043205000.0,52200264000.0,42728660000.0
2088.0,37115630000.0,39478723000.0,51878060000.0,41987920000.0
2089.0,37987734000.0,39168520000.0,51965407000.0,41598700000.0
2090.0,37430250000.0,40116010000.0,54689444000.0,41191470000.0
2091.0,36185084000.0,38969400000.0,55397913000.0,41023940000.0
2092.0,35811470000.0,38131724000.0,52484940000.0,41158435000.0
2093.0,36346966000.0,37999540000.0,51957617000.0,40542392000.0
2094.0,35474180000.0,40162320000.0,51291644000.0,40089330000.0
2095.0,35079344000.0,37089500000.0,51777896000.0,39672840000.0
2096.0,35409347000.0,36756083000.0,51923460000.0,39395170000.0
2097.0,35120816000.0,39172874000.0,51163920000.0,40493015000.0
2098.0,37527564000.0,36371840000.0,51402113000.0,40084690000.0
2099.0,35517755000.0,35934745000.0,51044810000.0,39152067000.0
2100.0,34363265000.0,35850880000.0,50915164000.0,38531867000.0
