time,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5
2000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0
2001.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0
2002.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0
2003.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0
2004.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0
2005.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0
2006.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0
2007.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0
2008.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0
2009.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0
2010.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0
2011.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0
2012.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0
2013.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0
2014.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0
2015.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0
2016.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0
2017.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0
2018.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0
2019.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0
2020.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0
2021.0,84801360000.0,84862630000.0,84898990000.0,84817130000.0
2022.0,84326830000.0,84529840000.0,84741640000.0,84717940000.0
2023.0,83939740000.0,84254065000.0,84347765000.0,84350130000.0
2024.0,83560320000.0,84051950000.0,84030130000.0,84017570000.0
2025.0,83093630000.0,83505440000.0,83616874000.0,83919510000.0
2026.0,82517910000.0,83214524000.0,83280930000.0,83641570000.0
2027.0,81788550000.0,82910470000.0,82961424000.0,83245560000.0
2028.0,80951886000.0,82345210000.0,82718030000.0,82971510000.0
2029.0,80442530000.0,81739470000.0,82176340000.0,82441780000.0
2030.0,80081306000.0,81037250000.0,81957040000.0,81961700000.0
2031.0,79414804000.0,80068240000.0,81134310000.0,81472184000.0
2032.0,78944080000.0,79560660000.0,80561720000.0,80785900000.0
2033.0,78353090000.0,79264506000.0,80004325000.0,80325020000.0
2034.0,77584870000.0,78743900000.0,79700690000.0,79629386000.0
2035.0,76641880000.0,78614120000.0,79690605000.0,79106300000.0
2036.0,76059750000.0,77968370000.0,79002610000.0,78513660000.0
2037.0,75264385000.0,77053100000.0,78583910000.0,77725820000.0
2038.0,74302460000.0,76188700000.0,77570260000.0,77404640000.0
2039.0,73743720000.0,75642946000.0,76830120000.0,76736720000.0
2040.0,73947060000.0,74786200000.0,75998920000.0,75892080000.0
2041.0,72500440000.0,73925610000.0,75219250000.0,75267826000.0
2042.0,71405630000.0,73066340000.0,74283830000.0,74197670000.0
2043.0,70727380000.0,71805250000.0,73553080000.0,73432610000.0
2044.0,69887900000.0,70924435000.0,72995320000.0,72682010000.0
2045.0,69047530000.0,69934940000.0,72247650000.0,72093010000.0
2046.0,68247376000.0,69026620000.0,71995620000.0,71225614000.0
2047.0,67428594000.0,68268050000.0,71280206000.0,70466570000.0
2048.0,66431275000.0,69036270000.0,70610790000.0,69690480000.0
2049.0,65512910000.0,66762960000.0,70116660000.0,69168200000.0
2050.0,64823607000.0,65698513000.0,69108030000.0,68465857000.0
2051.0,64101028000.0,64822145000.0,68320244000.0,67756440000.0
2052.0,63023165000.0,63959773000.0,68291030000.0,66897930000.0
2053.0,62053660000.0,64174244000.0,67436830000.0,66026156000.0
2054.0,61327315000.0,62944625000.0,66923995000.0,65566224000.0
2055.0,60440523000.0,61847945000.0,66216360000.0,64687194000.0
2056.0,59347320000.0,60958260000.0,65607004000.0,64019223000.0
2057.0,58264770000.0,60843758000.0,64923943000.0,63226245000.0
2058.0,57210507000.0,59138327000.0,64310948000.0,62267570000.0
