time,BCC-CSM2-MR,CAMS-CSM1-0,EC-EARTH3,NORESM2-MM,FGOALS-F3-L,INM-CM4-8,MPI-ESM1-2-HR,CESM2-WACCM,CESM2,INM-CM5-0,MRI-ESM2-0,EC-EARTH3-VEG,GFDL-ESM4
2010.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0
2011.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0
2012.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0
2013.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0
2014.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0
2015.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0
2016.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0
2017.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0
2018.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0
2019.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0
2020.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0
2021.0,84848484000.0,84602610000.0,84944100000.0,84854650000.0,84854260000.0,85204050000.0,85438280000.0,85051330000.0,85122620000.0,85000760000.0,85403920000.0,84740555000.0,84757110000.0
2022.0,84596410000.0,84206890000.0,84740830000.0,84597430000.0,84598240000.0,84883775000.0,86498370000.0,84867330000.0,85450660000.0,84799050000.0,84938180000.0,84479990000.0,84437990000.0
2023.0,84552640000.0,83749814000.0,84169860000.0,84329275000.0,84400310000.0,84693940000.0,85642910000.0,84493680000.0,84910600000.0,84528910000.0,84659180000.0,84172150000.0,84063600000.0
2024.0,84020490000.0,83412590000.0,83752570000.0,83896670000.0,83831366000.0,84352520000.0,85395940000.0,84060950000.0,84543390000.0,84258510000.0,84372640000.0,83999450000.0,83855630000.0
2025.0,83672840000.0,83162890000.0,83861160000.0,83695740000.0,83406650000.0,83931870000.0,84711750000.0,83634720000.0,84155810000.0,84017520000.0,84031906000.0,83580520000.0,83550540000.0
2026.0,83345370000.0,82773025000.0,83973220000.0,83339060000.0,83312350000.0,83683590000.0,84416954000.0,83073440000.0,83831390000.0,83625980000.0,83606580000.0,83146350000.0,83030335000.0
2027.0,82906350000.0,82361820000.0,82910450000.0,83015614000.0,82866290000.0,83540960000.0,84073650000.0,82631220000.0,83432440000.0,83319010000.0,83148470000.0,82861466000.0,82626540000.0
2028.0,82126250000.0,82119610000.0,82214306000.0,82500300000.0,82425586000.0,82990810000.0,83816780000.0,82139850000.0,82987130000.0,83018070000.0,82629010000.0,82361510000.0,82242085000.0
2029.0,81804600000.0,81855590000.0,81781970000.0,81938770000.0,82520280000.0,82619760000.0,83906240000.0,81312195000.0,82379000000.0,83237950000.0,82189620000.0,81775530000.0,81890150000.0
2030.0,81189855000.0,81374250000.0,81358420000.0,81480655000.0,81860575000.0,82211850000.0,83563110000.0,80767386000.0,81917790000.0,82525890000.0,81819350000.0,81256180000.0,81321170000.0
2031.0,80615590000.0,80969550000.0,81015054000.0,81051060000.0,81208070000.0,81682070000.0,83092110000.0,80616800000.0,81327450000.0,82371980000.0,81293190000.0,80836610000.0,80996614000.0
2032.0,79625080000.0,80717650000.0,80972366000.0,80688000000.0,80740300000.0,81292520000.0,82721550000.0,79519510000.0,80885710000.0,81807690000.0,80745480000.0,80536330000.0,80538950000.0
2033.0,78756780000.0,80083984000.0,80343710000.0,80632070000.0,80276280000.0,80990620000.0,82400180000.0,78822560000.0,80422010000.0,81414500000.0,80687130000.0,79770305000.0,80020920000.0
2034.0,78062010000.0,79562640000.0,79440600000.0,81260675000.0,79799840000.0,80564355000.0,81974350000.0,78812310000.0,79611790000.0,80985920000.0,79990735000.0,79361800000.0,79714930000.0
2035.0,77071580000.0,79792470000.0,78813970000.0,80628490000.0,79495790000.0,80157170000.0,82081210000.0,78192690000.0,79056650000.0,80752910000.0,79530840000.0,78534940000.0,79658070000.0
2036.0,76233570000.0,80098010000.0,78163440000.0,80158400000.0,78610400000.0,80064760000.0,81559770000.0,77600600000.0,78557450000.0,80347650000.0,79220560000.0,78213520000.0,78789700000.0
2037.0,75382950000.0,79219050000.0,77561140000.0,79463465000.0,77732280000.0,80666290000.0,81189840000.0,76934760000.0,78027650000.0,79726380000.0,78514200000.0,77303276000.0,78231190000.0
2038.0,74111060000.0,78677590000.0,76909970000.0,78860230000.0,77309130000.0,79528410000.0,80844800000.0,76326030000.0,77008470000.0,79289330000.0,77999520000.0,76783510000.0,77524450000.0
2039.0,73370840000.0,78093970000.0,76599440000.0,78538560000.0,76882150000.0,78996370000.0,80558790000.0,75323100000.0,76913250000.0,78783594000.0,77758930000.0,75947630000.0,77045820000.0
2040.0,72862070000.0,78197570000.0,76003110000.0,78166880000.0,76158310000.0,78294700000.0,80202020000.0,74662660000.0,76555910000.0,78273930000.0,77107240000.0,75122745000.0,76403790000.0
2041.0,72767990000.0,77305560000.0,75355830000.0,77641064000.0,76078100000.0,77958500000.0,79794040000.0,73615090000.0,76043230000.0,77832650000.0,76397920000.0,74491585000.0,75995210000.0
2042.0,71502900000.0,76683820000.0,74735470000.0,77148420000.0,75732940000.0,77532630000.0,79650340000.0,72755140000.0,75321926000.0,77489800000.0,75598770000.0,74045620000.0,75474680000.0
2043.0,70523940000.0,76147380000.0,73959060000.0,76414410000.0,74613050000.0,77169730000.0,79043715000.0,72025560000.0,74801500000.0,76987670000.0,75053060000.0,73775460000.0,74788630000.0
2044.0,69949284000.0,75830670000.0,73129040000.0,75681055000.0,73830410000.0,76721770000.0,78660680000.0,71430970000.0,74418450000.0,77705930000.0,75417900000.0,72614216000.0,74234690000.0
2045.0,68958040000.0,75470450000.0,72602540000.0,75444700000.0,73301700000.0,76046990000.0,78432535000.0,70721210000.0,73774640000.0,76255040000.0,74313950000.0,71609420000.0,73951040000.0
2046.0,68334940000.0,74761310000.0,71902134000.0,75044220000.0,72597045000.0,75689310000.0,78014970000.0,70108560000.0,73334350000.0,75828630000.0,73971390000.0,70790780000.0,72901740000.0
2047.0,67318166000.0,74273430000.0,71082470000.0,74255155000.0,71704084000.0,74939924000.0,77451180000.0,69532270000.0,72819950000.0,75368740000.0,73298610000.0,69786150000.0,72453420000.0
2048.0,66423136000.0,73909486000.0,70403020000.0,73645930000.0,71243850000.0,74157930000.0,77078350000.0,68845210000.0,72432706000.0,74749250000.0,72782810000.0,68876700000.0,71861400000.0
2049.0,66221916000.0,74378140000.0,69698600000.0,73046250000.0,70339720000.0,74074840000.0,76665586000.0,68240626000.0,71809384000.0,74138700000.0,72796135000.0,68288287000.0,71464510000.0
2050.0,65398520000.0,73380495000.0,69058320000.0,74146185000.0,69330240000.0,73587760000.0,76120556000.0,67452613000.0,71008340000.0,73814990000.0,72008780000.0,67483603000.0,71635070000.0
2051.0,64889330000.0,72908580000.0,68390412000.0,72320660000.0,69483920000.0,73561430000.0,75715700000.0,66641023000.0,70463504000.0,73342810000.0,71338390000.0,66730150000.0,70905320000.0
2052.0,64123458000.0,73143870000.0,67827577000.0,71594930000.0,68492600000.0,73204220000.0,75286000000.0,65862197000.0,69970410000.0,72967220000.0,70530210000.0,66726765000.0,70458200000.0
2053.0,63562002000.0,73253360000.0,67209150000.0,70993535000.0,67637408000.0,72789610000.0,74758670000.0,66231970000.0,69611500000.0,72197880000.0,69831650000.0,65552890000.0,69904360000.0
2054.0,62758550000.0,71917126000.0,66412000000.0,70399820000.0,68217870000.0,72374436000.0,74453615000.0,66397696000.0,68972560000.0,71780350000.0,69258215000.0,64410470000.0,69047310000.0
2055.0,61993546000.0,71233200000.0,65814766000.0,69554520000.0,66565956000.0,71934270000.0,73872050000.0,65216844000.0,68197982000.0,71202130000.0,68746710000.0,63449702000.0,68534915000.0
2056.0,61211040000.0,70847420000.0,65075266000.0,68836750000.0,65700260000.0,71392210000.0,73179110000.0,63916750000.0,67712324000.0,71143040000.0,68665537000.0,62605332000.0,68022497000.0
2057.0,60375510000.0,70332530000.0,64333590000.0,67920040000.0,65281683000.0,70929840000.0,72751660000.0,63187087000.0,66910175000.0,70505170000.0,67880920000.0,61838160000.0,67693920000.0
2058.0,59387335000.0,69669585000.0,63610036000.0,67029780000.0,64699388000.0,70458974000.0,71913800000.0,62381527000.0,66565538000.0,70198034000.0,67076428000.0,61203132000.0,67071455000.0
2059.0,58201125000.0,70060350000.0,62822830000.0,66490847000.0,63801660000.0,70147785000.0,71108730000.0,61612814000.0,65947206000.0,69509190000.0,66343784000.0,60117926000.0,66462814000.0
2060.0,57393955000.0,69295970000.0,62140686000.0,65857900000.0,63250153000.0,69893650000.0,70427450000.0,60865032000.0,65465917000.0,69211750000.0,66164390000.0,59260867000.0,66472350000.0
2061.0,56505446000.0,69337326000.0,61034852000.0,64933323000.0,62541373000.0,69301970000.0,69874390000.0,60053545000.0,64818315000.0,69120040000.0,65568485000.0,58222887000.0,65511830000.0
2062.0,55508490000.0,68254900000.0,60073804000.0,64433144000.0,61881190000.0,68911000000.0,69316714000.0,59244143000.0,64161206000.0,68320023000.0,65185980000.0,57328407000.0,65051740000.0
2063.0,54793716000.0,67629970000.0,58948880000.0,64036180000.0,61176594000.0,68378760000.0,68926790000.0,58149798000.0,63594885000.0,67640120000.0,64550220000.0,56424858000.0,64345797000.0
2064.0,54097568000.0,67169636000.0,58570715000.0,63244575000.0,60556470000.0,67750500000.0,68479650000.0,57305290000.0,62817320000.0,66927403000.0,66093306000.0,55716987000.0,63845155000.0
2065.0,53616770000.0,66587900000.0,57475637000.0,62393496000.0,60124627000.0,67150710000.0,67975193000.0,56523944000.0,62042403000.0,66358792000.0,64016100000.0,54854610000.0,63247766000.0
2066.0,52788355000.0,66752307000.0,56737300000.0,61449670000.0,59233860000.0,67119604000.0,67316020000.0,55703392000.0,61193466000.0,66506210000.0,63421587000.0,54104527000.0,62608413000.0
2067.0,52098800000.0,65799418000.0,55551615000.0,60694010000.0,58727100000.0,66543043000.0,66601808000.0,54928650000.0,60548610000.0,65467880000.0,62648467000.0,53189214000.0,62155637000.0
2068.0,51474180000.0,65239890000.0,54548988000.0,60108825000.0,58619572000.0,65748790000.0,65983090000.0,54076445000.0,59614810000.0,64872420000.0,62140932000.0,52213342000.0,62224460000.0
2069.0,50755854000.0,64864195000.0,53744595000.0,59560260000.0,57745550000.0,65190600000.0,65406693000.0,53537686000.0,58884770000.0,64149580000.0,62230290000.0,51195230000.0,61245374000.0
2070.0,49850720000.0,64286520000.0,52909750000.0,58923410000.0,57274364000.0,64568058000.0,64917946000.0,52470702000.0,57983422000.0,63710753000.0,61374390000.0,50505003000.0,60588585000.0
2071.0,49153590000.0,63638400000.0,52025725000.0,58272240000.0,56710680000.0,63970360000.0,64248500000.0,51546220000.0,57628525000.0,63096115000.0,60781117000.0,49863786000.0,60068670000.0
2072.0,48605778000.0,63015223000.0,51275858000.0,57635120000.0,55985426000.0,63660216000.0,63684563000.0,50449834000.0,56639185000.0,62753530000.0,60084670000.0,48879730000.0,59507802000.0
2073.0,47730900000.0,62562435000.0,50514117000.0,56661697000.0,55435895000.0,63034230000.0,63162230000.0,49508740000.0,55976325000.0,62397825000.0,59563850000.0,47852340000.0,58577175000.0
2074.0,47155544000.0,61993234000.0,49889110000.0,56060940000.0,55082200000.0,62476490000.0,62806634000.0,48465700000.0,55255030000.0,62166280000.0,59248746000.0,47078728000.0,57841010000.0
2075.0,46499420000.0,61404850000.0,49120362000.0,55509115000.0,54349554000.0,61998090000.0,62118932000.0,47628247000.0,54302634000.0,62509847000.0,58573947000.0,46449110000.0,57110250000.0
2076.0,45808574000.0,61042020000.0,47925880000.0,54628565000.0,53775200000.0,61489103000.0,61465950000.0,46796517000.0,53209346000.0,61587130000.0,58166700000.0,45581090000.0,57000153000.0
2077.0,45025886000.0,60656570000.0,47157686000.0,53868876000.0,53076197000.0,60966232000.0,61021766000.0,46075020000.0,52801640000.0,61156815000.0,57647178000.0,44837732000.0,56412950000.0
2078.0,44374004000.0,60351620000.0,46014970000.0,53510537000.0,52601876000.0,60483363000.0,60492513000.0,45155676000.0,52123804000.0,60561175000.0,56998183000.0,44091417000.0,55914430000.0
2079.0,43623840000.0,59773180000.0,45012920000.0,52919816000.0,52034720000.0,59949510000.0,59850252000.0,44385866000.0,51225014000.0,60124987000.0,56433705000.0,43344945000.0,55296440000.0
2080.0,42774704000.0,60533590000.0,44373946000.0,52036250000.0,51507114000.0,59336757000.0,59128550000.0,43732083000.0,50434450000.0,59617070000.0,55971873000.0,42635272000.0,54818443000.0
2081.0,42029080000.0,59156595000.0,43616620000.0,51229490000.0,50759160000.0,58669945000.0,58710827000.0,42928580000.0,49477255000.0,59165962000.0,55445463000.0,41919447000.0,54173640000.0
2082.0,41102193000.0,58551420000.0,42862944000.0,50354550000.0,50224410000.0,58191135000.0,58219827000.0,42135773000.0,48674410000.0,58977247000.0,54767430000.0,41220395000.0,53484560000.0
2083.0,40087675000.0,58018610000.0,41938403000.0,49743750000.0,49537446000.0,57624367000.0,57694950000.0,41219326000.0,47954610000.0,58343035000.0,54211390000.0,40453510000.0,52826292000.0
2084.0,39087997000.0,57657496000.0,41019752000.0,48691462000.0,48952877000.0,56941806000.0,57279123000.0,40269150000.0,47202650000.0,57745138000.0,53786317000.0,39514110000.0,52146356000.0
2085.0,38180510000.0,57280856000.0,40325000000.0,47917310000.0,48390242000.0,56472875000.0,56777940000.0,39460282000.0,46445500000.0,57123713000.0,53370245000.0,38412710000.0,51514188000.0
2086.0,37083337000.0,57351246000.0,39337060000.0,47018470000.0,47761658000.0,55863857000.0,56452170000.0,38123390000.0,45406370000.0,56418808000.0,52828950000.0,37650477000.0,50895213000.0
2087.0,36287627000.0,56447476000.0,38320435000.0,46081560000.0,47190585000.0,55531995000.0,55848520000.0,37376532000.0,44385616000.0,55724028000.0,52309540000.0,36805886000.0,50297490000.0
2088.0,35528410000.0,55864513000.0,37454897000.0,45302727000.0,46751883000.0,55013745000.0,55539860000.0,36484387000.0,43680900000.0,55282684000.0,51688750000.0,35643003000.0,49778280000.0
2089.0,34829283000.0,55339300000.0,36772266000.0,44360700000.0,46162076000.0,54544527000.0,54943535000.0,35666833000.0,42952430000.0,55105516000.0,51606213000.0,34830823000.0,49053780000.0
2090.0,34177835000.0,54795866000.0,36055257000.0,42852010000.0,45648716000.0,54300720000.0,54486840000.0,34960294000.0,41943687000.0,54297780000.0,50889120000.0,34166794000.0,48559450000.0
2091.0,33120723000.0,54250730000.0,35661095000.0,41979830000.0,45034664000.0,53741396000.0,54665490000.0,33635656000.0,41022530000.0,53839557000.0,50467828000.0,33357447000.0,48068366000.0
2092.0,32491477000.0,53682070000.0,34747208000.0,41369854000.0,44701590000.0,53209022000.0,53978650000.0,32796918000.0,40093420000.0,53344195000.0,49885802000.0,32532654000.0,47544963000.0
2093.0,31801473000.0,53002470000.0,34060747000.0,40600285000.0,44219167000.0,52656124000.0,53489336000.0,32007774000.0,39078916000.0,52942316000.0,49085300000.0,31481217000.0,47087673000.0
2094.0,31188068000.0,52537360000.0,32910248000.0,39606330000.0,43716410000.0,52291560000.0,53024834000.0,31306680000.0,38104890000.0,52323602000.0,48426836000.0,30753330000.0,46309695000.0
2095.0,30529309000.0,53617082000.0,31943518000.0,38670070000.0,43506120000.0,51519940000.0,52590453000.0,30557727000.0,37092130000.0,52016984000.0,47897130000.0,30049910000.0,45585330000.0
2096.0,29213407000.0,51973288000.0,31153302000.0,37603664000.0,42832310000.0,50919133000.0,52135240000.0,29848308000.0,36005405000.0,51532173000.0,47435506000.0,29206727000.0,45205510000.0
2097.0,28592350000.0,51277963000.0,30142478000.0,36962060000.0,42263044000.0,50196980000.0,51648537000.0,29171749000.0,35011320000.0,51045433000.0,46783857000.0,28650947000.0,44739110000.0
2098.0,28130843000.0,50873905000.0,29146984000.0,36388910000.0,41720910000.0,49732920000.0,51142533000.0,28542490000.0,34356382000.0,50720780000.0,46209634000.0,27768918000.0,44237610000.0
2099.0,27481958000.0,50421236000.0,28148240000.0,35410944000.0,41325072000.0,49125253000.0,50677410000.0,27979385000.0,33451088000.0,50375504000.0,45712260000.0,27248330000.0,43919098000.0
2100.0,26787654000.0,50246070000.0,27450170000.0,34581295000.0,40802087000.0,48878310000.0,50198086000.0,27504722000.0,32739156000.0,49984897000.0,45365645000.0,26762117000.0,43383374000.0
