time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4,GISS-E2-R,CANESM2,GFDL-CM3,CNRM-CM5,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G
2050.0,210367600000.0,167995460000.0,186431960000.0,131086820000.0,151105800000.0,131454575000.0,182939320000.0,199513980000.0,119542490000.0,172038200000.0
2051.0,209556870000.0,163211330000.0,182243380000.0,127397230000.0,147471060000.0,125428556000.0,182002880000.0,194612350000.0,115139190000.0,169719220000.0
2052.0,204682480000.0,158732940000.0,177328780000.0,123844510000.0,142328300000.0,120558120000.0,178082050000.0,190536100000.0,109504030000.0,166847800000.0
2053.0,200628580000.0,155121730000.0,175409070000.0,120735900000.0,139291850000.0,116393976000.0,173779080000.0,187518710000.0,106008320000.0,163282240000.0
2054.0,198730100000.0,155073070000.0,168858500000.0,117955805000.0,134848390000.0,112164995000.0,168559850000.0,183283140000.0,100054155000.0,158349080000.0
2055.0,196836070000.0,152535810000.0,166508270000.0,113953325000.0,130859650000.0,108786590000.0,164673260000.0,179457300000.0,94813544000.0,153910720000.0
2056.0,192732150000.0,149605270000.0,163143530000.0,110208230000.0,126993970000.0,105192010000.0,161448660000.0,176648370000.0,91935180000.0,150111900000.0
2057.0,190620880000.0,146025070000.0,160443860000.0,107616370000.0,122567910000.0,101090420000.0,158360730000.0,174226740000.0,88601820000.0,145735680000.0
2058.0,188615440000.0,143502100000.0,156712260000.0,104820940000.0,118046425000.0,97923840000.0,153970850000.0,170642210000.0,85225610000.0,141379680000.0
2059.0,188514340000.0,140296360000.0,154082130000.0,101593900000.0,116438050000.0,93814450000.0,152323500000.0,167930510000.0,80589270000.0,138442700000.0
2060.0,190245360000.0,137379865000.0,149934010000.0,97734550000.0,113111196000.0,89086070000.0,148171720000.0,164613050000.0,76248350000.0,134814196000.0
2061.0,188537850000.0,133818470000.0,147514380000.0,96086820000.0,108710340000.0,84839610000.0,144889140000.0,162055700000.0,72786080000.0,131606856000.0
2062.0,186402830000.0,129616540000.0,144253860000.0,93978580000.0,105556940000.0,80990090000.0,141395640000.0,162231220000.0,68866580000.0,127355570000.0
2063.0,184611950000.0,125174730000.0,140925750000.0,90557610000.0,101868765000.0,77908845000.0,135720150000.0,158723750000.0,64999145000.0,123743770000.0
2064.0,180938500000.0,121983025000.0,136060320000.0,88114000000.0,99504275000.0,74851470000.0,133772570000.0,154514500000.0,61581500000.0,120093480000.0
2065.0,177233700000.0,117364520000.0,132954980000.0,85648620000.0,96233930000.0,71172500000.0,128989750000.0,150504900000.0,59341324000.0,116858135000.0
2066.0,172765840000.0,115960545000.0,130416330000.0,84201560000.0,93574800000.0,68431892000.0,127462700000.0,146691240000.0,56788656000.0,114138690000.0
2067.0,170009760000.0,114145460000.0,127979230000.0,82744440000.0,90293380000.0,64878660000.0,124105064000.0,143558100000.0,53856694000.0,110153640000.0
2068.0,168166800000.0,111369855000.0,123381490000.0,80493460000.0,88668040000.0,61969390000.0,120698315000.0,138786130000.0,51446223000.0,108948800000.0
2069.0,163740010000.0,107167875000.0,118752625000.0,77821770000.0,86726890000.0,58681980000.0,118183110000.0,133853040000.0,48529300000.0,105905470000.0
2070.0,161347750000.0,103882015000.0,115768660000.0,77083020000.0,83238820000.0,56119288000.0,114073770000.0,130246386000.0,45675610000.0,102073790000.0
2071.0,157271720000.0,101164620000.0,111632890000.0,75587120000.0,80542740000.0,53214114000.0,111671210000.0,127052120000.0,43602174000.0,99311580000.0
2072.0,151879000000.0,97699455000.0,108559030000.0,74262730000.0,77913700000.0,50306744000.0,109317470000.0,122226420000.0,41381028000.0,98702000000.0
2073.0,147580420000.0,94711640000.0,106783840000.0,72810045000.0,74916050000.0,47987480000.0,105612610000.0,117539135000.0,38737826000.0,95198450000.0
2074.0,144233200000.0,91221340000.0,104456130000.0,70361194000.0,71933410000.0,45890474000.0,102258920000.0,112919070000.0,36048204000.0,92305160000.0
2075.0,141393080000.0,88134650000.0,102400000000.0,68006425000.0,69376420000.0,43391620000.0,99115640000.0,108575990000.0,33593879000.0,90029440000.0
2076.0,138967880000.0,85153270000.0,99432450000.0,65489590000.0,66845530000.0,40732512000.0,95593790000.0,105411486000.0,31614250000.0,86397670000.0
2077.0,135990740000.0,82402935000.0,96910490000.0,61806125000.0,64078930000.0,38601740000.0,92914060000.0,100381290000.0,29443322000.0,82595365000.0
2078.0,134214140000.0,78715625000.0,94122970000.0,59889720000.0,59971346000.0,36263363000.0,89385720000.0,97804200000.0,27795446000.0,80588840000.0
2079.0,129501274000.0,76815540000.0,91390020000.0,57805345000.0,57768534000.0,34441765000.0,86667990000.0,96168255000.0,26312479000.0,78262630000.0
2080.0,126816660000.0,75361950000.0,88096960000.0,55774036000.0,54375735000.0,32152748000.0,83634230000.0,91872166000.0,24672880000.0,75548300000.0
2081.0,124076100000.0,72825905000.0,85774100000.0,53451588000.0,52477403000.0,30440931000.0,79807800000.0,90320675000.0,22839183000.0,73066520000.0
2082.0,121616050000.0,70955030000.0,82914040000.0,51859104000.0,51171488000.0,28556073000.0,76855420000.0,87284340000.0,21565553000.0,70527680000.0
2083.0,117938230000.0,69884970000.0,78975150000.0,50286764000.0,49356296000.0,26205256000.0,73905540000.0,83300680000.0,20567912000.0,68632543000.0
2084.0,114075390000.0,66814770000.0,77895860000.0,49140126000.0,46510825000.0,24636285000.0,72270890000.0,80647520000.0,19515970000.0,65706870000.0
2085.0,112042780000.0,63278703000.0,75249340000.0,47687130000.0,44312146000.0,22864212000.0,69102910000.0,77228110000.0,17970735000.0,63712977000.0
2086.0,109893590000.0,62830838000.0,74080920000.0,45443150000.0,41134137000.0,21103790000.0,66794700000.0,75416640000.0,16516144000.0,61538930000.0
2087.0,107448060000.0,61241230000.0,70772420000.0,44118008000.0,39271520000.0,19391638000.0,63618540000.0,72715090000.0,14871323000.0,58423652000.0
2088.0,104729150000.0,59659047000.0,68648240000.0,42691520000.0,37529770000.0,17901720000.0,60972274000.0,70615970000.0,13186788000.0,55984316000.0
2089.0,102849010000.0,58261504000.0,66148938000.0,41401594000.0,35570115000.0,16344241000.0,58171134000.0,67988664000.0,11896499000.0,54125620000.0
2090.0,98008424000.0,55409496000.0,63667920000.0,40071820000.0,33166588000.0,14823898000.0,56203194000.0,65996173000.0,10778062000.0,51768926000.0
2091.0,94295410000.0,53815054000.0,61071524000.0,38861700000.0,31123993000.0,13533249000.0,54338466000.0,63629013000.0,9471020000.0,49679786000.0
2092.0,91467980000.0,52351255000.0,58924528000.0,37378420000.0,29440076000.0,12140789000.0,52609253000.0,61844050000.0,8485254700.0,47792288000.0
2093.0,87071800000.0,50044535000.0,57050886000.0,36312050000.0,27627960000.0,11247364000.0,50492785000.0,59085558000.0,7531100700.0,45347530000.0
2094.0,85128040000.0,47979080000.0,55913808000.0,34728040000.0,25683042000.0,10017495000.0,48070808000.0,56783230000.0,6898878500.0,44173090000.0
2095.0,81998010000.0,46351405000.0,53619065000.0,33645916000.0,24638263000.0,8682673000.0,46634830000.0,54679990000.0,5972464600.0,42401923000.0
2096.0,77811920000.0,44941787000.0,51295860000.0,32451670000.0,23059814000.0,7706010600.0,44891350000.0,53205852000.0,5203198000.0,40418910000.0
2097.0,74297430000.0,43643953000.0,49500930000.0,30544430000.0,20762690000.0,6872699400.0,42729406000.0,51172454000.0,4443467300.0,38477193000.0
2098.0,70999850000.0,41806594000.0,48175915000.0,28976318000.0,19531207000.0,5870503000.0,40771280000.0,49707827000.0,3821302500.0,36694680000.0
2099.0,68349215000.0,40537610000.0,45876044000.0,27747342000.0,18290532000.0,5009309700.0,38762940000.0,47188435000.0,3259108400.0,34234343000.0
2100.0,65419120000.0,38958380000.0,44061650000.0,27132662000.0,16899120000.0,4407750700.0,36982505000.0,45175484000.0,2785477600.0,32765870000.0
