time,CANESM2,GISS-E2-R,GFDL-CM3,CNRM-CM5,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,NORESM1-M,CESM1-CAM5
2039.0,218995130000.0,229510530000.0,174931590000.0,246957260000.0,236163920000.0,198356570000.0,212449400000.0,216321460000.0,234890230000.0,223497580000.0,196895200000.0
2040.0,215611400000.0,229691820000.0,170803130000.0,243216940000.0,234702130000.0,196088660000.0,208446360000.0,213874300000.0,228192110000.0,221896950000.0,194684830000.0
2041.0,215317220000.0,227667350000.0,166055580000.0,242754220000.0,234050700000.0,195540660000.0,203893260000.0,209894200000.0,222524960000.0,223468220000.0,190471300000.0
2042.0,210898260000.0,222879470000.0,161413280000.0,238917400000.0,232688140000.0,192191450000.0,200984250000.0,204528000000.0,218443330000.0,220121630000.0,185311510000.0
2043.0,209303130000.0,221948430000.0,157462270000.0,240060510000.0,231884960000.0,189095820000.0,196442690000.0,200493780000.0,213641990000.0,219015380000.0,180643730000.0
2044.0,206392280000.0,219784990000.0,152888950000.0,239913300000.0,229722260000.0,186372100000.0,192413240000.0,198312640000.0,212085400000.0,216923320000.0,179724850000.0
2045.0,206792570000.0,215757420000.0,148337980000.0,239564340000.0,227887920000.0,183695800000.0,188895950000.0,195764000000.0,207717450000.0,214577560000.0,175579100000.0
2046.0,203988600000.0,213600600000.0,143206970000.0,238612150000.0,226704790000.0,179738360000.0,187092070000.0,189566420000.0,204661470000.0,213623600000.0,170283970000.0
2047.0,200188410000.0,210691460000.0,138913480000.0,239878180000.0,225511060000.0,172677800000.0,183335960000.0,186191330000.0,202163930000.0,211001340000.0,165188850000.0
2048.0,197619450000.0,207354800000.0,135303520000.0,238326070000.0,223900160000.0,171213730000.0,182122870000.0,182784400000.0,200748470000.0,209475930000.0,163743150000.0
2049.0,193304020000.0,206000730000.0,132782310000.0,237659930000.0,223050480000.0,166869240000.0,181477180000.0,179179060000.0,200284800000.0,207138590000.0,159683620000.0
2050.0,192036700000.0,205042350000.0,128216195000.0,236763200000.0,223215750000.0,164865790000.0,179428840000.0,176627810000.0,200487940000.0,205312380000.0,156058600000.0
2051.0,189383070000.0,203410770000.0,124567265000.0,237281410000.0,219772930000.0,161904360000.0,176639870000.0,172685800000.0,197402820000.0,202995990000.0,152647860000.0
2052.0,187638940000.0,204178640000.0,120549610000.0,236174030000.0,220286660000.0,156378530000.0,173738460000.0,165055140000.0,193583920000.0,202143610000.0,147296500000.0
2053.0,183632130000.0,205303430000.0,118857380000.0,232299170000.0,217659970000.0,152729500000.0,171811230000.0,160562330000.0,190438360000.0,197713300000.0,143970630000.0
2054.0,178640200000.0,203635600000.0,113357005000.0,229105840000.0,215816800000.0,149362660000.0,169495560000.0,157168660000.0,188762370000.0,194345660000.0,140375500000.0
2055.0,176223270000.0,200827550000.0,109366624000.0,225228390000.0,214080630000.0,146249810000.0,167022430000.0,153436140000.0,187114700000.0,194543570000.0,137468990000.0
2056.0,170868770000.0,197928940000.0,105597550000.0,219427910000.0,213047100000.0,142858160000.0,164601640000.0,149881000000.0,182280060000.0,191450820000.0,133106720000.0
2057.0,168003290000.0,193823390000.0,102676850000.0,216366810000.0,210547360000.0,140580230000.0,161478440000.0,144755590000.0,180410190000.0,187011800000.0,131162610000.0
2058.0,168121940000.0,193356840000.0,100064895000.0,213004190000.0,209757680000.0,138968830000.0,161354810000.0,140901480000.0,179861860000.0,182674640000.0,126773420000.0
2059.0,164670910000.0,194037140000.0,98020060000.0,210287690000.0,209934910000.0,138972580000.0,158881200000.0,138165810000.0,178620140000.0,179123880000.0,123162575000.0
2060.0,161168930000.0,194041530000.0,95327140000.0,207613980000.0,209208250000.0,137379545000.0,157718610000.0,136876750000.0,173815020000.0,176716600000.0,121035235000.0
2061.0,160126400000.0,191417500000.0,93403310000.0,205780010000.0,207698580000.0,134429680000.0,158168420000.0,131505650000.0,170262790000.0,174508570000.0,116870545000.0
2062.0,156781300000.0,190786780000.0,91229510000.0,204907800000.0,203742560000.0,132570210000.0,154816040000.0,126288430000.0,166710440000.0,172250600000.0,114049130000.0
2063.0,154312460000.0,188512850000.0,89471050000.0,201153070000.0,201907370000.0,130125324000.0,151465080000.0,123195064000.0,164466250000.0,169797440000.0,108980850000.0
2064.0,149531460000.0,186729860000.0,88134670000.0,202044440000.0,201025320000.0,128713564000.0,150970860000.0,119518560000.0,163018780000.0,168058600000.0,107517320000.0
2065.0,149013140000.0,184348640000.0,85950230000.0,200389230000.0,200054770000.0,126980710000.0,152883090000.0,115875540000.0,160885490000.0,167502760000.0,105154600000.0
2066.0,146989200000.0,185220090000.0,84544030000.0,201773830000.0,201506820000.0,125231210000.0,150893200000.0,112140570000.0,156992730000.0,164398580000.0,101824240000.0
2067.0,144377280000.0,187282230000.0,82463980000.0,203084170000.0,204784390000.0,123475720000.0,147729510000.0,108121550000.0,155584760000.0,161316470000.0,100069340000.0
2068.0,141908980000.0,189699870000.0,79687330000.0,200531310000.0,204222640000.0,120131630000.0,145918560000.0,104628570000.0,152942440000.0,157138520000.0,98743270000.0
2069.0,142159230000.0,184277630000.0,77086745000.0,200041510000.0,204617710000.0,118030380000.0,143223240000.0,102954290000.0,154167050000.0,152714790000.0,96443200000.0
2070.0,141655050000.0,182081960000.0,74147990000.0,197521740000.0,201919990000.0,115977530000.0,143238580000.0,99101570000.0,152419480000.0,150163520000.0,94668900000.0
2071.0,139721210000.0,179608900000.0,71588545000.0,194355970000.0,202354620000.0,114930240000.0,140308070000.0,96414106000.0,151570070000.0,148184060000.0,92928890000.0
2072.0,137470820000.0,180039140000.0,69094510000.0,192241520000.0,201626470000.0,114965684000.0,138852160000.0,94019220000.0,149746020000.0,145134200000.0,91228010000.0
2073.0,135174726000.0,178889050000.0,66557825000.0,188197620000.0,198245560000.0,113074190000.0,136988660000.0,92073350000.0,147830960000.0,143380120000.0,88311860000.0
2074.0,131792220000.0,177622220000.0,64273125000.0,188095370000.0,195078180000.0,113891440000.0,137517860000.0,90273910000.0,147630110000.0,142343440000.0,85882044000.0
2075.0,130114110000.0,177315460000.0,62650737000.0,187984200000.0,194652980000.0,111535010000.0,135520485000.0,88729020000.0,147467800000.0,140833800000.0,83914220000.0
2076.0,128869245000.0,177539940000.0,60656200000.0,187179830000.0,189378610000.0,110467695000.0,134881290000.0,86677350000.0,148404600000.0,137359830000.0,82033840000.0
2077.0,125956470000.0,175142570000.0,58421215000.0,183378440000.0,187775390000.0,109685680000.0,133647900000.0,85093040000.0,148291830000.0,135224130000.0,81066220000.0
2078.0,125063094000.0,174279110000.0,56944353000.0,183377200000.0,186224180000.0,108370340000.0,131630916000.0,84082890000.0,146936820000.0,133197570000.0,78471510000.0
2079.0,120784800000.0,175692530000.0,55584944000.0,180613580000.0,184617320000.0,107238080000.0,130333470000.0,82733410000.0,148442330000.0,132035200000.0,76373650000.0
2080.0,118971590000.0,175349400000.0,54219244000.0,180130500000.0,184525100000.0,104480700000.0,128044450000.0,80832050000.0,147989640000.0,130147730000.0,74552070000.0
2081.0,116593920000.0,174513980000.0,52706374000.0,180118750000.0,185564740000.0,102404660000.0,127640560000.0,79301100000.0,145764340000.0,127768440000.0,72912190000.0
2082.0,113515260000.0,173676410000.0,51369950000.0,178449970000.0,182296300000.0,101196860000.0,125986930000.0,77687144000.0,145358520000.0,126859880000.0,71186370000.0
2083.0,112608590000.0,172117640000.0,50824335000.0,177639880000.0,180357270000.0,100136070000.0,125580720000.0,75840700000.0,144247720000.0,125064760000.0,70388710000.0
2084.0,111554400000.0,170687480000.0,49284993000.0,175497890000.0,179927000000.0,98280940000.0,124960840000.0,74012870000.0,143973120000.0,123142136000.0,68914960000.0
2085.0,110290630000.0,168604860000.0,47832183000.0,172908170000.0,177541350000.0,96094840000.0,123105165000.0,71731720000.0,142660650000.0,119978010000.0,67653493000.0
2086.0,107421310000.0,168442720000.0,46569406000.0,171093930000.0,176292640000.0,95997340000.0,120940670000.0,70178740000.0,142222030000.0,117184740000.0,66123846000.0
2087.0,106001500000.0,168593870000.0,45437660000.0,168962470000.0,174738920000.0,94344610000.0,119427320000.0,68570223000.0,142150200000.0,115417440000.0,65425875000.0
2088.0,104199260000.0,169560750000.0,43874607000.0,168314390000.0,173044880000.0,95033710000.0,117275400000.0,68305994000.0,142316000000.0,113896220000.0,64163455000.0
2089.0,101603066000.0,167785680000.0,42377750000.0,166851640000.0,172271480000.0,95677740000.0,116385464000.0,66336936000.0,142606240000.0,110877565000.0,65047183000.0
2090.0,99239120000.0,166212900000.0,41058427000.0,167493660000.0,171047550000.0,93531660000.0,115006510000.0,65513240000.0,143222590000.0,108922760000.0,64605740000.0
2091.0,97453180000.0,164711710000.0,40445850000.0,168159480000.0,166833060000.0,92241370000.0,113028520000.0,63207952000.0,139496500000.0,106009070000.0,63332030000.0
2092.0,96298615000.0,163950070000.0,39557850000.0,166370460000.0,164518950000.0,91089175000.0,111238906000.0,61712847000.0,139412830000.0,104865956000.0,61912994000.0
2093.0,94881235000.0,162468230000.0,37939240000.0,165513900000.0,162302950000.0,90123805000.0,108941240000.0,59932680000.0,139247260000.0,103012290000.0,60227727000.0
2094.0,93190580000.0,162424100000.0,37032690000.0,164050450000.0,160550720000.0,87713915000.0,108286304000.0,58411720000.0,140958880000.0,100757440000.0,58978394000.0
2095.0,91537070000.0,162905030000.0,35896893000.0,164373300000.0,159415450000.0,86506070000.0,107616950000.0,57513034000.0,140069340000.0,98397580000.0,57513447000.0
2096.0,89222095000.0,159596020000.0,34298390000.0,165108810000.0,157090510000.0,85206050000.0,106697850000.0,55692410000.0,139441370000.0,97357030000.0,56649912000.0
2097.0,88166590000.0,160004060000.0,33151556000.0,162100380000.0,155759500000.0,84197835000.0,106054610000.0,53954400000.0,138713220000.0,95035140000.0,56285807000.0
2098.0,86173980000.0,159366460000.0,32768963000.0,160683130000.0,157222700000.0,84213424000.0,104661750000.0,52448403000.0,140598530000.0,94477420000.0,54314130000.0
2099.0,85318480000.0,158561450000.0,31392496000.0,160867480000.0,154752910000.0,83083120000.0,102804910000.0,51690414000.0,140540150000.0,93960650000.0,53108654000.0
2100.0,83782280000.0,159440490000.0,30294389000.0,157243820000.0,151957010000.0,82314570000.0,102543120000.0,51004950000.0,139061230000.0,92154870000.0,52249534000.0
