time,CESM1-CAM5,MPI-ESM-LR,CANESM2
2000.0,104715790000.0,104715790000.0,104715790000.0
2001.0,104671584000.0,104671584000.0,104671584000.0
2002.0,104648180000.0,104648180000.0,104648180000.0
2003.0,104614090000.0,104614090000.0,104614090000.0
2004.0,104580735000.0,104580735000.0,104580735000.0
2005.0,104738290000.0,104738290000.0,104738290000.0
2006.0,104588700000.0,104588700000.0,104588700000.0
2007.0,104812050000.0,104812050000.0,104812050000.0
2008.0,104588650000.0,104588650000.0,104588650000.0
2009.0,104504074000.0,104504074000.0,104504074000.0
2010.0,104435670000.0,104435670000.0,104435670000.0
2011.0,104394280000.0,104394280000.0,104394280000.0
2012.0,104335190000.0,104335190000.0,104335190000.0
2013.0,104274290000.0,104274290000.0,104274290000.0
2014.0,105788550000.0,105788550000.0,105788550000.0
2015.0,104383060000.0,104383060000.0,104383060000.0
2016.0,104242980000.0,104242980000.0,104242980000.0
2017.0,104229290000.0,104229290000.0,104229290000.0
2018.0,104234140000.0,104234140000.0,104234140000.0
2019.0,104291320000.0,104291320000.0,104291320000.0
2020.0,104354210000.0,104354210000.0,104354210000.0
2021.0,104168915000.0,104223780000.0,104238840000.0
2022.0,104092060000.0,104258250000.0,104219290000.0
2023.0,104066010000.0,104174340000.0,104158900000.0
2024.0,104051570000.0,104134930000.0,104099070000.0
2025.0,103973690000.0,104189140000.0,104036680000.0
2026.0,103899680000.0,104134705000.0,103993670000.0
2027.0,103848690000.0,104207800000.0,103969760000.0
2028.0,103804360000.0,104015070000.0,103919340000.0
2029.0,103758240000.0,103955890000.0,103856824000.0
2030.0,103682400000.0,103944230000.0,103806190000.0
2031.0,103659220000.0,104168590000.0,103716200000.0
2032.0,103626990000.0,103870740000.0,103642090000.0
2033.0,103515340000.0,103771700000.0,103593150000.0
2034.0,103465710000.0,103866010000.0,103513430000.0
2035.0,103363445000.0,103683340000.0,103826920000.0
2036.0,103263126000.0,103627640000.0,103442700000.0
2037.0,103223610000.0,103634950000.0,103465690000.0
2038.0,103155620000.0,103577410000.0,103336030000.0
2039.0,103034040000.0,103485640000.0,103302750000.0
2040.0,102883690000.0,103404550000.0,103320880000.0
2041.0,102791630000.0,103363370000.0,103355480000.0
2042.0,102654260000.0,103332530000.0,103232550000.0
2043.0,102496100000.0,103279714000.0,103074950000.0
2044.0,102331970000.0,103159330000.0,102982890000.0
2045.0,102173100000.0,103021250000.0,102872820000.0
2046.0,102085060000.0,102904906000.0,102765350000.0
2047.0,101981800000.0,102794625000.0,102792045000.0
2048.0,101823360000.0,102928780000.0,102641656000.0
2049.0,101600895000.0,102727810000.0,102645990000.0
2050.0,101552310000.0,102848406000.0,102942880000.0
2051.0,101418420000.0,102590030000.0,102415990000.0
2052.0,101206500000.0,102436890000.0,102274420000.0
2053.0,100992990000.0,102388450000.0,102138020000.0
2054.0,100833540000.0,102318710000.0,102006670000.0
2055.0,100590810000.0,102244150000.0,101924120000.0
2056.0,100348180000.0,102110780000.0,101707280000.0
2057.0,100092420000.0,102071440000.0,101509950000.0
2058.0,99802230000.0,101948240000.0,101495700000.0
2059.0,99467550000.0,101999610000.0,101392710000.0
2060.0,99156960000.0,101822095000.0,101371126000.0
2061.0,98817330000.0,101568390000.0,101222965000.0
2062.0,98477480000.0,101451686000.0,101025320000.0
2063.0,98019060000.0,101332845000.0,101203720000.0
2064.0,97549220000.0,101161080000.0,100804960000.0
2065.0,97087510000.0,101371040000.0,100697050000.0
2066.0,96774750000.0,101074950000.0,100538860000.0
2067.0,96341250000.0,100912734000.0,100478420000.0
2068.0,96117760000.0,100751720000.0,100269300000.0
2069.0,95715160000.0,100694950000.0,100144120000.0
2070.0,95332350000.0,100637245000.0,99950450000.0
2071.0,95400330000.0,100494050000.0,99871375000.0
2072.0,94782095000.0,100305810000.0,99771830000.0
2073.0,94443350000.0,100172610000.0,99732775000.0
2074.0,94118175000.0,100190540000.0,99421225000.0
2075.0,93726200000.0,99892470000.0,99370250000.0
2076.0,93460290000.0,99733710000.0,99103480000.0
2077.0,93157190000.0,99652840000.0,98966500000.0
2078.0,92666680000.0,99646990000.0,99425040000.0
2079.0,92220360000.0,99841330000.0,98550320000.0
2080.0,91691090000.0,99310580000.0,98332870000.0
2081.0,91243010000.0,99109080000.0,98041410000.0
2082.0,90843690000.0,99007000000.0,98775970000.0
2083.0,90381720000.0,98790160000.0,97759870000.0
2084.0,89864905000.0,98609680000.0,97621040000.0
2085.0,89729280000.0,98872860000.0,97559870000.0
2086.0,89275924000.0,98353580000.0,97106444000.0
2087.0,88976620000.0,98127080000.0,97044570000.0
2088.0,88479510000.0,98027140000.0,97312240000.0
2089.0,88029680000.0,97981640000.0,96990536000.0
2090.0,87443540000.0,97757190000.0,97686240000.0
2091.0,86834390000.0,98155390000.0,96213750000.0
2092.0,86167780000.0,97505110000.0,96033760000.0
2093.0,85545360000.0,98966430000.0,95852290000.0
2094.0,85008966000.0,97413220000.0,95879225000.0
2095.0,84473230000.0,97214145000.0,95629530000.0
2096.0,84121430000.0,97366490000.0,95269495000.0
2097.0,83649600000.0,97056555000.0,95136730000.0
2098.0,83108460000.0,96789225000.0,94939690000.0
2099.0,82050470000.0,96876460000.0,94918970000.0
2100.0,81453600000.0,96732900000.0,94766650000.0
2101.0,81005050000.0,96461720000.0,94279795000.0
2102.0,80477350000.0,96322010000.0,94045120000.0
2103.0,80073510000.0,96830890000.0,93863240000.0
2104.0,79528340000.0,96118280000.0,93532780000.0
2105.0,78968090000.0,95862840000.0,93465380000.0
2106.0,78600730000.0,95948880000.0,93565810000.0
2107.0,78144905000.0,95873880000.0,92875210000.0
2108.0,77832634000.0,95441160000.0,92784165000.0
2109.0,77310090000.0,95332150000.0,92356534000.0
2110.0,76878280000.0,95317620000.0,92087330000.0
2111.0,76354100000.0,95083190000.0,91816346000.0
2112.0,75895850000.0,95064630000.0,91642320000.0
2113.0,75576130000.0,94808010000.0,91408630000.0
2114.0,75549180000.0,95211880000.0,91128185000.0
