time,GFDL-ESM4,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0
2044.0,30609818000.0,26747208000.0,28779980000.0,29744572000.0
2045.0,30428496000.0,26700650000.0,28732092000.0,29693751000.0
2046.0,30276585000.0,26172221000.0,28635908000.0,30326989000.0
2047.0,30146327000.0,25721180000.0,28191328000.0,29710014000.0
2048.0,30145487000.0,27112985000.0,27902482000.0,29623226000.0
2049.0,29612177000.0,26002710000.0,27828548000.0,29240293000.0
2050.0,29434490000.0,25205623000.0,27329542000.0,28938869000.0
2051.0,29541093000.0,24782232000.0,26918080000.0,28692832000.0
2052.0,28955247000.0,24554652000.0,26571745000.0,28736883000.0
2053.0,28705475000.0,24043446000.0,26188251000.0,28247937000.0
2054.0,28373045000.0,23582966000.0,25856182000.0,28138068000.0
2055.0,28329626000.0,23162610000.0,25925204000.0,28030500000.0
2056.0,27821797000.0,23105776000.0,25370147000.0,27779734000.0
2057.0,27493765000.0,22767315000.0,25054413000.0,27499604000.0
2058.0,27272681000.0,22281337000.0,24937968000.0,27282495000.0
2059.0,27000074000.0,21951732000.0,24951222000.0,26970413000.0
2060.0,27007445000.0,21548204000.0,24288494000.0,26640101000.0
2061.0,27198028000.0,21233283000.0,24318675000.0,26400874000.0
2062.0,26479729000.0,20934230000.0,23747523000.0,26212903000.0
2063.0,26910976000.0,20575572000.0,23602640000.0,26228603000.0
2064.0,26098393000.0,20273060000.0,23787678000.0,26210180000.0
2065.0,25859813000.0,19869446000.0,23508503000.0,25807942000.0
2066.0,25677935000.0,20210983000.0,27365726000.0,25888805000.0
2067.0,25420835000.0,19312785000.0,23684010000.0,25708325000.0
2068.0,27818752000.0,19243547000.0,22985505000.0,25390109000.0
2069.0,26966740000.0,18952774000.0,23163785000.0,25355807000.0
2070.0,25760225000.0,18670807000.0,22649487000.0,25220788000.0
2071.0,25402587000.0,24174088000.0,22303121000.0,25146477000.0
2072.0,24643998000.0,18929613000.0,22255876000.0,25131495000.0
2073.0,24233550000.0,18208346000.0,23637730000.0,24883796000.0
2074.0,24768377000.0,17825556000.0,22314100000.0,25746878000.0
2075.0,24145574000.0,17594806000.0,22954867000.0,24661584000.0
2076.0,23759667000.0,18337855000.0,22644146000.0,24653865000.0
2077.0,23599071000.0,17717514000.0,23511702000.0,25106800000.0
2078.0,23868727000.0,17021342000.0,21909924000.0,24529648000.0
2079.0,25544290000.0,16752699000.0,21412758000.0,24082264000.0
2080.0,26479854000.0,16952706000.0,21185094000.0,24930845000.0
2081.0,27701370000.0,16432173000.0,20929358000.0,23931970000.0
2082.0,25327320000.0,16166705000.0,23853360000.0,23616907000.0
2083.0,25088678000.0,16036647000.0,22233889000.0,23457403000.0
2084.0,23681507000.0,16143803000.0,21750358000.0,23653771000.0
2085.0,24058780000.0,15806964000.0,21274747000.0,23208565000.0
2086.0,23541410000.0,15526528000.0,20730094000.0,23154870000.0
2087.0,23214117000.0,15330393000.0,20542046000.0,22971343000.0
2088.0,23368819000.0,15149885000.0,21945040000.0,23793869000.0
2089.0,25944564000.0,15128375000.0,20950067000.0,23161890000.0
2090.0,23365386000.0,14784706000.0,21055443000.0,22835642000.0
2091.0,22798840000.0,15617249000.0,20378413000.0,23570010000.0
2092.0,23544350000.0,15854918000.0,20426834000.0,24336468000.0
2093.0,22826510000.0,14992702000.0,19841008000.0,22880324000.0
2094.0,22261463000.0,14554926000.0,19726596000.0,22692733000.0
2095.0,22369356000.0,14335073000.0,21062881000.0,22401862000.0
2096.0,21961943000.0,13987827000.0,21093770000.0,22903888000.0
2097.0,21812441000.0,13863711000.0,20158786000.0,22919397000.0
2098.0,21787451000.0,14938914000.0,22904072000.0,23968176000.0
2099.0,23180945000.0,13928890000.0,19981066000.0,25396566000.0
2100.0,22176805000.0,13651959000.0,19438279000.0,23288732000.0
