time,CANESM5,IPSL-CM6A-LR,CNRM-ESM2-1,MRI-ESM2-0,UKESM1-0-LL
2000.0,33950185000.0,33950185000.0,33950185000.0,33950185000.0,33950185000.0
2001.0,33624891000.0,33624891000.0,33624891000.0,33624891000.0,33624891000.0
2002.0,33502515000.0,33502515000.0,33502515000.0,33502515000.0,33502515000.0
2003.0,33499113000.0,33499113000.0,33499113000.0,33499113000.0,33499113000.0
2004.0,33951590000.0,33951590000.0,33951590000.0,33951590000.0,33951590000.0
2005.0,33930619000.0,33930619000.0,33930619000.0,33930619000.0,33930619000.0
2006.0,34093832000.0,34093832000.0,34093832000.0,34093832000.0,34093832000.0
2007.0,33819695000.0,33819695000.0,33819695000.0,33819695000.0,33819695000.0
2008.0,33581100000.0,33581100000.0,33581100000.0,33581100000.0,33581100000.0
2009.0,33630011000.0,33630011000.0,33630011000.0,33630011000.0,33630011000.0
2010.0,33767864000.0,33767864000.0,33767864000.0,33767864000.0,33767864000.0
2011.0,34136054000.0,34136054000.0,34136054000.0,34136054000.0,34136054000.0
2012.0,33651855000.0,33651855000.0,33651855000.0,33651855000.0,33651855000.0
2013.0,33542490000.0,33542490000.0,33542490000.0,33542490000.0,33542490000.0
2014.0,33515624000.0,33515624000.0,33515624000.0,33515624000.0,33515624000.0
2015.0,33558490000.0,33558490000.0,33558490000.0,33558490000.0,33558490000.0
2016.0,34526530000.0,34526530000.0,34526530000.0,34526530000.0,34526530000.0
2017.0,33548995000.0,33548995000.0,33548995000.0,33548995000.0,33548995000.0
2018.0,33549253000.0,33549253000.0,33549253000.0,33549253000.0,33549253000.0
2019.0,33513791000.0,33513791000.0,33513791000.0,33513791000.0,33513791000.0
2020.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0
2021.0,33318880000.0,33370804000.0,33402186000.0,33434515000.0,33472166000.0
2022.0,33160528000.0,33969160000.0,33679886000.0,33424568000.0,33301578000.0
2023.0,32920707000.0,34456840000.0,33266272000.0,33167438000.0,33211314000.0
2024.0,32706085000.0,33541274000.0,33249735000.0,33064774000.0,33061265000.0
2025.0,32385823000.0,33318939000.0,33343791000.0,32983771000.0,32911202000.0
2026.0,32099305000.0,33092166000.0,34687230000.0,32911817000.0,32747311000.0
2027.0,32220234000.0,32953098000.0,33206104000.0,32680843000.0,32568330000.0
2028.0,31574196000.0,32854104000.0,32966476000.0,32536520000.0,32457079000.0
2029.0,31222090000.0,32646967000.0,32820963000.0,32523672000.0,32269441000.0
2030.0,30662466000.0,32627665000.0,33390920000.0,32464470000.0,31987110000.0
2031.0,30110804000.0,32531614000.0,32692281000.0,32249246000.0,31848098000.0
2032.0,29623302000.0,32362897000.0,32535431000.0,32345620000.0,31590800000.0
2033.0,28971944000.0,32189043000.0,32384481000.0,31933510000.0,31292170000.0
2034.0,28472551000.0,31968553000.0,32141332000.0,31709932000.0,30962810000.0
2035.0,27580064000.0,31755975000.0,31849327000.0,31530547000.0,30671559000.0
2036.0,26983741000.0,31693597000.0,31853916000.0,31357198000.0,30293629000.0
2037.0,26359556000.0,31564093000.0,31603364000.0,31133610000.0,29859795000.0
2038.0,25698077000.0,31463846000.0,32137527000.0,30740000000.0,29529352000.0
2039.0,24851059000.0,31089734000.0,31458918000.0,30353330000.0,29317083000.0
2040.0,25286283000.0,30773910000.0,31954799000.0,30310642000.0,29044030000.0
2041.0,24292176000.0,30335572000.0,31702420000.0,29834174000.0,28665225000.0
2042.0,23723500000.0,30093818000.0,31284777000.0,29701240000.0,28272097000.0
2043.0,22662216000.0,29794292000.0,30780969000.0,29099680000.0,27738253000.0
2044.0,21939841000.0,29415172000.0,30456009000.0,28507871000.0,27336747000.0
2045.0,21422236000.0,29025987000.0,30328726000.0,28107274000.0,26859727000.0
2046.0,20848595000.0,28643023000.0,29911579000.0,27684050000.0,26053986000.0
2047.0,20193235000.0,28414274000.0,29702406000.0,27362855000.0,25359735000.0
2048.0,19723065000.0,27741647000.0,29409677000.0,26665437000.0,24895422000.0
2049.0,19145173000.0,27330427000.0,29288390000.0,26178847000.0,24339485000.0
2050.0,18605500000.0,26857998000.0,28840182000.0,25659380000.0,23551064000.0
2051.0,18668823000.0,26569118000.0,28478290000.0,25353546000.0,23108946000.0
2052.0,17886267000.0,26094560000.0,28180412000.0,24856078000.0,22567875000.0
2053.0,17405927000.0,25662816000.0,27762571000.0,24398322000.0,22196750000.0
2054.0,17260292000.0,25522084000.0,28271540000.0,24520817000.0,21675040000.0
2055.0,16660269000.0,24916580000.0,27220498000.0,23620393000.0,20978495000.0
2056.0,16080433000.0,24967645000.0,26870307000.0,23484895000.0,20305928000.0
2057.0,15559134000.0,24170158000.0,26534042000.0,22889515000.0,19727788000.0
2058.0,15237276000.0,23715275000.0,26090850000.0,22691830000.0,19257760000.0
2059.0,14795403000.0,23284048000.0,25718718000.0,22153140000.0,18813151000.0
