time,EC-EARTH3,TAIESM1,CNRM-CM6-1,CNRM-ESM2-1,UKESM1-0-LL,CANESM5,GFDL-ESM4,IITM-ESM,CESM2-WACCM,KACE-1-0-G,MRI-ESM2-0,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR
2028.0,31851837000.0,32791167000.0,32709100000.0,32966476000.0,32457079000.0,31574196000.0,32724290000.0,33261736000.0,32515291000.0,32702001000.0,32536520000.0,32854104000.0,34146330000.0,32697555000.0
2029.0,31450524000.0,33043490000.0,32487428000.0,32820963000.0,32269441000.0,31222090000.0,33104652000.0,33399198000.0,32897554000.0,32620448000.0,32523672000.0,32646967000.0,34011423000.0,32587188000.0
2030.0,30839765000.0,32498751000.0,32382292000.0,33390920000.0,31987110000.0,30662466000.0,32457755000.0,33405090000.0,32255664000.0,33004690000.0,32464470000.0,32627665000.0,33423084000.0,32421767000.0
2031.0,30271752000.0,32312790000.0,32207487000.0,32692281000.0,31848098000.0,30110804000.0,32373410000.0,33003506000.0,32187515000.0,32654285000.0,32249246000.0,32531614000.0,33262533000.0,33740080000.0
2032.0,29765724000.0,32072497000.0,32053373000.0,32535431000.0,31590800000.0,29623302000.0,32244902000.0,33830439000.0,32043889000.0,32365806000.0,32345620000.0,32362897000.0,33163299000.0,32573956000.0
2033.0,29565061000.0,31775375000.0,31906718000.0,32384481000.0,31292170000.0,28971944000.0,32092990000.0,33515719000.0,31743260000.0,32175598000.0,31933510000.0,32189043000.0,32901667000.0,32270094000.0
2034.0,29082511000.0,31568140000.0,31657978000.0,32141332000.0,30962810000.0,28472551000.0,33182347000.0,33187744000.0,31608426000.0,32072827000.0,31709932000.0,31968553000.0,32990482000.0,32104387000.0
2035.0,28313164000.0,31788890000.0,31547374000.0,31849327000.0,30671559000.0,27580064000.0,31893651000.0,33040613000.0,32584538000.0,31701172000.0,31530547000.0,31755975000.0,32582642000.0,32183441000.0
2036.0,27606440000.0,31088808000.0,31373357000.0,31853916000.0,30293629000.0,26983741000.0,31593994000.0,32927180000.0,32126953000.0,31478505000.0,31357198000.0,31693597000.0,32380332000.0,32012347000.0
2037.0,27103453000.0,30653272000.0,31209970000.0,31603364000.0,29859795000.0,26359556000.0,31418830000.0,33190404000.0,31531790000.0,31596552000.0,31133610000.0,31564093000.0,32391725000.0,31789316000.0
2038.0,26307592000.0,30188626000.0,30928360000.0,32137527000.0,29529352000.0,25698077000.0,31542202000.0,32910141000.0,31199980000.0,31162192000.0,30740000000.0,31463846000.0,32092586000.0,31520068000.0
2039.0,25675766000.0,29817560000.0,30599223000.0,31458918000.0,29317083000.0,24851059000.0,30961650000.0,32874058000.0,30901643000.0,30732704000.0,30353330000.0,31089734000.0,31677160000.0,31543128000.0
2040.0,24857612000.0,29424930000.0,30358900000.0,31954799000.0,29044030000.0,25286283000.0,30765605000.0,32739502000.0,30533155000.0,30636886000.0,30310642000.0,30773910000.0,31303131000.0,31127218000.0
2041.0,24463604000.0,29230975000.0,29960346000.0,31702420000.0,28665225000.0,24292176000.0,30507493000.0,32501125000.0,30099108000.0,30209999000.0,29834174000.0,30335572000.0,31548785000.0,30868627000.0
2042.0,24531636000.0,29269647000.0,29800442000.0,31033657000.0,28070564000.0,23459058000.0,30291839000.0,32563090000.0,29940652000.0,29804888000.0,29543322000.0,29967704000.0,31099156000.0,30838670000.0
2043.0,23113640000.0,28674607000.0,29364922000.0,30756977000.0,27403299000.0,22786755000.0,29996798000.0,32770340000.0,29589914000.0,31644627000.0,29270153000.0,29593800000.0,30787858000.0,30583419000.0
2044.0,22308559000.0,28192156000.0,28987120000.0,30435789000.0,26986187000.0,22236203000.0,29675618000.0,33101610000.0,29237131000.0,29386594000.0,28952316000.0,29462673000.0,30422155000.0,30329571000.0
2045.0,21630192000.0,27711953000.0,28561654000.0,31120302000.0,26452697000.0,22572143000.0,29798914000.0,32295844000.0,28823302000.0,29134017000.0,28518302000.0,28953907000.0,30015697000.0,30038305000.0
2046.0,21645062000.0,27390833000.0,28238963000.0,30255038000.0,25858945000.0,22179582000.0,29294825000.0,32132166000.0,28595601000.0,28780468000.0,28035942000.0,28665004000.0,29711176000.0,29771442000.0
2047.0,20616659000.0,26802751000.0,27728982000.0,29751228000.0,25357068000.0,20957581000.0,29095182000.0,31972336000.0,28175122000.0,28363969000.0,27596552000.0,28225149000.0,29291596000.0,29499214000.0
2048.0,20237593000.0,26262140000.0,27271703000.0,29804018000.0,25062078000.0,20402580000.0,28850889000.0,31743126000.0,27879174000.0,28042074000.0,27221420000.0,27796050000.0,28937034000.0,29149990000.0
2049.0,19566500000.0,25890208000.0,26724422000.0,29308041000.0,24496093000.0,19810998000.0,28732776000.0,31718818000.0,27588762000.0,27679460000.0,26681596000.0,27439798000.0,28382384000.0,28872042000.0
2050.0,18875620000.0,26056581000.0,26764696000.0,28974283000.0,23781853000.0,19340360000.0,28340690000.0,31503303000.0,27325192000.0,27416367000.0,26308264000.0,26993383000.0,28100770000.0,28548018000.0
2051.0,18396959000.0,25162519000.0,26310100000.0,28475632000.0,23083352000.0,18852710000.0,27960211000.0,31468595000.0,26951524000.0,26756663000.0,25950122000.0,26399896000.0,27742628000.0,28127142000.0
2052.0,17695015000.0,24688503000.0,25574324000.0,28228332000.0,22458700000.0,18327112000.0,27585470000.0,31257027000.0,26427226000.0,26200852000.0,25593856000.0,25987824000.0,27015045000.0,27737550000.0
2053.0,17409560000.0,24399223000.0,25480421000.0,27823729000.0,21634214000.0,17788910000.0,27183100000.0,31193946000.0,25878587000.0,25853215000.0,24924944000.0,25469063000.0,26347078000.0,27324380000.0
2054.0,16828153000.0,23796445000.0,24702614000.0,27399205000.0,20666743000.0,17133862000.0,27037843000.0,31291500000.0,25740694000.0,25415487000.0,24916253000.0,24868864000.0,25658470000.0,26979359000.0
2055.0,16088137000.0,23387476000.0,24138346000.0,27047567000.0,19857520000.0,16568430000.0,26609697000.0,31059070000.0,25194750000.0,25398680000.0,24124428000.0,24364984000.0,25439060000.0,26931409000.0
2056.0,15466197000.0,23620975000.0,23611480000.0,26741944000.0,19130542000.0,16040851000.0,26326323000.0,31041020000.0,24660345000.0,24795330000.0,23626620000.0,23870478000.0,24833028000.0,26346990000.0
2057.0,15502884000.0,22559046000.0,23157015000.0,26304885000.0,18429084000.0,15513918000.0,26012789000.0,30782947000.0,24713912000.0,24794579000.0,23247250000.0,23467921000.0,24158100000.0,25956884000.0
2058.0,14617529000.0,21997867000.0,22636935000.0,25750847000.0,17782333000.0,15081012000.0,25844320000.0,30668714000.0,24059430000.0,24179014000.0,22818836000.0,22852313000.0,23542176000.0,25792387000.0
2059.0,14219207000.0,21435257000.0,22043093000.0,25390807000.0,17009843000.0,14681518000.0,25187320000.0,30694767000.0,23590803000.0,23678577000.0,22371762000.0,22237354000.0,23011940000.0,25432592000.0
2060.0,13658443000.0,20915382000.0,21704038000.0,24930440000.0,16589869000.0,14177602000.0,24692850000.0,30278690000.0,23200301000.0,23076194000.0,21953665000.0,21628391000.0,22457938000.0,25220880000.0
2061.0,13169660000.0,20371612000.0,21226350000.0,24425610000.0,16066643000.0,13748148000.0,24183206000.0,30071493000.0,22722873000.0,22637285000.0,21522831000.0,21306282000.0,21621842000.0,25003293000.0
2062.0,12577818000.0,19961270000.0,20688677000.0,24000934000.0,15912174000.0,13337819000.0,23944020000.0,29990765000.0,22416542000.0,22093646000.0,21014835000.0,20783264000.0,20726462000.0,24569127000.0
2063.0,12124262000.0,19526914000.0,20130154000.0,23538390000.0,15383780000.0,13068795000.0,23772746000.0,29904843000.0,22250193000.0,21928415000.0,20508985000.0,20347347000.0,20418720000.0,24140255000.0
2064.0,11757140000.0,18973506000.0,19651623000.0,23124554000.0,14897949000.0,12567972000.0,23324522000.0,29619894000.0,21707067000.0,21123121000.0,19827606000.0,19890915000.0,20107219000.0,23781300000.0
2065.0,11326731000.0,18376544000.0,19221545000.0,22526005000.0,14395629000.0,12184349000.0,23091626000.0,30371314000.0,21317378000.0,20846002000.0,19640525000.0,19328385000.0,19122215000.0,23284144000.0
2066.0,10934863000.0,17954290000.0,18516333000.0,22028048000.0,14141134000.0,11628797000.0,22809440000.0,30068396000.0,20999450000.0,20367680000.0,19426990000.0,18856487000.0,18707100000.0,23609702000.0
2067.0,10456439000.0,17437390000.0,18047388000.0,21770236000.0,13668973000.0,11242609000.0,22489018000.0,29458045000.0,20571474000.0,19976487000.0,18924368000.0,18545439000.0,18011080000.0,22849212000.0
2068.0,10448217000.0,16768337000.0,17499353000.0,21135174000.0,13267046000.0,10932423000.0,21999618000.0,29233801000.0,20010914000.0,19548560000.0,18423180000.0,17975335000.0,17666402000.0,22431720000.0
2069.0,9816261000.0,16323242000.0,16931763000.0,20467053000.0,12769638000.0,10581368000.0,21492347000.0,28968055000.0,19668920000.0,19078042000.0,18198962000.0,17647219000.0,17136213000.0,22347946000.0
2070.0,9528422000.0,15954036000.0,16366340000.0,19977554000.0,12627939000.0,10352909000.0,21186939000.0,28810226000.0,19208570000.0,18581133000.0,17872770000.0,17155848000.0,16689441000.0,21948635000.0
2071.0,9141975000.0,15558266000.0,15902452000.0,19613243000.0,12072363000.0,10090015000.0,20828738000.0,28616618000.0,18836450000.0,18117892000.0,17419151000.0,16729841000.0,16145635000.0,21906719000.0
2072.0,8876960000.0,15251829000.0,16183944000.0,19305357000.0,12845263000.0,9882082000.0,20934945000.0,28409573000.0,18418921000.0,17738980000.0,17048091000.0,16330639000.0,15663324000.0,21229986000.0
2073.0,8413045000.0,14721092000.0,15212640000.0,19190010000.0,11774326000.0,9551559000.0,20247920000.0,28025962000.0,17990183000.0,17118481000.0,17253757000.0,15792284000.0,15291519000.0,20839944000.0
2074.0,7976297500.0,14334407000.0,14698753000.0,18603708000.0,11163895000.0,9367689000.0,20030853000.0,27911640000.0,17561661000.0,16405268000.0,17041136000.0,15353573000.0,15019664000.0,20558698000.0
2075.0,7605597700.0,14109320000.0,14305762000.0,18217314000.0,10703526000.0,9059255000.0,19865029000.0,27682982000.0,17188708000.0,16079358000.0,16392658000.0,15028384000.0,14535930000.0,20077818000.0
2076.0,7274845000.0,13648746000.0,13883255000.0,17853948000.0,10394395000.0,8709413000.0,19329937000.0,27409717000.0,16940477000.0,15697522000.0,15919198000.0,14616748000.0,14230511000.0,19580594000.0
2077.0,7019827000.0,13190954000.0,13274904000.0,17396574000.0,10004317000.0,8409871000.0,18979058000.0,27261608000.0,16473713000.0,15292333000.0,15615647000.0,14180360000.0,13707979000.0,19190930000.0
2078.0,6748270600.0,12809527000.0,12870794000.0,17137398000.0,9861837000.0,8188318700.0,18641592000.0,27121170000.0,16042811000.0,14884507000.0,15269877000.0,13809626000.0,13181691000.0,18890908000.0
2079.0,6516499500.0,12510465000.0,12453246000.0,16592470000.0,9452305000.0,7945606000.0,18203632000.0,26860978000.0,15610631000.0,14535692000.0,14809609000.0,13378301000.0,12580294000.0,18481803000.0
2080.0,6387771000.0,12266755000.0,12073894000.0,16248294000.0,9175516000.0,7740248000.0,17726175000.0,26916897000.0,15306553000.0,14300314000.0,14489358000.0,12868811000.0,12116214000.0,17997742000.0
2081.0,6075296300.0,11914368000.0,11701720000.0,15928808000.0,8797538000.0,7580954600.0,17286642000.0,26620232000.0,15245529000.0,13907822000.0,14297961000.0,12534534000.0,11821920000.0,17679514000.0
2082.0,5712454700.0,11653610000.0,11374973000.0,16681740000.0,8501626000.0,7297058000.0,16922809000.0,26438642000.0,14661057000.0,13641089000.0,13947041000.0,12067322000.0,11408010000.0,17516802000.0
2083.0,5616653000.0,11249107000.0,10901218000.0,15348224000.0,8235311000.0,6933524000.0,16619612000.0,26206120000.0,14211378000.0,13371951000.0,13963988000.0,11654634000.0,10911223000.0,17085374000.0
2084.0,5375614500.0,10873885000.0,10553129000.0,14940972000.0,8022107600.0,6749457400.0,16163428000.0,25963880000.0,13868478000.0,13216965000.0,13290274000.0,11338671000.0,10508456000.0,16635673000.0
2085.0,5090266600.0,10478916000.0,10288142000.0,14596363000.0,7825409500.0,6564086000.0,15813987000.0,25706740000.0,13567251000.0,12833414000.0,13054033000.0,10968594000.0,10305377000.0,16469521000.0
2086.0,4814903300.0,10148661000.0,9957921000.0,14184522000.0,7553828000.0,6301211600.0,15486969000.0,25489693000.0,13282151000.0,12473411000.0,12764339000.0,10486794000.0,9954765000.0,15968282000.0
2087.0,4595955700.0,9860402000.0,9674424000.0,13799390000.0,7234268000.0,5971504000.0,15165906000.0,25255434000.0,12966994000.0,12154613000.0,12509046000.0,10172669000.0,9896921000.0,15723823000.0
2088.0,4234644200.0,9556519000.0,9395564000.0,13441881000.0,6949491700.0,5811067000.0,14775462000.0,25237453000.0,12683750000.0,11892039000.0,12294043000.0,9749067000.0,9552329000.0,15272057000.0
2089.0,4070974700.0,9286055000.0,9137182000.0,13017367000.0,6728486000.0,5627784000.0,14409611000.0,24904602000.0,12438473000.0,12700042000.0,12059671000.0,9455774000.0,9323426000.0,14867052000.0
2090.0,3903866600.0,8965210000.0,8843848000.0,12652215000.0,6466964500.0,5365371400.0,14091035000.0,24654582000.0,12200173000.0,11945168000.0,11838602000.0,9201626000.0,9106125000.0,14503793000.0
2091.0,3636070700.0,8773204000.0,8584684000.0,12247501000.0,6213628400.0,5238729000.0,13734066000.0,24341838000.0,11844531000.0,11300324000.0,11630325000.0,8739976000.0,8870417000.0,14170910000.0
2092.0,3551513600.0,8435755500.0,8312254000.0,11845167000.0,5943186000.0,5122303000.0,13499102000.0,24056826000.0,11498248000.0,10770314000.0,11442400000.0,8386000400.0,8594890000.0,13882040000.0
2093.0,3386083300.0,8176540000.0,8053383700.0,11546164000.0,5659804700.0,4914389000.0,13138506000.0,23834909000.0,11164283000.0,10304714000.0,11251318000.0,8029620700.0,8229606400.0,13456540000.0
2094.0,3193201400.0,8021553700.0,7778818600.0,11210959000.0,5417037300.0,4775408000.0,12701797000.0,23523455000.0,10881763000.0,9905078000.0,11026285000.0,7741888000.0,7892566500.0,13055472000.0
2095.0,3045046500.0,7795541000.0,7449611300.0,10855605000.0,5192801300.0,4653725700.0,13136086000.0,23456655000.0,10732258000.0,9813237000.0,10866812000.0,7530441000.0,7535512000.0,12698619000.0
2096.0,2967702000.0,7533710000.0,7173327000.0,10607284000.0,5024576500.0,4437836000.0,12514018000.0,23094802000.0,10455621000.0,9466614000.0,10580785000.0,7271329000.0,7318475000.0,12443128000.0
2097.0,2800305700.0,7279381500.0,6750065700.0,10163763000.0,4778003000.0,4246263000.0,12043633000.0,22773946000.0,10210732000.0,9304698000.0,10375646000.0,7030454300.0,7014182000.0,12121941000.0
2098.0,2640172800.0,7019207700.0,6589042000.0,9769435000.0,4585802000.0,4138595600.0,11607457000.0,22499758000.0,9892668000.0,9048716000.0,10135415000.0,6851376000.0,6791435300.0,11915816000.0
2099.0,2398936000.0,6757005300.0,6329310000.0,9520566000.0,4462556000.0,3911038500.0,11229516000.0,22363564000.0,9608799000.0,8769394000.0,9873410000.0,6686734000.0,6571845600.0,11703843000.0
2100.0,2200363800.0,6479215000.0,6126548000.0,9123629000.0,4236846800.0,3742371600.0,10924563000.0,22107146000.0,9286895000.0,9093919000.0,9688218000.0,6459694600.0,6313676300.0,11431712000.0
