time,CESM2-WACCM,MIROC6,MPI-ESM1-2-HR,IPSL-CM6A-LR,MRI-ESM2-0,KACE-1-0-G,CNRM-CM6-1,TAIESM1,EC-EARTH3,GFDL-ESM4,UKESM1-0-LL,CANESM5,CNRM-ESM2-1
2042.0,31178902000.0,31176587000.0,31312392000.0,30297160000.0,30471285000.0,30220333000.0,30667045000.0,30328662000.0,25134440000.0,31634980000.0,27575192000.0,24758569000.0,30954290000.0
2043.0,31073930000.0,30926959000.0,31068860000.0,29883880000.0,30100260000.0,29754298000.0,30188282000.0,29805597000.0,24640880000.0,31569486000.0,27037886000.0,23961498000.0,30847416000.0
2044.0,30699506000.0,31969186000.0,32477580000.0,29555132000.0,29836542000.0,29326800000.0,29789061000.0,29626634000.0,23936890000.0,31204137000.0,26484693000.0,23359824000.0,30578186000.0
2045.0,30281892000.0,30598270000.0,31030755000.0,29154281000.0,29530305000.0,28944943000.0,29372088000.0,29683180000.0,23285432000.0,30924843000.0,25897353000.0,22737588000.0,30259966000.0
2046.0,30019613000.0,30395163000.0,30651410000.0,28769090000.0,29255020000.0,28972208000.0,28779168000.0,29088383000.0,22894301000.0,30697617000.0,25475801000.0,22291446000.0,30112246000.0
2047.0,29846993000.0,30268240000.0,30455011000.0,28378960000.0,29476342000.0,28977572000.0,28527124000.0,28769511000.0,22388394000.0,30477520000.0,25236165000.0,21478630000.0,30364080000.0
2048.0,29484253000.0,29805996000.0,30341104000.0,28073605000.0,28943071000.0,28220010000.0,28321886000.0,28697262000.0,21858947000.0,30290444000.0,24632302000.0,20752169000.0,29699610000.0
2049.0,29220624000.0,29229713000.0,29854673000.0,28188482000.0,28626282000.0,27587140000.0,27912098000.0,28740622000.0,21231114000.0,30058404000.0,24218552000.0,20161743000.0,29399753000.0
2050.0,28885510000.0,28901773000.0,29652124000.0,27684053000.0,28501912000.0,27212712000.0,28560130000.0,28034855000.0,21415422000.0,29796390000.0,24214520000.0,19946975000.0,29103559000.0
2051.0,28469682000.0,29289091000.0,30398353000.0,26939320000.0,28054520000.0,26788989000.0,27783582000.0,27700433000.0,20221874000.0,29509237000.0,24460917000.0,19245960000.0,28725891000.0
2052.0,28640737000.0,31269337000.0,29418609000.0,27701578000.0,27792130000.0,26448626000.0,27492172000.0,27214310000.0,19583943000.0,29661897000.0,23170130000.0,18693876000.0,28523526000.0
2053.0,28094702000.0,29110940000.0,29246861000.0,26830217000.0,27465390000.0,26059018000.0,26895456000.0,26855733000.0,19052240000.0,28876018000.0,23395009000.0,18137485000.0,28551887000.0
2054.0,27751584000.0,28396632000.0,28896990000.0,26398122000.0,27204413000.0,25480194000.0,26603926000.0,26806800000.0,19644522000.0,28638863000.0,22408057000.0,17507174000.0,28058319000.0
2055.0,27276284000.0,28000539000.0,28514046000.0,25744550000.0,26910010000.0,25178180000.0,26066848000.0,26540028000.0,18353742000.0,28274680000.0,21766605000.0,16969798000.0,27969954000.0
2056.0,27104930000.0,27708895000.0,28333822000.0,25325574000.0,26471400000.0,25201603000.0,25749596000.0,26179949000.0,17698960000.0,27979729000.0,21154097000.0,16505881000.0,27509200000.0
2057.0,26825388000.0,27493145000.0,28042170000.0,25053927000.0,26173776000.0,26062960000.0,25399077000.0,25742225000.0,17014118000.0,27770157000.0,20574962000.0,16014056000.0,27180816000.0
2058.0,26314690000.0,27048374000.0,27918993000.0,24555723000.0,25849270000.0,24818969000.0,25025112000.0,25513642000.0,16641468000.0,27668943000.0,20087120000.0,15565049000.0,27534313000.0
2059.0,25895215000.0,26574380000.0,27858575000.0,24115458000.0,25428220000.0,24036262000.0,24774203000.0,25367304000.0,17090864000.0,27190505000.0,19828697000.0,15004315000.0,26716963000.0
2060.0,26024567000.0,26350481000.0,27306400000.0,23579290000.0,25165519000.0,23717237000.0,24293170000.0,25338122000.0,15813537000.0,27782078000.0,19236964000.0,14576988000.0,26483595000.0
2061.0,25360340000.0,26161350000.0,27041800000.0,23131974000.0,24711985000.0,23341253000.0,23821350000.0,24610304000.0,15408878000.0,26569441000.0,18677473000.0,14148113000.0,26216090000.0
2062.0,25033402000.0,25761204000.0,26689892000.0,22757644000.0,24577903000.0,22862162000.0,23493170000.0,24107889000.0,15070947000.0,26106505000.0,18165110000.0,13838526000.0,25793038000.0
2063.0,24701219000.0,25374616000.0,26645146000.0,22365278000.0,24204372000.0,22218258000.0,23285826000.0,23776852000.0,14873154000.0,25873496000.0,17794388000.0,13321226000.0,25527585000.0
2064.0,24192580000.0,25203040000.0,26679177000.0,21803708000.0,23740045000.0,21760430000.0,22944115000.0,24838500000.0,14221113000.0,25369924000.0,17364600000.0,12880775000.0,25331671000.0
2065.0,23691282000.0,24795370000.0,25999847000.0,21291256000.0,23713010000.0,21242515000.0,22451905000.0,23187702000.0,13812693000.0,25029403000.0,17136541000.0,12458502000.0,24850364000.0
2066.0,23286129000.0,24428906000.0,25671182000.0,20843756000.0,22968046000.0,21011524000.0,21934688000.0,22735438000.0,13598862000.0,24628190000.0,16686171000.0,12057299000.0,24645374000.0
2067.0,23012186000.0,23737915000.0,25389304000.0,20438335000.0,22553453000.0,20645235000.0,22071572000.0,22462138000.0,13075604000.0,24318495000.0,16151165000.0,11703480000.0,24303596000.0
2068.0,22806151000.0,23263105000.0,25146442000.0,20077361000.0,22290340000.0,20155787000.0,21506492000.0,22472230000.0,12702271000.0,23853599000.0,15861169000.0,11535169000.0,24195570000.0
2069.0,22368682000.0,23328690000.0,24887603000.0,19766591000.0,22345464000.0,20334475000.0,21043260000.0,21666394000.0,12385780000.0,23384064000.0,15313494000.0,11100604000.0,23740264000.0
2070.0,22050015000.0,23071013000.0,24530008000.0,19391439000.0,21709531000.0,19747434000.0,20763884000.0,21252958000.0,11986486000.0,23815262000.0,14942002000.0,10825966000.0,23335703000.0
2071.0,21829673000.0,23196758000.0,24141115000.0,19068832000.0,21155891000.0,19255108000.0,20420729000.0,20806885000.0,11751031000.0,22957255000.0,14533615000.0,10503124000.0,24086612000.0
2072.0,21522920000.0,21794863000.0,23950854000.0,19030980000.0,20892918000.0,18800087000.0,20021860000.0,20511322000.0,11363181000.0,22601742000.0,14034757000.0,10212105000.0,22718750000.0
2073.0,21087640000.0,20969003000.0,23682298000.0,18401124000.0,20496314000.0,18746808000.0,19612963000.0,20193733000.0,10937160000.0,22214638000.0,13646952000.0,9962573000.0,22481652000.0
2074.0,20776372000.0,20397023000.0,23587734000.0,17917647000.0,20141439000.0,18056362000.0,19156212000.0,19997735000.0,10712790000.0,21864878000.0,13275863000.0,9819847000.0,22203566000.0
2075.0,20469740000.0,19864287000.0,23285225000.0,17544086000.0,20062874000.0,17583276000.0,18713686000.0,19416887000.0,10660673000.0,21808800000.0,12928333000.0,9584144000.0,21966664000.0
2076.0,20204931000.0,19320610000.0,22772230000.0,17282040000.0,19385375000.0,17619587000.0,18338589000.0,19164846000.0,10283333000.0,21334575000.0,12439358000.0,9399869000.0,21500688000.0
2077.0,19784337000.0,18871067000.0,22453790000.0,16815329000.0,18993033000.0,17252330000.0,17867227000.0,18724730000.0,9948646000.0,20581425000.0,12091249000.0,9171100000.0,21203479000.0
2078.0,19990300000.0,18427632000.0,22010671000.0,16372070000.0,18674794000.0,16687508000.0,17372040000.0,18624061000.0,9621381000.0,20225055000.0,11673671000.0,8869829000.0,21095848000.0
2079.0,19264162000.0,18029530000.0,21536410000.0,16043665000.0,18426990000.0,16247298000.0,18200003000.0,18028857000.0,9420014000.0,20000246000.0,11350882000.0,8698653000.0,20562661000.0
2080.0,18790982000.0,18211348000.0,21160184000.0,15639192000.0,18308610000.0,16038877000.0,17241890000.0,17655742000.0,9098222000.0,19572355000.0,11044696000.0,8719755000.0,20007983000.0
2081.0,18477320000.0,17699785000.0,20810010000.0,15258935000.0,17873758000.0,15604029000.0,16539731000.0,17299990000.0,8688997000.0,19290835000.0,10782169000.0,8102314000.0,19432047000.0
2082.0,18419083000.0,17283002000.0,20477145000.0,14852608000.0,17682100000.0,15254579000.0,16372220000.0,16893067000.0,8422072300.0,19119190000.0,10441521000.0,7890042000.0,18979138000.0
2083.0,17898140000.0,17020629000.0,20722715000.0,14547520000.0,17349812000.0,14987668000.0,15848036000.0,16567600000.0,8493895000.0,18887731000.0,10084021000.0,7684643300.0,18470510000.0
2084.0,17619534000.0,16630608000.0,20132884000.0,14236064000.0,17072516000.0,15054410000.0,15431699000.0,16237181000.0,8050961000.0,18295110000.0,9841567000.0,7332184000.0,18243908000.0
2085.0,17257110000.0,16308811000.0,19735644000.0,13926160000.0,16800764000.0,14574938000.0,15054553000.0,15799191000.0,7637371000.0,18013037000.0,9666613000.0,7165492700.0,17798600000.0
2086.0,17143883000.0,15917820000.0,19437349000.0,13757762000.0,16503617000.0,14265600000.0,14586192000.0,15452931000.0,7376554000.0,17722340000.0,9365325000.0,6989810000.0,17353746000.0
2087.0,16739504000.0,15390300000.0,19213730000.0,13363783000.0,16119252000.0,13977330000.0,14164940000.0,15099850000.0,7146819000.0,17493488000.0,9082856000.0,6748382000.0,16860469000.0
2088.0,16601461000.0,14898007000.0,18730873000.0,13039034000.0,15857488000.0,13660000000.0,13742731000.0,14727394000.0,6993492000.0,17004661000.0,8768120000.0,6598549000.0,16399609000.0
2089.0,16222292000.0,14400460000.0,18470982000.0,12744262000.0,15583035000.0,13399049000.0,13432456000.0,14359521000.0,6749830000.0,16753593000.0,8476142600.0,6300590000.0,16161135000.0
2090.0,15940788000.0,13941604000.0,18848209000.0,12465693000.0,15658518000.0,13223367000.0,13294133000.0,13998065000.0,6561405000.0,16353526000.0,8286807000.0,6140078000.0,15738495000.0
2091.0,16364064000.0,13581904000.0,17942831000.0,12158142000.0,15184653000.0,12929677000.0,12877946000.0,13696756000.0,6326502400.0,16102665000.0,8199784000.0,5977266000.0,15348518000.0
2092.0,15487173000.0,13359838000.0,17565540000.0,11789411000.0,15262713000.0,13835714000.0,12469468000.0,13403116000.0,6125743000.0,16326689000.0,7877396500.0,5779949000.0,14923290000.0
2093.0,15168803000.0,14937082000.0,17279203000.0,11538085000.0,14789366000.0,12591906000.0,12163114000.0,13201938000.0,5875663000.0,15567898000.0,7614783500.0,5665576000.0,14549901000.0
2094.0,15288594000.0,12598568000.0,16895192000.0,11246979000.0,14551952000.0,12475047000.0,11915104000.0,12780812000.0,5743465000.0,15280690000.0,7337258000.0,5534998000.0,14133736000.0
2095.0,14768936000.0,12232108000.0,16681048000.0,11003806000.0,14196285000.0,14198739000.0,11521796000.0,12425457000.0,5432554000.0,15096903000.0,7011055600.0,5400864300.0,13769528000.0
2096.0,14543718000.0,13254532000.0,16345231000.0,10662768000.0,14243805000.0,12601407000.0,11226814000.0,12041505000.0,5238643700.0,14885434000.0,6806269400.0,5211609000.0,13437096000.0
2097.0,14238455000.0,12396127000.0,16858776000.0,10412291000.0,13788355000.0,12014856000.0,10915900000.0,11749757000.0,5019785700.0,14604509000.0,6608590000.0,5086029000.0,13083950000.0
2098.0,13991249000.0,11495088000.0,15753291000.0,10093259000.0,14116263000.0,11820638000.0,10565263000.0,11322095000.0,4937562600.0,14292725000.0,6476820500.0,4986904000.0,12731906000.0
2099.0,13765104000.0,11241617000.0,15460839000.0,9825921000.0,13443920000.0,11535984000.0,10233984000.0,10980019000.0,4859154400.0,14001826000.0,6597495300.0,4887257600.0,12378745000.0
2100.0,13392614000.0,10976220000.0,15469315000.0,9631429000.0,13166610000.0,11201512000.0,9904374000.0,10597961000.0,4623807500.0,13761066000.0,6192521000.0,4822215700.0,12180393000.0
