time,INM-CM4-8,INM-CM5-0,EC-EARTH3,MRI-ESM2-0,EC-EARTH3-VEG,BCC-CSM2-MR,FGOALS-F3-L,CESM2,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,MPI-ESM1-2-HR
2014.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0
2015.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0
2016.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0
2017.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0
2018.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0
2019.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0
2020.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0
2021.0,44678393000000.0,44705962000000.0,44492523000000.0,44706247000000.0,44731896000000.0,44473296000000.0,44566530000000.0,44710765000000.0,44602954000000.0,44747633000000.0,44714390000000.0,44659313000000.0,44550333000000.0
2022.0,44617278000000.0,44673964000000.0,44356614000000.0,44637700000000.0,44648098000000.0,44273260000000.0,44523816000000.0,44615927000000.0,44525850000000.0,44665693000000.0,44681124000000.0,44559420000000.0,44462640000000.0
2023.0,44442036000000.0,44635360000000.0,44325853000000.0,44556356000000.0,44544850000000.0,44124435000000.0,44430417000000.0,44498743000000.0,44494450000000.0,44558030000000.0,44651830000000.0,44467856000000.0,44446582000000.0
2024.0,44345793000000.0,44620870000000.0,44146920000000.0,44479352000000.0,44462512000000.0,43994870000000.0,44372480000000.0,44403373000000.0,44463146000000.0,44526412000000.0,44576388000000.0,44355710000000.0,44305826000000.0
2025.0,44295797000000.0,44556390000000.0,44032655000000.0,44376920000000.0,44374046000000.0,43743785000000.0,44411073000000.0,44331277000000.0,44365220000000.0,44474793000000.0,44512123000000.0,44384104000000.0,44257040000000.0
2026.0,44143653000000.0,44513030000000.0,43956922000000.0,44291632000000.0,44325933000000.0,43583655000000.0,44291968000000.0,44292310000000.0,44349316000000.0,44415620000000.0,44498020000000.0,44340273000000.0,44261693000000.0
2027.0,44070576000000.0,44484020000000.0,43904464000000.0,44210940000000.0,44274817000000.0,43433515000000.0,44032873000000.0,44191967000000.0,44304467000000.0,44303730000000.0,44457940000000.0,44285300000000.0,44199870000000.0
2028.0,43981216000000.0,44436533000000.0,43864040000000.0,44189390000000.0,44199257000000.0,43250220000000.0,43838030000000.0,44130994000000.0,44302430000000.0,44282660000000.0,44432552000000.0,44288500000000.0,44200557000000.0
2029.0,43776463000000.0,44439660000000.0,43778467000000.0,44203890000000.0,44102138000000.0,43133035000000.0,43815335000000.0,44110417000000.0,44235910000000.0,44224892000000.0,44355650000000.0,44130350000000.0,44171235000000.0
2030.0,43646766000000.0,44397140000000.0,43668694000000.0,44113517000000.0,43985716000000.0,42909424000000.0,43836970000000.0,44036760000000.0,44169796000000.0,44142100000000.0,44284917000000.0,44052926000000.0,44154320000000.0
2031.0,43527610000000.0,44333700000000.0,43669952000000.0,43986100000000.0,43884830000000.0,42639987000000.0,43671353000000.0,43923280000000.0,43997267000000.0,44074485000000.0,44266533000000.0,43910150000000.0,44092663000000.0
2032.0,43472904000000.0,44240885000000.0,43640693000000.0,43992230000000.0,43795060000000.0,42465172000000.0,43457247000000.0,43864730000000.0,43960236000000.0,44051416000000.0,44241950000000.0,43804627000000.0,44069810000000.0
2033.0,43411880000000.0,44171450000000.0,43535747000000.0,43902548000000.0,43819286000000.0,42205640000000.0,43361013000000.0,43788467000000.0,43888425000000.0,43941773000000.0,44245980000000.0,43767640000000.0,44045760000000.0
2034.0,43372850000000.0,44102470000000.0,43511747000000.0,43827680000000.0,43603770000000.0,41979426000000.0,43126430000000.0,43672796000000.0,43842290000000.0,43809644000000.0,44176184000000.0,43773620000000.0,43931224000000.0
2035.0,43228450000000.0,44057850000000.0,43359030000000.0,43707720000000.0,43523570000000.0,41816485000000.0,43062770000000.0,43493896000000.0,43872562000000.0,43626483000000.0,44160010000000.0,43631814000000.0,43907065000000.0
2036.0,43071853000000.0,44008320000000.0,43195887000000.0,43643046000000.0,43438330000000.0,41627520000000.0,42865862000000.0,43284280000000.0,43767630000000.0,43419527000000.0,44082680000000.0,43564290000000.0,43786747000000.0
2037.0,42933760000000.0,43941274000000.0,43073980000000.0,43511647000000.0,43289324000000.0,41361475000000.0,42635360000000.0,43138680000000.0,43795430000000.0,43267123000000.0,44106510000000.0,43559286000000.0,43745504000000.0
2038.0,42894610000000.0,43862748000000.0,42929170000000.0,43393393000000.0,43113170000000.0,41093900000000.0,42522350000000.0,43049565000000.0,43744456000000.0,43261046000000.0,44012237000000.0,43434107000000.0,43618916000000.0
2039.0,42707234000000.0,43807460000000.0,42860162000000.0,43323977000000.0,42964690000000.0,40824520000000.0,42397644000000.0,42984470000000.0,43606686000000.0,43167613000000.0,43962300000000.0,43359305000000.0,43532380000000.0
2040.0,42670790000000.0,43771110000000.0,42667840000000.0,43246370000000.0,42706670000000.0,40562158000000.0,42124486000000.0,42802117000000.0,43587035000000.0,43012070000000.0,43843597000000.0,43307540000000.0,43477044000000.0
2041.0,42546114000000.0,43698256000000.0,42460750000000.0,43091240000000.0,42491810000000.0,40327060000000.0,41869820000000.0,42699336000000.0,43493850000000.0,42808073000000.0,43755650000000.0,43199570000000.0,43323340000000.0
2042.0,42418074000000.0,43638350000000.0,42391730000000.0,42981155000000.0,42344737000000.0,40042567000000.0,41556963000000.0,42555933000000.0,43407586000000.0,42693745000000.0,43664430000000.0,43051150000000.0,43160357000000.0
2043.0,42402620000000.0,43602575000000.0,42252533000000.0,42803426000000.0,42131060000000.0,39742855000000.0,41235550000000.0,42348843000000.0,43321620000000.0,42494213000000.0,43618990000000.0,43029797000000.0,42961547000000.0
2044.0,42228223000000.0,43543616000000.0,42119415000000.0,42693082000000.0,42027773000000.0,39522450000000.0,41062820000000.0,42252252000000.0,43287630000000.0,42302462000000.0,43556656000000.0,42876038000000.0,42832727000000.0
2045.0,42146124000000.0,43458370000000.0,42056576000000.0,42587096000000.0,41856850000000.0,39177983000000.0,40828223000000.0,42004705000000.0,43194364000000.0,42190382000000.0,43523790000000.0,42831167000000.0,42738435000000.0
2046.0,42046774000000.0,43285834000000.0,41961090000000.0,42485370000000.0,41749834000000.0,38786020000000.0,40755600000000.0,41822290000000.0,43095412000000.0,42026510000000.0,43540370000000.0,42737504000000.0,42633940000000.0
2047.0,41872750000000.0,43131930000000.0,41756300000000.0,42431777000000.0,41580450000000.0,38548580000000.0,40552414000000.0,41583206000000.0,42930770000000.0,41823930000000.0,43506983000000.0,42549990000000.0,42497250000000.0
2048.0,41813897000000.0,42962200000000.0,41574250000000.0,42221110000000.0,41378310000000.0,38219698000000.0,40427840000000.0,41260463000000.0,42755890000000.0,41629250000000.0,43488842000000.0,42482800000000.0,42299887000000.0
2049.0,41725213000000.0,42823110000000.0,41327260000000.0,42107640000000.0,41161690000000.0,37836175000000.0,40223780000000.0,41138614000000.0,42726730000000.0,41449073000000.0,43403786000000.0,42366190000000.0,42128410000000.0
2050.0,41494860000000.0,42785848000000.0,41119686000000.0,41974665000000.0,40995510000000.0,37544290000000.0,39967440000000.0,41040363000000.0,42585263000000.0,41264450000000.0,43372560000000.0,42214140000000.0,41929850000000.0
2051.0,41230050000000.0,42749944000000.0,40960256000000.0,41786307000000.0,40789020000000.0,37240432000000.0,39889210000000.0,40912900000000.0,42384060000000.0,40947980000000.0,43333993000000.0,42143935000000.0,41724852000000.0
2052.0,41058910000000.0,42707968000000.0,40789573000000.0,41555630000000.0,40624840000000.0,36942450000000.0,39635910000000.0,40813988000000.0,42215703000000.0,40714420000000.0,43218553000000.0,42056590000000.0,41629742000000.0
2053.0,40917155000000.0,42658190000000.0,40679615000000.0,41295666000000.0,40433602000000.0,36703600000000.0,39468757000000.0,40518110000000.0,42040277000000.0,40432675000000.0,43087397000000.0,42001165000000.0,41496080000000.0
2054.0,40791330000000.0,42585390000000.0,40496140000000.0,41186270000000.0,40240987000000.0,36352024000000.0,39256180000000.0,40312610000000.0,41931887000000.0,40209295000000.0,43073570000000.0,41855540000000.0,41341140000000.0
2055.0,40685302000000.0,42438706000000.0,40198327000000.0,40933600000000.0,40015460000000.0,36062072000000.0,39048308000000.0,40192832000000.0,41727646000000.0,39942386000000.0,42940620000000.0,41812853000000.0,41181744000000.0
2056.0,40522380000000.0,42445186000000.0,39988993000000.0,40687156000000.0,39841476000000.0,35741644000000.0,38787757000000.0,39991342000000.0,41659290000000.0,39567360000000.0,42795704000000.0,41748610000000.0,41038270000000.0
2057.0,40384546000000.0,42343370000000.0,39844550000000.0,40400178000000.0,39635296000000.0,35381618000000.0,38600322000000.0,39838875000000.0,41510196000000.0,39255007000000.0,42738867000000.0,41629507000000.0,40919273000000.0
2058.0,40235853000000.0,42173823000000.0,39708667000000.0,40096036000000.0,39346434000000.0,35008255000000.0,38348563000000.0,39648290000000.0,41409760000000.0,38929626000000.0,42717050000000.0,41527846000000.0,40801220000000.0
2059.0,40055985000000.0,42044840000000.0,39389615000000.0,39830793000000.0,39179280000000.0,34682200000000.0,38115633000000.0,39481764000000.0,41319090000000.0,38672754000000.0,42520990000000.0,41414235000000.0,40658325000000.0
2060.0,39917447000000.0,41938750000000.0,39202010000000.0,39702187000000.0,39007320000000.0,34333310000000.0,37871617000000.0,39302730000000.0,41205564000000.0,38361130000000.0,42379164000000.0,41309293000000.0,40419870000000.0
2061.0,39885814000000.0,41805130000000.0,39015860000000.0,39464710000000.0,38717104000000.0,33855724000000.0,37537305000000.0,38999117000000.0,41014240000000.0,38022465000000.0,42254160000000.0,41121510000000.0,40205000000000.0
2062.0,39766217000000.0,41581378000000.0,38846110000000.0,39258715000000.0,38442734000000.0,33518940000000.0,37143740000000.0,38694680000000.0,40896456000000.0,37752470000000.0,42195285000000.0,40978900000000.0,40086300000000.0
2063.0,39650714000000.0,41512990000000.0,38625230000000.0,39041480000000.0,38083202000000.0,33139114000000.0,36853617000000.0,38327040000000.0,40746653000000.0,37431504000000.0,42092520000000.0,40784430000000.0,39875410000000.0
2064.0,39520343000000.0,41352495000000.0,38328020000000.0,38807945000000.0,37787806000000.0,32830400000000.0,36537996000000.0,37985098000000.0,40587156000000.0,37090738000000.0,42034035000000.0,40619560000000.0,39745946000000.0
2065.0,39354806000000.0,41203425000000.0,38052337000000.0,38556290000000.0,37575360000000.0,32594054000000.0,36360530000000.0,37721400000000.0,40467157000000.0,36791655000000.0,41974757000000.0,40401226000000.0,39518490000000.0
2066.0,39181270000000.0,41182692000000.0,37789077000000.0,38296902000000.0,37364756000000.0,32262563000000.0,36130162000000.0,37261770000000.0,40266760000000.0,36590202000000.0,41980764000000.0,40155400000000.0,39318200000000.0
2067.0,39019000000000.0,41082516000000.0,37636610000000.0,38029163000000.0,37076380000000.0,31994832000000.0,35994238000000.0,36893100000000.0,40139884000000.0,36257262000000.0,41913936000000.0,39942180000000.0,39192655000000.0
2068.0,38867410000000.0,40978840000000.0,37352350000000.0,37718826000000.0,36809230000000.0,31579502000000.0,35826105000000.0,36629553000000.0,39961953000000.0,35885660000000.0,41798202000000.0,39761610000000.0,39049574000000.0
2069.0,38668492000000.0,40875440000000.0,37113228000000.0,37376538000000.0,36515850000000.0,31282417000000.0,35485733000000.0,36296555000000.0,39765410000000.0,35524090000000.0,41628100000000.0,39587984000000.0,38890780000000.0
2070.0,38449306000000.0,40746800000000.0,36938420000000.0,37047940000000.0,36170240000000.0,31016400000000.0,35245270000000.0,35942760000000.0,39535723000000.0,35128487000000.0,41550587000000.0,39448817000000.0,38698290000000.0
2071.0,38226547000000.0,40667270000000.0,36658870000000.0,36662445000000.0,35736110000000.0,30655761000000.0,34871259000000.0,35589106000000.0,39327485000000.0,34730913000000.0,41478047000000.0,39364025000000.0,38429640000000.0
2072.0,38037260000000.0,40594130000000.0,36353050000000.0,36315605000000.0,35495095000000.0,30474494000000.0,34479253000000.0,35290966000000.0,39079664000000.0,34412773000000.0,41386200000000.0,39094172000000.0,38167380000000.0
2073.0,37860010000000.0,40496072000000.0,35934880000000.0,36002130000000.0,35075593000000.0,30236037000000.0,34193084000000.0,34953968000000.0,38926836000000.0,34044855000000.0,41183586000000.0,38883568000000.0,37942513000000.0
2074.0,37635255000000.0,40363994000000.0,35680344000000.0,35629786000000.0,34670234000000.0,29907801000000.0,33843290000000.0,34563378000000.0,38628300000000.0,33649477000000.0,41056550000000.0,38654850000000.0,37720383000000.0
2075.0,37414333000000.0,40259950000000.0,35344603000000.0,35125203000000.0,34326767000000.0,29584364000000.0,33487258000000.0,34213303000000.0,38388660000000.0,33296245000000.0,40899830000000.0,38523910000000.0,37524727000000.0
2076.0,37254290000000.0,40130760000000.0,35059212000000.0,34811784000000.0,33883513000000.0,29302863000000.0,33060616000000.0,33963368000000.0,38173880000000.0,32879816000000.0,40826378000000.0,38342930000000.0,37333215000000.0
2077.0,37122110000000.0,39975412000000.0,34558995000000.0,34512944000000.0,33380584000000.0,29041342000000.0,32725107000000.0,33301030000000.0,37954043000000.0,32415521000000.0,40726927000000.0,38161310000000.0,37071717000000.0
2078.0,36963474000000.0,39868810000000.0,34026734000000.0,34158405000000.0,33020126000000.0,28744798000000.0,32439584000000.0,32942270000000.0,37804370000000.0,31937738000000.0,40625928000000.0,37960210000000.0,36863890000000.0
2079.0,36790753000000.0,39768210000000.0,33546889000000.0,33784806000000.0,32546925000000.0,28465082000000.0,32205867000000.0,32401655000000.0,37615600000000.0,31481340000000.0,40547176000000.0,37776754000000.0,36630484000000.0
2080.0,36653524000000.0,39620625000000.0,33115033000000.0,33331668000000.0,32175873000000.0,28213472000000.0,31987109000000.0,31999882000000.0,37440543000000.0,31049235000000.0,40387972000000.0,37593390000000.0,36467653000000.0
2081.0,36460950000000.0,39450613000000.0,32654378000000.0,32948080000000.0,31732430000000.0,27942070000000.0,31691120000000.0,31551794000000.0,37228965000000.0,30723055000000.0,40320016000000.0,37480443000000.0,36215110000000.0
2082.0,36371213000000.0,39294136000000.0,32247158000000.0,32668058000000.0,31189070000000.0,27538141000000.0,31250369000000.0,31032802000000.0,36943780000000.0,30298660000000.0,40352860000000.0,37336700000000.0,36025674000000.0
2083.0,36176230000000.0,39108910000000.0,31842227000000.0,32261615000000.0,30746025000000.0,27280888000000.0,30890384000000.0,30482746000000.0,36742170000000.0,29869522000000.0,40224646000000.0,37235055000000.0,35716612000000.0
2084.0,36068343000000.0,38977960000000.0,31428675000000.0,32018333000000.0,30318105000000.0,26992550000000.0,30558451000000.0,30030365000000.0,36547596000000.0,29402644000000.0,40026210000000.0,37015584000000.0,35473550000000.0
2085.0,35879310000000.0,38827420000000.0,30935460000000.0,31643471000000.0,29816017000000.0,26687956000000.0,30277106000000.0,29543956000000.0,36318176000000.0,28872672000000.0,39906130000000.0,36827010000000.0,35213110000000.0
2086.0,35703640000000.0,38651010000000.0,30543865000000.0,31306730000000.0,29230484000000.0,26396210000000.0,29774374000000.0,29132126000000.0,36059895000000.0,28327390000000.0,39850535000000.0,36558485000000.0,34987433000000.0
2087.0,35576225000000.0,38368600000000.0,30187094000000.0,30919757000000.0,28894187000000.0,26106281000000.0,29478443000000.0,28735953000000.0,35913250000000.0,27785217000000.0,39720986000000.0,36374730000000.0,34714065000000.0
2088.0,35373992000000.0,38184306000000.0,29815676000000.0,30605210000000.0,28557361000000.0,25852159000000.0,29262600000000.0,28351002000000.0,35772130000000.0,27310917000000.0,39644960000000.0,36145610000000.0,34463327000000.0
2089.0,35214936000000.0,38023085000000.0,29363337000000.0,30288280000000.0,28098430000000.0,25553380000000.0,28947500000000.0,27811719000000.0,35526485000000.0,26718872000000.0,39506240000000.0,35995785000000.0,34231323000000.0
2090.0,35042510000000.0,37856693000000.0,28739409000000.0,29879400000000.0,27597900000000.0,25285527000000.0,28616346000000.0,27312142000000.0,35242570000000.0,26116245000000.0,39418707000000.0,35787266000000.0,34019670000000.0
2091.0,34867840000000.0,37689827000000.0,28045736000000.0,29516430000000.0,27171561000000.0,24993725000000.0,28291780000000.0,26743564000000.0,35016235000000.0,25497214000000.0,39340986000000.0,35610900000000.0,33802162000000.0
2092.0,34702981000000.0,37603387000000.0,27532145000000.0,29151885000000.0,26634567000000.0,24730854000000.0,27980689000000.0,26166330000000.0,34753875000000.0,24818338000000.0,39184200000000.0,35329134000000.0,33502280000000.0
2093.0,34541008000000.0,37514320000000.0,27042250000000.0,28733550000000.0,26121807000000.0,24340316000000.0,27494760000000.0,25610947000000.0,34469696000000.0,24148928000000.0,39009640000000.0,35121856000000.0,33167373000000.0
2094.0,34319903000000.0,37332724000000.0,26549672000000.0,28261428000000.0,25546744000000.0,23969195000000.0,27238785000000.0,25125483000000.0,34269758000000.0,23582705000000.0,38791200000000.0,35000158000000.0,32787197000000.0
2095.0,34133880000000.0,37136750000000.0,26067375000000.0,27913674000000.0,25052932000000.0,23554083000000.0,26997480000000.0,24715249000000.0,33963850000000.0,22946498000000.0,38555920000000.0,34859393000000.0,32478670000000.0
2096.0,33943414000000.0,36870450000000.0,25541967000000.0,27613785000000.0,24559570000000.0,23166674000000.0,26684390000000.0,24258620000000.0,33709187000000.0,22363601000000.0,38513433000000.0,34665918000000.0,32195312000000.0
2097.0,33757646000000.0,36772294000000.0,25140860000000.0,27185388000000.0,24151505000000.0,22859640000000.0,26417530000000.0,23750020000000.0,33448570000000.0,21759764000000.0,38390530000000.0,34398263000000.0,31837961000000.0
2098.0,33501045000000.0,36595860000000.0,24716648000000.0,26859763000000.0,23495753000000.0,22517364000000.0,26094768000000.0,23235775000000.0,33252365000000.0,21303547000000.0,38263864000000.0,34214714000000.0,31583778000000.0
2099.0,33286913000000.0,36273637000000.0,24251988000000.0,26571784000000.0,23042976000000.0,22213172000000.0,25835490000000.0,22562686000000.0,32979491000000.0,20659870000000.0,38189025000000.0,34028898000000.0,31403370000000.0
2100.0,33092696000000.0,36128670000000.0,23617250000000.0,26249576000000.0,22491177000000.0,21963720000000.0,25516900000000.0,21950540000000.0,32721299000000.0,20168376000000.0,38067470000000.0,33785498000000.0,30991784000000.0
