time,CMCC-CM2-SR5,EC-EARTH3,INM-CM5-0,INM-CM4-8,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,MRI-ESM2-0,CESM2,MPI-ESM1-2-HR,NORESM2-MM,CAMS-CSM1-0,CESM2-WACCM,GFDL-ESM4
2018.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0
2019.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0
2020.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0
2021.0,44546530000000.0,44594360000000.0,44699805000000.0,44626140000000.0,44626442000000.0,44567100000000.0,44713718000000.0,44601205000000.0,44657940000000.0,44644740000000.0,44667540000000.0,44591860000000.0,44656402000000.0,44599540000000.0
2022.0,44519484000000.0,44413570000000.0,44644532000000.0,44554313000000.0,44543156000000.0,44383093000000.0,44658458000000.0,44335446000000.0,44614547000000.0,44565545000000.0,44510323000000.0,44629540000000.0,44645710000000.0,44576790000000.0
2023.0,44404650000000.0,44307770000000.0,44561630000000.0,44502996000000.0,44434240000000.0,44244362000000.0,44623180000000.0,44268886000000.0,44557000000000.0,44592943000000.0,44395265000000.0,44640074000000.0,44610030000000.0,44564585000000.0
2024.0,44365045000000.0,44300310000000.0,44517865000000.0,44423824000000.0,44358133000000.0,44133977000000.0,44495425000000.0,44082223000000.0,44525710000000.0,44507500000000.0,44233763000000.0,44662060000000.0,44478564000000.0,44508088000000.0
2025.0,44226830000000.0,44168164000000.0,44514027000000.0,44284456000000.0,44297995000000.0,44007506000000.0,44374260000000.0,44002695000000.0,44474416000000.0,44421070000000.0,44140160000000.0,44628390000000.0,44415860000000.0,44412790000000.0
2026.0,44137110000000.0,44114695000000.0,44435640000000.0,44145075000000.0,44116667000000.0,43891617000000.0,44282110000000.0,43989140000000.0,44363678000000.0,44387650000000.0,44011386000000.0,44664660000000.0,44365167000000.0,44299685000000.0
2027.0,44022907000000.0,43963583000000.0,44476605000000.0,43959930000000.0,43982300000000.0,43748600000000.0,44152700000000.0,43969233000000.0,44211794000000.0,44289636000000.0,43989667000000.0,44627114000000.0,44302610000000.0,44144810000000.0
2028.0,43979802000000.0,43827160000000.0,44407290000000.0,43843340000000.0,43983380000000.0,43574213000000.0,43919283000000.0,44010540000000.0,44182446000000.0,44245558000000.0,43919564000000.0,44536953000000.0,44160623000000.0,44022995000000.0
2029.0,43937515000000.0,43692550000000.0,44367608000000.0,43774034000000.0,43950258000000.0,43292110000000.0,43826685000000.0,43999524000000.0,44122710000000.0,44125236000000.0,43838907000000.0,44489557000000.0,44108526000000.0,43922953000000.0
2030.0,43812034000000.0,43586175000000.0,44259885000000.0,43688764000000.0,43906680000000.0,43129300000000.0,43669172000000.0,43992016000000.0,44057745000000.0,44042220000000.0,43639225000000.0,44384767000000.0,44040184000000.0,43892884000000.0
2031.0,43752194000000.0,43517137000000.0,44180957000000.0,43596418000000.0,43860256000000.0,42929310000000.0,43555410000000.0,43919077000000.0,43969350000000.0,43958920000000.0,43516000000000.0,44316332000000.0,43877768000000.0,43695500000000.0
2032.0,43725053000000.0,43455580000000.0,44055396000000.0,43495608000000.0,43735044000000.0,42784000000000.0,43465710000000.0,43857903000000.0,43850828000000.0,43923393000000.0,43419586000000.0,44252870000000.0,43804808000000.0,43565220000000.0
2033.0,43709714000000.0,43335830000000.0,43990990000000.0,43347503000000.0,43587895000000.0,42531786000000.0,43407146000000.0,43850022000000.0,43695517000000.0,43815930000000.0,43418256000000.0,44185250000000.0,43626290000000.0,43474464000000.0
2034.0,43651447000000.0,43269916000000.0,43895310000000.0,43286333000000.0,43557155000000.0,42455650000000.0,43354327000000.0,43718887000000.0,43589468000000.0,43728120000000.0,43374556000000.0,44154430000000.0,43477140000000.0,43359196000000.0
2035.0,43452176000000.0,43232110000000.0,43828790000000.0,43206507000000.0,43346780000000.0,42292200000000.0,43275105000000.0,43542517000000.0,43493024000000.0,43641586000000.0,43276570000000.0,44077773000000.0,43333917000000.0,43210504000000.0
2036.0,43116030000000.0,43176360000000.0,43797266000000.0,43154600000000.0,43281182000000.0,42134787000000.0,43170633000000.0,43463490000000.0,43480215000000.0,43620317000000.0,43163240000000.0,43909317000000.0,43231790000000.0,42980640000000.0
2037.0,42838470000000.0,42998465000000.0,43722096000000.0,43000118000000.0,43095390000000.0,42032830000000.0,43076714000000.0,43430047000000.0,43373717000000.0,43493255000000.0,43073657000000.0,43932080000000.0,43038945000000.0,42817480000000.0
2038.0,42735420000000.0,42762167000000.0,43660400000000.0,42874515000000.0,43002140000000.0,41925170000000.0,42996660000000.0,43356726000000.0,43255907000000.0,43430720000000.0,42935136000000.0,43926304000000.0,42954860000000.0,42635500000000.0
2039.0,42659430000000.0,42708130000000.0,43642593000000.0,42714003000000.0,42851988000000.0,41790620000000.0,42933710000000.0,43191076000000.0,43029155000000.0,43402066000000.0,42738674000000.0,43938023000000.0,42859097000000.0,42459296000000.0
2040.0,42631850000000.0,42585410000000.0,43546992000000.0,42605962000000.0,42737960000000.0,41601917000000.0,42809814000000.0,43092187000000.0,42939615000000.0,43335500000000.0,42582930000000.0,43999428000000.0,42681846000000.0,42306330000000.0
2041.0,42505098000000.0,42402446000000.0,43538460000000.0,42516326000000.0,42681963000000.0,41397567000000.0,42672790000000.0,42939760000000.0,42706150000000.0,43207280000000.0,42496248000000.0,43896516000000.0,42478100000000.0,42259550000000.0
2042.0,42390627000000.0,42248113000000.0,43475957000000.0,42374915000000.0,42579958000000.0,41122907000000.0,42505773000000.0,42894280000000.0,42601680000000.0,43159535000000.0,42329520000000.0,43787385000000.0,42272150000000.0,42135310000000.0
2043.0,42233150000000.0,42136053000000.0,43382370000000.0,42308397000000.0,42540812000000.0,40926920000000.0,42461108000000.0,42816500000000.0,42501554000000.0,42978177000000.0,42213870000000.0,43631690000000.0,42021473000000.0,41929250000000.0
2044.0,42077450000000.0,41960073000000.0,43344850000000.0,42137287000000.0,42382380000000.0,40694157000000.0,42403956000000.0,42657758000000.0,42349980000000.0,42804160000000.0,42108810000000.0,43666593000000.0,41757360000000.0,41890615000000.0
2045.0,41853877000000.0,41782193000000.0,43352010000000.0,42036780000000.0,42243010000000.0,40427990000000.0,42324764000000.0,42640290000000.0,42211430000000.0,42648614000000.0,41988557000000.0,43588700000000.0,41566907000000.0,41830696000000.0
2046.0,41673880000000.0,41557017000000.0,43354436000000.0,41948900000000.0,42115107000000.0,40235330000000.0,42248322000000.0,42550547000000.0,42031896000000.0,42568792000000.0,41942885000000.0,43499030000000.0,41392460000000.0,41782037000000.0
2047.0,41470413000000.0,41308777000000.0,43285242000000.0,41781287000000.0,42034073000000.0,40066236000000.0,42151410000000.0,42372612000000.0,41906742000000.0,42470507000000.0,41743228000000.0,43425726000000.0,41141286000000.0,41655200000000.0
2048.0,41409260000000.0,41086446000000.0,43181266000000.0,41569084000000.0,41925760000000.0,39822253000000.0,42013800000000.0,42115610000000.0,41741697000000.0,42380284000000.0,41600090000000.0,43250670000000.0,40928685000000.0,41586820000000.0
2049.0,41257053000000.0,40804230000000.0,43122176000000.0,41447366000000.0,41795720000000.0,39551276000000.0,41821376000000.0,42007470000000.0,41516800000000.0,42219457000000.0,41501476000000.0,43150090000000.0,40761828000000.0,41462075000000.0
2050.0,41163906000000.0,40566205000000.0,43081756000000.0,41261696000000.0,41509756000000.0,39207863000000.0,41639507000000.0,41734227000000.0,41382694000000.0,42083360000000.0,41383820000000.0,43125356000000.0,40465490000000.0,41457710000000.0
2051.0,41081010000000.0,40337100000000.0,43074705000000.0,41188992000000.0,41475780000000.0,38983280000000.0,41521617000000.0,41512604000000.0,41106790000000.0,41958924000000.0,41333080000000.0,43008423000000.0,40296134000000.0,41340973000000.0
2052.0,40978290000000.0,40139360000000.0,43092787000000.0,41098480000000.0,41272232000000.0,38802750000000.0,41463910000000.0,41293917000000.0,40887246000000.0,41864870000000.0,41231390000000.0,42962190000000.0,40125107000000.0,41101214000000.0
2053.0,40833147000000.0,39965860000000.0,43055084000000.0,40878014000000.0,41121997000000.0,38502452000000.0,41274493000000.0,41110345000000.0,40624800000000.0,41761196000000.0,41107730000000.0,42850540000000.0,39908590000000.0,41073255000000.0
2054.0,40633557000000.0,39743803000000.0,42994770000000.0,40719654000000.0,40954707000000.0,38101150000000.0,41032590000000.0,40922520000000.0,40391470000000.0,41668787000000.0,41021388000000.0,42809520000000.0,39656870000000.0,40987284000000.0
2055.0,40463134000000.0,39475400000000.0,42959618000000.0,40553127000000.0,40829120000000.0,37937786000000.0,40753615000000.0,40816366000000.0,40144262000000.0,41617495000000.0,40843612000000.0,42735956000000.0,39291880000000.0,40828735000000.0
2056.0,40244422000000.0,39196153000000.0,42887230000000.0,40435950000000.0,40679443000000.0,37684253000000.0,40534780000000.0,40674125000000.0,39925206000000.0,41488790000000.0,40773127000000.0,42712246000000.0,39006016000000.0,40785815000000.0
2057.0,40089250000000.0,38948520000000.0,42904790000000.0,40423595000000.0,40546807000000.0,37496537000000.0,40334004000000.0,40556640000000.0,39710336000000.0,41162590000000.0,40688985000000.0,42721430000000.0,38667893000000.0,40687307000000.0
2058.0,39905837000000.0,38762508000000.0,42823995000000.0,40268700000000.0,40422180000000.0,37144165000000.0,40139254000000.0,40415120000000.0,39480937000000.0,41034965000000.0,40585000000000.0,42626594000000.0,38229390000000.0,40495240000000.0
2059.0,39773415000000.0,38571474000000.0,42789925000000.0,40218514000000.0,40316800000000.0,36788924000000.0,39930164000000.0,40148670000000.0,39241760000000.0,40986537000000.0,40499696000000.0,42542620000000.0,37996007000000.0,40292082000000.0
2060.0,39573870000000.0,38404400000000.0,42760820000000.0,40110610000000.0,40071480000000.0,36521873000000.0,39795435000000.0,39951035000000.0,38954384000000.0,40794375000000.0,40451277000000.0,42463950000000.0,37686136000000.0,40057020000000.0
2061.0,39391340000000.0,38235045000000.0,42682722000000.0,40000847000000.0,39807326000000.0,36242180000000.0,39643672000000.0,39754263000000.0,38602386000000.0,40668130000000.0,40188720000000.0,42443957000000.0,37448520000000.0,39941990000000.0
2062.0,39222950000000.0,37995190000000.0,42646580000000.0,39911190000000.0,39613712000000.0,35908225000000.0,39314667000000.0,39620964000000.0,38246386000000.0,40502520000000.0,40059070000000.0,42396480000000.0,37057225000000.0,39910073000000.0
2063.0,38991080000000.0,37701190000000.0,42577307000000.0,39729550000000.0,39476026000000.0,35681087000000.0,39061090000000.0,39485740000000.0,38015603000000.0,40408610000000.0,39890340000000.0,42287434000000.0,36637670000000.0,39790502000000.0
2064.0,38824300000000.0,37458893000000.0,42494767000000.0,39670004000000.0,39276394000000.0,35461860000000.0,38783860000000.0,39413556000000.0,37729115000000.0,40306230000000.0,39580342000000.0,42176790000000.0,36269044000000.0,39661456000000.0
2065.0,38627967000000.0,37106005000000.0,42505064000000.0,39547845000000.0,39035578000000.0,35243797000000.0,38376600000000.0,39371810000000.0,37450072000000.0,40222864000000.0,39499686000000.0,42095226000000.0,35932880000000.0,39557400000000.0
2066.0,38431774000000.0,36887394000000.0,42331907000000.0,39425510000000.0,38775137000000.0,34974520000000.0,38105080000000.0,39271890000000.0,37226377000000.0,40047852000000.0,39381000000000.0,42002826000000.0,35705724000000.0,39409530000000.0
2067.0,38274614000000.0,36740280000000.0,42226990000000.0,39332065000000.0,38595516000000.0,34842834000000.0,37775076000000.0,39077483000000.0,36943570000000.0,39925920000000.0,39314784000000.0,41925063000000.0,35364736000000.0,39295742000000.0
2068.0,38183304000000.0,36568937000000.0,42187140000000.0,39171775000000.0,38350954000000.0,34669740000000.0,37479743000000.0,38866006000000.0,36613390000000.0,39862540000000.0,39247870000000.0,41887197000000.0,35036160000000.0,39150810000000.0
2069.0,38047605000000.0,36249688000000.0,42135563000000.0,39043680000000.0,38223100000000.0,34412197000000.0,37225887000000.0,38574955000000.0,36200157000000.0,39740480000000.0,39174795000000.0,41838730000000.0,34719048000000.0,38947573000000.0
2070.0,37912138000000.0,36017800000000.0,42039362000000.0,39011314000000.0,38147040000000.0,34232424000000.0,36997490000000.0,38241495000000.0,35839346000000.0,39563242000000.0,39127080000000.0,41790510000000.0,34278876000000.0,38817277000000.0
2071.0,37700707000000.0,35730020000000.0,41900774000000.0,38858600000000.0,38035622000000.0,34084506000000.0,36638790000000.0,38018837000000.0,35542500000000.0,39431370000000.0,39055700000000.0,41740400000000.0,33964052000000.0,38641980000000.0
2072.0,37525507000000.0,35462316000000.0,41762295000000.0,38657935000000.0,37831343000000.0,33893470000000.0,36458795000000.0,37777230000000.0,35305894000000.0,39281607000000.0,38824927000000.0,41727120000000.0,33541744000000.0,38569880000000.0
2073.0,37378786000000.0,35227960000000.0,41656400000000.0,38564740000000.0,37729614000000.0,33622925000000.0,36203403000000.0,37592230000000.0,34953490000000.0,39124830000000.0,38692576000000.0,41654224000000.0,33124323000000.0,38449847000000.0
2074.0,37178280000000.0,35001920000000.0,41526840000000.0,38360966000000.0,37581240000000.0,33388956000000.0,35998646000000.0,37410872000000.0,34609499000000.0,38903814000000.0,38662566000000.0,41587370000000.0,32783248000000.0,38322450000000.0
2075.0,37032080000000.0,34803812000000.0,41354667000000.0,38120934000000.0,37466086000000.0,33232666000000.0,35808930000000.0,37198810000000.0,34247402000000.0,38809027000000.0,38551996000000.0,41513680000000.0,32443153000000.0,38183757000000.0
2076.0,36890080000000.0,34459236000000.0,41193455000000.0,37862376000000.0,37274920000000.0,33098708000000.0,35590985000000.0,37064580000000.0,33901584000000.0,38697077000000.0,38423872000000.0,41476870000000.0,32034743000000.0,38076018000000.0
2077.0,36771644000000.0,34186121000000.0,41111972000000.0,37678096000000.0,37081310000000.0,32836986000000.0,35368276000000.0,36883678000000.0,33459932000000.0,38580332000000.0,38246350000000.0,41372845000000.0,31625017000000.0,37957130000000.0
2078.0,36627703000000.0,33967072000000.0,41057555000000.0,37565504000000.0,36980004000000.0,32624091000000.0,35137080000000.0,36748604000000.0,33103549000000.0,38493506000000.0,38103270000000.0,41348820000000.0,31331923000000.0,37712910000000.0
2079.0,36453338000000.0,33826697000000.0,40924877000000.0,37438844000000.0,36790830000000.0,32438000000000.0,34826938000000.0,36568710000000.0,32764848000000.0,38476830000000.0,37943117000000.0,41334750000000.0,31007833000000.0,37569165000000.0
2080.0,36225620000000.0,33655118000000.0,40876877000000.0,37369330000000.0,36627942000000.0,32252220000000.0,34543912000000.0,36335314000000.0,32500806000000.0,38364976000000.0,37833170000000.0,41198195000000.0,30574492000000.0,37347123000000.0
2081.0,36057437000000.0,33486776000000.0,40742093000000.0,37260280000000.0,36434556000000.0,31839490000000.0,34261298000000.0,36220554000000.0,32138622000000.0,38231720000000.0,37645023000000.0,41112410000000.0,30030548000000.0,37192340000000.0
2082.0,35718055000000.0,33166566000000.0,40654740000000.0,37134673000000.0,36333440000000.0,31634072000000.0,33909677000000.0,36000920000000.0,31714974000000.0,38078316000000.0,37492024000000.0,40955734000000.0,29521835000000.0,37094504000000.0
2083.0,35547653000000.0,32875517000000.0,40593145000000.0,36952397000000.0,36164745000000.0,31466075000000.0,33554176000000.0,35696140000000.0,31396192000000.0,37967234000000.0,37387490000000.0,40918275000000.0,29212415000000.0,36891462000000.0
2084.0,35416787000000.0,32726827000000.0,40501844000000.0,36807492000000.0,35981256000000.0,31265623000000.0,33138231000000.0,35418876000000.0,30910792000000.0,37881796000000.0,37308900000000.0,40785517000000.0,28673690000000.0,36751167000000.0
2085.0,35056114000000.0,32556467000000.0,40390050000000.0,36631793000000.0,35901686000000.0,30990423000000.0,32897828000000.0,35134508000000.0,30468351000000.0,37803300000000.0,37154806000000.0,40650393000000.0,28311785000000.0,36666380000000.0
2086.0,34613039000000.0,32302504000000.0,40346197000000.0,36426430000000.0,35809323000000.0,30798420000000.0,32528499000000.0,34880279000000.0,30115770000000.0,37730612000000.0,37004760000000.0,40556793000000.0,27851780000000.0,36550457000000.0
2087.0,34396204000000.0,32146320000000.0,40219605000000.0,36229650000000.0,35742740000000.0,30616820000000.0,32019872000000.0,34667502000000.0,29722290000000.0,37653374000000.0,36870810000000.0,40449940000000.0,27488904000000.0,36452386000000.0
2088.0,34222058000000.0,31942550000000.0,40088090000000.0,36095260000000.0,35643280000000.0,30444513000000.0,31683598000000.0,34430515000000.0,29420708000000.0,37580452000000.0,36745170000000.0,40319345000000.0,27075390000000.0,36297373000000.0
2089.0,34051591000000.0,31652724000000.0,39945280000000.0,36000445000000.0,35456210000000.0,30264504000000.0,31439572000000.0,34086777000000.0,29009380000000.0,37464900000000.0,36669350000000.0,40242556000000.0,26623970000000.0,36183530000000.0
2090.0,33925900000000.0,31412674000000.0,39873638000000.0,35832388000000.0,35324610000000.0,29999426000000.0,31163284000000.0,33812023000000.0,28631278000000.0,37386030000000.0,36520694000000.0,40119814000000.0,26217554000000.0,36115193000000.0
2091.0,33752244000000.0,31172598000000.0,39797146000000.0,35704436000000.0,35116735000000.0,29770484000000.0,30844142000000.0,33569315000000.0,28224520000000.0,37313862000000.0,36310237000000.0,40082526000000.0,25860866000000.0,35987804000000.0
2092.0,33463967000000.0,30859923000000.0,39708764000000.0,35645255000000.0,34893394000000.0,29537740000000.0,30573240000000.0,33403150000000.0,27799985000000.0,37229095000000.0,36144680000000.0,39951907000000.0,25409070000000.0,35834347000000.0
2093.0,33244792000000.0,30611295000000.0,39643980000000.0,35528783000000.0,34760594000000.0,29313427000000.0,30334366000000.0,33175122000000.0,27332550000000.0,37168720000000.0,35979460000000.0,39838940000000.0,24950423000000.0,35670836000000.0
2094.0,32991443000000.0,30235913000000.0,39581437000000.0,35376647000000.0,34707226000000.0,29086156000000.0,30055130000000.0,32927929000000.0,26982562000000.0,36998295000000.0,35851938000000.0,39768440000000.0,24571447000000.0,35517463000000.0
2095.0,32821510000000.0,29978224000000.0,39466777000000.0,35273090000000.0,34594808000000.0,28871603000000.0,29741873000000.0,32674245000000.0,26563836000000.0,36777834000000.0,35718300000000.0,39697320000000.0,24219839000000.0,35376966000000.0
2096.0,32711702000000.0,29773047000000.0,39402200000000.0,35047908000000.0,34394654000000.0,28661990000000.0,29466833000000.0,32465165000000.0,26228698000000.0,36644216000000.0,35582530000000.0,39654124000000.0,23921722000000.0,35213860000000.0
2097.0,32509922000000.0,29488646000000.0,39277736000000.0,34777365000000.0,34170525000000.0,28416401000000.0,29228690000000.0,32180017000000.0,25782074000000.0,36533378000000.0,35477850000000.0,39545590000000.0,23500157000000.0,35079020000000.0
2098.0,32289887000000.0,29205293000000.0,39088390000000.0,34628946000000.0,33902159000000.0,28090260000000.0,28980317000000.0,31861340000000.0,25324356000000.0,36368750000000.0,35325010000000.0,39476068000000.0,23062815000000.0,34950923000000.0
2099.0,32084272000000.0,28966325000000.0,39079845000000.0,34473610000000.0,33757365000000.0,27758715000000.0,28716393000000.0,31601902000000.0,24964340000000.0,36261730000000.0,35111010000000.0,39375245000000.0,22678713000000.0,34788587000000.0
2100.0,31821243000000.0,28652656000000.0,38951140000000.0,34334587000000.0,33551050000000.0,27523547000000.0,28409936000000.0,31183757000000.0,24657130000000.0,36149247000000.0,34944860000000.0,39332593000000.0,22302080000000.0,34510170000000.0
