time,CSIRO-MK3-6-0,GFDL-CM3,CNRM-CM5,GISS-E2-R,MPI-ESM-LR,CANESM2,IPSL-CM5A-LR,NORESM1-M,CCSM4,GFDL-ESM2G,CESM1-CAM5
2028.0,1041454600.0,1129551000.0,977982660.0,1061905400.0,1020797200.0,1007056450.0,1051818500.0,1062016700.0,1008151000.0,1112187100.0,1019818400.0
2029.0,1023399400.0,1091688700.0,955275300.0,1052206100.0,998206660.0,985893000.0,1040514750.0,1045226050.0,987122000.0,1109524700.0,1002206300.0
2030.0,1007685950.0,1083516500.0,948836800.0,1043718700.0,978352260.0,970053000.0,1034458700.0,1032395140.0,966253200.0,1133342300.0,994263300.0
2031.0,994872450.0,1078156700.0,926932160.0,1033972160.0,962866700.0,983547000.0,1021279940.0,1026706700.0,949960900.0,1151637000.0,988560260.0
2032.0,976321300.0,1075889500.0,907062300.0,1026582200.0,948276800.0,963403460.0,1028564350.0,1018564800.0,935816100.0,1138472300.0,975179970.0
2033.0,955125000.0,1073031940.0,949993860.0,1019402400.0,949908500.0,938639600.0,1017832700.0,1009213630.0,914986240.0,1121048400.0,962226900.0
2034.0,931984600.0,1077882500.0,929038900.0,1010424500.0,1004952300.0,928971260.0,1003892740.0,1000499700.0,894677000.0,1128089900.0,953336100.0
2035.0,913414000.0,1145343000.0,914527300.0,1004644540.0,936197300.0,911510900.0,997079940.0,987775700.0,873749400.0,1125784400.0,944032100.0
2036.0,900422600.0,1074295400.0,890883600.0,999909100.0,903561200.0,894644740.0,974964540.0,978234500.0,858591500.0,1129839100.0,931132200.0
2037.0,884018400.0,1089638300.0,866334900.0,994236860.0,896613500.0,877299000.0,963933060.0,970424640.0,842035500.0,1156734800.0,916427650.0
2038.0,867257700.0,1090036100.0,862526660.0,984520770.0,916525100.0,864291460.0,950435600.0,986826900.0,829731000.0,1173724400.0,940904640.0
2039.0,857015900.0,1067188540.0,956201150.0,973778500.0,964373000.0,848890240.0,946769200.0,968792500.0,819122400.0,1146292200.0,904216960.0
2040.0,872400800.0,1056812860.0,894475840.0,977811460.0,877812030.0,824175550.0,938064000.0,991144640.0,809003000.0,1122979200.0,898323500.0
2041.0,838207300.0,1055258400.0,861186300.0,984889500.0,871953600.0,813868540.0,923756800.0,946252160.0,786103400.0,1133244900.0,891481540.0
2042.0,837905700.0,1045890900.0,863466900.0,979526500.0,858846400.0,815117760.0,892777900.0,943441300.0,764073500.0,1127284600.0,885927740.0
2043.0,821689200.0,1043131400.0,851509100.0,959957060.0,837810200.0,792377600.0,870390000.0,978805700.0,748474560.0,1136660900.0,874800830.0
2044.0,820176400.0,1031080500.0,840589760.0,980309950.0,830745660.0,769199500.0,861201200.0,972791400.0,772462300.0,1128867600.0,869501000.0
2045.0,838229300.0,1019895800.0,835498430.0,959638300.0,824267400.0,751130700.0,856919100.0,938180200.0,751545100.0,1119489000.0,863047400.0
2046.0,821666500.0,1013004100.0,833891800.0,964561300.0,815946100.0,754680260.0,835553500.0,944801660.0,734785100.0,1124975000.0,848364900.0
2047.0,795333800.0,1023663300.0,852070700.0,955463360.0,801599170.0,811138100.0,806625340.0,937121340.0,718812700.0,1128526500.0,841736400.0
2048.0,777124900.0,1004018050.0,828806400.0,972027840.0,794749250.0,773093060.0,809649340.0,928242600.0,713461950.0,1123482800.0,838386600.0
2049.0,767957570.0,1009283100.0,825586400.0,948904100.0,813035000.0,737646600.0,783449150.0,918897340.0,770197600.0,1121119900.0,826334600.0
2050.0,761379700.0,993051840.0,820931900.0,940921200.0,789593300.0,724052030.0,770607040.0,905976450.0,705514430.0,1127519900.0,818491460.0
2051.0,752095900.0,979976400.0,811139840.0,937485800.0,780661570.0,712059460.0,807097700.0,898054340.0,694845100.0,1121038100.0,816410940.0
2052.0,753259700.0,966724100.0,802662500.0,942307300.0,770797600.0,707618500.0,765317760.0,893229100.0,688780400.0,1124625200.0,808977540.0
2053.0,744409860.0,956167550.0,799581200.0,972256000.0,764493300.0,697586200.0,759084160.0,879235200.0,683511400.0,1124612600.0,796526000.0
2054.0,823351300.0,944745300.0,790319940.0,934800800.0,759857900.0,687972700.0,745039100.0,873107000.0,671757760.0,1113048000.0,787321700.0
2055.0,773357300.0,925950200.0,781683140.0,960233300.0,752826560.0,672168960.0,738756800.0,864563260.0,665915800.0,1109803800.0,774931840.0
2056.0,794136450.0,910350340.0,778498940.0,928542500.0,753323800.0,660228300.0,738318100.0,855558340.0,661876500.0,1172147500.0,762372160.0
2057.0,748017150.0,902622850.0,769162100.0,923919740.0,741365500.0,646430200.0,732873660.0,844481860.0,650139840.0,1110508500.0,750043500.0
2058.0,743942700.0,909774900.0,758500300.0,916355650.0,729562240.0,635231600.0,716405500.0,839355800.0,641596100.0,1107563800.0,732984500.0
2059.0,763144200.0,892950660.0,764584500.0,912648000.0,721055740.0,614110850.0,698572160.0,825034200.0,637920300.0,1096065000.0,716540400.0
2060.0,736454600.0,885257700.0,745749500.0,903807360.0,718179650.0,606533500.0,689632830.0,816214300.0,630599740.0,1088990000.0,696660100.0
2061.0,729849200.0,882177860.0,739550800.0,902544830.0,708357800.0,589290240.0,678515000.0,798167500.0,625402700.0,1084561300.0,673580540.0
2062.0,732831040.0,882587650.0,734975300.0,912814600.0,704536800.0,567288060.0,670617500.0,778006660.0,621442000.0,1074984400.0,653103100.0
2063.0,724929800.0,894397000.0,725573500.0,900889100.0,764140600.0,544612030.0,718982700.0,770616260.0,610606460.0,1081056000.0,635815800.0
2064.0,732527700.0,889704640.0,735722200.0,897057400.0,759433700.0,536048900.0,697857100.0,756767400.0,605452200.0,1067079100.0,615048500.0
2065.0,726544300.0,873056960.0,717995700.0,892033200.0,696488770.0,524439940.0,670954240.0,749428700.0,598425860.0,1061698900.0,592681400.0
2066.0,726147460.0,867758140.0,704894660.0,939777300.0,685494140.0,509116030.0,652853060.0,735529500.0,588776640.0,1055556900.0,571288600.0
2067.0,773655230.0,855736200.0,689245250.0,910951900.0,675912200.0,491167650.0,647750800.0,824925500.0,581353700.0,1046636500.0,562263000.0
2068.0,752055300.0,854234700.0,679133600.0,916249400.0,667669200.0,482945760.0,641883600.0,722869100.0,576204350.0,1050988300.0,542888640.0
2069.0,750783550.0,862982140.0,671762240.0,897626200.0,671096060.0,469498080.0,633874300.0,706339900.0,564332300.0,1036788900.0,530226240.0
2070.0,763658560.0,853225100.0,666541500.0,893018050.0,670072600.0,460474140.0,625853300.0,695818750.0,551253950.0,1027117900.0,526284800.0
2071.0,736490940.0,856406460.0,656709800.0,891292350.0,654322200.0,452599520.0,618353300.0,684776900.0,577626800.0,1016310300.0,517886180.0
2072.0,726582300.0,845281340.0,648527000.0,898558600.0,645693950.0,445318700.0,614679800.0,673718200.0,543654340.0,1010924500.0,504659140.0
2073.0,782442500.0,837787200.0,641119600.0,897818200.0,635081800.0,557919500.0,606915800.0,694219650.0,540852160.0,1001467600.0,492569100.0
2074.0,727175700.0,836577800.0,646470800.0,894547600.0,629437500.0,445679400.0,634249860.0,686427500.0,539973500.0,991355100.0,482487400.0
2075.0,720660000.0,854423400.0,638986800.0,990029500.0,638421060.0,433105730.0,606033200.0,676106100.0,528176300.0,975649540.0,475845760.0
2076.0,718229760.0,839030460.0,625325000.0,929853900.0,619504200.0,426928960.0,594780160.0,659248800.0,521145000.0,960457860.0,466313570.0
2077.0,712696960.0,836104300.0,620611200.0,905741100.0,607288900.0,420338800.0,587788300.0,648571260.0,515283700.0,952027300.0,457220200.0
2078.0,707134660.0,839547650.0,625901630.0,895053500.0,593111400.0,413408860.0,580957400.0,642436500.0,509496930.0,951489400.0,449675420.0
2079.0,705267900.0,829361300.0,629774400.0,891296060.0,579082300.0,405205800.0,576113660.0,647130430.0,517697100.0,934829900.0,444213340.0
2080.0,772217700.0,820071550.0,609462460.0,891604500.0,621500000.0,398792300.0,570479170.0,639016770.0,519641820.0,929620860.0,437106270.0
2081.0,724094100.0,852249700.0,596530700.0,887965100.0,607418750.0,395683520.0,564560500.0,631060600.0,513787170.0,918473200.0,427016200.0
2082.0,702652500.0,818260900.0,588328000.0,883897100.0,633786500.0,389697300.0,566174300.0,626990600.0,540123840.0,914295200.0,420014050.0
2083.0,767644500.0,814108350.0,581544000.0,881873540.0,581416900.0,386405440.0,712529340.0,624900000.0,579161000.0,962159600.0,415554180.0
2084.0,709845950.0,809481660.0,577665300.0,873045760.0,565118400.0,406138720.0,636329200.0,621669500.0,550400100.0,943979800.0,406201730.0
2085.0,696222340.0,804286340.0,572294100.0,868236350.0,557697150.0,385785120.0,607047300.0,617290750.0,508477760.0,903099260.0,397525600.0
2086.0,694625540.0,801886660.0,568580800.0,866457600.0,562431040.0,394318820.0,575060200.0,616106050.0,504427940.0,895763840.0,403758270.0
2087.0,728247550.0,832021500.0,574345340.0,859711040.0,559164700.0,382465900.0,590803000.0,617001400.0,501615870.0,889279200.0,395726620.0
2088.0,690431400.0,798519740.0,559593540.0,860970300.0,561264300.0,382271900.0,566082560.0,610049300.0,497762020.0,878289800.0,385343900.0
2089.0,687109000.0,790635200.0,555570700.0,856533700.0,547596600.0,380196640.0,565248900.0,605944600.0,494470050.0,879701100.0,382240300.0
2090.0,680946900.0,786677100.0,551071700.0,853560100.0,547150300.0,381602560.0,559545700.0,598510140.0,493825800.0,870032100.0,380360830.0
2091.0,677120200.0,783734600.0,543833800.0,850943170.0,597830460.0,398434880.0,558938000.0,595228200.0,489772000.0,859836350.0,407791300.0
2092.0,691741700.0,781087040.0,537827800.0,842691000.0,545498500.0,378830460.0,555435260.0,593721400.0,485526370.0,869816800.0,375136770.0
2093.0,691841660.0,780088960.0,530915400.0,834451260.0,541045250.0,374512200.0,617647600.0,590694000.0,482993540.0,899240800.0,369006180.0
2094.0,682299600.0,771731140.0,524624420.0,826672100.0,534417250.0,370932160.0,560188540.0,588744700.0,497428640.0,936486900.0,367265000.0
2095.0,680267600.0,772560960.0,518081380.0,816039550.0,529025150.0,372493630.0,548454200.0,589797000.0,479873920.0,896107600.0,363731460.0
2096.0,676376260.0,760683700.0,509088800.0,823421300.0,527763400.0,367539700.0,542551900.0,685925600.0,477483940.0,876249660.0,359316860.0
2097.0,678873860.0,753295740.0,514184060.0,806820740.0,523206560.0,366505100.0,540575700.0,585862900.0,474621630.0,858808800.0,355153800.0
2098.0,675362700.0,746677060.0,602398660.0,803560100.0,520043520.0,365165500.0,533311500.0,587107400.0,470268260.0,855535740.0,352455260.0
2099.0,671444030.0,815641100.0,532277300.0,788005900.0,514534370.0,363116450.0,728513900.0,581307400.0,471588380.0,857595260.0,417976030.0
2100.0,668961500.0,773276700.0,500463940.0,776237300.0,516843230.0,368607900.0,788254300.0,575207600.0,492216600.0,861972100.0,351719230.0
