time,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CNRM-CM5,CSIRO-MK3-6-0,GFDL-CM3,CESM1-CAM5,CCSM4,GFDL-ESM2G,NORESM1-M
2028.0,996689400.0,1189826600.0,1074660100.0,1051502460.0,1043425860.0,1030365800.0,1024529900.0,1009474700.0,1004847400.0,1047936260.0,1049805200.0
2029.0,1064126300.0,1087963300.0,1095859700.0,1042572500.0,1042231600.0,1018205800.0,1010900540.0,1038438000.0,994059000.0,1027000500.0,1025785540.0
2030.0,991003970.0,1071711300.0,1110137100.0,1025005950.0,1029940800.0,997296200.0,1083574500.0,1004557950.0,985781400.0,1017219140.0,1007163650.0
2031.0,959863300.0,1031312600.0,1095122600.0,1007581000.0,1021142850.0,980362700.0,1024797950.0,984888800.0,974942400.0,1065520900.0,998583900.0
2032.0,940715600.0,1019665540.0,1194493200.0,1000254660.0,1016791940.0,972456770.0,1003165800.0,972935200.0,1001851600.0,1032986240.0,990323100.0
2033.0,927340600.0,1018441150.0,1123464200.0,986423230.0,1010735940.0,966397060.0,1085933200.0,957150900.0,1044425860.0,1012009500.0,984825860.0
2034.0,899332160.0,1028225000.0,1090488200.0,1087153200.0,1097247000.0,969369900.0,1059783300.0,937321800.0,1016688960.0,1003464300.0,978162370.0
2035.0,881931400.0,1007348600.0,1080382600.0,1011187460.0,1056748500.0,948588900.0,1006903700.0,933582100.0,988032700.0,1016798100.0,969318600.0
2036.0,860311940.0,996081660.0,1105605600.0,971512450.0,1024732900.0,929424800.0,1009981800.0,920546500.0,993238600.0,994739500.0,956204350.0
2037.0,830742900.0,986495940.0,1100527200.0,955556200.0,1005871550.0,911146500.0,1217920300.0,906251100.0,955751000.0,991628350.0,951542660.0
2038.0,806211500.0,969411600.0,1082554800.0,948270500.0,994977150.0,936024640.0,1047757700.0,890411970.0,940917440.0,1049671100.0,946794900.0
2039.0,784092700.0,959372160.0,1088004500.0,941036350.0,983533440.0,923947100.0,1018050750.0,893302340.0,926504450.0,999734900.0,936585340.0
2040.0,750071600.0,981833400.0,1119428200.0,934724350.0,979115000.0,893982200.0,1008139300.0,879780860.0,930690050.0,987319040.0,930757100.0
2041.0,726716800.0,949094800.0,1073918700.0,932673660.0,966724540.0,891031500.0,1017376960.0,866648060.0,922766400.0,982480900.0,923708700.0
2042.0,699991800.0,943133900.0,1074144100.0,916328800.0,955906200.0,880630850.0,1045147900.0,858341600.0,909115600.0,982748160.0,913736900.0
2043.0,681407700.0,929685250.0,1087479200.0,911355400.0,942453060.0,874075300.0,1008057340.0,851300740.0,909583040.0,989427200.0,919036000.0
2044.0,718302660.0,906035600.0,1080460200.0,912589100.0,960429060.0,902750700.0,1009861570.0,843943740.0,900683900.0,983324000.0,900389570.0
2045.0,668287550.0,896711550.0,1106834000.0,946813900.0,929960600.0,897361900.0,1005055900.0,831913660.0,890982900.0,978241200.0,959700900.0
2046.0,649880770.0,885125060.0,1085719000.0,903642050.0,921558500.0,883538370.0,1033120000.0,816157500.0,904255100.0,979130750.0,895729540.0
2047.0,634751900.0,875559230.0,1072553200.0,894497500.0,913782600.0,862967400.0,1019966340.0,799961300.0,888687200.0,979198100.0,883117440.0
2048.0,619994430.0,861916500.0,1079946400.0,889166500.0,909432000.0,855569860.0,997927700.0,791805100.0,875176700.0,974091970.0,965017000.0
2049.0,608802200.0,852665660.0,1065758140.0,880539400.0,945240260.0,853718140.0,1001648900.0,784367600.0,863131200.0,973099000.0,916635140.0
2050.0,593993100.0,845959300.0,1060181300.0,1017590660.0,944825200.0,860436000.0,999642400.0,771833860.0,860000000.0,964415500.0,925399740.0
2051.0,585073200.0,827644000.0,1057821300.0,974946560.0,959053100.0,847919300.0,1046887700.0,760758660.0,871954600.0,984791550.0,885102500.0
2052.0,577079740.0,807216450.0,1049403600.0,965288450.0,897770800.0,845769660.0,1002318000.0,766943400.0,852466300.0,985265700.0,909595200.0
2053.0,576677500.0,793339300.0,1039965600.0,907693600.0,881719100.0,836948860.0,1096332400.0,820503700.0,850286000.0,959537600.0,922387000.0
2054.0,564773800.0,779907650.0,1037069060.0,894179100.0,880643300.0,832353860.0,1035155400.0,740991300.0,855509440.0,956769200.0,980617900.0
2055.0,554761000.0,807139000.0,1032743000.0,894287000.0,868751600.0,838399700.0,1021547200.0,741062700.0,838591360.0,956341500.0,914964300.0
2056.0,545367500.0,793266200.0,1030412740.0,912300100.0,858179600.0,832117600.0,1010838340.0,757202300.0,838485950.0,1010343550.0,953450700.0
2057.0,538742800.0,765742340.0,1026298200.0,891452900.0,868903040.0,823072830.0,1008444400.0,726438300.0,851418050.0,954512600.0,917409400.0
2058.0,525931170.0,747293760.0,1020543940.0,905226400.0,862931500.0,823402050.0,1026399400.0,718245800.0,848071360.0,1000304640.0,936625800.0
2059.0,519487680.0,739007040.0,1009502500.0,881848500.0,946565570.0,815851800.0,1015259840.0,716711040.0,831559900.0,999000060.0,924503700.0
2060.0,515823070.0,730495800.0,1010799940.0,879159360.0,901785150.0,826396400.0,1118510500.0,708477060.0,823752060.0,972575200.0,942802900.0
2061.0,509456600.0,763225100.0,1034720600.0,1010951100.0,858711600.0,812072100.0,1069743400.0,703206340.0,817274300.0,1013618200.0,990329700.0
2062.0,505240160.0,725531650.0,1011867260.0,1084043600.0,847412300.0,802419000.0,1022971650.0,694917800.0,848601800.0,976392640.0,929101630.0
2063.0,498010370.0,746660000.0,998028300.0,1013382700.0,847907260.0,797517250.0,1031730370.0,693869500.0,820167100.0,1039063500.0,931697700.0
2064.0,490612640.0,721604500.0,989291700.0,964643460.0,837842050.0,801920300.0,1033044500.0,687978430.0,806319200.0,1029206200.0,985747700.0
2065.0,487258100.0,716592300.0,985932500.0,925666500.0,839094000.0,790065700.0,1030241660.0,680621100.0,801227400.0,1008037700.0,944331600.0
2066.0,483297440.0,719555200.0,983209400.0,909608500.0,831725500.0,814367900.0,1027737400.0,673277500.0,853693100.0,995028860.0,938503740.0
2067.0,478691500.0,703368770.0,986821500.0,917886800.0,843618500.0,808983360.0,1040024400.0,664254200.0,799635300.0,992421300.0,934500740.0
2068.0,477600220.0,701221570.0,1087548500.0,908169000.0,848721860.0,787117440.0,1123115000.0,657320260.0,797612860.0,1009694300.0,939920450.0
2069.0,471644260.0,805426050.0,1024174700.0,910195700.0,827878850.0,778263940.0,1076297500.0,648442500.0,839080000.0,1020534500.0,931269440.0
2070.0,469742850.0,719881150.0,982736060.0,929730370.0,822292400.0,787747840.0,1037633800.0,644380160.0,827924740.0,1006330500.0,928883900.0
2071.0,466787260.0,706198460.0,968263700.0,916217100.0,821998460.0,828465200.0,1028748600.0,640415700.0,799744100.0,1011050800.0,919044740.0
2072.0,491966000.0,708096400.0,956448450.0,931984450.0,814738500.0,796231900.0,1032188540.0,650598660.0,791281340.0,1141319200.0,934843100.0
2073.0,500240420.0,709685400.0,941842500.0,921183400.0,806606660.0,790157630.0,1054066400.0,633446850.0,788242940.0,1051956540.0,917855900.0
2074.0,485804100.0,699331300.0,933875140.0,907237000.0,801970100.0,855823500.0,1058559170.0,623109400.0,781721600.0,1082674200.0,933938370.0
2075.0,479751580.0,693610900.0,934926800.0,902567230.0,801788900.0,896879740.0,1033487550.0,630187650.0,821290100.0,1099321500.0,928775400.0
2076.0,470481020.0,695127230.0,936325600.0,897300500.0,798230600.0,818893600.0,1089789700.0,620047500.0,797792300.0,1115078300.0,936727900.0
2077.0,468292930.0,688833500.0,922252160.0,949595970.0,795992300.0,789015900.0,1120998300.0,612459400.0,775594400.0,1145659100.0,917124740.0
2078.0,474846800.0,683117100.0,938342140.0,924492900.0,794987700.0,803283460.0,1054614200.0,606405200.0,774500000.0,1111935600.0,906934300.0
2079.0,471667330.0,769259300.0,991868400.0,891113200.0,811242300.0,790563260.0,1042913000.0,615726000.0,769188900.0,1104389500.0,899358100.0
2080.0,466860030.0,682258800.0,957310600.0,891241400.0,815588000.0,782617400.0,1035393400.0,598383170.0,764470000.0,1082367200.0,895954750.0
2081.0,563602000.0,673126600.0,938819650.0,887782300.0,793134200.0,779791940.0,1055872800.0,594599100.0,760498940.0,1070339260.0,892341500.0
2082.0,497531200.0,668785400.0,983536700.0,897930000.0,796353860.0,777884900.0,1187206500.0,586790140.0,893737800.0,1092330900.0,889006600.0
2083.0,477228600.0,681434500.0,997008640.0,880660740.0,788353540.0,795535740.0,1176983800.0,580687200.0,831856300.0,1082315100.0,938133200.0
2084.0,475535420.0,700600900.0,950610700.0,888406200.0,787422200.0,803254300.0,1089175400.0,574973800.0,775745660.0,1182881000.0,908473000.0
2085.0,478635600.0,695366400.0,951500740.0,969212740.0,847145300.0,788581900.0,1129823500.0,570694400.0,786707900.0,1172633600.0,889636300.0
2086.0,477394180.0,811132740.0,950675200.0,993622700.0,821569150.0,787305100.0,1142870100.0,567953700.0,762424000.0,1146369500.0,896416300.0
2087.0,476402880.0,774700400.0,983072000.0,894933250.0,833892200.0,781001500.0,1090935200.0,570176260.0,756411100.0,1155121900.0,918710900.0
2088.0,474235300.0,736497500.0,1044595000.0,891146300.0,872771500.0,839201660.0,1076783400.0,563830600.0,750229440.0,1147072600.0,886518460.0
2089.0,474366660.0,824703700.0,1010346900.0,881836200.0,805176900.0,806646000.0,1071037900.0,563281150.0,748366340.0,1138476900.0,956955460.0
2090.0,472087940.0,858684000.0,1003607300.0,874698400.0,798279940.0,783956800.0,1132299500.0,556908500.0,742158000.0,1128181400.0,902960900.0
2091.0,496685700.0,808439550.0,989564160.0,968855940.0,800128900.0,782273540.0,1141438700.0,585529700.0,737949950.0,1184165200.0,886148800.0
2092.0,471561000.0,770349500.0,1018222800.0,882527500.0,828407500.0,780894600.0,1092731100.0,586390700.0,768054140.0,1214955300.0,944222000.0
2093.0,470847970.0,1015837000.0,1044069400.0,877475800.0,805344640.0,894514560.0,1148434400.0,587745400.0,735189950.0,1254607500.0,930949500.0
2094.0,473976030.0,779882400.0,1007514750.0,946036600.0,787783400.0,830616450.0,1149496000.0,559428100.0,735850940.0,1248751900.0,917932400.0
2095.0,473211520.0,770058600.0,989783900.0,879513340.0,782720300.0,784782800.0,1116032500.0,558821700.0,741785000.0,1200765300.0,966241500.0
2096.0,489410400.0,769274700.0,1031968830.0,889504000.0,803204030.0,790139140.0,1102876700.0,563291460.0,760861600.0,1201419300.0,1023126100.0
2097.0,470217280.0,766774700.0,994899000.0,1020366500.0,780858800.0,827900500.0,1092760400.0,556732900.0,742232200.0,1197430700.0,977529660.0
2098.0,474834660.0,1067975900.0,1158741500.0,969522050.0,776514370.0,914677250.0,1080137500.0,675837300.0,731142850.0,1220364300.0,964342460.0
2099.0,469830900.0,932825300.0,1065114000.0,971397300.0,776048700.0,813855700.0,1075247000.0,578386560.0,723497150.0,1220313000.0,979761340.0
2100.0,481074240.0,866133700.0,1029223550.0,976187500.0,845103940.0,820288300.0,1072501700.0,579402430.0,721407170.0,1206127900.0,977648960.0
