time,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CNRM-CM5,CSIRO-MK3-6-0,GFDL-CM3,CESM1-CAM5,CCSM4,GFDL-ESM2G,NORESM1-M
2000.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0
2001.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0
2002.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0
2003.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0
2004.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0
2005.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0
2006.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0
2007.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0
2008.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0
2009.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0
2010.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0
2011.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0
2012.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0
2013.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0
2014.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0
2015.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0
2016.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0
2017.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0
2018.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0
2019.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0
2020.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0
2021.0,1106257800.0,1087502100.0,1206386600.0,1102986900.0,1133881300.0,1097205000.0,1089343000.0,1094055200.0,1100715300.0,1102228700.0,1098982100.0
2022.0,1099526800.0,1062629300.0,1203799400.0,1108878500.0,1098096000.0,1084703200.0,1076277800.0,1075984300.0,1095637900.0,1087316900.0,1082187900.0
2023.0,1082526200.0,1055902850.0,1146622000.0,1097516700.0,1085703300.0,1168818700.0,1057930800.0,1056249600.0,1075645000.0,1065034240.0,1067440640.0
2024.0,1073360100.0,1060985800.0,1132564900.0,1097762300.0,1092404900.0,1089845000.0,1053868000.0,1060738100.0,1064431000.0,1043435200.0,1056515650.0
2025.0,1054470500.0,1049845440.0,1106534400.0,1082266600.0,1067885950.0,1062344100.0,1038316800.0,1068203400.0,1047862800.0,1111424000.0,1053897000.0
2026.0,1033915140.0,1051138700.0,1104804100.0,1069086340.0,1058751300.0,1048740800.0,1037843600.0,1041829900.0,1055368100.0,1088647400.0,1041557400.0
2027.0,1013946000.0,1037993500.0,1089139200.0,1061962000.0,1066236100.0,1047939650.0,1022312770.0,1019306560.0,1029723650.0,1061794000.0,1053960960.0
