time,IPSL-CM5A-LR,GFDL-ESM2G,CSIRO-MK3-6-0,GFDL-CM3,CCSM4,NORESM1-M,CESM1-CAM5,CNRM-CM5,CANESM2,GISS-E2-R,MPI-ESM-LR
2018.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0
2019.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0
2020.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0
2021.0,14636678000000.0,14693370000000.0,14676039000000.0,14644601000000.0,14675660000000.0,14633370000000.0,14612506000000.0,14650694000000.0,14695410000000.0,14698946000000.0,14673217000000.0
2022.0,14589289000000.0,14673283000000.0,14660681000000.0,14580858000000.0,14668278000000.0,14602189000000.0,14482750000000.0,14554474000000.0,14622603000000.0,14652407000000.0,14615404000000.0
2023.0,14486560000000.0,14636541000000.0,14621392000000.0,14496035000000.0,14600207000000.0,14488444000000.0,14433073000000.0,14535434000000.0,14549205000000.0,14608981000000.0,14572172000000.0
2024.0,14372558000000.0,14610614000000.0,14573901000000.0,14423202000000.0,14566422000000.0,14436975000000.0,14388771000000.0,14430782000000.0,14539980000000.0,14607751000000.0,14518986000000.0
2025.0,14333643000000.0,14583725000000.0,14497496000000.0,14329264000000.0,14507901000000.0,14409716000000.0,14286075000000.0,14376699000000.0,14498364000000.0,14585206000000.0,14458699000000.0
2026.0,14290443000000.0,14534975000000.0,14416316000000.0,14250895000000.0,14450864000000.0,14353422000000.0,14171414000000.0,14322552000000.0,14445706000000.0,14589009000000.0,14406273000000.0
2027.0,14228751000000.0,14526854000000.0,14351334000000.0,14136741000000.0,14372083000000.0,14260722000000.0,14062330000000.0,14253321000000.0,14367969000000.0,14603408000000.0,14370599000000.0
2028.0,14165612000000.0,14476128000000.0,14280549000000.0,13995135000000.0,14285003000000.0,14187476000000.0,13973726000000.0,14190938000000.0,14312184000000.0,14559017000000.0,14275580000000.0
2029.0,14046900000000.0,14451317000000.0,14234435000000.0,13906133000000.0,14249844000000.0,14111300000000.0,13879657000000.0,14096765000000.0,14219882000000.0,14508668000000.0,14178899000000.0
2030.0,13969953000000.0,14424685000000.0,14232706000000.0,13803509000000.0,14193690000000.0,14017300000000.0,13761999000000.0,14004836000000.0,14110346000000.0,14462256000000.0,14095052000000.0
2031.0,13924766000000.0,14395719000000.0,14180643000000.0,13656912000000.0,14129530000000.0,13935556000000.0,13644858000000.0,13951720000000.0,14042710000000.0,14483416000000.0,14021907000000.0
2032.0,13901569000000.0,14351813000000.0,14151841000000.0,13575701000000.0,14084386000000.0,13922468000000.0,13539657000000.0,13902389000000.0,13997843000000.0,14449008000000.0,13932450000000.0
2033.0,13804260000000.0,14316637000000.0,14115072000000.0,13424874000000.0,14015226000000.0,13860722000000.0,13410626000000.0,13836490000000.0,13931061000000.0,14390133000000.0,13835759000000.0
2034.0,13706831000000.0,14279789000000.0,14061338000000.0,13363498000000.0,13951290000000.0,13794360000000.0,13309404000000.0,13812928000000.0,13817154000000.0,14334331000000.0,13769247000000.0
2035.0,13641650000000.0,14219671000000.0,13981109000000.0,13248327000000.0,13898542000000.0,13714838000000.0,13176588000000.0,13797037000000.0,13750446000000.0,14237177000000.0,13642916000000.0
2036.0,13569943000000.0,14179372000000.0,13918912000000.0,13127557000000.0,13881560000000.0,13609862000000.0,13064100000000.0,13720015000000.0,13651726000000.0,14216538000000.0,13560985000000.0
2037.0,13516426000000.0,14102065000000.0,13937601000000.0,13002458000000.0,13821893000000.0,13523952000000.0,12969340000000.0,13686451000000.0,13569727000000.0,14158428000000.0,13517095000000.0
2038.0,13409640000000.0,14042599000000.0,13917288000000.0,12905174000000.0,13761015000000.0,13436563000000.0,12854602000000.0,13638987000000.0,13475211000000.0,14126280000000.0,13432942000000.0
2039.0,13318812000000.0,13994095000000.0,13846746000000.0,12814802000000.0,13676881000000.0,13383907000000.0,12766724000000.0,13565804000000.0,13376863000000.0,14111147000000.0,13337166000000.0
2040.0,13209373000000.0,13941684000000.0,13807053000000.0,12668266000000.0,13642397000000.0,13275898000000.0,12630424000000.0,13495304000000.0,13308504000000.0,14030143000000.0,13245882000000.0
2041.0,13151807000000.0,13920195000000.0,13747142000000.0,12560401000000.0,13608295000000.0,13186754000000.0,12535801000000.0,13484722000000.0,13250688000000.0,13971171000000.0,13182847000000.0
2042.0,13158718000000.0,13891972000000.0,13699401000000.0,12447883000000.0,13572315000000.0,13110262000000.0,12399442000000.0,13421190000000.0,13206915000000.0,13914158000000.0,13110226000000.0
2043.0,13111427000000.0,13838010000000.0,13623909000000.0,12314563000000.0,13527555000000.0,13043600000000.0,12250506000000.0,13348525000000.0,13122034000000.0,13909692000000.0,13025282000000.0
2044.0,13102094000000.0,13808440000000.0,13565131000000.0,12202910000000.0,13463976000000.0,12979750000000.0,12182843000000.0,13307254000000.0,13055531000000.0,13843439000000.0,12952059000000.0
2045.0,13025775000000.0,13825696000000.0,13539361000000.0,12112709000000.0,13432432000000.0,12890359000000.0,12110094000000.0,13229271000000.0,12968033000000.0,13802992000000.0,12850263000000.0
2046.0,13041631000000.0,13772741000000.0,13497765000000.0,11986239000000.0,13405255000000.0,12793120000000.0,12022260000000.0,13167066000000.0,12895556000000.0,13749000000000.0,12769664000000.0
2047.0,12995487000000.0,13696851000000.0,13428152000000.0,11876778000000.0,13330529000000.0,12704560000000.0,11945659000000.0,13106260000000.0,12828954000000.0,13723301000000.0,12653554000000.0
2048.0,12911681000000.0,13603170000000.0,13369676000000.0,11742826000000.0,13262413000000.0,12681564000000.0,11853535000000.0,13081800000000.0,12751428000000.0,13691407000000.0,12580334000000.0
2049.0,12849230000000.0,13603000000000.0,13299727000000.0,11622184000000.0,13199968000000.0,12594976000000.0,11752004000000.0,13009347000000.0,12684075000000.0,13650810000000.0,12499610000000.0
2050.0,12841127000000.0,13497186000000.0,13239045000000.0,11505519000000.0,13144312000000.0,12459769000000.0,11653189000000.0,12905169000000.0,12606268000000.0,13573796000000.0,12424397000000.0
2051.0,12805479000000.0,13458290000000.0,13235744000000.0,11393449000000.0,13158208000000.0,12343475000000.0,11571773000000.0,12885774000000.0,12496618000000.0,13522673000000.0,12384417000000.0
2052.0,12691120000000.0,13358301000000.0,13196401000000.0,11279629000000.0,13140694000000.0,12275444000000.0,11466444000000.0,12838304000000.0,12423230000000.0,13463052000000.0,12260595000000.0
2053.0,12585370000000.0,13300186000000.0,13157190000000.0,11171926000000.0,13085848000000.0,12291647000000.0,11355835000000.0,12724642000000.0,12331242000000.0,13394449000000.0,12167416000000.0
2054.0,12493190000000.0,13260103000000.0,13108606000000.0,11026376000000.0,13088618000000.0,12203324000000.0,11242512000000.0,12650118000000.0,12238010000000.0,13317383000000.0,12088471000000.0
2055.0,12454532000000.0,13226321000000.0,13049633000000.0,10905358000000.0,13016529000000.0,12104544000000.0,11135435000000.0,12598464000000.0,12186569000000.0,13318496000000.0,12001960000000.0
2056.0,12372296000000.0,13161938000000.0,13055498000000.0,10802034000000.0,13025710000000.0,12081766000000.0,11002122000000.0,12574134000000.0,12104233000000.0,13235046000000.0,11933865000000.0
2057.0,12264918000000.0,13137791000000.0,13032840000000.0,10718476000000.0,13037261000000.0,12048411000000.0,10890857000000.0,12533254000000.0,12001480000000.0,13154880000000.0,11875946000000.0
2058.0,12184628000000.0,13115909000000.0,12975257000000.0,10634420000000.0,13043215000000.0,11965582000000.0,10760787000000.0,12595471000000.0,11968624000000.0,13112643000000.0,11821921000000.0
2059.0,12192942000000.0,13097553000000.0,12936043000000.0,10491794000000.0,13041321000000.0,11894627000000.0,10652260000000.0,12578687000000.0,11885487000000.0,13091520000000.0,11767570000000.0
2060.0,12110745000000.0,13050510000000.0,12905521000000.0,10359123000000.0,13000090000000.0,11801462000000.0,10543955000000.0,12466285000000.0,11774330000000.0,13038567000000.0,11684736000000.0
2061.0,12048615000000.0,13043183000000.0,12861872000000.0,10219377000000.0,12968564000000.0,11723353000000.0,10422411000000.0,12390448000000.0,11698112000000.0,13027606000000.0,11598399000000.0
2062.0,11949591000000.0,13019915000000.0,12850060000000.0,10134964000000.0,12987712000000.0,11662533000000.0,10276571000000.0,12308621000000.0,11608642000000.0,13008199000000.0,11536444000000.0
2063.0,11890347000000.0,12985573000000.0,12818351000000.0,10029057000000.0,13019645000000.0,11610452000000.0,10116543000000.0,12188386000000.0,11512677000000.0,12961974000000.0,11464525000000.0
2064.0,11826688000000.0,12993646000000.0,12779037000000.0,9930853000000.0,12994426000000.0,11581021000000.0,9966215000000.0,12079760000000.0,11438875000000.0,12943513000000.0,11418803000000.0
2065.0,11722969000000.0,12971808000000.0,12775128000000.0,9827893000000.0,12968674000000.0,11492224000000.0,9816295000000.0,12021452000000.0,11390879000000.0,12954593000000.0,11354919000000.0
2066.0,11728220000000.0,12918662000000.0,12764180000000.0,9736789000000.0,13002534000000.0,11418377000000.0,9727636000000.0,11954260000000.0,11310066000000.0,12934641000000.0,11282571000000.0
2067.0,11645081000000.0,12910869000000.0,12737191000000.0,9641510000000.0,13013342000000.0,11334786000000.0,9612774000000.0,11911609000000.0,11249031000000.0,12894364000000.0,11204288000000.0
2068.0,11537843000000.0,12866867000000.0,12671852000000.0,9523765000000.0,12988269000000.0,11264879000000.0,9520059000000.0,11841670000000.0,11160052000000.0,12840352000000.0,11124700000000.0
2069.0,11429312000000.0,12809616000000.0,12646304000000.0,9414167000000.0,12960588000000.0,11225926000000.0,9410008000000.0,11799812000000.0,11116878000000.0,12786162000000.0,11063317000000.0
2070.0,11351148000000.0,12748912000000.0,12608827000000.0,9334576000000.0,12935832000000.0,11149465000000.0,9279257000000.0,11787433000000.0,10995487000000.0,12766305000000.0,11015034000000.0
2071.0,11298423000000.0,12733846000000.0,12571615000000.0,9255178000000.0,12905423000000.0,11068484000000.0,9158574000000.0,11753564000000.0,10902076000000.0,12744362000000.0,10968610000000.0
2072.0,11213133000000.0,12706248000000.0,12552501000000.0,9156612000000.0,12831502000000.0,11031042000000.0,9016464000000.0,11676995000000.0,10840792000000.0,12727732000000.0,10909564000000.0
2073.0,11105027000000.0,12674504000000.0,12537122000000.0,9060237000000.0,12808948000000.0,10999063000000.0,8883228000000.0,11706377000000.0,10777324000000.0,12684960000000.0,10857411000000.0
2074.0,10971760000000.0,12651331000000.0,12534888000000.0,8938637000000.0,12795583000000.0,10989103000000.0,8785991600000.0,11651199000000.0,10731735000000.0,12706087000000.0,10799328000000.0
2075.0,10910282000000.0,12661410000000.0,12533472000000.0,8860635000000.0,12758412000000.0,10946911000000.0,8693964000000.0,11679897000000.0,10658909000000.0,12679790000000.0,10717647000000.0
2076.0,10859215000000.0,12636826000000.0,12551982000000.0,8783250000000.0,12693490000000.0,10855751000000.0,8593526500000.0,11643400000000.0,10557310000000.0,12622212000000.0,10637338000000.0
2077.0,10815068000000.0,12617516000000.0,12550257000000.0,8705326700000.0,12658945000000.0,10800875000000.0,8499427300000.0,11583998000000.0,10458852000000.0,12581203000000.0,10578164000000.0
2078.0,10804435000000.0,12617996000000.0,12494773000000.0,8605982000000.0,12690200000000.0,10801754000000.0,8414098400000.0,11516407000000.0,10390747000000.0,12539158000000.0,10501453000000.0
2079.0,10708727000000.0,12582415000000.0,12474888000000.0,8514015000000.0,12663424000000.0,10687717000000.0,8326817500000.0,11455588000000.0,10296623000000.0,12522059000000.0,10445830000000.0
2080.0,10637169000000.0,12527402000000.0,12428512000000.0,8448485000000.0,12648032000000.0,10634979000000.0,8209557000000.0,11393667000000.0,10249153000000.0,12506301000000.0,10398849000000.0
2081.0,10572959000000.0,12492442000000.0,12428644000000.0,8330964000000.0,12605159000000.0,10572757000000.0,8100971500000.0,11333653000000.0,10189029000000.0,12472844000000.0,10330160000000.0
2082.0,10471491000000.0,12450808000000.0,12352958000000.0,8245788300000.0,12604130000000.0,10495002000000.0,8013877000000.0,11267049000000.0,10111000000000.0,12416443000000.0,10290958000000.0
2083.0,10386956000000.0,12424050000000.0,12355526000000.0,8181089000000.0,12573183000000.0,10395019000000.0,7926566000000.0,11185818000000.0,10008727000000.0,12344867000000.0,10241489000000.0
2084.0,10265219000000.0,12399810000000.0,12345596000000.0,8101169700000.0,12571675000000.0,10277042000000.0,7862007400000.0,11164502000000.0,9945150000000.0,12313810000000.0,10165107000000.0
2085.0,10186005000000.0,12367290000000.0,12348616000000.0,8011134300000.0,12561975000000.0,10203406000000.0,7779756000000.0,11066079000000.0,9909055000000.0,12286500000000.0,10135074000000.0
2086.0,10117145000000.0,12292743000000.0,12338169000000.0,7930839600000.0,12600526000000.0,10086822000000.0,7721111000000.0,10981968000000.0,9795918000000.0,12229151000000.0,10054635000000.0
2087.0,10081243000000.0,12260548000000.0,12306432000000.0,7845272000000.0,12588414000000.0,10000380000000.0,7651974000000.0,10918327000000.0,9721545000000.0,12166784000000.0,9969430000000.0
2088.0,10021433000000.0,12230875000000.0,12305920000000.0,7786654000000.0,12615508000000.0,9937224000000.0,7561190000000.0,10877586000000.0,9684694000000.0,12129957000000.0,9924362000000.0
2089.0,9984866000000.0,12224031000000.0,12280411000000.0,7720964500000.0,12599820000000.0,9843720000000.0,7446297000000.0,10750097000000.0,9603600000000.0,12115155000000.0,9897947000000.0
2090.0,9993026000000.0,12200933000000.0,12260252000000.0,7658002700000.0,12589814000000.0,9777746000000.0,7342679700000.0,10670295000000.0,9559192000000.0,12129206000000.0,9859079000000.0
2091.0,9963075000000.0,12190455000000.0,12238667000000.0,7611473000000.0,12576536000000.0,9711498000000.0,7271407400000.0,10577054000000.0,9454657000000.0,12111216000000.0,9820792000000.0
2092.0,9913192000000.0,12149865000000.0,12205178000000.0,7558650700000.0,12616617000000.0,9607591000000.0,7182034000000.0,10536576000000.0,9376545000000.0,12089149000000.0,9774981000000.0
2093.0,9874723000000.0,12117899000000.0,12154591000000.0,7473400400000.0,12599273000000.0,9480616000000.0,7078969600000.0,10484894000000.0,9281214000000.0,12036511000000.0,9740918000000.0
2094.0,9880006000000.0,12066282000000.0,12113686000000.0,7431359300000.0,12571274000000.0,9438683000000.0,6993912000000.0,10442211000000.0,9244065000000.0,12004033000000.0,9686964000000.0
2095.0,9808798000000.0,12058880000000.0,12102015000000.0,7365591600000.0,12522732000000.0,9386063000000.0,6927153000000.0,10368524000000.0,9170096000000.0,12014627000000.0,9666022000000.0
2096.0,9758046000000.0,12013775000000.0,12066564000000.0,7330039000000.0,12524623000000.0,9347919000000.0,6860256600000.0,10264552000000.0,9103436000000.0,11993734000000.0,9614408000000.0
2097.0,9685073000000.0,12005027000000.0,12007075000000.0,7254953700000.0,12549126000000.0,9265877000000.0,6785460000000.0,10200428000000.0,9062940000000.0,11952672000000.0,9579745000000.0
2098.0,9639857000000.0,11977173000000.0,11938885000000.0,7186528300000.0,12570282000000.0,9195035000000.0,6716302000000.0,10109562000000.0,9008268000000.0,11942463000000.0,9528320000000.0
2099.0,9604332000000.0,11989467000000.0,11906454000000.0,7121997000000.0,12522153000000.0,9123278000000.0,6625833000000.0,10050374000000.0,8965465000000.0,11926155000000.0,9514386000000.0
2100.0,9564427000000.0,11952702000000.0,11872651000000.0,7066929300000.0,12532184000000.0,9068023000000.0,6564197400000.0,9997029000000.0,8896578000000.0,11898323000000.0,9491632000000.0
