time,UKESM1-0-LL,GFDL-ESM4,KACE-1-0-G,MRI-ESM2-0,TAIESM1,IPSL-CM6A-LR,MPI-ESM1-2-HR,IITM-ESM,CESM2-WACCM
2028.0,6264840000000.0,7059583000000.0,7087544300000.0,7028699000000.0,6916252000000.0,7037346000000.0,7108884000000.0,7258562000000.0,7168580400000.0
2029.0,6133508500000.0,7041882500000.0,7063716000000.0,6969634600000.0,6836208500000.0,7012088300000.0,7092019000000.0,7249588000000.0,7152470600000.0
2030.0,6013204300000.0,7021885000000.0,7045043000000.0,6916399000000.0,6816431300000.0,6940532000000.0,7062962000000.0,7251319300000.0,7144857400000.0
2031.0,5872818000000.0,7018463000000.0,6999463000000.0,6894850700000.0,6763939000000.0,6904291000000.0,7049581700000.0,7247855400000.0,7144695000000.0
2032.0,5711567000000.0,6974108300000.0,6928999000000.0,6849196000000.0,6729410000000.0,6813582000000.0,7058349000000.0,7226374000000.0,7148321400000.0
2033.0,5619958000000.0,6956464500000.0,6863028000000.0,6829262000000.0,6691745700000.0,6765186400000.0,7046947000000.0,7225316700000.0,7124512400000.0
2034.0,5507573000000.0,6950243300000.0,6792399000000.0,6787218500000.0,6614530000000.0,6735541000000.0,6998254400000.0,7200130000000.0,7099201400000.0
2035.0,5418017400000.0,6933642000000.0,6742605300000.0,6781791600000.0,6568064600000.0,6705785000000.0,6994642600000.0,7197343000000.0,7080159000000.0
2036.0,5273459600000.0,6875225500000.0,6676313300000.0,6783080300000.0,6564320600000.0,6656829000000.0,6954804000000.0,7190771400000.0,7057326000000.0
2037.0,5118093700000.0,6814740500000.0,6632857000000.0,6752578000000.0,6483565600000.0,6608653400000.0,6928265000000.0,7157685000000.0,7057266000000.0
2038.0,4982485000000.0,6800503000000.0,6537865000000.0,6740830600000.0,6409825600000.0,6575650000000.0,6890202000000.0,7139476600000.0,7027480000000.0
2039.0,4830721500000.0,6760139600000.0,6484082600000.0,6660763000000.0,6329545500000.0,6525141600000.0,6890041000000.0,7115601600000.0,7013586000000.0
2040.0,4712506000000.0,6744681500000.0,6433187000000.0,6603394000000.0,6267420000000.0,6492689300000.0,6883924500000.0,7096960500000.0,7016055600000.0
2041.0,4556907300000.0,6713524600000.0,6370513400000.0,6520351000000.0,6213663700000.0,6459527500000.0,6880765000000.0,7068795000000.0,6980302000000.0
2042.0,4384377000000.0,6673697000000.0,6278013000000.0,6474050300000.0,6154014400000.0,6391410000000.0,6865558000000.0,7031686700000.0,6961166300000.0
2043.0,4231946000000.0,6649386000000.0,6155320000000.0,6395844400000.0,6067089000000.0,6360822000000.0,6873250000000.0,7017642000000.0,6979093000000.0
2044.0,4101109700000.0,6645632000000.0,6090847000000.0,6358156400000.0,6006937500000.0,6330101000000.0,6862878000000.0,6981696400000.0,6936548000000.0
2045.0,3977253500000.0,6609543000000.0,6035608000000.0,6283464000000.0,5918665700000.0,6291315000000.0,6847479700000.0,6960466400000.0,6910962000000.0
2046.0,3868011300000.0,6564561000000.0,5966178300000.0,6171040000000.0,5835348500000.0,6239911000000.0,6835313000000.0,6903656000000.0,6889562700000.0
2047.0,3727552200000.0,6518576500000.0,5876245000000.0,6083743600000.0,5752738500000.0,6171435500000.0,6809871000000.0,6863231000000.0,6873280000000.0
2048.0,3550281200000.0,6466831400000.0,5779420000000.0,6022327000000.0,5687082000000.0,6113199000000.0,6784287000000.0,6827983000000.0,6854380000000.0
2049.0,3362766500000.0,6427737300000.0,5689924600000.0,5977338000000.0,5614297700000.0,6031225000000.0,6777730000000.0,6789123300000.0,6818186700000.0
2050.0,3182953000000.0,6400603000000.0,5619728000000.0,5905890000000.0,5540989600000.0,5937017000000.0,6737158000000.0,6749927000000.0,6775772000000.0
2051.0,3019847200000.0,6359380000000.0,5554060000000.0,5827203000000.0,5441473500000.0,5822191500000.0,6718371700000.0,6710175000000.0,6734681000000.0
2052.0,2864184800000.0,6348505000000.0,5492553000000.0,5736616000000.0,5355458300000.0,5718650000000.0,6675858700000.0,6668870000000.0,6694838000000.0
2053.0,2714266500000.0,6312927700000.0,5437619000000.0,5622263000000.0,5265264000000.0,5671024600000.0,6650749000000.0,6611380000000.0,6651702700000.0
2054.0,2556339700000.0,6278633000000.0,5392321000000.0,5516716700000.0,5139063600000.0,5638545000000.0,6644854000000.0,6576635600000.0,6634217000000.0
2055.0,2382980400000.0,6253880000000.0,5322573300000.0,5403803400000.0,5047502500000.0,5565325000000.0,6614419000000.0,6521789300000.0,6618267000000.0
2056.0,2226759100000.0,6237074000000.0,5284798400000.0,5290101000000.0,4966078500000.0,5525027700000.0,6579363000000.0,6484985400000.0,6607621600000.0
2057.0,2049962500000.0,6194545000000.0,5207050000000.0,5189104300000.0,4866246700000.0,5461605000000.0,6530241400000.0,6461641000000.0,6572045500000.0
2058.0,1894288300000.0,6171884000000.0,5136377700000.0,5101963400000.0,4785856600000.0,5396967700000.0,6502763500000.0,6426174400000.0,6559356000000.0
2059.0,1739352600000.0,6109326700000.0,5053899000000.0,5055735400000.0,4686662300000.0,5336692400000.0,6465272000000.0,6366158000000.0,6522327300000.0
2060.0,1602223000000.0,6074400000000.0,5014000000000.0,4982701600000.0,4583062500000.0,5284874400000.0,6426481000000.0,6322379000000.0,6511653000000.0
2061.0,1468274300000.0,6034893000000.0,4944594000000.0,4879187000000.0,4462163300000.0,5210748000000.0,6382398000000.0,6281827000000.0,6489928400000.0
2062.0,1352240500000.0,6005225000000.0,4862526000000.0,4787343500000.0,4356210000000.0,5126461300000.0,6366157600000.0,6247039000000.0,6472025000000.0
2063.0,1227263700000.0,5974983700000.0,4787633400000.0,4728901600000.0,4269992600000.0,5085586000000.0,6346126000000.0,6218525000000.0,6437269400000.0
2064.0,1136366000000.0,5963236000000.0,4712604600000.0,4620329000000.0,4192125300000.0,4992572000000.0,6303300700000.0,6164962000000.0,6402277000000.0
2065.0,1052587400000.0,5925170000000.0,4646936500000.0,4515494000000.0,4119034300000.0,4928276300000.0,6256581000000.0,6151539000000.0,6363312000000.0
2066.0,957645000000.0,5909871000000.0,4586178300000.0,4459476300000.0,4017252000000.0,4854671500000.0,6211720700000.0,6106564300000.0,6302682600000.0
2067.0,869211500000.0,5868352400000.0,4520309000000.0,4379156700000.0,3937426200000.0,4743785000000.0,6177832000000.0,6063967400000.0,6268421400000.0
2068.0,780966760000.0,5828708000000.0,4454767000000.0,4278354200000.0,3854659000000.0,4667395300000.0,6142319000000.0,6020073000000.0,6222015600000.0
2069.0,688747300000.0,5806953600000.0,4381426800000.0,4201393000000.0,3724964500000.0,4584239000000.0,6111135000000.0,5966287000000.0,6196295000000.0
2070.0,609047500000.0,5797280500000.0,4339150000000.0,4058260700000.0,3628042000000.0,4518200000000.0,6053884300000.0,5932134000000.0,6148496300000.0
2071.0,530460930000.0,5778359500000.0,4249057800000.0,3942211000000.0,3539708400000.0,4442735000000.0,6001433000000.0,5889159300000.0,6099156600000.0
2072.0,462220660000.0,5749912000000.0,4154408600000.0,3864563300000.0,3449209200000.0,4367568900000.0,5957733000000.0,5859780300000.0,6060508700000.0
2073.0,401066820000.0,5727333600000.0,4063453500000.0,3781940500000.0,3363857000000.0,4291663200000.0,5911145300000.0,5832487500000.0,5984847000000.0
2074.0,354105300000.0,5682642000000.0,4001693400000.0,3699758300000.0,3292787600000.0,4198961500000.0,5882171000000.0,5798654000000.0,5934113000000.0
2075.0,304994980000.0,5641577000000.0,3965383000000.0,3612673800000.0,3194010700000.0,4121524200000.0,5845978400000.0,5751760000000.0,5905942000000.0
2076.0,262968790000.0,5609270000000.0,3893072500000.0,3489134500000.0,3103399000000.0,4050662200000.0,5798582300000.0,5716102300000.0,5864004500000.0
2077.0,228357670000.0,5586396000000.0,3826950900000.0,3413244400000.0,2978273000000.0,3986320800000.0,5766682000000.0,5656470000000.0,5834850400000.0
2078.0,201267950000.0,5552154300000.0,3753510400000.0,3318068300000.0,2860982200000.0,3902588800000.0,5724203000000.0,5597899500000.0,5769504000000.0
2079.0,172960300000.0,5520329500000.0,3688067200000.0,3241966600000.0,2764183400000.0,3807767200000.0,5674070000000.0,5561316000000.0,5735005600000.0
2080.0,146359340000.0,5478883000000.0,3624937000000.0,3156782400000.0,2670536000000.0,3739451700000.0,5632119300000.0,5510925000000.0,5634890700000.0
2081.0,121157830000.0,5437684400000.0,3562543000000.0,3094447400000.0,2590194300000.0,3648292000000.0,5583035400000.0,5463700000000.0,5574088500000.0
2082.0,99127670000.0,5428587500000.0,3485178000000.0,3049657200000.0,2489101800000.0,3593129700000.0,5539181400000.0,5409005000000.0,5517425500000.0
2083.0,80815870000.0,5410019000000.0,3450281400000.0,2966587700000.0,2387090600000.0,3505290500000.0,5513952000000.0,5352884500000.0,5473325500000.0
2084.0,66232630000.0,5371179600000.0,3421460200000.0,2907938000000.0,2285038700000.0,3442896800000.0,5479752000000.0,5304089600000.0,5428509000000.0
2085.0,53211316000.0,5344020400000.0,3393933000000.0,2838993600000.0,2166481600000.0,3382883400000.0,5443000700000.0,5279449000000.0,5368149700000.0
2086.0,43716920000.0,5289687000000.0,3331551700000.0,2774015700000.0,2081334200000.0,3339874200000.0,5401864600000.0,5239717000000.0,5336938000000.0
2087.0,36047155000.0,5261740000000.0,3299698500000.0,2695231000000.0,1994477400000.0,3281657500000.0,5348785000000.0,5188709000000.0,5254756000000.0
2088.0,29823822000.0,5238859000000.0,3258898400000.0,2615670200000.0,1898051300000.0,3221490000000.0,5302538700000.0,5135022400000.0,5225380300000.0
2089.0,24351860000.0,5217251000000.0,3217489700000.0,2541341000000.0,1803984600000.0,3159875400000.0,5250376000000.0,5075238400000.0,5194255000000.0
2090.0,20067238000.0,5173123500000.0,3182366600000.0,2480171600000.0,1712539300000.0,3114701000000.0,5203590400000.0,5011291000000.0,5139088300000.0
2091.0,15905646000.0,5129327000000.0,3138363000000.0,2396712600000.0,1630890100000.0,3046648800000.0,5193856000000.0,4981436400000.0,5094813000000.0
2092.0,12797832000.0,5095860700000.0,3087651300000.0,2361706200000.0,1551129100000.0,2985360600000.0,5155391000000.0,4929245700000.0,5045044600000.0
2093.0,9950936000.0,5076068000000.0,3019893600000.0,2285691500000.0,1458755700000.0,2923958600000.0,5113362500000.0,4883565000000.0,4987996300000.0
2094.0,7296349700.0,5028896600000.0,2988413000000.0,2249885000000.0,1386742700000.0,2894135300000.0,5054004700000.0,4837203000000.0,4943046500000.0
2095.0,5233540600.0,4964343600000.0,2947318300000.0,2219860600000.0,1338038300000.0,2846574500000.0,4994283000000.0,4794203000000.0,4903864000000.0
2096.0,3700239400.0,4932644000000.0,2906568800000.0,2167045000000.0,1264153300000.0,2792038900000.0,4964725000000.0,4751518000000.0,4870608000000.0
2097.0,2567355000.0,4909264000000.0,2861645700000.0,2140910900000.0,1186511800000.0,2726221800000.0,4932530300000.0,4747002000000.0,4823441700000.0
2098.0,1621122200.0,4896801700000.0,2816789400000.0,2114014000000.0,1120916100000.0,2659805800000.0,4886888000000.0,4695183000000.0,4784002700000.0
2099.0,920434750.0,4869319000000.0,2775907600000.0,2061716700000.0,1050658700000.0,2604897000000.0,4835160600000.0,4672948500000.0,4718226600000.0
2100.0,637573100.0,4841504000000.0,2721992100000.0,2019872600000.0,992415450000.0,2557603200000.0,4799033500000.0,4630139000000.0,4620890000000.0
