time,MRI-ESM2-0,KACE-1-0-G,EC-EARTH3,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,CESM2-WACCM,IITM-ESM,CANESM5,MPI-ESM1-2-HR,CNRM-CM6-1,IPSL-CM6A-LR,MIROC6,TAIESM1
2042.0,6308539400000.0,6258405400000.0,4363600300000.0,6849279000000.0,7029739500000.0,4869340000000.0,6960297000000.0,7078186300000.0,5120751300000.0,6917336300000.0,6797749000000.0,6330452000000.0,6487120300000.0,5654487000000.0
2043.0,6286772500000.0,6211869000000.0,4279395200000.0,6831234600000.0,7026398000000.0,4725469600000.0,6916548000000.0,7064493500000.0,4986880000000.0,6898744000000.0,6768423000000.0,6288255000000.0,6405714600000.0,5548443000000.0
2044.0,6218341000000.0,6143804400000.0,4144488800000.0,6803952000000.0,7011968000000.0,4566390700000.0,6878051000000.0,7075608400000.0,4848333000000.0,6833168700000.0,6743106500000.0,6246010000000.0,6286794600000.0,5467150500000.0
2045.0,6166781400000.0,6076520000000.0,4014449600000.0,6785266600000.0,6971261500000.0,4404017000000.0,6839280300000.0,7070342400000.0,4695363000000.0,6808526700000.0,6727512600000.0,6215818000000.0,6173781700000.0,5322641000000.0
2046.0,6090761700000.0,6005350500000.0,3856382000000.0,6761076000000.0,6993580000000.0,4249043900000.0,6815515400000.0,7049542400000.0,4576338000000.0,6794345700000.0,6692704600000.0,6154419700000.0,6084450300000.0,5240851000000.0
2047.0,5997744000000.0,5930761600000.0,3691735700000.0,6737272000000.0,6985705000000.0,4124763500000.0,6770979000000.0,7040469000000.0,4479924000000.0,6767529000000.0,6680120700000.0,6087108000000.0,5991339000000.0,5130214700000.0
2048.0,5903493000000.0,5853976000000.0,3586963000000.0,6724448000000.0,6952913500000.0,4040746300000.0,6719373600000.0,7014132000000.0,4341739600000.0,6718977700000.0,6665738000000.0,6069248000000.0,5894553700000.0,5055259300000.0
2049.0,5809380000000.0,5767429000000.0,3508145000000.0,6713546000000.0,6960358400000.0,3940682000000.0,6678842400000.0,6997297000000.0,4268398700000.0,6708756000000.0,6676928300000.0,6008237000000.0,5821575000000.0,4974925000000.0
2050.0,5721365000000.0,5688682000000.0,3440529600000.0,6701003000000.0,6951830300000.0,3808283600000.0,6646505000000.0,6984022600000.0,4163240000000.0,6719941000000.0,6645385500000.0,6000361000000.0,5722607700000.0,4909878000000.0
2051.0,5696473500000.0,5621387000000.0,3371900300000.0,6673233000000.0,6942032400000.0,3648501300000.0,6632817300000.0,6958919700000.0,4033889000000.0,6702549000000.0,6581113000000.0,5947958000000.0,5599422600000.0,4808064000000.0
2052.0,5585198000000.0,5559833000000.0,3301689000000.0,6655491000000.0,6942998700000.0,3525428400000.0,6615613000000.0,6911954500000.0,3894043500000.0,6671501000000.0,6555298000000.0,5892676000000.0,5514220000000.0,4710936000000.0
2053.0,5497257700000.0,5514916300000.0,3197736800000.0,6613719000000.0,6924597700000.0,3388198400000.0,6612632700000.0,6883998000000.0,3762334000000.0,6649366000000.0,6483618000000.0,5820521000000.0,5457335300000.0,4638362300000.0
2054.0,5414687000000.0,5469533000000.0,3083314700000.0,6589511000000.0,6910059000000.0,3215779400000.0,6595872000000.0,6862482000000.0,3638773200000.0,6626889000000.0,6418025400000.0,5746950400000.0,5411882000000.0,4572463000000.0
2055.0,5376989000000.0,5427100600000.0,3014521500000.0,6579507000000.0,6920749000000.0,3044692700000.0,6570795600000.0,6861294700000.0,3516807800000.0,6606687000000.0,6367681000000.0,5730661000000.0,5338538400000.0,4479898400000.0
2056.0,5297938000000.0,5378233000000.0,2924310700000.0,6531626600000.0,6904893400000.0,2873672300000.0,6528350000000.0,6833197500000.0,3416562000000.0,6577589000000.0,6300147000000.0,5727257000000.0,5257721500000.0,4391465400000.0
2057.0,5190043000000.0,5324476000000.0,2823013500000.0,6511334000000.0,6919346500000.0,2726252200000.0,6482173600000.0,6798917000000.0,3308878800000.0,6561249400000.0,6256726000000.0,5661502500000.0,5139660300000.0,4312462300000.0
2058.0,5102527000000.0,5297289600000.0,2748115300000.0,6501447000000.0,6912260000000.0,2582329200000.0,6463298000000.0,6792849400000.0,3191012300000.0,6543083000000.0,6222425600000.0,5572805000000.0,5042284300000.0,4215023900000.0
2059.0,4992040000000.0,5241044500000.0,2682358600000.0,6464913000000.0,6906763000000.0,2470280200000.0,6437452000000.0,6754016400000.0,3083507600000.0,6511935400000.0,6183811000000.0,5509142000000.0,4932019000000.0,4118047600000.0
2060.0,4900676700000.0,5162456000000.0,2626326400000.0,6462732500000.0,6886118000000.0,2340028200000.0,6397063300000.0,6749613500000.0,2983010800000.0,6465102000000.0,6144760000000.0,5473219600000.0,4825741300000.0,4039796000000.0
2061.0,4826165400000.0,5095437000000.0,2571164500000.0,6457655300000.0,6867933700000.0,2217003500000.0,6368545000000.0,6712067000000.0,2876284000000.0,6445292000000.0,6078957400000.0,5457283000000.0,4729995300000.0,3965652300000.0
2062.0,4752567400000.0,5039838500000.0,2505543000000.0,6436430000000.0,6854281300000.0,2081910800000.0,6324008500000.0,6700510000000.0,2778442500000.0,6427242000000.0,6022765000000.0,5433793000000.0,4667558300000.0,3846266000000.0
2063.0,4689872000000.0,4976793400000.0,2412334000000.0,6428525300000.0,6838526000000.0,1964763800000.0,6308586000000.0,6681057000000.0,2663163600000.0,6392605300000.0,5970398000000.0,5378562000000.0,4583863000000.0,3762357800000.0
2064.0,4586753000000.0,4946912600000.0,2319526000000.0,6403067000000.0,6819218000000.0,1831632900000.0,6293289000000.0,6656897000000.0,2571889800000.0,6378152000000.0,5948076700000.0,5357144000000.0,4518014600000.0,3695285000000.0
2065.0,4504971000000.0,4908119500000.0,2266443300000.0,6360145000000.0,6803230000000.0,1711407800000.0,6270278000000.0,6634739300000.0,2505769200000.0,6328317600000.0,5914731500000.0,5329136000000.0,4439887300000.0,3635303200000.0
2066.0,4400832000000.0,4875962300000.0,2189961100000.0,6290158000000.0,6782814000000.0,1612146900000.0,6241713700000.0,6643707000000.0,2456001400000.0,6302769000000.0,5839183700000.0,5272095000000.0,4366526800000.0,3555274000000.0
2067.0,4304880500000.0,4842389500000.0,2122860200000.0,6254210000000.0,6775292600000.0,1515655000000.0,6207650700000.0,6633082600000.0,2392746000000.0,6265606500000.0,5745026000000.0,5251546000000.0,4316706000000.0,3492890800000.0
2068.0,4228249000000.0,4788964600000.0,2061107500000.0,6237735400000.0,6747967700000.0,1390501800000.0,6174773000000.0,6601949000000.0,2311640600000.0,6213214400000.0,5670823000000.0,5193159700000.0,4256134000000.0,3447959600000.0
2069.0,4148789000000.0,4741848400000.0,1993047100000.0,6224901000000.0,6760348000000.0,1322850300000.0,6132954300000.0,6577317000000.0,2224501300000.0,6177548700000.0,5629475300000.0,5183035000000.0,4181501700000.0,3403629000000.0
2070.0,4050161800000.0,4714210500000.0,1907540600000.0,6186478000000.0,6732252700000.0,1247917200000.0,6104341300000.0,6564528000000.0,2137004300000.0,6153899600000.0,5617029000000.0,5123754400000.0,4094297000000.0,3313802400000.0
2071.0,3947728700000.0,4682735000000.0,1817339200000.0,6161824000000.0,6750172000000.0,1156812800000.0,6091579600000.0,6536398000000.0,2066186400000.0,6130354000000.0,5546588000000.0,5076300000000.0,4020449000000.0,3255171500000.0
2072.0,3886607200000.0,4608163300000.0,1711655400000.0,6160986400000.0,6709874000000.0,1057689760000.0,6064605500000.0,6505921000000.0,1990208000000.0,6115778000000.0,5492940700000.0,4991753000000.0,3959365300000.0,3207204000000.0
2073.0,3783458600000.0,4564895400000.0,1669817700000.0,6146992000000.0,6663434700000.0,951887200000.0,6015361000000.0,6489680400000.0,1906252200000.0,6099065400000.0,5429640000000.0,4928990300000.0,3883974300000.0,3130305300000.0
2074.0,3730255400000.0,4528223600000.0,1617409900000.0,6140252400000.0,6634647600000.0,858190640000.0,5967968700000.0,6458861700000.0,1860901100000.0,6075290000000.0,5384994600000.0,4900201000000.0,3792812000000.0,3050172000000.0
2075.0,3686461000000.0,4478782700000.0,1533050600000.0,6133228000000.0,6621359500000.0,764604840000.0,5939568000000.0,6441925600000.0,1800941900000.0,6023674000000.0,5283352400000.0,4844140000000.0,3695909500000.0,2973717800000.0
2076.0,3623975400000.0,4452708000000.0,1462541200000.0,6109868000000.0,6583540000000.0,689499600000.0,5898370000000.0,6428480000000.0,1746587600000.0,6006248600000.0,5246750300000.0,4812567000000.0,3615367400000.0,2877814700000.0
2077.0,3567226500000.0,4405126500000.0,1394801600000.0,6080725000000.0,6551414000000.0,615816560000.0,5884442000000.0,6393571000000.0,1686055200000.0,5954977000000.0,5142831700000.0,4740735300000.0,3552530000000.0,2787668100000.0
2078.0,3523517300000.0,4380855600000.0,1340437000000.0,6068482600000.0,6486165000000.0,549087800000.0,5835523600000.0,6369191700000.0,1618459400000.0,5922094000000.0,5066481000000.0,4699410400000.0,3442359400000.0,2695061600000.0
2079.0,3445222800000.0,4358785700000.0,1271760200000.0,6045385600000.0,6431684000000.0,493908800000.0,5816086700000.0,6355157500000.0,1558425200000.0,5877967000000.0,5006820000000.0,4644494400000.0,3357522500000.0,2623553700000.0
2080.0,3380693000000.0,4318777000000.0,1227389000000.0,6034664500000.0,6395085700000.0,443234300000.0,5789818000000.0,6337852000000.0,1498401000000.0,5872395000000.0,4951691000000.0,4571856000000.0,3275102000000.0,2536250300000.0
2081.0,3338704800000.0,4261486800000.0,1177334000000.0,6017519000000.0,6316155700000.0,401212200000.0,5760853000000.0,6314346400000.0,1450650800000.0,5857629700000.0,4855197300000.0,4530097400000.0,3210500400000.0,2452717600000.0
2082.0,3292835300000.0,4231513800000.0,1126440900000.0,5962071000000.0,6281003300000.0,370071760000.0,5734979000000.0,6303605300000.0,1399778800000.0,5817937000000.0,4817932000000.0,4475319000000.0,3134415200000.0,2392837000000.0
2083.0,3252605000000.0,4207213800000.0,1088841840000.0,5931070400000.0,6244446000000.0,341800600000.0,5687924000000.0,6272251300000.0,1350260200000.0,5754321400000.0,4771825600000.0,4448998400000.0,3053153000000.0,2336946700000.0
2084.0,3215521200000.0,4174530500000.0,1052494700000.0,5898687000000.0,6211616000000.0,310599940000.0,5661769000000.0,6241409600000.0,1305588700000.0,5719423700000.0,4682617500000.0,4400985000000.0,2975416000000.0,2273990000000.0
2085.0,3186618000000.0,4145164300000.0,1021978400000.0,5867104000000.0,6095584600000.0,286548330000.0,5615118000000.0,6228197000000.0,1269401500000.0,5682882000000.0,4608437000000.0,4370091000000.0,2916116600000.0,2181974200000.0
2086.0,3143614600000.0,4111568000000.0,992965950000.0,5840671000000.0,6028856000000.0,258353040000.0,5584641000000.0,6196036600000.0,1217591900000.0,5661339400000.0,4514967000000.0,4342658400000.0,2846170300000.0,2126146200000.0
2087.0,3077625300000.0,4086630400000.0,970644200000.0,5818746000000.0,5942276500000.0,238915810000.0,5553912000000.0,6155884000000.0,1167747300000.0,5631917000000.0,4453974000000.0,4279990000000.0,2781120300000.0,2073807000000.0
2088.0,3037711000000.0,4034955600000.0,947037800000.0,5789259400000.0,5848772000000.0,217739980000.0,5528732000000.0,6117520300000.0,1137713300000.0,5602345500000.0,4372378400000.0,4234565000000.0,2694209600000.0,2007675000000.0
2089.0,2988285400000.0,3991966300000.0,908654600000.0,5775070000000.0,5763563000000.0,198589040000.0,5500114000000.0,6115033000000.0,1106168900000.0,5583346300000.0,4304752600000.0,4190808000000.0,2624617000000.0,1959317600000.0
2090.0,2964923000000.0,3968960000000.0,875310200000.0,5761881600000.0,5671420400000.0,178169950000.0,5478437400000.0,6108940300000.0,1077878900000.0,5533079700000.0,4254847000000.0,4155213600000.0,2572120500000.0,1896408000000.0
2091.0,2916829400000.0,3908584000000.0,838622250000.0,5727741500000.0,5594489600000.0,161994310000.0,5445722300000.0,6075202000000.0,1043060500000.0,5501096000000.0,4202297800000.0,4118766700000.0,2513159300000.0,1838765400000.0
2092.0,2894129800000.0,3869421900000.0,817914050000.0,5699328300000.0,5539139400000.0,148446970000.0,5374877000000.0,6053688000000.0,1013840600000.0,5472196000000.0,4139688400000.0,4076855000000.0,2450938400000.0,1786659300000.0
2093.0,2872104200000.0,3827050500000.0,796461430000.0,5683082700000.0,5464620000000.0,132884816000.0,5349414300000.0,6017477000000.0,974224100000.0,5433928500000.0,4060153000000.0,4023851200000.0,2401277800000.0,1749283000000.0
2094.0,2833918200000.0,3789894000000.0,773822940000.0,5657284600000.0,5395929600000.0,119600790000.0,5293663000000.0,5978259000000.0,932823400000.0,5433326600000.0,4009485400000.0,3978090500000.0,2348280200000.0,1698996800000.0
2095.0,2807952800000.0,3746951000000.0,758247900000.0,5638663400000.0,5321544000000.0,105355570000.0,5236707000000.0,5958202300000.0,896245000000.0,5432830000000.0,3955680300000.0,3946381600000.0,2293915700000.0,1647626000000.0
2096.0,2761559600000.0,3703547600000.0,732041600000.0,5615585000000.0,5226326000000.0,90837070000.0,5185102400000.0,5945639300000.0,855053960000.0,5398332000000.0,3875127700000.0,3916867600000.0,2213131000000.0,1605115200000.0
2097.0,2706950300000.0,3673051600000.0,699042760000.0,5618073600000.0,5100976000000.0,79655070000.0,5157524000000.0,5933096000000.0,828910200000.0,5381290500000.0,3811855300000.0,3872141000000.0,2165724200000.0,1553545300000.0
2098.0,2676849000000.0,3651059800000.0,679307600000.0,5593622000000.0,5018391400000.0,70900820000.0,5104518000000.0,5937719000000.0,794117870000.0,5356306000000.0,3761294000000.0,3839735600000.0,2113305300000.0,1514239800000.0
2099.0,2642701500000.0,3617245600000.0,658650370000.0,5579795300000.0,4922341300000.0,63354106000.0,5023402600000.0,5912791000000.0,755468500000.0,5334914600000.0,3718930500000.0,3822900700000.0,2061743800000.0,1473709600000.0
2100.0,2602413300000.0,3582951400000.0,634056540000.0,5562599700000.0,4862245000000.0,55758574000.0,4956846300000.0,5881045500000.0,726740800000.0,5301957300000.0,3652253400000.0,3787148800000.0,2011629000000.0,1408493300000.0
