time,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR
2000.0,7517799000000.0,7517799000000.0,7517799000000.0,7517799000000.0,7517799000000.0
2001.0,7522461000000.0,7522461000000.0,7522461000000.0,7522461000000.0,7522461000000.0
2002.0,7507032400000.0,7507032400000.0,7507032400000.0,7507032400000.0,7507032400000.0
2003.0,7480615600000.0,7480615600000.0,7480615600000.0,7480615600000.0,7480615600000.0
2004.0,7464906400000.0,7464906400000.0,7464906400000.0,7464906400000.0,7464906400000.0
2005.0,7444068600000.0,7444068600000.0,7444068600000.0,7444068600000.0,7444068600000.0
2006.0,7420303000000.0,7420303000000.0,7420303000000.0,7420303000000.0,7420303000000.0
2007.0,7406095400000.0,7406095400000.0,7406095400000.0,7406095400000.0,7406095400000.0
2008.0,7389187000000.0,7389187000000.0,7389187000000.0,7389187000000.0,7389187000000.0
2009.0,7386740000000.0,7386740000000.0,7386740000000.0,7386740000000.0,7386740000000.0
2010.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0,7381274600000.0
2011.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0,7379705400000.0
2012.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0,7367731700000.0
2013.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0,7372087500000.0
2014.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0,7329361700000.0
2015.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0,7322825400000.0
2016.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0,7316028500000.0
2017.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0,7317255400000.0
2018.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0,7306933000000.0
2019.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0,7313468400000.0
2020.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0,7281800400000.0
2021.0,7260468700000.0,7239810000000.0,7250364000000.0,7192866000000.0,7267015000000.0
2022.0,7238308600000.0,7188545000000.0,7253844000000.0,7123975000000.0,7267414000000.0
2023.0,7194281000000.0,7115500400000.0,7200752000000.0,7029534500000.0,7277719000000.0
2024.0,7101722000000.0,7040022000000.0,7198424400000.0,6960408000000.0,7276346000000.0
2025.0,7059246000000.0,6914472000000.0,7184427500000.0,6882819000000.0,7290701000000.0
2026.0,7004000000000.0,6807754000000.0,7194126300000.0,6810125000000.0,7302302700000.0
2027.0,6956785000000.0,6679402000000.0,7198860600000.0,6744392600000.0,7250860000000.0
2028.0,6896686000000.0,6552181300000.0,7167341000000.0,6603291000000.0,7211429400000.0
2029.0,6846457000000.0,6426174000000.0,7138742000000.0,6480599000000.0,7188553700000.0
2030.0,6781721000000.0,6333496600000.0,7101990600000.0,6362465600000.0,7135450000000.0
2031.0,6740664000000.0,6187103000000.0,7055990600000.0,6256368000000.0,7072604000000.0
2032.0,6703216600000.0,6097119000000.0,7039292500000.0,6083287400000.0,7045945000000.0
2033.0,6673610600000.0,5976839000000.0,7035437400000.0,5959477400000.0,7015901000000.0
2034.0,6632712400000.0,5866393700000.0,6997597000000.0,5790869500000.0,7017327000000.0
2035.0,6532962000000.0,5716436300000.0,6984815300000.0,5658420000000.0,7000627300000.0
2036.0,6484880500000.0,5593747700000.0,6973740300000.0,5533591000000.0,6977094700000.0
2037.0,6411838300000.0,5438180000000.0,6940045300000.0,5377822000000.0,6951418000000.0
2038.0,6343461700000.0,5273248300000.0,6897580600000.0,5250855000000.0,6951604000000.0
2039.0,6243638300000.0,5103573000000.0,6866306300000.0,5082316300000.0,6888143000000.0
2040.0,6106889300000.0,4967022700000.0,6865244000000.0,4933495000000.0,6810075400000.0
2041.0,5987587000000.0,4821491000000.0,6878312000000.0,4732402000000.0,6783269600000.0
2042.0,5867067000000.0,4707402000000.0,6856345400000.0,4570257300000.0,6747153500000.0
2043.0,5742542700000.0,4585159000000.0,6848189600000.0,4394072000000.0,6707237400000.0
2044.0,5670090300000.0,4465546000000.0,6822833400000.0,4210046500000.0,6665211500000.0
2045.0,5593102000000.0,4337036200000.0,6783705000000.0,4016528700000.0,6624510000000.0
2046.0,5492351000000.0,4168938200000.0,6728290000000.0,3828531600000.0,6568380700000.0
2047.0,5409483000000.0,4019216400000.0,6706017000000.0,3622748800000.0,6536724000000.0
2048.0,5294575300000.0,3830028700000.0,6652918500000.0,3427263800000.0,6449536700000.0
2049.0,5164058500000.0,3659508700000.0,6620747700000.0,3224879200000.0,6431756000000.0
2050.0,5108262000000.0,3495850100000.0,6582764000000.0,3030921500000.0,6393050400000.0
2051.0,5012233700000.0,3312063000000.0,6552347500000.0,2841887600000.0,6297428700000.0
2052.0,4861643500000.0,3188856500000.0,6543688000000.0,2643991500000.0,6235976000000.0
2053.0,4754998600000.0,3057756100000.0,6544738000000.0,2479551400000.0,6166569500000.0
2054.0,4627610000000.0,2917057200000.0,6440826000000.0,2303823700000.0,6108184300000.0
2055.0,4552574000000.0,2763649000000.0,6345828000000.0,2147164100000.0,6027490600000.0
2056.0,4452240000000.0,2625044700000.0,6296989300000.0,1997264000000.0,5959499000000.0
2057.0,4340452700000.0,2498834200000.0,6231493700000.0,1854924300000.0,5931475000000.0
2058.0,4252823700000.0,2393029500000.0,6168386700000.0,1727723000000.0,5866503300000.0
2059.0,4198101700000.0,2280749300000.0,6126145400000.0,1609057800000.0,5771552000000.0
2060.0,4153583600000.0,2158708900000.0,6048148600000.0,1480850300000.0,5690421700000.0
2061.0,4092079600000.0,2025501000000.0,6029970500000.0,1333733900000.0,5617538000000.0
2062.0,4021190400000.0,1915371900000.0,5971668000000.0,1188301100000.0,5546050600000.0
2063.0,3935215300000.0,1794799300000.0,5917655400000.0,1048993460000.0,5471187000000.0
2064.0,3865822000000.0,1672429800000.0,5834845000000.0,923127250000.0,5382834500000.0
2065.0,3821789800000.0,1559404200000.0,5802205600000.0,806442600000.0,5349109000000.0
2066.0,3744632700000.0,1451205300000.0,5723448000000.0,714366200000.0,5287013000000.0
2067.0,3691063500000.0,1349231600000.0,5663498400000.0,630286400000.0,5230750000000.0
2068.0,3613600800000.0,1253344000000.0,5598654000000.0,551424900000.0,5176384000000.0
2069.0,3568426500000.0,1178220800000.0,5578297000000.0,481931850000.0,5111956000000.0
2070.0,3470866000000.0,1095470350000.0,5480074000000.0,422763300000.0,5038919000000.0
2071.0,3386996400000.0,1022479760000.0,5388159700000.0,364327500000.0,5033803400000.0
2072.0,3321996200000.0,961892100000.0,5301811500000.0,313431060000.0,4975779400000.0
2073.0,3232290600000.0,900151900000.0,5202372000000.0,266075210000.0,4920081000000.0
2074.0,3193298200000.0,836219440000.0,5121209500000.0,231057100000.0,4849627300000.0
2075.0,3128880500000.0,782030900000.0,5041099000000.0,197116840000.0,4773284700000.0
2076.0,3059600900000.0,731824060000.0,4950095000000.0,166683210000.0,4716091000000.0
2077.0,3005789800000.0,695811700000.0,4848709000000.0,140344570000.0,4643313700000.0
2078.0,2927907800000.0,661934600000.0,4778608300000.0,118379020000.0,4606195700000.0
2079.0,2863923200000.0,636735200000.0,4676409000000.0,99264630000.0,4556172300000.0
2080.0,2804851400000.0,600953600000.0,4561087500000.0,78650470000.0,4485582000000.0
2081.0,2757327300000.0,569549650000.0,4504427700000.0,61497320000.0,4432037700000.0
2082.0,2717305800000.0,544261570000.0,4445249700000.0,47811390000.0,4336416000000.0
2083.0,2672495400000.0,515378700000.0,4362579700000.0,39056470000.0,4256964800000.0
2084.0,2633983300000.0,485036800000.0,4307049500000.0,30743284000.0,4201966000000.0
2085.0,2586518200000.0,460687000000.0,4196723900000.0,24924512000.0,4180914200000.0
2086.0,2530466600000.0,432645080000.0,4125699900000.0,19851240000.0,4111654500000.0
2087.0,2471720400000.0,408275400000.0,4063924300000.0,14990469000.0,4051793300000.0
2088.0,2437141800000.0,388321380000.0,3999900000000.0,11576391000.0,3991469600000.0
2089.0,2395250400000.0,367691700000.0,3921457200000.0,8739294000.0,3940308200000.0
2090.0,2356524400000.0,345796770000.0,3839498600000.0,6799941600.0,3866674300000.0
2091.0,2323943300000.0,331701300000.0,3732903300000.0,5240088600.0,3793528000000.0
2092.0,2272047400000.0,312003230000.0,3658413200000.0,3781140700.0,3728599200000.0
2093.0,2234204600000.0,294013270000.0,3610875800000.0,2753564400.0,3653617300000.0
2094.0,2201862800000.0,279368700000.0,3530722000000.0,1877040900.0,3595880000000.0
2095.0,2150625800000.0,266683700000.0,3424935200000.0,1222121900.0,3553928000000.0
2096.0,2131667000000.0,252138050000.0,3337242800000.0,834157700.0,3490335200000.0
2097.0,2086601800000.0,242985700000.0,3264043500000.0,816977660.0,3430801700000.0
2098.0,2034274900000.0,236004690000.0,3186346700000.0,806785700.0,3402438300000.0
2099.0,2009055000000.0,228074950000.0,3098503000000.0,813853760.0,3359410000000.0
2100.0,1971069100000.0,218633620000.0,3013636500000.0,793989000.0,3293409400000.0
