time,CNRM-ESM2-1,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,KACE-1-0-G,EC-EARTH3,MIROC6,TAIESM1,MPI-ESM1-2-HR,CNRM-CM6-1,IPSL-CM6A-LR,IITM-ESM,CANESM5,CESM2-WACCM
2042.0,6856654000000.0,4588330000000.0,6888393500000.0,5869302400000.0,6190711400000.0,4322995500000.0,6441242500000.0,5766074300000.0,6796320700000.0,6791748400000.0,6693825000000.0,7037966600000.0,4671986500000.0,6916510000000.0
2043.0,6851038500000.0,4433850000000.0,6855216600000.0,5777189000000.0,6150531000000.0,4139812700000.0,6389995400000.0,5685563600000.0,6731853000000.0,6776838000000.0,6624169700000.0,7027698000000.0,4502187400000.0,6875354500000.0
2044.0,6857258000000.0,4255687000000.0,6809666500000.0,5643680400000.0,6088498000000.0,3965119000000.0,6319517500000.0,5529221000000.0,6706819000000.0,6716690300000.0,6554664300000.0,6992492000000.0,4330680700000.0,6848145000000.0
2045.0,6861300400000.0,4055255700000.0,6800077000000.0,5539218600000.0,5998273600000.0,3792160400000.0,6259421500000.0,5411389000000.0,6679310000000.0,6654860000000.0,6497417000000.0,6978586000000.0,4191172400000.0,6808994300000.0
2046.0,6847258000000.0,3854744200000.0,6781698000000.0,5392947500000.0,5927988000000.0,3594345500000.0,6183887000000.0,5311498000000.0,6638988000000.0,6608330400000.0,6406253000000.0,6951701000000.0,4035641900000.0,6780000700000.0
2047.0,6846344000000.0,3657805300000.0,6773341000000.0,5291171600000.0,5846861300000.0,3434797000000.0,6099611700000.0,5188733000000.0,6607652500000.0,6527699600000.0,6320217400000.0,6919746000000.0,3897361200000.0,6732075000000.0
2048.0,6829117500000.0,3460835000000.0,6772793300000.0,5166346500000.0,5753573700000.0,3289761700000.0,6028144400000.0,5061369000000.0,6574516500000.0,6455345300000.0,6241470400000.0,6876430000000.0,3729278000000.0,6717268000000.0
2049.0,6820260000000.0,3276305300000.0,6743595700000.0,5066735000000.0,5655958000000.0,3088526900000.0,5921034000000.0,4921324700000.0,6506119000000.0,6422374000000.0,6179066500000.0,6864014700000.0,3580000200000.0,6673246700000.0
2050.0,6775623400000.0,3104617000000.0,6700978400000.0,4914358500000.0,5560024000000.0,2929044500000.0,5806023500000.0,4811484300000.0,6477861000000.0,6362950000000.0,6132493000000.0,6847046600000.0,3417069800000.0,6665654000000.0
2051.0,6735541600000.0,2901064500000.0,6666791700000.0,4841654000000.0,5488712000000.0,2767965400000.0,5679352000000.0,4680488000000.0,6455100400000.0,6294794700000.0,6028273000000.0,6825412400000.0,3288634800000.0,6623335000000.0
2052.0,6719693400000.0,2682707000000.0,6645602000000.0,4722215400000.0,5439668400000.0,2612971200000.0,5577104700000.0,4563912400000.0,6402011000000.0,6226666000000.0,5946452000000.0,6804529500000.0,3145151800000.0,6580439400000.0
2053.0,6701265700000.0,2458371000000.0,6576364600000.0,4591352500000.0,5365104600000.0,2479749300000.0,5493938500000.0,4445626000000.0,6350194000000.0,6176536300000.0,5866828300000.0,6770068600000.0,2991026300000.0,6559716000000.0
2054.0,6666237500000.0,2246766500000.0,6540436700000.0,4514494500000.0,5274929000000.0,2339936100000.0,5317851000000.0,4310665000000.0,6308675000000.0,6113756400000.0,5786632000000.0,6731683300000.0,2860561500000.0,6509560000000.0
2055.0,6637855700000.0,2044360700000.0,6504846500000.0,4393882400000.0,5182703300000.0,2183168700000.0,5145035300000.0,4169999600000.0,6226835400000.0,6044309000000.0,5733272000000.0,6727538300000.0,2723931800000.0,6458005500000.0
2056.0,6567810300000.0,1868456300000.0,6444917700000.0,4282629200000.0,5106687300000.0,2075180100000.0,5020141500000.0,4043962800000.0,6171415500000.0,6000156300000.0,5641290000000.0,6701059700000.0,2596055500000.0,6418205000000.0
2057.0,6512892700000.0,1704208000000.0,6411562000000.0,4217239200000.0,5013268600000.0,1952736300000.0,4929964500000.0,3960691500000.0,6134498300000.0,5899137000000.0,5576984600000.0,6689039300000.0,2467427300000.0,6392122000000.0
2058.0,6489488000000.0,1555921800000.0,6403275600000.0,4114122500000.0,4902712000000.0,1825427200000.0,4817324000000.0,3822462000000.0,6097142300000.0,5805956000000.0,5485790000000.0,6670825000000.0,2325341000000.0,6337905300000.0
2059.0,6425721000000.0,1417508300000.0,6385983000000.0,4041184000000.0,4778722600000.0,1722135000000.0,4676727000000.0,3680975200000.0,6052294000000.0,5708744500000.0,5401658500000.0,6641332000000.0,2210203200000.0,6295687000000.0
2060.0,6374413600000.0,1282120100000.0,6361873600000.0,3933164500000.0,4679143500000.0,1614716500000.0,4540719400000.0,3524510000000.0,6006712000000.0,5611789500000.0,5325050000000.0,6615319700000.0,2098034600000.0,6204638600000.0
2061.0,6332609500000.0,1133289100000.0,6338872000000.0,3825179300000.0,4539440000000.0,1516690200000.0,4414324000000.0,3393520400000.0,5970998600000.0,5460871600000.0,5258532600000.0,6612393700000.0,1976212800000.0,6137145500000.0
2062.0,6263729000000.0,990297800000.0,6297828000000.0,3720426000000.0,4428394000000.0,1432292600000.0,4262054600000.0,3285221600000.0,5926331000000.0,5327208600000.0,5165899300000.0,6583493000000.0,1875104100000.0,6070522000000.0
2063.0,6176690400000.0,856093360000.0,6251363000000.0,3614903400000.0,4322596700000.0,1376294500000.0,4141912200000.0,3198424200000.0,5863538000000.0,5204392000000.0,5066629600000.0,6574055000000.0,1753121800000.0,6015808000000.0
2064.0,6106030000000.0,731224200000.0,6200575400000.0,3517938000000.0,4211532600000.0,1290148100000.0,4040521200000.0,3092111000000.0,5815580000000.0,5074108000000.0,4982812700000.0,6563732400000.0,1625691900000.0,5967501000000.0
2065.0,6053435000000.0,626727060000.0,6166658000000.0,3422998200000.0,4094958500000.0,1219854100000.0,3932104400000.0,2961535700000.0,5779701000000.0,4987156000000.0,4913118000000.0,6538650500000.0,1496135500000.0,5904649000000.0
2066.0,5935350700000.0,528855000000.0,6108826000000.0,3340717000000.0,4012803400000.0,1147453300000.0,3840291600000.0,2847742400000.0,5729817000000.0,4896719000000.0,4861257000000.0,6507379000000.0,1365458800000.0,5798330000000.0
2067.0,5868808000000.0,444595930000.0,6070720300000.0,3256453400000.0,3907763300000.0,1066153800000.0,3728443200000.0,2738771000000.0,5699385000000.0,4769079000000.0,4747272700000.0,6478628400000.0,1260588200000.0,5718873700000.0
2068.0,5795173000000.0,364857330000.0,6018171000000.0,3165193000000.0,3795605500000.0,968682200000.0,3576212200000.0,2642053400000.0,5642488600000.0,4659703400000.0,4651828000000.0,6441209400000.0,1138377500000.0,5645161000000.0
2069.0,5715817000000.0,296724800000.0,5974590000000.0,3081051800000.0,3657676000000.0,898906300000.0,3430347700000.0,2513940500000.0,5602176700000.0,4563328300000.0,4553308600000.0,6421697500000.0,1033098700000.0,5583068500000.0
2070.0,5624487000000.0,240209800000.0,5943279000000.0,2998943400000.0,3532619300000.0,816498150000.0,3289561000000.0,2371186900000.0,5536284700000.0,4425049400000.0,4421103600000.0,6398706500000.0,929921760000.0,5529245600000.0
2071.0,5513026700000.0,192567900000.0,5893437500000.0,2914314400000.0,3424163500000.0,740801450000.0,3158630200000.0,2240944000000.0,5489261300000.0,4249835000000.0,4331523500000.0,6361359000000.0,840761900000.0,5450325600000.0
2072.0,5412641300000.0,153499930000.0,5841018000000.0,2826981000000.0,3301817200000.0,678477100000.0,3058342300000.0,2141269100000.0,5447733500000.0,4141012700000.0,4234957800000.0,6334866000000.0,763770600000.0,5359383600000.0
2073.0,5306315700000.0,117445165000.0,5801236000000.0,2752424000000.0,3195998300000.0,616201300000.0,2949616000000.0,2008726800000.0,5381989300000.0,3995257000000.0,4130673500000.0,6305116300000.0,700819640000.0,5284887500000.0
2074.0,5179782500000.0,90101370000.0,5731174000000.0,2688255300000.0,3110999400000.0,557084600000.0,2852868300000.0,1890223500000.0,5290572400000.0,3844534200000.0,4049738400000.0,6265613300000.0,643000760000.0,5209551500000.0
2075.0,5111180000000.0,70771980000.0,5704104000000.0,2604168600000.0,3026360700000.0,498218240000.0,2749092300000.0,1781558100000.0,5197498000000.0,3682539000000.0,3946311800000.0,6219585000000.0,592929400000.0,5104786700000.0
2076.0,5029559300000.0,55356600000.0,5656933000000.0,2522445300000.0,2921091000000.0,434757800000.0,2655035600000.0,1659394600000.0,5140763000000.0,3518040600000.0,3836306500000.0,6170387400000.0,553138850000.0,5030831000000.0
2077.0,4913017400000.0,41369997000.0,5593347700000.0,2430263600000.0,2826834500000.0,382921400000.0,2548315000000.0,1548559600000.0,5059875000000.0,3381950000000.0,3767614600000.0,6105828000000.0,512287150000.0,4943212700000.0
2078.0,4828868000000.0,30837238000.0,5557604000000.0,2362787500000.0,2730329000000.0,334670700000.0,2439951200000.0,1449931600000.0,4991263700000.0,3220385600000.0,3699597000000.0,6022255600000.0,472687280000.0,4836526000000.0
2079.0,4707305700000.0,21386988000.0,5502170000000.0,2270105700000.0,2615249000000.0,293875500000.0,2332194500000.0,1355470100000.0,4932143400000.0,3091689400000.0,3591263200000.0,5985000000000.0,442429000000.0,4741946000000.0
2080.0,4619383000000.0,14588400000.0,5451476400000.0,2202062800000.0,2522032000000.0,254725670000.0,2234725000000.0,1256385500000.0,4883403000000.0,2928219300000.0,3525674300000.0,5921692500000.0,403847400000.0,4662134000000.0
2081.0,4497099700000.0,9139334000.0,5400966000000.0,2124390200000.0,2427911400000.0,216653040000.0,2138186300000.0,1160209000000.0,4802548300000.0,2771734800000.0,3412657700000.0,5865640000000.0,363618170000.0,4563859400000.0
2082.0,4363286700000.0,5834116600.0,5341240600000.0,2046922600000.0,2338742600000.0,183624800000.0,2036117400000.0,1072803400000.0,4715664000000.0,2648591600000.0,3322798000000.0,5806852400000.0,328046400000.0,4477057000000.0
2083.0,4184166600000.0,3636403200.0,5287981000000.0,1966771400000.0,2262865000000.0,151307710000.0,1925698600000.0,1004331300000.0,4596139000000.0,2524339500000.0,3204228600000.0,5755618000000.0,296608530000.0,4366678000000.0
2084.0,3998204300000.0,2231065900.0,5239447000000.0,1908444500000.0,2179794000000.0,126271440000.0,1815239500000.0,934724240000.0,4548579000000.0,2381285200000.0,3124584500000.0,5680053000000.0,263175260000.0,4240184200000.0
2085.0,3797502400000.0,1133888500.0,5186516000000.0,1843141300000.0,2088855000000.0,102947750000.0,1708791000000.0,872472900000.0,4445728400000.0,2227969000000.0,3038184500000.0,5625776000000.0,229473270000.0,4106096500000.0
2086.0,3630421000000.0,439072400.0,5137354000000.0,1775282700000.0,1986247300000.0,82860605000.0,1595999500000.0,808122250000.0,4361048600000.0,2072193000000.0,2934690000000.0,5569219000000.0,204958650000.0,4002400000000.0
2087.0,3428236000000.0,333441060.0,5066564000000.0,1721815500000.0,1881478000000.0,67386905000.0,1478939500000.0,751148000000.0,4300596600000.0,1946114300000.0,2832237600000.0,5495848400000.0,181328100000.0,3893016000000.0
2088.0,3249087000000.0,306398620.0,5007065000000.0,1655020800000.0,1799065300000.0,53024230000.0,1372293400000.0,700544900000.0,4238579300000.0,1794897000000.0,2730989200000.0,5463317000000.0,158330390000.0,3763196100000.0
2089.0,3081890400000.0,273492060.0,4949040700000.0,1566415800000.0,1718532400000.0,39993037000.0,1290719300000.0,643866400000.0,4171325500000.0,1651552200000.0,2628933400000.0,5399416000000.0,136278900000.0,3660132000000.0
2090.0,2886667900000.0,250183260.0,4903625000000.0,1499715000000.0,1631247100000.0,29047194000.0,1213540700000.0,593843200000.0,4098615700000.0,1513676100000.0,2535642600000.0,5336539300000.0,123563090000.0,3552856200000.0
2091.0,2674737000000.0,236029980.0,4808155000000.0,1428274200000.0,1550465200000.0,20479425000.0,1134075800000.0,542437700000.0,4025181000000.0,1365171000000.0,2442241500000.0,5283923000000.0,109863035000.0,3443413700000.0
2092.0,2481400300000.0,227691680.0,4724364000000.0,1368328100000.0,1471133600000.0,13248263000.0,1054167100000.0,498365800000.0,3974445400000.0,1233439800000.0,2346902000000.0,5227311000000.0,94784954000.0,3341363000000.0
2093.0,2268036900000.0,214009920.0,4612822700000.0,1306592800000.0,1384388200000.0,8415995400.0,982426900000.0,447825050000.0,3922929000000.0,1102310100000.0,2254318000000.0,5162952300000.0,84569110000.0,3218265300000.0
2094.0,2102283500000.0,204287630.0,4533366300000.0,1249109000000.0,1308474600000.0,5884280300.0,918611950000.0,407649450000.0,3865758700000.0,988899970000.0,2166729600000.0,5107433000000.0,74217040000.0,3062799300000.0
2095.0,1923097700000.0,196057570.0,4453282300000.0,1191768800000.0,1224646200000.0,4472326000.0,854995700000.0,367931820000.0,3799031700000.0,884223200000.0,2077931700000.0,5047941000000.0,66274270000.0,2942170300000.0
2096.0,1745116700000.0,188102700.0,4385778700000.0,1129604600000.0,1138269500000.0,3319138600.0,788916000000.0,330821760000.0,3703073000000.0,786525200000.0,1998669500000.0,4981495000000.0,58583940000.0,2818420800000.0
2097.0,1587982500000.0,178891330.0,4312340400000.0,1077601240000.0,1059080960000.0,2259388400.0,732071900000.0,292948250000.0,3630782700000.0,691186100000.0,1932080700000.0,4939347700000.0,49946153000.0,2720008800000.0
2098.0,1440149900000.0,173947140.0,4243484300000.0,1018468800000.0,967954900000.0,1276496300.0,671009400000.0,262246530000.0,3566740700000.0,609659450000.0,1860532200000.0,4883983400000.0,43390450000.0,2601268500000.0
2099.0,1290741900000.0,164897570.0,4190166800000.0,972409600000.0,901927530000.0,490906050.0,607165350000.0,236500010000.0,3497719500000.0,534200780000.0,1781330600000.0,4823883700000.0,37770785000.0,2513820700000.0
2100.0,1141982200000.0,156658750.0,4082358800000.0,925699300000.0,841259940000.0,81647096.0,550604640000.0,208283290000.0,3397409300000.0,467440500000.0,1705052200000.0,4730185000000.0,33193773000.0,2405130300000.0
