time,MPI-ESM-LR,IPSL-CM5A-LR,GFDL-ESM2G,GFDL-CM3,CCSM4,NORESM1-M,CSIRO-MK3-6-0,CNRM-CM5,GISS-E2-R,CANESM2
2071.0,6102511600.0,5122091000.0,6696512500.0,2478046700.0,7090901000.0,6395551000.0,6442611700.0,6083417000.0,8777842000.0,5763774000.0
2072.0,6166053000.0,5018857500.0,6588077600.0,2435137000.0,6807961600.0,6316605000.0,6028499000.0,6040159700.0,8630754000.0,5644368000.0
2073.0,5917844500.0,4871565000.0,6503022000.0,2391429400.0,6670014500.0,6261340700.0,5939517400.0,5940137500.0,8745966000.0,5537189400.0
2074.0,5862134300.0,4799284700.0,6431158300.0,2336012000.0,6565128000.0,6162355700.0,5892020700.0,6177325000.0,8535794700.0,5510657000.0
2075.0,5741166000.0,4945692700.0,6365603000.0,2284545300.0,6464510000.0,6099025000.0,5809032000.0,5933363000.0,8401016000.0,5416390000.0
2076.0,5668299000.0,4843886000.0,6396354600.0,2253314800.0,6370536000.0,6031669000.0,5745647000.0,5874462000.0,8247355000.0,5330275300.0
2077.0,5609201000.0,4594584000.0,6251295000.0,2205440300.0,6439899600.0,5945485300.0,5609564000.0,5736698000.0,8253116000.0,5290201000.0
2078.0,5536069000.0,4484020000.0,6232366600.0,2162781700.0,6275638000.0,5871049000.0,5564024000.0,5677684700.0,8087489000.0,5132396000.0
2079.0,5487209000.0,4434387500.0,6100386300.0,2117529200.0,6155181000.0,5911006700.0,5441655000.0,5607602700.0,7970886700.0,5360835600.0
2080.0,5421117400.0,4359960600.0,6066988000.0,2087150500.0,6049330700.0,5784150500.0,5350064000.0,5541054000.0,7901798400.0,5008323000.0
2081.0,5365589000.0,4273977600.0,6256555000.0,2051252200.0,6078824400.0,5720175600.0,5228016600.0,5509299700.0,7832993000.0,5122270000.0
2082.0,5411858000.0,4812893700.0,6029815000.0,2008760000.0,6151708700.0,5688914400.0,5139873000.0,5426362400.0,7743752700.0,4981532000.0
2083.0,5407562000.0,4230428700.0,5889984500.0,1982853500.0,5970968000.0,5601701400.0,5048146000.0,5309752000.0,7660261000.0,4928352000.0
2084.0,5278177300.0,4133453800.0,5918273000.0,1962932600.0,5816476000.0,5531027500.0,4967235000.0,5227380000.0,7558582300.0,4823450600.0
2085.0,5207893000.0,4076288000.0,6133277000.0,1938297500.0,5737954000.0,5491771400.0,4932786000.0,5153175600.0,7477681700.0,4749095000.0
2086.0,5151209000.0,4007481600.0,5836849700.0,1910081200.0,5684357000.0,5426182000.0,4813077000.0,5137541600.0,7423393000.0,4693044000.0
2087.0,5144459300.0,4063267300.0,5767174700.0,1882669200.0,5687514600.0,5465272000.0,4712172500.0,5005388000.0,7346056000.0,5091086300.0
2088.0,5047467500.0,3934258400.0,5714748400.0,1856223100.0,5659234000.0,5350323000.0,4686559700.0,4929645000.0,7341608400.0,5132913700.0
2089.0,5006416400.0,3866382600.0,5725306400.0,1833502000.0,5574594000.0,5298525000.0,4508314600.0,4882515000.0,7247055400.0,4677150000.0
2090.0,4972394500.0,3811656400.0,5647085600.0,1913668500.0,5525979000.0,5240751600.0,4384793000.0,4849819000.0,7156041000.0,4793557000.0
2091.0,4981676000.0,3750995500.0,5607292000.0,1775744900.0,5544308000.0,5189603000.0,4342475000.0,4749528600.0,7106699300.0,4584019000.0
2092.0,4866878500.0,3939708400.0,5573710000.0,1745504400.0,5487523000.0,5134013400.0,4223608600.0,4850815500.0,7127799000.0,4529604600.0
2093.0,5077709000.0,3841695200.0,5529431000.0,1713325400.0,5436827600.0,5151113000.0,4206956800.0,4664854000.0,7081436000.0,4475322400.0
2094.0,4955095000.0,3623106800.0,5630258700.0,1692302000.0,5427492000.0,5035872000.0,4066185500.0,4654777300.0,7004255000.0,4445611000.0
2095.0,4855618600.0,3870942200.0,5493353000.0,1671506700.0,5344810500.0,4973066000.0,3982010000.0,4613639000.0,6927164000.0,4392206300.0
2096.0,4811925000.0,3600521200.0,5442191400.0,1653619100.0,5363565600.0,4947350500.0,4155808500.0,4593114000.0,6884604000.0,4344159000.0
2097.0,4721167400.0,3733908200.0,5389824000.0,1687848100.0,5294532600.0,4891832300.0,4640320000.0,4487082500.0,6843615000.0,4759539000.0
2098.0,4667306000.0,3558357200.0,5797147000.0,1631547000.0,5254824000.0,4846502000.0,4086597000.0,4465095700.0,6922696000.0,4304587300.0
2099.0,4647182000.0,3494678500.0,5428778500.0,1625870100.0,5244565500.0,4783533000.0,4014965800.0,4383732700.0,6915482000.0,4240779000.0
2100.0,4620561000.0,3500065800.0,5383805400.0,1621086500.0,5345166000.0,4753573000.0,4061230000.0,4335127600.0,6773973500.0,4192106800.0
