time,GFDL-CM3,GFDL-ESM2G,MPI-ESM-LR,IPSL-CM5A-LR,NORESM1-M,CCSM4,CSIRO-MK3-6-0,GISS-E2-R,CANESM2,CNRM-CM5
2071.0,1687149600.0,5078011000.0,4165525200.0,2751875600.0,4786416600.0,4411407000.0,5345943000.0,4679482000.0,3584100900.0,5206996500.0
2072.0,1597290900.0,4927161000.0,3979432200.0,2611008300.0,4640002600.0,4261239600.0,5111602000.0,4602339300.0,3536502000.0,5089831000.0
2073.0,1539682600.0,4819762000.0,3839354600.0,2463720200.0,4497611000.0,4104026400.0,5060345300.0,4415465000.0,3417642000.0,4993153000.0
2074.0,1485193200.0,4668456000.0,3662110700.0,2359336200.0,4360208000.0,3967579400.0,4755996700.0,4268164000.0,3579519500.0,4869308000.0
2075.0,1428136000.0,4547858000.0,3508772000.0,2220835800.0,4185789000.0,3851631900.0,4551907300.0,4159602000.0,3358834200.0,4785965000.0
2076.0,1377294800.0,4423420400.0,3383659300.0,2107391000.0,3999666700.0,3727502000.0,4409386000.0,4069790000.0,3208630000.0,4640354000.0
2077.0,1319258500.0,4305592000.0,3272803600.0,2024640500.0,3850845400.0,3619680300.0,4259083800.0,3953391600.0,3110617900.0,4567321600.0
2078.0,1261903000.0,4131571000.0,3132749800.0,1942942600.0,3698775800.0,3489528600.0,4087528700.0,3853062000.0,3030913800.0,4432071000.0
2079.0,1219210200.0,4027637200.0,3037161500.0,1871580500.0,3533392100.0,3389088300.0,3942699500.0,3771954700.0,2952901000.0,4292968200.0
2080.0,1182782600.0,3887001600.0,2900496400.0,1797871400.0,3383943000.0,3294161400.0,3794773200.0,3684395800.0,2893771000.0,4174163200.0
2081.0,1122885400.0,3789968100.0,2801394000.0,1707254900.0,3298774000.0,3172299000.0,3665159400.0,3666486800.0,2806404000.0,3984277200.0
2082.0,1076449000.0,3844125700.0,2693721300.0,1642648700.0,3156584400.0,3075636500.0,3509306400.0,3518628600.0,2707129900.0,3814388700.0
2083.0,1039602750.0,3642134500.0,2583605800.0,1579039700.0,3032899300.0,2981865700.0,3392005000.0,3456880600.0,2625699800.0,3665372700.0
2084.0,977378750.0,3547112000.0,2467024400.0,1510928900.0,2921619000.0,2910271700.0,3359486500.0,3378020400.0,2531404300.0,3513742000.0
2085.0,945735700.0,3444408000.0,2373359600.0,1465550700.0,2823602400.0,2809004500.0,3342040000.0,3315201800.0,2444374500.0,3656153600.0
2086.0,914828160.0,3358206200.0,2290306000.0,1395930600.0,2835107800.0,2719182300.0,3117021400.0,3249658400.0,2358433800.0,3318946000.0
2087.0,882224700.0,3279602700.0,2213848600.0,1336000900.0,2679161600.0,2651973000.0,2965987000.0,3170833700.0,2259406000.0,3164565500.0
2088.0,857640100.0,3210303000.0,2113763700.0,1289481700.0,2597027800.0,2599893200.0,2858723000.0,3113203700.0,2164808400.0,3176369700.0
2089.0,832195460.0,3139404800.0,2031341300.0,1276291500.0,2533848300.0,2532121600.0,2769232600.0,3055729700.0,2047993700.0,2913725200.0
2090.0,803098100.0,3087713500.0,1932588300.0,1223146400.0,2459441700.0,2439936500.0,2680793000.0,3024360200.0,1973746000.0,2779071700.0
2091.0,776419300.0,3018854000.0,1874470100.0,1173843000.0,2392823000.0,2374252500.0,2598337300.0,2953604400.0,1878358000.0,2635129300.0
2092.0,751146800.0,2946632200.0,1781357800.0,1122159500.0,2331231700.0,2308437000.0,2476346400.0,2926484700.0,1809542100.0,2531232000.0
2093.0,726869100.0,2866237200.0,1729234800.0,1071079040.0,2269636600.0,2238558500.0,2424783600.0,2876106800.0,1753251300.0,2408076000.0
2094.0,699385600.0,2810680000.0,1665912000.0,1023681400.0,2205760000.0,2199647500.0,2352541400.0,2832761300.0,1684881200.0,2359957200.0
2095.0,678708160.0,2766910200.0,1616936400.0,982113400.0,2147633200.0,2119146900.0,2247975000.0,2791597000.0,1624857600.0,2673738800.0
2096.0,656975400.0,2700048100.0,1586952800.0,948009800.0,2101083600.0,2082261000.0,2151826400.0,2760762400.0,1563458600.0,2611212000.0
2097.0,632219800.0,2635454200.0,1538136200.0,908272640.0,2063347800.0,2028904400.0,2081961900.0,2704579000.0,1535031700.0,2281364700.0
2098.0,614354000.0,2620834600.0,1501949000.0,869276740.0,2014585000.0,1980129800.0,2040946200.0,2685298200.0,1507664800.0,2172029200.0
2099.0,600847170.0,2547132400.0,1464518300.0,827421800.0,1957335800.0,1935193500.0,1986994600.0,2619944400.0,1486197000.0,2366575900.0
2100.0,582819200.0,2487443000.0,1421275000.0,794879900.0,1920469400.0,1914027000.0,1963390300.0,2585237800.0,1443695500.0,2069326600.0
