time,MRI-ESM2-0,EC-EARTH3-VEG,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,CESM2,CESM2-WACCM,FGOALS-F3-L,CMCC-CM2-SR5,INM-CM5-0,NORESM2-MM,CAMS-CSM1-0,GFDL-ESM4,BCC-CSM2-MR
2011.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0
2012.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0
2013.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0
2014.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0
2015.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0
2016.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0
2017.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0
2018.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0
2019.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0
2020.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0
2021.0,26726720000000.0,26709707000000.0,26744547000000.0,26687500000000.0,26704754000000.0,26705012000000.0,26709236000000.0,26685414000000.0,26799424000000.0,26718773000000.0,26723108000000.0,26662165000000.0,26742698000000.0,26706543000000.0
2022.0,26719543000000.0,26670487000000.0,26719338000000.0,26598852000000.0,26655520000000.0,26589203000000.0,26694996000000.0,26612100000000.0,26813032000000.0,26696061000000.0,26608291000000.0,26600209000000.0,26721558000000.0,26643098000000.0
2023.0,26728303000000.0,26663941000000.0,26618205000000.0,26624586000000.0,26650425000000.0,26518390000000.0,26644478000000.0,26586835000000.0,26753053000000.0,26683717000000.0,26590107000000.0,26515630000000.0,26710030000000.0,26675492000000.0
2024.0,26679324000000.0,26632287000000.0,26600517000000.0,26537387000000.0,26607324000000.0,26460312000000.0,26604740000000.0,26549290000000.0,26715550000000.0,26655607000000.0,26563200000000.0,26496236000000.0,26716510000000.0,26654949000000.0
2025.0,26650570000000.0,26589438000000.0,26501630000000.0,26500355000000.0,26577614000000.0,26371820000000.0,26553707000000.0,26529956000000.0,26642234000000.0,26603552000000.0,26527603000000.0,26499686000000.0,26695992000000.0,26568578000000.0
2026.0,26629502000000.0,26548575000000.0,26366632000000.0,26461970000000.0,26506875000000.0,26340280000000.0,26518841000000.0,26498920000000.0,26636980000000.0,26542241000000.0,26499541000000.0,26466803000000.0,26621348000000.0,26584690000000.0
2027.0,26597954000000.0,26536682000000.0,26297772000000.0,26413887000000.0,26482202000000.0,26217565000000.0,26443575000000.0,26412094000000.0,26651553000000.0,26484612000000.0,26466507000000.0,26442442000000.0,26601471000000.0,26595786000000.0
2028.0,26494263000000.0,26402770000000.0,26232832000000.0,26356524000000.0,26461370000000.0,26188358000000.0,26399205000000.0,26370336000000.0,26681052000000.0,26447882000000.0,26477574000000.0,26408447000000.0,26585575000000.0,26565633000000.0
2029.0,26519945000000.0,26409955000000.0,26149944000000.0,26269966000000.0,26407407000000.0,26173460000000.0,26343698000000.0,26331170000000.0,26616810000000.0,26412490000000.0,26417100000000.0,26360710000000.0,26563350000000.0,26574479000000.0
2030.0,26526777000000.0,26474992000000.0,26072043000000.0,26163729000000.0,26363300000000.0,26093046000000.0,26251738000000.0,26264704000000.0,26583163000000.0,26333273000000.0,26385670000000.0,26308713000000.0,26499040000000.0,26491700000000.0
2031.0,26465846000000.0,26373800000000.0,26008225000000.0,26093359000000.0,26307417000000.0,26026010000000.0,26169227000000.0,26173837000000.0,26615694000000.0,26286366000000.0,26345032000000.0,26270337000000.0,26425722000000.0,26489572000000.0
2032.0,26409848000000.0,26243303000000.0,25959957000000.0,26041844000000.0,26315023000000.0,25960660000000.0,26124097000000.0,26142824000000.0,26606045000000.0,26280770000000.0,26297999000000.0,26264595000000.0,26351150000000.0,26432802000000.0
2033.0,26332243000000.0,26230737000000.0,25924326000000.0,25954204000000.0,26240700000000.0,25891344000000.0,26100770000000.0,26130480000000.0,26536057000000.0,26229585000000.0,26241778000000.0,26244748000000.0,26310148000000.0,26421039000000.0
2034.0,26317616000000.0,26143990000000.0,25901090000000.0,25898049000000.0,26136736000000.0,25771886000000.0,26004810000000.0,26087688000000.0,26518953000000.0,26189199000000.0,26182523000000.0,26187647000000.0,26331150000000.0,26346225000000.0
2035.0,26207586000000.0,26073136000000.0,25806175000000.0,25830100000000.0,26100590000000.0,25660618000000.0,25963627000000.0,26013579000000.0,26534539000000.0,26167220000000.0,26169926000000.0,26115477000000.0,26273422000000.0,26309435000000.0
2036.0,26131693000000.0,25983302000000.0,25614110000000.0,25870710000000.0,26065213000000.0,25606069000000.0,25903856000000.0,26019539000000.0,26378280000000.0,26145085000000.0,26113047000000.0,26066308000000.0,26264174000000.0,26258918000000.0
2037.0,26014558000000.0,25883760000000.0,25419200000000.0,25856997000000.0,26051252000000.0,25448176000000.0,25868458000000.0,25937083000000.0,26268390000000.0,26084867000000.0,26062826000000.0,26024511000000.0,26273280000000.0,26206560000000.0
2038.0,25902369000000.0,25862571000000.0,25336754000000.0,25805470000000.0,25975970000000.0,25418371000000.0,25851366000000.0,25927025000000.0,26170555000000.0,26009550000000.0,25952432000000.0,25988124000000.0,26208394000000.0,26133622000000.0
2039.0,25817376000000.0,25756190000000.0,25305404000000.0,25747182000000.0,25956207000000.0,25347737000000.0,25772677000000.0,25909812000000.0,26021881000000.0,26009267000000.0,25866060000000.0,25926847000000.0,26142800000000.0,26095310000000.0
2040.0,25766354000000.0,25714227000000.0,25268731000000.0,25712625000000.0,25861164000000.0,25289166000000.0,25751806000000.0,25797308000000.0,25992316000000.0,25968550000000.0,25745100000000.0,25878302000000.0,26114380000000.0,26053255000000.0
2041.0,25699186000000.0,25671286000000.0,25120492000000.0,25617792000000.0,25800355000000.0,25200716000000.0,25712590000000.0,25692629000000.0,25963677000000.0,25945579000000.0,25723255000000.0,25833735000000.0,26112078000000.0,25997530000000.0
2042.0,25614604000000.0,25580704000000.0,24941783000000.0,25576895000000.0,25743453000000.0,25126947000000.0,25722597000000.0,25674260000000.0,25904716000000.0,25868068000000.0,25662006000000.0,25833077000000.0,26084590000000.0,25935280000000.0
2043.0,25631113000000.0,25440012000000.0,24910978000000.0,25493500000000.0,25714408000000.0,25080065000000.0,25694917000000.0,25576165000000.0,25714135000000.0,25838037000000.0,25633283000000.0,25814630000000.0,25991464000000.0,25898558000000.0
2044.0,25599990000000.0,25254050000000.0,24809742000000.0,25418569000000.0,25653557000000.0,25040813000000.0,25674937000000.0,25549752000000.0,25585263000000.0,25766935000000.0,25467720000000.0,25747250000000.0,25885262000000.0,25836462000000.0
2045.0,25484539000000.0,25152543000000.0,24771459000000.0,25378794000000.0,25614820000000.0,25021727000000.0,25626208000000.0,25454388000000.0,25444858000000.0,25780124000000.0,25447125000000.0,25718916000000.0,25911502000000.0,25728167000000.0
2046.0,25409788000000.0,25010568000000.0,24639454000000.0,25415324000000.0,25567630000000.0,24968885000000.0,25500322000000.0,25379048000000.0,25320504000000.0,25736277000000.0,25392420000000.0,25672259000000.0,25875429000000.0,25617112000000.0
2047.0,25357621000000.0,24922600000000.0,24498256000000.0,25387390000000.0,25464784000000.0,24904311000000.0,25406663000000.0,25381241000000.0,25211880000000.0,25692417000000.0,25351890000000.0,25621193000000.0,25860176000000.0,25573260000000.0
2048.0,25181454000000.0,24843345000000.0,24344280000000.0,25315747000000.0,25406533000000.0,24797518000000.0,25377974000000.0,25292820000000.0,25028528000000.0,25631608000000.0,25276763000000.0,25545285000000.0,25840276000000.0,25562337000000.0
2049.0,25112426000000.0,24744737000000.0,24212285000000.0,25243160000000.0,25369707000000.0,24659578000000.0,25332111000000.0,25211754000000.0,24953567000000.0,25596394000000.0,25249186000000.0,25528656000000.0,25788830000000.0,25515992000000.0
2050.0,25060050000000.0,24604911000000.0,24105137000000.0,25144846000000.0,25331807000000.0,24574104000000.0,25219492000000.0,25072423000000.0,24789930000000.0,25544068000000.0,25200077000000.0,25415733000000.0,25718872000000.0,25396561000000.0
2051.0,25024370000000.0,24511720000000.0,23877913000000.0,25068078000000.0,25217468000000.0,24472740000000.0,25116885000000.0,25017633000000.0,24754753000000.0,25480168000000.0,25154230000000.0,25414050000000.0,25725540000000.0,25356320000000.0
2052.0,25000535000000.0,24393147000000.0,23683528000000.0,25066853000000.0,25211678000000.0,24354650000000.0,25032000000000.0,24963330000000.0,24682684000000.0,25477520000000.0,25078153000000.0,25370697000000.0,25647570000000.0,25256924000000.0
2053.0,25001732000000.0,24300620000000.0,23594099000000.0,25003710000000.0,25197405000000.0,24225484000000.0,24943008000000.0,24926790000000.0,24505865000000.0,25424973000000.0,24988027000000.0,25370705000000.0,25606327000000.0,25183560000000.0
2054.0,24922800000000.0,24166739000000.0,23443190000000.0,24922910000000.0,25093080000000.0,24171742000000.0,24859227000000.0,24849974000000.0,24322194000000.0,25383777000000.0,24965766000000.0,25350722000000.0,25602147000000.0,25119366000000.0
2055.0,24876930000000.0,24040738000000.0,23291375000000.0,24844343000000.0,25098350000000.0,23916783000000.0,24858409000000.0,24821880000000.0,24123650000000.0,25365127000000.0,24894980000000.0,25335090000000.0,25587094000000.0,25023494000000.0
2056.0,24808996000000.0,23821749000000.0,23101887000000.0,24782871000000.0,25045347000000.0,23823154000000.0,24753470000000.0,24803940000000.0,23985562000000.0,25290950000000.0,24818244000000.0,25291867000000.0,25492327000000.0,24956688000000.0
2057.0,24709868000000.0,23743349000000.0,22908097000000.0,24734410000000.0,24995275000000.0,23619854000000.0,24623520000000.0,24710878000000.0,23802772000000.0,25256180000000.0,24770456000000.0,25256148000000.0,25441952000000.0,24894494000000.0
2058.0,24509455000000.0,23595248000000.0,22627601000000.0,24676560000000.0,24888641000000.0,23394054000000.0,24524653000000.0,24670997000000.0,23597050000000.0,25222670000000.0,24764050000000.0,25138093000000.0,25414192000000.0,24856947000000.0
2059.0,24380753000000.0,23394672000000.0,22480536000000.0,24621418000000.0,24803667000000.0,23291767000000.0,24354197000000.0,24601854000000.0,23439746000000.0,25164994000000.0,24723200000000.0,25073277000000.0,25378427000000.0,24777845000000.0
2060.0,24305224000000.0,23209823000000.0,22314068000000.0,24580968000000.0,24771794000000.0,23128963000000.0,24152799000000.0,24527573000000.0,23266542000000.0,25108047000000.0,24667153000000.0,25038269000000.0,25398956000000.0,24687480000000.0
2061.0,24235865000000.0,23032578000000.0,22014629000000.0,24527868000000.0,24735224000000.0,23032217000000.0,24073317000000.0,24473290000000.0,23206250000000.0,25077340000000.0,24553116000000.0,24971533000000.0,25401869000000.0,24682776000000.0
2062.0,24108280000000.0,22933890000000.0,21782283000000.0,24409838000000.0,24644780000000.0,22917228000000.0,23908468000000.0,24420928000000.0,23093154000000.0,25022987000000.0,24456676000000.0,24944746000000.0,25390276000000.0,24628920000000.0
2063.0,24023388000000.0,22772313000000.0,21527345000000.0,24354100000000.0,24587245000000.0,22810982000000.0,23778103000000.0,24359040000000.0,22949583000000.0,25004765000000.0,24404266000000.0,24908462000000.0,25264394000000.0,24555576000000.0
2064.0,23938816000000.0,22593055000000.0,21281550000000.0,24327345000000.0,24539413000000.0,22765745000000.0,23678952000000.0,24310754000000.0,22897507000000.0,24959724000000.0,24320422000000.0,24853223000000.0,25219104000000.0,24553248000000.0
2065.0,23904542000000.0,22464959000000.0,21042993000000.0,24216820000000.0,24446870000000.0,22524190000000.0,23590544000000.0,24272167000000.0,22772240000000.0,24905463000000.0,24221242000000.0,24762219000000.0,25215550000000.0,24489870000000.0
2066.0,23874228000000.0,22339587000000.0,20877040000000.0,24171115000000.0,24414788000000.0,22345381000000.0,23538240000000.0,24193157000000.0,22605948000000.0,24832289000000.0,24177067000000.0,24738385000000.0,25233670000000.0,24370267000000.0
2067.0,23867410000000.0,22156874000000.0,20661188000000.0,24148814000000.0,24369175000000.0,22191130000000.0,23540506000000.0,24120232000000.0,22400425000000.0,24780068000000.0,24067053000000.0,24724367000000.0,25200138000000.0,24275726000000.0
2068.0,23892125000000.0,21979258000000.0,20484210000000.0,24073598000000.0,24295118000000.0,22016044000000.0,23373982000000.0,24041658000000.0,22164774000000.0,24742118000000.0,24039572000000.0,24705443000000.0,25136854000000.0,24180163000000.0
2069.0,23886377000000.0,21746078000000.0,20317752000000.0,24056810000000.0,24251113000000.0,21863760000000.0,23211809000000.0,23950856000000.0,22017047000000.0,24720934000000.0,23974410000000.0,24662558000000.0,25048330000000.0,24064050000000.0
2070.0,23817865000000.0,21582634000000.0,20120714000000.0,23976932000000.0,24217135000000.0,21754880000000.0,23060009000000.0,23854000000000.0,21838525000000.0,24679782000000.0,23923576000000.0,24586800000000.0,24980920000000.0,23874287000000.0
2071.0,23787953000000.0,21408126000000.0,19938289000000.0,23943757000000.0,24187714000000.0,21618047000000.0,22994053000000.0,23744414000000.0,21747740000000.0,24608047000000.0,23835286000000.0,24554376000000.0,24934747000000.0,23830987000000.0
2072.0,23663712000000.0,21262689000000.0,19784280000000.0,23892343000000.0,24135523000000.0,21533402000000.0,22885700000000.0,23694643000000.0,21499826000000.0,24537096000000.0,23794167000000.0,24512639000000.0,24934173000000.0,23779116000000.0
2073.0,23594810000000.0,21090288000000.0,19625610000000.0,23869547000000.0,24086858000000.0,21309627000000.0,22798000000000.0,23577005000000.0,21332270000000.0,24482423000000.0,23719177000000.0,24458144000000.0,24860967000000.0,23742688000000.0
2074.0,23591674000000.0,21024018000000.0,19533295000000.0,23845543000000.0,24012776000000.0,21182342000000.0,22627578000000.0,23502166000000.0,21060615000000.0,24489362000000.0,23666566000000.0,24366660000000.0,24725277000000.0,23663967000000.0
2075.0,23518048000000.0,20898296000000.0,19303947000000.0,23798187000000.0,23953507000000.0,20990105000000.0,22437928000000.0,23459592000000.0,20939941000000.0,24422042000000.0,23639462000000.0,24295586000000.0,24663592000000.0,23545990000000.0
2076.0,23472992000000.0,20714527000000.0,19087640000000.0,23742760000000.0,23875030000000.0,20927278000000.0,22290215000000.0,23442198000000.0,20771372000000.0,24424177000000.0,23567855000000.0,24217016000000.0,24586974000000.0,23488834000000.0
2077.0,23346595000000.0,20525586000000.0,18843920000000.0,23708792000000.0,23855550000000.0,20735897000000.0,22071428000000.0,23385302000000.0,20610734000000.0,24344770000000.0,23455957000000.0,24165178000000.0,24493720000000.0,23432532000000.0
2078.0,23152472000000.0,20272063000000.0,18565653000000.0,23662480000000.0,23830221000000.0,20656211000000.0,22033606000000.0,23309510000000.0,20374276000000.0,24271596000000.0,23345950000000.0,24157807000000.0,24471220000000.0,23418116000000.0
2079.0,23054250000000.0,20010448000000.0,18456842000000.0,23654392000000.0,23775150000000.0,20551607000000.0,21911254000000.0,23272100000000.0,20208549000000.0,24223108000000.0,23260597000000.0,24143899000000.0,24371024000000.0,23395438000000.0
2080.0,22946737000000.0,19913951000000.0,18231180000000.0,23622914000000.0,23685992000000.0,20334453000000.0,21788190000000.0,23208885000000.0,19990890000000.0,24160235000000.0,23166470000000.0,24049858000000.0,24339700000000.0,23312525000000.0
2081.0,22872853000000.0,19675893000000.0,17997171000000.0,23498978000000.0,23616460000000.0,20220452000000.0,21627912000000.0,23128621000000.0,19754880000000.0,24111130000000.0,23074733000000.0,23971613000000.0,24246865000000.0,23175700000000.0
2082.0,22814948000000.0,19477496000000.0,17873783000000.0,23434971000000.0,23560907000000.0,20151032000000.0,21354926000000.0,22974843000000.0,19531118000000.0,24044053000000.0,23014937000000.0,23933733000000.0,24229876000000.0,23136030000000.0
2083.0,22807233000000.0,19297412000000.0,17759811000000.0,23386880000000.0,23501190000000.0,20076191000000.0,21231596000000.0,22843381000000.0,19243546000000.0,24001884000000.0,22958250000000.0,23932237000000.0,24212243000000.0,22985874000000.0
2084.0,22706318000000.0,19077548000000.0,17555968000000.0,23312920000000.0,23400913000000.0,19899005000000.0,21117834000000.0,22820015000000.0,18913547000000.0,23948290000000.0,22918370000000.0,23838528000000.0,24201950000000.0,22839280000000.0
2085.0,22555948000000.0,18936970000000.0,17384253000000.0,23246943000000.0,23354493000000.0,19653170000000.0,20887242000000.0,22737430000000.0,18705432000000.0,23913598000000.0,22771812000000.0,23823682000000.0,24096077000000.0,22677427000000.0
2086.0,22553603000000.0,18816315000000.0,17168696000000.0,23231770000000.0,23237298000000.0,19569062000000.0,20747488000000.0,22666625000000.0,18642637000000.0,23902877000000.0,22663917000000.0,23749072000000.0,24093475000000.0,22480507000000.0
2087.0,22363503000000.0,18604005000000.0,17009051000000.0,23181667000000.0,23193199000000.0,19356694000000.0,20671501000000.0,22610266000000.0,18366782000000.0,23878299000000.0,22646480000000.0,23653027000000.0,24005354000000.0,22417630000000.0
2088.0,22206190000000.0,18336258000000.0,16784660000000.0,23123870000000.0,23174360000000.0,19136720000000.0,20601920000000.0,22494669000000.0,18125473000000.0,23830815000000.0,22531128000000.0,23616876000000.0,23893070000000.0,22339366000000.0
2089.0,22045715000000.0,18144983000000.0,16539645000000.0,23046069000000.0,23123600000000.0,18937398000000.0,20416874000000.0,22353673000000.0,17933470000000.0,23812463000000.0,22431998000000.0,23598480000000.0,23857136000000.0,22266182000000.0
2090.0,22062300000000.0,17863784000000.0,16358285000000.0,23042573000000.0,23086515000000.0,18785474000000.0,20185290000000.0,22312173000000.0,17715560000000.0,23776826000000.0,22427190000000.0,23597943000000.0,23845774000000.0,22225007000000.0
2091.0,21919072000000.0,17597848000000.0,16209222000000.0,22931652000000.0,23002001000000.0,18681250000000.0,20025201000000.0,22311365000000.0,17574253000000.0,23751538000000.0,22285654000000.0,23543060000000.0,23776165000000.0,22168417000000.0
2092.0,21800400000000.0,17287466000000.0,15978505000000.0,22812650000000.0,22922318000000.0,18419468000000.0,19960972000000.0,22296490000000.0,17419172000000.0,23705757000000.0,22181703000000.0,23465906000000.0,23663288000000.0,22088090000000.0
2093.0,21767278000000.0,17019710000000.0,15725407000000.0,22731878000000.0,22845118000000.0,18397960000000.0,19796345000000.0,22276852000000.0,17262165000000.0,23639722000000.0,22085468000000.0,23407350000000.0,23618890000000.0,21951486000000.0
2094.0,21735682000000.0,16819606000000.0,15520178000000.0,22690635000000.0,22776522000000.0,18264457000000.0,19518364000000.0,22196949000000.0,16974606000000.0,23614140000000.0,22018278000000.0,23344265000000.0,23553630000000.0,21892010000000.0
2095.0,21626043000000.0,16648369000000.0,15366384000000.0,22620005000000.0,22733394000000.0,18124873000000.0,19435197000000.0,22113337000000.0,16766035000000.0,23566215000000.0,21958081000000.0,23311812000000.0,23528745000000.0,21765483000000.0
2096.0,21624558000000.0,16514896000000.0,15139788000000.0,22551999000000.0,22671945000000.0,18024344000000.0,19264826000000.0,21981112000000.0,16571199000000.0,23522536000000.0,21923277000000.0,23297027000000.0,23384250000000.0,21616394000000.0
2097.0,21515962000000.0,16361526000000.0,14885073000000.0,22523530000000.0,22626347000000.0,17979970000000.0,19170777000000.0,21907062000000.0,16429563000000.0,23509569000000.0,21855038000000.0,23285630000000.0,23270208000000.0,21490125000000.0
2098.0,21375870000000.0,16125052000000.0,14674998000000.0,22416300000000.0,22535568000000.0,17853097000000.0,19017884000000.0,21838864000000.0,16146566000000.0,23441674000000.0,21791095000000.0,23211002000000.0,23244202000000.0,21392064000000.0
2099.0,21380974000000.0,15942772000000.0,14461375000000.0,22375430000000.0,22471310000000.0,17652790000000.0,18853399000000.0,21823566000000.0,15863380000000.0,23345184000000.0,21687900000000.0,23252647000000.0,23177623000000.0,21291810000000.0
2100.0,21346654000000.0,15725336000000.0,14257979000000.0,22365031000000.0,22413088000000.0,17359217000000.0,18731269000000.0,21672088000000.0,15540079000000.0,23320406000000.0,21581170000000.0,23161360000000.0,23163713000000.0,21160874000000.0
