time,EC-EARTH3-VEG,MRI-ESM2-0,CAMS-CSM1-0,GFDL-ESM4
2036.0,25440630000000.0,25755602000000.0,26218366000000.0,26039858000000.0
2037.0,25357445000000.0,25588763000000.0,26232127000000.0,26020447000000.0
2038.0,25333198000000.0,25469040000000.0,26227388000000.0,25934740000000.0
2039.0,25316225000000.0,25349176000000.0,26151480000000.0,25869043000000.0
2040.0,25284166000000.0,25302154000000.0,26102708000000.0,25837714000000.0
2041.0,25125160000000.0,25188425000000.0,26075977000000.0,25823829000000.0
2042.0,24987417000000.0,25161913000000.0,26051843000000.0,25754102000000.0
2043.0,24936463000000.0,25104562000000.0,26026395000000.0,25706331000000.0
2044.0,24867408000000.0,25033267000000.0,25944245000000.0,25656067000000.0
2045.0,24755464000000.0,25005943000000.0,25877136000000.0,25643327000000.0
2046.0,24700460000000.0,24903898000000.0,25864677000000.0,25615497000000.0
2047.0,24568943000000.0,24857820000000.0,25817269000000.0,25520255000000.0
2048.0,24474984000000.0,24870776000000.0,25796647000000.0,25484912000000.0
2049.0,24431643000000.0,24706437000000.0,25802568000000.0,25404240000000.0
2050.0,24411575000000.0,24568207000000.0,25785113000000.0,25353282000000.0
2051.0,24337500000000.0,24431473000000.0,25737640000000.0,25279108000000.0
2052.0,24351410000000.0,24283682000000.0,25678118000000.0,25263738000000.0
2053.0,24272542000000.0,24114494000000.0,25657656000000.0,25282800000000.0
2054.0,24243500000000.0,24076863000000.0,25670718000000.0,25245033000000.0
2055.0,24196501000000.0,24020116000000.0,25652206000000.0,25130992000000.0
2056.0,24145228000000.0,23942484000000.0,25636930000000.0,25028832000000.0
2057.0,24067150000000.0,23842563000000.0,25604152000000.0,25049900000000.0
2058.0,24014792000000.0,23726886000000.0,25576360000000.0,25079279000000.0
2059.0,23970936000000.0,23652756000000.0,25541690000000.0,25100060000000.0
2060.0,23941238000000.0,23574730000000.0,25485183000000.0,25043136000000.0
2061.0,23840470000000.0,23509017000000.0,25445576000000.0,25012195000000.0
2062.0,23745987000000.0,23539684000000.0,25434081000000.0,24981518000000.0
2063.0,23660744000000.0,23430360000000.0,25382050000000.0,24915164000000.0
2064.0,23637854000000.0,23331068000000.0,25357026000000.0,24919920000000.0
2065.0,23566712000000.0,23326626000000.0,25329423000000.0,24874286000000.0
2066.0,23474265000000.0,23335365000000.0,25262740000000.0,24862680000000.0
2067.0,23412758000000.0,23322702000000.0,25233256000000.0,24829202000000.0
2068.0,23325101000000.0,23273862000000.0,25164100000000.0,24791612000000.0
2069.0,23272601000000.0,23242210000000.0,25159667000000.0,24701980000000.0
2070.0,23194868000000.0,23226262000000.0,25131000000000.0,24628597000000.0
2071.0,23109007000000.0,23277848000000.0,25147593000000.0,24586645000000.0
2072.0,22976165000000.0,23239680000000.0,25189329000000.0,24534386000000.0
2073.0,22895338000000.0,23169887000000.0,25203814000000.0,24455705000000.0
2074.0,22843947000000.0,23110443000000.0,25132708000000.0,24395200000000.0
2075.0,22779480000000.0,23098292000000.0,25093462000000.0,24337568000000.0
2076.0,22725953000000.0,23014035000000.0,25078945000000.0,24304828000000.0
2077.0,22618896000000.0,22932584000000.0,24981937000000.0,24319856000000.0
2078.0,22579020000000.0,22850252000000.0,24960936000000.0,24313309000000.0
2079.0,22534859000000.0,22779422000000.0,24903875000000.0,24221130000000.0
2080.0,22430520000000.0,22746277000000.0,24848475000000.0,24219553000000.0
2081.0,22330502000000.0,22658614000000.0,24859938000000.0,24197972000000.0
2082.0,22269617000000.0,22593308000000.0,24827576000000.0,24243580000000.0
2083.0,22252024000000.0,22610750000000.0,24756844000000.0,24194719000000.0
2084.0,22198048000000.0,22519990000000.0,24741524000000.0,24215894000000.0
2085.0,22113405000000.0,22438260000000.0,24690748000000.0,24178334000000.0
2086.0,22083526000000.0,22420625000000.0,24653855000000.0,24151627000000.0
2087.0,22015522000000.0,22455622000000.0,24585420000000.0,24107844000000.0
2088.0,21941946000000.0,22407495000000.0,24565103000000.0,24115482000000.0
2089.0,21872247000000.0,22428315000000.0,24551830000000.0,24157849000000.0
2090.0,21785250000000.0,22406590000000.0,24505586000000.0,24051131000000.0
2091.0,21668324000000.0,22354095000000.0,24494362000000.0,24039528000000.0
2092.0,21610900000000.0,22346235000000.0,24411824000000.0,23990639000000.0
2093.0,21546777000000.0,22281758000000.0,24366330000000.0,23883967000000.0
2094.0,21400398000000.0,22231088000000.0,24276518000000.0,23859653000000.0
2095.0,21313064000000.0,22243210000000.0,24265185000000.0,23845172000000.0
2096.0,21279237000000.0,22229664000000.0,24299310000000.0,23751215000000.0
2097.0,21187522000000.0,22189819000000.0,24270965000000.0,23677828000000.0
2098.0,21063388000000.0,22222316000000.0,24208558000000.0,23669881000000.0
2099.0,20973242000000.0,22151178000000.0,24216276000000.0,23647290000000.0
2100.0,20836692000000.0,22090202000000.0,24156073000000.0,23634563000000.0
