time,MRI-ESM2-0,CESM2-WACCM,CANESM5,IPSL-CM6A-LR
2036.0,26327525000000.0,26213160000000.0,25753040000000.0,25939564000000.0
2037.0,26223168000000.0,26188050000000.0,25714800000000.0,25881995000000.0
2038.0,26230655000000.0,26100726000000.0,25601270000000.0,25822251000000.0
2039.0,26162686000000.0,25995919000000.0,25492370000000.0,25794403000000.0
2040.0,26143143000000.0,25897076000000.0,25428597000000.0,25749157000000.0
2041.0,26167050000000.0,25818400000000.0,25352196000000.0,25777465000000.0
2042.0,26112963000000.0,25782353000000.0,25234700000000.0,25743684000000.0
2043.0,26049474000000.0,25704928000000.0,25193976000000.0,25641322000000.0
2044.0,25988415000000.0,25595818000000.0,25047194000000.0,25539232000000.0
2045.0,25833448000000.0,25584862000000.0,24989114000000.0,25478228000000.0
2046.0,25750386000000.0,25503728000000.0,24958158000000.0,25394233000000.0
2047.0,25674660000000.0,25428018000000.0,24916674000000.0,25339869000000.0
2048.0,25657630000000.0,25378144000000.0,24821363000000.0,25213593000000.0
2049.0,25535659000000.0,25279368000000.0,24715324000000.0,25038644000000.0
2050.0,25425180000000.0,25161737000000.0,24615208000000.0,24961335000000.0
2051.0,25340716000000.0,25132300000000.0,24548670000000.0,24911867000000.0
2052.0,25251293000000.0,25009855000000.0,24431552000000.0,24857452000000.0
2053.0,25036438000000.0,24948578000000.0,24316415000000.0,24796587000000.0
2054.0,24835156000000.0,24853514000000.0,24192360000000.0,24710637000000.0
2055.0,24808522000000.0,24758245000000.0,24070486000000.0,24634355000000.0
2056.0,24741550000000.0,24673810000000.0,23985740000000.0,24516172000000.0
2057.0,24712244000000.0,24596737000000.0,23839294000000.0,24432593000000.0
2058.0,24578870000000.0,24468408000000.0,23751144000000.0,24283210000000.0
2059.0,24388730000000.0,24326374000000.0,23637938000000.0,24169460000000.0
2060.0,24339733000000.0,24230884000000.0,23504622000000.0,24012829000000.0
2061.0,24156804000000.0,24085501000000.0,23392615000000.0,23834697000000.0
2062.0,24066810000000.0,24016708000000.0,23234905000000.0,23753577000000.0
2063.0,24011682000000.0,23895885000000.0,23150685000000.0,23614796000000.0
2064.0,23874062000000.0,23698745000000.0,23040178000000.0,23589617000000.0
2065.0,23792538000000.0,23500677000000.0,22976198000000.0,23541695000000.0
2066.0,23673054000000.0,23388039000000.0,22876315000000.0,23404523000000.0
2067.0,23659456000000.0,23244564000000.0,22848192000000.0,23250875000000.0
2068.0,23669141000000.0,23004357000000.0,22769008000000.0,23057362000000.0
2069.0,23633011000000.0,22892780000000.0,22609882000000.0,22887598000000.0
2070.0,23480645000000.0,22778785000000.0,22557160000000.0,22750733000000.0
2071.0,23388886000000.0,22715044000000.0,22489005000000.0,22603136000000.0
2072.0,23323126000000.0,22625603000000.0,22392950000000.0,22555142000000.0
2073.0,23235576000000.0,22517820000000.0,22275999000000.0,22478780000000.0
2074.0,23098114000000.0,22390044000000.0,22248778000000.0,22372367000000.0
2075.0,23010535000000.0,22371065000000.0,22068330000000.0,22288626000000.0
2076.0,22950823000000.0,22123555000000.0,21885251000000.0,22057727000000.0
2077.0,22807000000000.0,22073634000000.0,21748005000000.0,22023277000000.0
2078.0,22744683000000.0,21914911000000.0,21666153000000.0,21937504000000.0
2079.0,22686602000000.0,21758686000000.0,21617252000000.0,21882154000000.0
2080.0,22544151000000.0,21637510000000.0,21544072000000.0,21803475000000.0
2081.0,22366690000000.0,21455300000000.0,21441840000000.0,21729097000000.0
2082.0,22285522000000.0,21411260000000.0,21350142000000.0,21676444000000.0
2083.0,22159552000000.0,21279750000000.0,21239272000000.0,21603260000000.0
2084.0,22069702000000.0,21167755000000.0,21091343000000.0,21533418000000.0
2085.0,21993523000000.0,21110272000000.0,21003187000000.0,21406260000000.0
2086.0,21964217000000.0,21119843000000.0,20949819000000.0,21295538000000.0
2087.0,21967988000000.0,21066886000000.0,20844180000000.0,21152550000000.0
2088.0,21966038000000.0,20872390000000.0,20795655000000.0,21105226000000.0
2089.0,21951764000000.0,20773452000000.0,20670720000000.0,21082627000000.0
2090.0,21936500000000.0,20643144000000.0,20568387000000.0,20943175000000.0
2091.0,21826060000000.0,20540994000000.0,20462822000000.0,20854056000000.0
2092.0,21678380000000.0,20508340000000.0,20420321000000.0,20787812000000.0
2093.0,21633536000000.0,20388375000000.0,20383078000000.0,20720963000000.0
2094.0,21507150000000.0,20249118000000.0,20272887000000.0,20629495000000.0
2095.0,21488021000000.0,20058177000000.0,20246216000000.0,20591325000000.0
2096.0,21458548000000.0,19912180000000.0,20063214000000.0,20554816000000.0
2097.0,21476145000000.0,19834302000000.0,19986645000000.0,20532140000000.0
2098.0,21406442000000.0,19668889000000.0,19896174000000.0,20426676000000.0
2099.0,21347130000000.0,19600889000000.0,19812529000000.0,20375734000000.0
2100.0,21305076000000.0,19583033000000.0,19682489000000.0,20280970000000.0
