time,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,CESM2-WACCM,CESM2,EC-EARTH3-VEG,MRI-ESM2-0,CANESM5,CAMS-CSM1-0,GFDL-ESM4,BCC-CSM2-MR,ACCESS-ESM1-5,IPSL-CM6A-LR,FGOALS-F3-L,ACCESS-CM2,INM-CM5-0,NORESM2-MM
2046.0,23601235000000.0,25663340000000.0,25555766000000.0,25474453000000.0,24789794000000.0,24789704000000.0,25281958000000.0,25044971000000.0,25806246000000.0,25816455000000.0,25562481000000.0,25283183000000.0,25171165000000.0,25506622000000.0,25450422000000.0,25424915000000.0,25417644000000.0
2047.0,23410330000000.0,25608030000000.0,25528004000000.0,25365610000000.0,24782804000000.0,24673908000000.0,25269883000000.0,24992083000000.0,25789450000000.0,25767304000000.0,25585570000000.0,25227975000000.0,25112378000000.0,25503551000000.0,25331277000000.0,25353913000000.0,25359314000000.0
2048.0,23202204000000.0,25533941000000.0,25488332000000.0,25358095000000.0,24673369000000.0,24671332000000.0,25240040000000.0,24932862000000.0,25717759000000.0,25759595000000.0,25492307000000.0,25165369000000.0,25019994000000.0,25427481000000.0,25209338000000.0,25368030000000.0,25376128000000.0
2049.0,23139577000000.0,25550170000000.0,25445053000000.0,25292091000000.0,24557308000000.0,24614244000000.0,25138660000000.0,24869330000000.0,25679784000000.0,25755004000000.0,25392620000000.0,25178166000000.0,24914411000000.0,25353177000000.0,25168852000000.0,25322802000000.0,25294824000000.0
2050.0,23011860000000.0,25497675000000.0,25384458000000.0,25237630000000.0,24378123000000.0,24567050000000.0,25062596000000.0,24832438000000.0,25651726000000.0,25693612000000.0,25293436000000.0,25153060000000.0,24821186000000.0,25288952000000.0,25087959000000.0,25295382000000.0,25236003000000.0
2051.0,22884582000000.0,25451297000000.0,25268600000000.0,25130844000000.0,24301430000000.0,24491556000000.0,25010922000000.0,24687960000000.0,25645470000000.0,25587073000000.0,25162676000000.0,25031936000000.0,24801846000000.0,25228147000000.0,25027209000000.0,25248267000000.0,25123082000000.0
2052.0,22747680000000.0,25447547000000.0,25236196000000.0,25046662000000.0,24152696000000.0,24414396000000.0,24909512000000.0,24674810000000.0,25591582000000.0,25518353000000.0,25125865000000.0,24983378000000.0,24640945000000.0,25196390000000.0,24973530000000.0,25233283000000.0,25146550000000.0
2053.0,22612960000000.0,25432225000000.0,25173053000000.0,25019734000000.0,24082947000000.0,24373193000000.0,24888048000000.0,24610960000000.0,25562131000000.0,25450610000000.0,25093877000000.0,24939436000000.0,24592232000000.0,25163228000000.0,24871826000000.0,25182905000000.0,25109243000000.0
2054.0,22444589000000.0,25411883000000.0,25110138000000.0,24946103000000.0,23891993000000.0,24328190000000.0,24854660000000.0,24566610000000.0,25478994000000.0,25399780000000.0,24995277000000.0,24897990000000.0,24536456000000.0,25088573000000.0,24821113000000.0,25103459000000.0,25115002000000.0
2055.0,22390174000000.0,25359423000000.0,25067017000000.0,24804015000000.0,23784392000000.0,24265456000000.0,24771643000000.0,24447612000000.0,25497596000000.0,25381520000000.0,24934743000000.0,24887878000000.0,24557296000000.0,25038130000000.0,24717025000000.0,25099856000000.0,25075270000000.0
2056.0,22330840000000.0,25309617000000.0,24983089000000.0,24664490000000.0,23643858000000.0,24219134000000.0,24678950000000.0,24377330000000.0,25501213000000.0,25357812000000.0,24830550000000.0,24875140000000.0,24469005000000.0,24999937000000.0,24658965000000.0,25073816000000.0,25001334000000.0
2057.0,22205226000000.0,25254870000000.0,24909386000000.0,24639124000000.0,23489984000000.0,24170574000000.0,24706334000000.0,24246710000000.0,25432259000000.0,25304249000000.0,24821933000000.0,24788213000000.0,24418523000000.0,24881232000000.0,24537160000000.0,25001864000000.0,24938786000000.0
2058.0,22065504000000.0,25207840000000.0,24911444000000.0,24577667000000.0,23467253000000.0,24134885000000.0,24684647000000.0,24125395000000.0,25352580000000.0,25210663000000.0,24809432000000.0,24727075000000.0,24405216000000.0,24858243000000.0,24492275000000.0,24877176000000.0,24874144000000.0
2059.0,21980913000000.0,25178313000000.0,24856809000000.0,24447904000000.0,23301852000000.0,24012588000000.0,24675600000000.0,24068180000000.0,25350266000000.0,25165472000000.0,24794666000000.0,24607967000000.0,24266840000000.0,24833980000000.0,24455949000000.0,24820210000000.0,24801742000000.0
2060.0,21900242000000.0,25114041000000.0,24810699000000.0,24395260000000.0,23201688000000.0,23943851000000.0,24642901000000.0,23921600000000.0,25230972000000.0,25145199000000.0,24787364000000.0,24540583000000.0,24141990000000.0,24793984000000.0,24415262000000.0,24763741000000.0,24710306000000.0
2061.0,21771095000000.0,25019986000000.0,24717008000000.0,24317160000000.0,22946280000000.0,23767770000000.0,24509931000000.0,23786250000000.0,25144488000000.0,25065257000000.0,24717134000000.0,24560800000000.0,24000906000000.0,24695066000000.0,24347146000000.0,24723625000000.0,24637243000000.0
2062.0,21694763000000.0,24952302000000.0,24679239000000.0,24272628000000.0,22778955000000.0,23729996000000.0,24381326000000.0,23674753000000.0,25088986000000.0,24928135000000.0,24578540000000.0,24574110000000.0,23894937000000.0,24643788000000.0,24333177000000.0,24725565000000.0,24606163000000.0
2063.0,21594093000000.0,24926789000000.0,24632604000000.0,24101951000000.0,22658884000000.0,23630310000000.0,24291542000000.0,23592408000000.0,25066853000000.0,24850159000000.0,24518730000000.0,24531253000000.0,23859625000000.0,24605763000000.0,24205250000000.0,24673480000000.0,24524817000000.0
2064.0,21469814000000.0,24872456000000.0,24588633000000.0,24013231000000.0,22481641000000.0,23522697000000.0,24282151000000.0,23572668000000.0,25074313000000.0,24808415000000.0,24414635000000.0,24430835000000.0,23776930000000.0,24505100000000.0,24146103000000.0,24625793000000.0,24457792000000.0
2065.0,21299657000000.0,24849978000000.0,24520618000000.0,23984723000000.0,22377516000000.0,23447678000000.0,24192735000000.0,23621513000000.0,25052722000000.0,24749596000000.0,24383150000000.0,24384150000000.0,23679157000000.0,24480812000000.0,24137647000000.0,24631780000000.0,24437660000000.0
2066.0,21218822000000.0,24779820000000.0,24457719000000.0,23787167000000.0,22268772000000.0,23289324000000.0,24104663000000.0,23497925000000.0,25001860000000.0,24725160000000.0,24248987000000.0,24316326000000.0,23610159000000.0,24445524000000.0,24052995000000.0,24576455000000.0,24405999000000.0
2067.0,21061408000000.0,24789425000000.0,24374460000000.0,23630105000000.0,22142253000000.0,23166452000000.0,24055919000000.0,23403665000000.0,24977003000000.0,24704030000000.0,24182205000000.0,24230310000000.0,23529987000000.0,24426104000000.0,23931726000000.0,24527631000000.0,24364104000000.0
2068.0,20902016000000.0,24789844000000.0,24311927000000.0,23508070000000.0,21978700000000.0,23024485000000.0,23986990000000.0,23297207000000.0,24852432000000.0,24678247000000.0,24126314000000.0,24180320000000.0,23434015000000.0,24365727000000.0,23841137000000.0,24484772000000.0,24297142000000.0
2069.0,20776682000000.0,24754568000000.0,24254916000000.0,23352138000000.0,21818799000000.0,22925952000000.0,23890020000000.0,23167022000000.0,24809370000000.0,24672922000000.0,24062011000000.0,24130470000000.0,23344780000000.0,24274312000000.0,23813170000000.0,24425297000000.0,24200330000000.0
2070.0,20662356000000.0,24759968000000.0,24199045000000.0,23200730000000.0,21774165000000.0,22831472000000.0,23810944000000.0,23110554000000.0,24786260000000.0,24666926000000.0,23974331000000.0,24136766000000.0,23281667000000.0,24243482000000.0,23668858000000.0,24348280000000.0,24147229000000.0
2071.0,20494313000000.0,24731974000000.0,24188260000000.0,23142127000000.0,21774075000000.0,22700918000000.0,23724305000000.0,23090396000000.0,24773678000000.0,24686673000000.0,23925828000000.0,24118517000000.0,23194870000000.0,24154950000000.0,23631013000000.0,24255620000000.0,24038957000000.0
2072.0,20299600000000.0,24667580000000.0,24131003000000.0,23079625000000.0,21624076000000.0,22619252000000.0,23633477000000.0,23038936000000.0,24743516000000.0,24638906000000.0,23922540000000.0,24066512000000.0,23049378000000.0,24120092000000.0,23529213000000.0,24215292000000.0,23929470000000.0
2073.0,20120120000000.0,24583485000000.0,24053637000000.0,22973008000000.0,21562648000000.0,22540750000000.0,23523066000000.0,22962450000000.0,24709270000000.0,24573397000000.0,23874723000000.0,23976527000000.0,22985335000000.0,24042323000000.0,23461831000000.0,24171803000000.0,23850306000000.0
2074.0,20009663000000.0,24604836000000.0,23957376000000.0,22787335000000.0,21438331000000.0,22377902000000.0,23489824000000.0,22856704000000.0,24646997000000.0,24526721000000.0,23784965000000.0,23968482000000.0,22877443000000.0,23952026000000.0,23422927000000.0,24113930000000.0,23752350000000.0
2075.0,19875210000000.0,24526402000000.0,23893142000000.0,22759013000000.0,21282066000000.0,22307651000000.0,23442473000000.0,22748447000000.0,24578703000000.0,24498550000000.0,23740352000000.0,23903722000000.0,22771320000000.0,23953454000000.0,23337206000000.0,24074191000000.0,23703943000000.0
2076.0,19706172000000.0,24477526000000.0,23823500000000.0,22736181000000.0,20986424000000.0,22257791000000.0,23463650000000.0,22606180000000.0,24567966000000.0,24419487000000.0,23695655000000.0,23892326000000.0,22719691000000.0,23972874000000.0,23316744000000.0,24016188000000.0,23648935000000.0
2077.0,19517053000000.0,24470511000000.0,23760541000000.0,22613733000000.0,20906741000000.0,22206996000000.0,23426085000000.0,22509689000000.0,24498355000000.0,24401033000000.0,23590825000000.0,23769523000000.0,22647753000000.0,23956673000000.0,23266660000000.0,23968558000000.0,23598100000000.0
2078.0,19380201000000.0,24430808000000.0,23742065000000.0,22596039000000.0,20815712000000.0,22046424000000.0,23426616000000.0,22407444000000.0,24447302000000.0,24389943000000.0,23565960000000.0,23772604000000.0,22572412000000.0,23884070000000.0,23212484000000.0,23931111000000.0,23513790000000.0
2079.0,19278126000000.0,24385407000000.0,23690861000000.0,22455073000000.0,20733841000000.0,21978577000000.0,23361455000000.0,22319020000000.0,24428316000000.0,24346520000000.0,23485454000000.0,23704750000000.0,22527307000000.0,23843985000000.0,23117181000000.0,23930998000000.0,23504282000000.0
2080.0,19096310000000.0,24279390000000.0,23621540000000.0,22314159000000.0,20569418000000.0,21912002000000.0,23375076000000.0,22224472000000.0,24351752000000.0,24309821000000.0,23434190000000.0,23638202000000.0,22496928000000.0,23771772000000.0,23005428000000.0,23900828000000.0,23446713000000.0
2081.0,18940193000000.0,24211339000000.0,23584223000000.0,22237285000000.0,20404340000000.0,21749263000000.0,23330283000000.0,22201888000000.0,24297578000000.0,24236895000000.0,23344252000000.0,23556298000000.0,22407940000000.0,23752901000000.0,22899413000000.0,23844658000000.0,23430011000000.0
2082.0,18815998000000.0,24218066000000.0,23556176000000.0,22182806000000.0,20218960000000.0,21640046000000.0,23304782000000.0,22112687000000.0,24312646000000.0,24196080000000.0,23262338000000.0,23530555000000.0,22352970000000.0,23753730000000.0,22814814000000.0,23790652000000.0,23408030000000.0
2083.0,18701812000000.0,24113727000000.0,23495688000000.0,22143744000000.0,20169986000000.0,21628568000000.0,23262591000000.0,22054634000000.0,24235196000000.0,24116413000000.0,23279290000000.0,23506366000000.0,22264892000000.0,23674764000000.0,22810390000000.0,23774976000000.0,23348604000000.0
2084.0,18529307000000.0,24103530000000.0,23446942000000.0,21957945000000.0,20115486000000.0,21524443000000.0,23184361000000.0,21978270000000.0,24204752000000.0,24061164000000.0,23153040000000.0,23494069000000.0,22141169000000.0,23625143000000.0,22713054000000.0,23746000000000.0,23302932000000.0
2085.0,18420437000000.0,24096811000000.0,23427927000000.0,21864856000000.0,20031218000000.0,21467630000000.0,23122140000000.0,21820382000000.0,24144899000000.0,24046958000000.0,23118620000000.0,23491598000000.0,22047795000000.0,23608672000000.0,22650624000000.0,23675180000000.0,23229224000000.0
2086.0,18266525000000.0,24080237000000.0,23368946000000.0,21787759000000.0,19966739000000.0,21431980000000.0,23099210000000.0,21759808000000.0,24112123000000.0,23932155000000.0,23057930000000.0,23405259000000.0,21943388000000.0,23519285000000.0,22583496000000.0,23622815000000.0,23170524000000.0
2087.0,18135455000000.0,24071608000000.0,23294400000000.0,21611090000000.0,19820947000000.0,21385190000000.0,23008691000000.0,21648250000000.0,24093808000000.0,23907384000000.0,22954000000000.0,23341530000000.0,21856413000000.0,23523299000000.0,22570280000000.0,23533298000000.0,23142383000000.0
2088.0,17958779000000.0,23988116000000.0,23262960000000.0,21474390000000.0,19624263000000.0,21301134000000.0,22987183000000.0,21566126000000.0,24078876000000.0,23824915000000.0,22898268000000.0,23248547000000.0,21767792000000.0,23454342000000.0,22519140000000.0,23495084000000.0,23088605000000.0
2089.0,17832956000000.0,23831712000000.0,23231262000000.0,21267715000000.0,19553722000000.0,21148180000000.0,22990016000000.0,21535492000000.0,24028448000000.0,23792632000000.0,22809898000000.0,23187115000000.0,21680544000000.0,23349772000000.0,22443998000000.0,23460118000000.0,23048490000000.0
2090.0,17751339000000.0,23789940000000.0,23149276000000.0,21101866000000.0,19418468000000.0,21013770000000.0,22937413000000.0,21488162000000.0,24011898000000.0,23719515000000.0,22772095000000.0,23140783000000.0,21554488000000.0,23313580000000.0,22365359000000.0,23423114000000.0,23038110000000.0
2091.0,17674891000000.0,23759008000000.0,23091074000000.0,21026600000000.0,19397014000000.0,20894716000000.0,22941952000000.0,21415284000000.0,23924214000000.0,23630958000000.0,22761708000000.0,23120107000000.0,21446783000000.0,23191884000000.0,22335132000000.0,23341207000000.0,22996425000000.0
2092.0,17544664000000.0,23744616000000.0,23017512000000.0,20849164000000.0,19199072000000.0,20835685000000.0,22894583000000.0,21362630000000.0,23891188000000.0,23560400000000.0,22676695000000.0,23117674000000.0,21401237000000.0,23168633000000.0,22218097000000.0,23296253000000.0,22911646000000.0
2093.0,17415583000000.0,23659746000000.0,22975200000000.0,20829302000000.0,19004194000000.0,20775724000000.0,22791175000000.0,21293087000000.0,23889680000000.0,23522424000000.0,22604482000000.0,23019068000000.0,21317387000000.0,23103676000000.0,22149778000000.0,23278654000000.0,22876240000000.0
2094.0,17228458000000.0,23636793000000.0,22947463000000.0,20686990000000.0,18827780000000.0,20675627000000.0,22778530000000.0,21270373000000.0,23792567000000.0,23511744000000.0,22499333000000.0,22938610000000.0,21293350000000.0,23095973000000.0,22069060000000.0,23263202000000.0,22847534000000.0
2095.0,17107364000000.0,23608487000000.0,22953327000000.0,20527203000000.0,18596395000000.0,20588886000000.0,22794746000000.0,21216996000000.0,23721730000000.0,23502852000000.0,22477154000000.0,22883374000000.0,21218451000000.0,23049909000000.0,21980196000000.0,23229788000000.0,22777805000000.0
