time,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,CESM2-WACCM,CESM2,EC-EARTH3-VEG,MRI-ESM2-0,CANESM5,CAMS-CSM1-0,GFDL-ESM4,BCC-CSM2-MR,ACCESS-ESM1-5,IPSL-CM6A-LR,FGOALS-F3-L,ACCESS-CM2,INM-CM5-0,NORESM2-MM
2000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0
2001.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0
2002.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0
2003.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0
2004.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0
2005.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0
2006.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0
2007.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0
2008.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0
2009.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0
2010.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0
2011.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0
2012.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0
2013.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0
2014.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0
2015.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0
2016.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0
2017.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0
2018.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0
2019.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0
2020.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0
2021.0,26677632000000.0,26749547000000.0,26685643000000.0,26701673000000.0,26711146000000.0,26684877000000.0,26632956000000.0,26711364000000.0,26659812000000.0,26694958000000.0,26725619000000.0,26684158000000.0,26643800000000.0,26696024000000.0,26699861000000.0,26711974000000.0,26655295000000.0
2022.0,26590447000000.0,26702458000000.0,26631123000000.0,26702774000000.0,26595738000000.0,26601356000000.0,26623320000000.0,26657738000000.0,26637295000000.0,26621670000000.0,26734422000000.0,26620153000000.0,26588820000000.0,26623886000000.0,26671468000000.0,26664908000000.0,26602042000000.0
2023.0,26453910000000.0,26685932000000.0,26624714000000.0,26767333000000.0,26530204000000.0,26529556000000.0,26586108000000.0,26636311000000.0,26565574000000.0,26593154000000.0,26655324000000.0,26518925000000.0,26485092000000.0,26632337000000.0,26634336000000.0,26555948000000.0,26572760000000.0
2024.0,26366636000000.0,26683984000000.0,26584937000000.0,26778322000000.0,26493930000000.0,26398446000000.0,26601980000000.0,26697982000000.0,26522904000000.0,26611508000000.0,26686324000000.0,26486230000000.0,26450110000000.0,26559155000000.0,26645778000000.0,26483788000000.0,26583210000000.0
2025.0,26209585000000.0,26634216000000.0,26532368000000.0,26747720000000.0,26484534000000.0,26322353000000.0,26500464000000.0,26664988000000.0,26548789000000.0,26610558000000.0,26665609000000.0,26383525000000.0,26370007000000.0,26507064000000.0,26665126000000.0,26395600000000.0,26558742000000.0
2026.0,26087450000000.0,26632822000000.0,26423727000000.0,26668590000000.0,26453316000000.0,26243127000000.0,26451976000000.0,26540713000000.0,26505527000000.0,26583918000000.0,26582240000000.0,26322944000000.0,26288107000000.0,26467330000000.0,26609858000000.0,26367905000000.0,26518870000000.0
2027.0,25963251000000.0,26660406000000.0,26389034000000.0,26619385000000.0,26432395000000.0,26118663000000.0,26394216000000.0,26474755000000.0,26519787000000.0,26595358000000.0,26517240000000.0,26232509000000.0,26231255000000.0,26405855000000.0,26540398000000.0,26271273000000.0,26444948000000.0
2028.0,25814702000000.0,26623525000000.0,26348800000000.0,26570459000000.0,26375644000000.0,26030285000000.0,26342990000000.0,26437197000000.0,26497070000000.0,26575590000000.0,26444604000000.0,26158993000000.0,26164138000000.0,26356370000000.0,26483886000000.0,26235290000000.0,26376829000000.0
2029.0,25695737000000.0,26569230000000.0,26326686000000.0,26571155000000.0,26303625000000.0,25979690000000.0,26261263000000.0,26401602000000.0,26473962000000.0,26583805000000.0,26425512000000.0,26059620000000.0,26089368000000.0,26311116000000.0,26449954000000.0,26210931000000.0,26328705000000.0
2030.0,25574718000000.0,26556116000000.0,26276765000000.0,26532947000000.0,26226247000000.0,25882295000000.0,26230494000000.0,26354783000000.0,26362677000000.0,26500733000000.0,26357790000000.0,26042293000000.0,26044110000000.0,26251629000000.0,26377477000000.0,26163093000000.0,26284195000000.0
2031.0,25437225000000.0,26506202000000.0,26268859000000.0,26509255000000.0,26169072000000.0,25757898000000.0,26091635000000.0,26282150000000.0,26297508000000.0,26436461000000.0,26316733000000.0,26002133000000.0,25975086000000.0,26236745000000.0,26360374000000.0,26105688000000.0,26223908000000.0
2032.0,25396114000000.0,26492436000000.0,26182033000000.0,26404340000000.0,26088397000000.0,25612668000000.0,26025354000000.0,26223992000000.0,26221694000000.0,26414072000000.0,26221765000000.0,25923162000000.0,25952728000000.0,26158080000000.0,26318513000000.0,26034383000000.0,26211772000000.0
2033.0,25342293000000.0,26478200000000.0,26135566000000.0,26377078000000.0,25994019000000.0,25597177000000.0,26060987000000.0,26080358000000.0,26200796000000.0,26390173000000.0,26084865000000.0,25903212000000.0,25926442000000.0,26098797000000.0,26298628000000.0,26021976000000.0,26215251000000.0
2034.0,25211430000000.0,26365793000000.0,26066330000000.0,26327032000000.0,25905339000000.0,25501224000000.0,25987847000000.0,25998880000000.0,26127595000000.0,26292712000000.0,26056734000000.0,25851043000000.0,25876482000000.0,26117580000000.0,26234891000000.0,25952782000000.0,26151040000000.0
2035.0,25038634000000.0,26315277000000.0,26026300000000.0,26266040000000.0,25826469000000.0,25430046000000.0,25888427000000.0,25932083000000.0,26137850000000.0,26234908000000.0,26009158000000.0,25822962000000.0,25784385000000.0,26038692000000.0,26213754000000.0,25906106000000.0,26097810000000.0
2036.0,24891093000000.0,26229678000000.0,25970709000000.0,26189035000000.0,25730346000000.0,25415398000000.0,25834297000000.0,25837164000000.0,26088137000000.0,26205437000000.0,25928158000000.0,25761461000000.0,25706390000000.0,25996430000000.0,26170603000000.0,25852081000000.0,26065540000000.0
2037.0,24788483000000.0,26257352000000.0,25925347000000.0,26060127000000.0,25688403000000.0,25293799000000.0,25809448000000.0,25713462000000.0,26055774000000.0,26182288000000.0,25852184000000.0,25763129000000.0,25692670000000.0,25936950000000.0,26145380000000.0,25812095000000.0,26018505000000.0
2038.0,24676270000000.0,26207817000000.0,25900993000000.0,25980654000000.0,25573458000000.0,25257813000000.0,25736363000000.0,25643540000000.0,26039580000000.0,26099667000000.0,25746741000000.0,25739020000000.0,25697798000000.0,25874938000000.0,26098499000000.0,25819362000000.0,25922437000000.0
2039.0,24468706000000.0,26123818000000.0,25831372000000.0,25993998000000.0,25424485000000.0,25246426000000.0,25619648000000.0,25581838000000.0,26029658000000.0,26029492000000.0,25727882000000.0,25722725000000.0,25654626000000.0,25797306000000.0,26025308000000.0,25762959000000.0,25866122000000.0
2040.0,24396110000000.0,26061250000000.0,25844496000000.0,25957132000000.0,25315137000000.0,25178042000000.0,25601293000000.0,25492942000000.0,26011301000000.0,25989367000000.0,25663390000000.0,25688355000000.0,25565615000000.0,25773052000000.0,25949890000000.0,25712136000000.0,25832181000000.0
2041.0,24289349000000.0,25987216000000.0,25766840000000.0,25790916000000.0,25222682000000.0,25134725000000.0,25601834000000.0,25371469000000.0,26004337000000.0,26024432000000.0,25630308000000.0,25628970000000.0,25481846000000.0,25769390000000.0,25854860000000.0,25637670000000.0,25753612000000.0
2042.0,24123950000000.0,25864228000000.0,25748725000000.0,25703440000000.0,25055403000000.0,25064831000000.0,25522803000000.0,25342004000000.0,25999113000000.0,25995180000000.0,25640468000000.0,25550194000000.0,25453200000000.0,25777777000000.0,25761359000000.0,25565808000000.0,25709930000000.0
2043.0,23980958000000.0,25777228000000.0,25720072000000.0,25661054000000.0,25042090000000.0,24991670000000.0,25392436000000.0,25263010000000.0,25919545000000.0,25905792000000.0,25565843000000.0,25554552000000.0,25411176000000.0,25752590000000.0,25690613000000.0,25551232000000.0,25548928000000.0
2044.0,23817127000000.0,25728335000000.0,25696496000000.0,25648200000000.0,24979340000000.0,24904435000000.0,25346670000000.0,25171872000000.0,25897931000000.0,25854852000000.0,25555928000000.0,25452664000000.0,25284850000000.0,25679274000000.0,25570564000000.0,25492413000000.0,25479455000000.0
2045.0,23727402000000.0,25679719000000.0,25663145000000.0,25572002000000.0,24889828000000.0,24856650000000.0,25309747000000.0,25077437000000.0,25835455000000.0,25837198000000.0,25604050000000.0,25386203000000.0,25194370000000.0,25566097000000.0,25528250000000.0,25460373000000.0,25455984000000.0
