time,GFDL-ESM4,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM5-0,NORESM2-MM,TAIESM1,ACCESS-ESM1-5,IPSL-CM6A-LR,ACCESS-CM2,FGOALS-F3-L,CMCC-CM2-SR5,INM-CM4-8,MPI-ESM1-2-HR,CESM2,CESM2-WACCM,EC-EARTH3,CANESM5,MRI-ESM2-0,EC-EARTH3-VEG
2043.0,25656438000000.0,25516533000000.0,25792338000000.0,25556467000000.0,25700258000000.0,23673862000000.0,25878180000000.0,25592010000000.0,25376447000000.0,25778190000000.0,24938092000000.0,25576710000000.0,25914630000000.0,25340607000000.0,25698000000000.0,24778553000000.0,25251797000000.0,25894196000000.0,24561030000000.0
2044.0,25570404000000.0,25485180000000.0,25770571000000.0,25484604000000.0,25660007000000.0,23460190000000.0,25832995000000.0,25534413000000.0,25286190000000.0,25709752000000.0,24832415000000.0,25544664000000.0,25879133000000.0,25244950000000.0,25532901000000.0,24656890000000.0,25120035000000.0,25720384000000.0,24440188000000.0
2045.0,25479330000000.0,25465759000000.0,25763340000000.0,25467246000000.0,25544420000000.0,23305208000000.0,25751366000000.0,25481074000000.0,25247590000000.0,25703844000000.0,24746517000000.0,25467371000000.0,25818393000000.0,25100349000000.0,25483821000000.0,24570778000000.0,25058475000000.0,25597466000000.0,24355833000000.0
2046.0,25363044000000.0,25429868000000.0,25727949000000.0,25431206000000.0,25462020000000.0,23050892000000.0,25734203000000.0,25353978000000.0,25162857000000.0,25630318000000.0,24602365000000.0,25408894000000.0,25826035000000.0,24984062000000.0,25370870000000.0,24294535000000.0,25021922000000.0,25483210000000.0,24225933000000.0
2047.0,25277076000000.0,25310926000000.0,25701472000000.0,25391840000000.0,25385115000000.0,22792645000000.0,25582058000000.0,25278542000000.0,25067761000000.0,25570770000000.0,24531362000000.0,25359767000000.0,25847688000000.0,24840468000000.0,25311192000000.0,24019353000000.0,24906020000000.0,25306243000000.0,24072396000000.0
2048.0,25224622000000.0,25227602000000.0,25632623000000.0,25378393000000.0,25231200000000.0,22602087000000.0,25496958000000.0,25206940000000.0,24960137000000.0,25472900000000.0,24344070000000.0,25298708000000.0,25750384000000.0,24719332000000.0,25310764000000.0,23849685000000.0,24820163000000.0,25056950000000.0,23928026000000.0
2049.0,25182217000000.0,25199880000000.0,25608690000000.0,25362631000000.0,25128528000000.0,22322354000000.0,25475238000000.0,25024375000000.0,24892393000000.0,25429717000000.0,24223610000000.0,25257342000000.0,25703253000000.0,24665930000000.0,25235950000000.0,23634687000000.0,24715318000000.0,25026697000000.0,23749854000000.0
2050.0,25071033000000.0,25146924000000.0,25569664000000.0,25320663000000.0,25113068000000.0,22010382000000.0,25470645000000.0,24914772000000.0,24777798000000.0,25391538000000.0,24014796000000.0,25156756000000.0,25736027000000.0,24565418000000.0,25083729000000.0,23432130000000.0,24637275000000.0,24886060000000.0,23638726000000.0
2051.0,25047350000000.0,25066006000000.0,25565875000000.0,25215533000000.0,24988466000000.0,21724616000000.0,25444400000000.0,24815580000000.0,24678270000000.0,25268080000000.0,23988365000000.0,25077651000000.0,25613420000000.0,24294667000000.0,24896552000000.0,23213803000000.0,24524374000000.0,24692670000000.0,23512200000000.0
2052.0,24966210000000.0,24970762000000.0,25504180000000.0,25191734000000.0,24957671000000.0,21490475000000.0,25372968000000.0,24714066000000.0,24617542000000.0,25203774000000.0,23767988000000.0,25027104000000.0,25608380000000.0,24118760000000.0,24841439000000.0,22966673000000.0,24447919000000.0,24665582000000.0,23384201000000.0
2053.0,24903147000000.0,24904513000000.0,25442935000000.0,25111971000000.0,24852590000000.0,21224753000000.0,25285462000000.0,24647786000000.0,24502962000000.0,25130100000000.0,23684113000000.0,24984848000000.0,25565749000000.0,23917415000000.0,24732527000000.0,22752630000000.0,24320710000000.0,24602160000000.0,23214730000000.0
2054.0,24860728000000.0,24782412000000.0,25418099000000.0,25071005000000.0,24696316000000.0,20882110000000.0,25265567000000.0,24557398000000.0,24390500000000.0,25082790000000.0,23453873000000.0,24968803000000.0,25504321000000.0,23778583000000.0,24668317000000.0,22475720000000.0,24228011000000.0,24453931000000.0,22958966000000.0
2055.0,24754635000000.0,24712158000000.0,25339535000000.0,25023983000000.0,24653712000000.0,20549090000000.0,25172030000000.0,24482337000000.0,24333310000000.0,25032716000000.0,23265540000000.0,24906375000000.0,25468812000000.0,23588410000000.0,24520755000000.0,22181340000000.0,24114157000000.0,24313873000000.0,22757146000000.0
2056.0,24677387000000.0,24695838000000.0,25262329000000.0,24953762000000.0,24618977000000.0,20296797000000.0,25116566000000.0,24365860000000.0,24153904000000.0,24965825000000.0,23039656000000.0,24774552000000.0,25381250000000.0,23457486000000.0,24452524000000.0,21972166000000.0,24028540000000.0,24162400000000.0,22537670000000.0
2057.0,24587297000000.0,24554963000000.0,25275174000000.0,24905515000000.0,24512563000000.0,19917930000000.0,25048710000000.0,24173701000000.0,24044880000000.0,24925927000000.0,22830796000000.0,24703618000000.0,25339970000000.0,23262875000000.0,24360165000000.0,21801715000000.0,23961656000000.0,23951657000000.0,22346199000000.0
2058.0,24468740000000.0,24504737000000.0,25212385000000.0,24867066000000.0,24460080000000.0,19760383000000.0,24954611000000.0,24087408000000.0,23910249000000.0,24861607000000.0,22693284000000.0,24613495000000.0,25278760000000.0,23116630000000.0,24217410000000.0,21569764000000.0,23907386000000.0,23889020000000.0,22123454000000.0
2059.0,24393988000000.0,24348310000000.0,25171497000000.0,24801737000000.0,24358062000000.0,19522482000000.0,24907920000000.0,23958085000000.0,23778055000000.0,24766720000000.0,22516777000000.0,24492957000000.0,25220641000000.0,22971521000000.0,24005153000000.0,21300098000000.0,23808226000000.0,23811202000000.0,21877936000000.0
2060.0,24322360000000.0,24242177000000.0,25162194000000.0,24783918000000.0,24348805000000.0,19327003000000.0,24828262000000.0,23806765000000.0,23665075000000.0,24672712000000.0,22424880000000.0,24375605000000.0,25166778000000.0,22755700000000.0,23842860000000.0,21089307000000.0,23706015000000.0,23677335000000.0,21664383000000.0
2061.0,24269950000000.0,24046725000000.0,25126091000000.0,24709370000000.0,24300590000000.0,19031466000000.0,24774514000000.0,23751215000000.0,23574614000000.0,24621636000000.0,22412542000000.0,24309480000000.0,25023192000000.0,22741242000000.0,23649545000000.0,20873694000000.0,23683974000000.0,23544122000000.0,21435936000000.0
2062.0,24137680000000.0,23938113000000.0,25066427000000.0,24651053000000.0,24242465000000.0,18759088000000.0,24697488000000.0,23592050000000.0,23476641000000.0,24569910000000.0,22273235000000.0,24269902000000.0,24964280000000.0,22484452000000.0,23467076000000.0,20665942000000.0,23575891000000.0,23425773000000.0,21282383000000.0
2063.0,24064026000000.0,23887264000000.0,25036023000000.0,24614740000000.0,24213174000000.0,18486254000000.0,24598584000000.0,23486160000000.0,23347182000000.0,24566230000000.0,22035292000000.0,24173560000000.0,24841541000000.0,22264175000000.0,23265632000000.0,20511692000000.0,23372038000000.0,23415851000000.0,21195190000000.0
2064.0,24085883000000.0,23863275000000.0,24947026000000.0,24577648000000.0,24120163000000.0,18150780000000.0,24510342000000.0,23309310000000.0,23247567000000.0,24516034000000.0,21793417000000.0,24074074000000.0,24783687000000.0,22093232000000.0,23147676000000.0,20157724000000.0,23275751000000.0,23379699000000.0,21052095000000.0
2065.0,23948180000000.0,23763780000000.0,24941265000000.0,24524735000000.0,24112730000000.0,17810321000000.0,24382360000000.0,23173177000000.0,23076860000000.0,24459958000000.0,21531416000000.0,23968713000000.0,24696158000000.0,21862313000000.0,23063322000000.0,19864255000000.0,23111460000000.0,23371218000000.0,20830090000000.0
2066.0,23889495000000.0,23648161000000.0,24940910000000.0,24437039000000.0,23979377000000.0,17480883000000.0,24338477000000.0,23008958000000.0,23014054000000.0,24356617000000.0,21352489000000.0,23914013000000.0,24600673000000.0,21600066000000.0,22898650000000.0,19659590000000.0,22979545000000.0,23288762000000.0,20586334000000.0
2067.0,23810800000000.0,23493945000000.0,24893140000000.0,24328962000000.0,23908870000000.0,17259020000000.0,24236809000000.0,22822460000000.0,22926745000000.0,24266871000000.0,21113128000000.0,23853772000000.0,24514212000000.0,21378300000000.0,22738996000000.0,19428260000000.0,22863006000000.0,23227013000000.0,20340126000000.0
2068.0,23711833000000.0,23387326000000.0,24827690000000.0,24254123000000.0,23767907000000.0,16963837000000.0,24205312000000.0,22673336000000.0,22787385000000.0,24229391000000.0,20862334000000.0,23732509000000.0,24443645000000.0,21171658000000.0,22609820000000.0,19172197000000.0,22697025000000.0,23101280000000.0,20076676000000.0
2069.0,23605902000000.0,23310853000000.0,24756179000000.0,24200744000000.0,23688401000000.0,16600601000000.0,24101480000000.0,22558905000000.0,22633102000000.0,24154672000000.0,20534455000000.0,23666824000000.0,24340561000000.0,20813273000000.0,22412370000000.0,18817774000000.0,22532370000000.0,23024810000000.0,19736107000000.0
2070.0,23518040000000.0,23209976000000.0,24765448000000.0,24173414000000.0,23640727000000.0,16328563000000.0,23988152000000.0,22483558000000.0,22470170000000.0,24125773000000.0,20328154000000.0,23609119000000.0,24273056000000.0,20546471000000.0,22176088000000.0,18471184000000.0,22438908000000.0,22929348000000.0,19564077000000.0
2071.0,23407433000000.0,23041958000000.0,24720443000000.0,24114754000000.0,23521290000000.0,16070906000000.0,23896806000000.0,22256743000000.0,22403300000000.0,24003610000000.0,20218642000000.0,23537824000000.0,24229240000000.0,20285904000000.0,22114592000000.0,18154317000000.0,22343804000000.0,22753787000000.0,19242517000000.0
2072.0,23317596000000.0,22876153000000.0,24666939000000.0,24027058000000.0,23408065000000.0,15738447000000.0,23799846000000.0,22017200000000.0,22195842000000.0,23940215000000.0,19963098000000.0,23478143000000.0,24213860000000.0,20094237000000.0,21872108000000.0,17954578000000.0,22144348000000.0,22610966000000.0,18897982000000.0
2073.0,23246087000000.0,22830708000000.0,24599327000000.0,23974057000000.0,23283125000000.0,15443356000000.0,23693227000000.0,21848744000000.0,22020037000000.0,23850136000000.0,19672714000000.0,23397610000000.0,24124924000000.0,19721389000000.0,21576960000000.0,17691250000000.0,22091728000000.0,22500874000000.0,18635534000000.0
2074.0,23205733000000.0,22649080000000.0,24527870000000.0,23955750000000.0,23181916000000.0,15116669000000.0,23613038000000.0,21678543000000.0,21981355000000.0,23722698000000.0,19368268000000.0,23291987000000.0,24067260000000.0,19463252000000.0,21314056000000.0,17406884000000.0,21821754000000.0,22299372000000.0,18366174000000.0
2075.0,23089652000000.0,22550185000000.0,24510495000000.0,23897724000000.0,23070150000000.0,14732817000000.0,23476320000000.0,21479130000000.0,21844174000000.0,23681126000000.0,19111818000000.0,23149733000000.0,24029105000000.0,19156703000000.0,20979575000000.0,17022453000000.0,21675383000000.0,22256710000000.0,18082520000000.0
2076.0,22991386000000.0,22454267000000.0,24468066000000.0,23823907000000.0,22983008000000.0,14463228000000.0,23434248000000.0,21384151000000.0,21683528000000.0,23549930000000.0,18818750000000.0,23036110000000.0,23958508000000.0,18880339000000.0,20681335000000.0,16659044000000.0,21511025000000.0,22198845000000.0,17754076000000.0
2077.0,22928513000000.0,22391760000000.0,24439950000000.0,23777444000000.0,22915867000000.0,14065739000000.0,23409013000000.0,21105060000000.0,21501697000000.0,23424011000000.0,18591590000000.0,22934035000000.0,23852202000000.0,18656898000000.0,20452768000000.0,16273052000000.0,21376214000000.0,21919087000000.0,17411253000000.0
2078.0,22862082000000.0,22269603000000.0,24381042000000.0,23754546000000.0,22826088000000.0,13762603000000.0,23313494000000.0,20810088000000.0,21389399000000.0,23340186000000.0,18215485000000.0,22867092000000.0,23739188000000.0,18334740000000.0,20259466000000.0,15963398000000.0,21263616000000.0,21777493000000.0,17024589000000.0
2079.0,22725016000000.0,22121615000000.0,24359593000000.0,23701050000000.0,22690052000000.0,13415677000000.0,23271697000000.0,20658445000000.0,21215123000000.0,23240984000000.0,17883858000000.0,22754013000000.0,23643273000000.0,18036942000000.0,20042380000000.0,15646862000000.0,21070237000000.0,21638043000000.0,16669132000000.0
2080.0,22608798000000.0,22028162000000.0,24380185000000.0,23651921000000.0,22574354000000.0,13124924000000.0,23158178000000.0,20481869000000.0,21056226000000.0,23135068000000.0,17506098000000.0,22718987000000.0,23589137000000.0,17760797000000.0,19744020000000.0,15249554000000.0,20941520000000.0,21458790000000.0,16312775000000.0
2081.0,22497607000000.0,21936445000000.0,24373760000000.0,23564970000000.0,22494122000000.0,12770377000000.0,23121168000000.0,20230642000000.0,20913955000000.0,22968814000000.0,17278160000000.0,22628767000000.0,23484007000000.0,17418322000000.0,19445169000000.0,14921263000000.0,20751560000000.0,21154522000000.0,15918560000000.0
2082.0,22420948000000.0,21814850000000.0,24285454000000.0,23491284000000.0,22363683000000.0,12432155000000.0,23074253000000.0,19935873000000.0,20691825000000.0,22836507000000.0,17025867000000.0,22569548000000.0,23392569000000.0,17183839000000.0,18972223000000.0,14586971000000.0,20530487000000.0,20932280000000.0,15556441000000.0
2083.0,22350730000000.0,21603570000000.0,24168702000000.0,23400603000000.0,22243176000000.0,12120314000000.0,22923327000000.0,19708043000000.0,20490203000000.0,22705779000000.0,16745791000000.0,22409984000000.0,23308695000000.0,16843422000000.0,18626946000000.0,14258247000000.0,20358493000000.0,20860587000000.0,15310197000000.0
2084.0,22196011000000.0,21487768000000.0,24152744000000.0,23365876000000.0,22153477000000.0,11793473000000.0,22785517000000.0,19486562000000.0,20350680000000.0,22524096000000.0,16435249000000.0,22285375000000.0,23215852000000.0,16565237000000.0,18283710000000.0,13866125000000.0,20145802000000.0,20623710000000.0,14872209000000.0
2085.0,22054816000000.0,21417030000000.0,24098848000000.0,23293711000000.0,22068911000000.0,11538245000000.0,22649038000000.0,19283304000000.0,20203866000000.0,22383579000000.0,16107378000000.0,22194960000000.0,23181643000000.0,16197483000000.0,18075078000000.0,13451684000000.0,20042264000000.0,20446280000000.0,14516832000000.0
