time,MRI-ESM2-0,UKESM1-0-LL,GFDL-ESM4,IPSL-CM6A-LR
2057.0,737368700.0,491896220.0,1306907600.0,911851900.0
2058.0,810825800.0,460263580.0,1347568500.0,835340000.0
2059.0,738361660.0,411175260.0,1315356900.0,820533760.0
2060.0,683707650.0,399672130.0,1250980600.0,802415400.0
2061.0,660501440.0,374157630.0,1503500900.0,820536960.0
2062.0,665057900.0,361156400.0,1246070400.0,783528450.0
2063.0,633096600.0,332982530.0,1261946200.0,735713400.0
2064.0,676587000.0,316651520.0,1345771300.0,692343600.0
2065.0,610988800.0,297635900.0,1207292400.0,751462500.0
2066.0,621170750.0,284917000.0,1283863900.0,723104450.0
2067.0,642284400.0,274897000.0,1210925400.0,694328640.0
2068.0,702195460.0,292701500.0,1144257500.0,643820100.0
2069.0,709269300.0,265233360.0,1181059800.0,649604740.0
2070.0,627744300.0,273716900.0,1313657900.0,612919940.0
2071.0,601808900.0,251629710.0,1170952600.0,686878100.0
2072.0,558062400.0,243118780.0,1135955700.0,601105700.0
2073.0,534272350.0,237481950.0,1244179100.0,570222300.0
2074.0,607137540.0,234406060.0,1106865000.0,549907900.0
2075.0,605905100.0,232551760.0,1042451140.0,590401660.0
2076.0,553747200.0,219063440.0,1152870700.0,1146096400.0
2077.0,671622400.0,212931280.0,1082318700.0,648305340.0
2078.0,938137800.0,222518460.0,1572903200.0,622202200.0
2079.0,785177000.0,200619120.0,1084672400.0,565778400.0
2080.0,638680640.0,225583310.0,1215744900.0,648094850.0
2081.0,587392700.0,199270100.0,1038106750.0,596992900.0
2082.0,645770000.0,197204080.0,1130160800.0,686758900.0
2083.0,640681900.0,185732880.0,1071008700.0,674413100.0
2084.0,554994100.0,183297440.0,1169486500.0,557732700.0
2085.0,532774300.0,177955230.0,1087571100.0,514705280.0
2086.0,592613760.0,177778800.0,1131337700.0,635555700.0
2087.0,518489630.0,174871420.0,999295700.0,636500860.0
2088.0,547032200.0,172900800.0,1110750500.0,558833000.0
2089.0,595651100.0,202654980.0,1075841900.0,494151740.0
2090.0,501002600.0,180365100.0,993806140.0,507021470.0
2091.0,576776300.0,240018900.0,1084875000.0,494116030.0
2092.0,596043400.0,175324780.0,1044489700.0,475700320.0
2093.0,535499940.0,173118160.0,1045280700.0,481405340.0
2094.0,669007550.0,169522600.0,1047655900.0,574850300.0
2095.0,596293200.0,173545340.0,977932800.0,532386180.0
2096.0,684462500.0,232371310.0,1077025800.0,673353660.0
2097.0,553686000.0,196557150.0,1058682600.0,529315870.0
2098.0,801373400.0,188036450.0,1084183800.0,595555840.0
2099.0,584166900.0,168698270.0,1107999600.0,672928900.0
2100.0,579995200.0,163342340.0,1019619140.0,638747140.0
