time,MPI-ESM-LR,GISS-E2-R,CNRM-CM5,GFDL-CM3,CANESM2,CSIRO-MK3-6-0,CCSM4,IPSL-CM5A-LR,NORESM1-M,GFDL-ESM2G
2024.0,104234780000.0,104019690000.0,104099815000.0,104131445000.0,104167400000.0,104251060000.0,104434680000.0,104188930000.0,104159470000.0,104145820000.0
2025.0,104171370000.0,104018440000.0,104042320000.0,104064890000.0,104047220000.0,104186880000.0,104306900000.0,104299090000.0,104106280000.0,104042560000.0
2026.0,104354505000.0,104014190000.0,104175240000.0,104009820000.0,104272840000.0,104173350000.0,104312450000.0,104114676000.0,104063220000.0,103979440000.0
2027.0,104140350000.0,103922280000.0,103974150000.0,103959960000.0,104043180000.0,104098680000.0,104184730000.0,104039550000.0,103998366000.0,103926596000.0
2028.0,104053760000.0,104138940000.0,104497260000.0,103902200000.0,103964920000.0,104027046000.0,104105430000.0,104029905000.0,103966550000.0,103965690000.0
2029.0,104019620000.0,104290510000.0,103887200000.0,103822770000.0,103869500000.0,103985775000.0,104069670000.0,104075910000.0,103901454000.0,103847400000.0
2030.0,104093370000.0,103935760000.0,103808350000.0,103738310000.0,103801360000.0,103968130000.0,104193470000.0,104119484000.0,103798900000.0,103829905000.0
2031.0,103932200000.0,103879610000.0,103717420000.0,103679540000.0,103753064000.0,103912280000.0,104160830000.0,104328200000.0,103751410000.0,103754980000.0
2032.0,103864680000.0,103789390000.0,103642160000.0,103624410000.0,103766290000.0,103870940000.0,104048410000.0,104004120000.0,103680740000.0,103733860000.0
2033.0,103808280000.0,103847990000.0,103671960000.0,103558920000.0,103677760000.0,103808200000.0,103930360000.0,103920820000.0,103644520000.0,103678616000.0
2034.0,103751975000.0,103678730000.0,103552830000.0,103563090000.0,103597960000.0,103769920000.0,103926006000.0,103897790000.0,103558560000.0,103711425000.0
2035.0,103758440000.0,103737080000.0,103658360000.0,103498460000.0,103543914000.0,103718520000.0,103826600000.0,103829520000.0,103525880000.0,103590480000.0
2036.0,103777804000.0,103707070000.0,103432790000.0,103436730000.0,103553884000.0,103714054000.0,103859580000.0,103741370000.0,103440110000.0,103612720000.0
2037.0,103788670000.0,103564430000.0,103365610000.0,103381250000.0,103463100000.0,103912420000.0,103733390000.0,103710960000.0,103392215000.0,103542010000.0
2038.0,103573820000.0,103476670000.0,103282336000.0,103275370000.0,103416160000.0,103609930000.0,103644500000.0,103634760000.0,103347405000.0,103433855000.0
2039.0,103513490000.0,103438980000.0,103171285000.0,103214160000.0,103298800000.0,103561600000.0,103697736000.0,103597400000.0,103271360000.0,103567080000.0
2040.0,103452100000.0,103399930000.0,103049580000.0,103112740000.0,103203950000.0,103579345000.0,103710380000.0,103521960000.0,103235260000.0,103333260000.0
2041.0,103364080000.0,103319990000.0,103107650000.0,103018620000.0,103110975000.0,103431300000.0,103627950000.0,103457770000.0,103149460000.0,103220390000.0
2042.0,103561190000.0,103264340000.0,102872750000.0,102910616000.0,102973740000.0,103424880000.0,103474320000.0,103378350000.0,103116040000.0,103160030000.0
2043.0,103329630000.0,103167470000.0,102727570000.0,102801500000.0,102890180000.0,103299785000.0,103403000000.0,103268110000.0,102988235000.0,103121690000.0
2044.0,103147670000.0,103073870000.0,102620955000.0,102636640000.0,102777184000.0,103207390000.0,103352795000.0,103191970000.0,102944300000.0,103022940000.0
2045.0,103072890000.0,102898205000.0,102480090000.0,102509175000.0,102668230000.0,103090110000.0,103270425000.0,103204454000.0,102792000000.0,102929875000.0
2046.0,102976995000.0,102760080000.0,102444790000.0,102322274000.0,102456330000.0,103028760000.0,103383450000.0,103219200000.0,102785925000.0,102813340000.0
2047.0,102893950000.0,102643580000.0,102471295000.0,102159690000.0,102452330000.0,103007420000.0,103124795000.0,102976350000.0,102578650000.0,102687250000.0
2048.0,102808855000.0,102484240000.0,102113240000.0,101949270000.0,102160580000.0,102951944000.0,103063400000.0,102895755000.0,102486030000.0,102532880000.0
2049.0,102633900000.0,102299670000.0,102905610000.0,101777500000.0,101967050000.0,102951420000.0,102950530000.0,102826290000.0,102377340000.0,102467715000.0
2050.0,102498060000.0,102192380000.0,102039780000.0,101507740000.0,101847990000.0,102787600000.0,102880215000.0,102702630000.0,102266720000.0,102367764000.0
2051.0,102352230000.0,102132620000.0,101879300000.0,101312770000.0,102310550000.0,102722126000.0,102778270000.0,102596710000.0,102135890000.0,102212215000.0
2052.0,102243960000.0,102176440000.0,101701430000.0,101035950000.0,102131000000.0,102664470000.0,102706760000.0,102408765000.0,101935325000.0,102159150000.0
2053.0,102137635000.0,102002920000.0,101414500000.0,100782090000.0,101605695000.0,102579540000.0,102614910000.0,102283970000.0,101791375000.0,102423380000.0
2054.0,101940440000.0,102198440000.0,101218340000.0,100594810000.0,101538050000.0,102467854000.0,102495390000.0,102144100000.0,101633390000.0,102143705000.0
2055.0,102469230000.0,101814410000.0,101537080000.0,100397965000.0,101230280000.0,102390770000.0,102393350000.0,102059060000.0,101569670000.0,102219520000.0
2056.0,101839570000.0,101617360000.0,100921300000.0,100057720000.0,100884970000.0,102333620000.0,102428790000.0,101917850000.0,101387520000.0,101931745000.0
2057.0,101637070000.0,101534830000.0,100795580000.0,99668574000.0,100746440000.0,102210945000.0,102189580000.0,101715670000.0,101178740000.0,101758840000.0
2058.0,101492110000.0,101399080000.0,100396550000.0,99310740000.0,100524750000.0,102041575000.0,102019660000.0,101508320000.0,100981916000.0,101592690000.0
2059.0,101429530000.0,101433030000.0,100143790000.0,98805604000.0,100341570000.0,101897585000.0,101920465000.0,101293920000.0,100900290000.0,101434070000.0
2060.0,101294875000.0,101071540000.0,99861760000.0,98379540000.0,100004050000.0,101783536000.0,101830770000.0,101054790000.0,100626000000.0,101253980000.0
2061.0,101135980000.0,100819800000.0,99640760000.0,97922654000.0,99722350000.0,101655540000.0,101700820000.0,100787360000.0,100483120000.0,101128430000.0
2062.0,100886150000.0,100709880000.0,99199880000.0,97800180000.0,99536400000.0,101488400000.0,101650730000.0,100639860000.0,100308890000.0,101014110000.0
2063.0,100677410000.0,100529580000.0,98821200000.0,97450560000.0,99274290000.0,101384120000.0,101474040000.0,100396830000.0,100083260000.0,100855310000.0
2064.0,100487980000.0,100305560000.0,98472714000.0,96845520000.0,99027550000.0,101210380000.0,101281730000.0,100046340000.0,99756380000.0,100679490000.0
2065.0,100256520000.0,100111180000.0,98159370000.0,96450570000.0,98741970000.0,101120780000.0,101065060000.0,99732530000.0,99473870000.0,100524245000.0
2066.0,100005760000.0,99835600000.0,97853850000.0,96013670000.0,98465360000.0,101161030000.0,100893360000.0,99524230000.0,99312640000.0,100410040000.0
2067.0,99805480000.0,99573830000.0,97675170000.0,95317480000.0,98751160000.0,100891960000.0,100768430000.0,99697790000.0,98977006000.0,100208400000.0
2068.0,99564540000.0,99419370000.0,97454280000.0,94791260000.0,98035900000.0,100702070000.0,100604190000.0,99112930000.0,98667090000.0,100660010000.0
2069.0,99270110000.0,99072520000.0,97068000000.0,94246110000.0,97418020000.0,100495024000.0,100432490000.0,98773350000.0,98342806000.0,100091790000.0
2070.0,99109250000.0,98894225000.0,96675045000.0,93655880000.0,97928765000.0,100249570000.0,100224180000.0,98548300000.0,98052640000.0,100158200000.0
2071.0,98917650000.0,98748465000.0,96588250000.0,93033610000.0,97439720000.0,100027440000.0,100018420000.0,98210505000.0,97693400000.0,99821240000.0
2072.0,98600034000.0,98600720000.0,96168575000.0,92377270000.0,96461230000.0,99836380000.0,99775660000.0,97846400000.0,97371630000.0,99588250000.0
2073.0,98321610000.0,98473340000.0,95930490000.0,91977810000.0,95913720000.0,99621044000.0,99578100000.0,97427880000.0,97013620000.0,99420570000.0
2074.0,98133066000.0,98308970000.0,95473795000.0,91585010000.0,95479685000.0,99368710000.0,99367830000.0,97045496000.0,96572490000.0,99280626000.0
2075.0,97739430000.0,98376114000.0,95048860000.0,90152760000.0,95248500000.0,99332010000.0,99146030000.0,97277670000.0,96179600000.0,99076780000.0
2076.0,97456180000.0,97791164000.0,94684390000.0,89528890000.0,94797270000.0,98977650000.0,98860880000.0,96364495000.0,95755624000.0,98815270000.0
2077.0,97095530000.0,97414670000.0,94246986000.0,88890680000.0,94327500000.0,98725405000.0,98744400000.0,96070490000.0,95326230000.0,98622770000.0
2078.0,96863150000.0,97064640000.0,93925090000.0,88294920000.0,93845110000.0,98682370000.0,98539010000.0,95581460000.0,95089440000.0,98301690000.0
2079.0,96579770000.0,96696230000.0,93286370000.0,87643365000.0,93331290000.0,98187830000.0,98302890000.0,95201700000.0,94634615000.0,98175160000.0
2080.0,96195420000.0,96271960000.0,92926880000.0,86872930000.0,92847110000.0,97897910000.0,97923080000.0,94718030000.0,94190310000.0,97914600000.0
2081.0,95883040000.0,96060270000.0,92555590000.0,86161770000.0,92383450000.0,97797860000.0,97740730000.0,94590160000.0,93818390000.0,97710285000.0
2082.0,95568380000.0,95624544000.0,92091730000.0,85358710000.0,91868740000.0,97431920000.0,97537820000.0,94353820000.0,93379250000.0,97427380000.0
2083.0,95283630000.0,95392490000.0,91954530000.0,84759480000.0,91297250000.0,97206060000.0,97394520000.0,93937070000.0,92994630000.0,97297550000.0
2084.0,94928550000.0,95407964000.0,92483740000.0,84003950000.0,90803610000.0,96696164000.0,97174830000.0,93562550000.0,92469550000.0,97369014000.0
2085.0,94456860000.0,94803220000.0,91172856000.0,83192990000.0,90332720000.0,96299750000.0,96863390000.0,92901130000.0,92126590000.0,96938060000.0
2086.0,94131020000.0,94762205000.0,90536255000.0,82645210000.0,89719270000.0,95986830000.0,96669704000.0,92269980000.0,91653700000.0,96767280000.0
2087.0,93839640000.0,96204860000.0,89937170000.0,82171930000.0,89272934000.0,95715660000.0,96292766000.0,92258020000.0,91268260000.0,96577020000.0
2088.0,93379310000.0,94944950000.0,89515760000.0,81457830000.0,89453490000.0,95458420000.0,95966850000.0,91884990000.0,90747000000.0,96340270000.0
2089.0,92974450000.0,94548230000.0,89089870000.0,80864030000.0,88296520000.0,95092270000.0,95587115000.0,91231550000.0,90183240000.0,96088790000.0
2090.0,92573150000.0,93666610000.0,88562975000.0,80082840000.0,88218485000.0,94644680000.0,95181940000.0,90814700000.0,89633430000.0,95817900000.0
2091.0,92293710000.0,93318470000.0,87892130000.0,79386900000.0,86997340000.0,94077714000.0,94702400000.0,90462090000.0,89149250000.0,95595390000.0
2092.0,91868090000.0,92966010000.0,87224130000.0,78626330000.0,86481895000.0,93661870000.0,94380480000.0,89790870000.0,88672260000.0,95384674000.0
2093.0,91607785000.0,92549530000.0,86835670000.0,77986380000.0,85660550000.0,93234840000.0,94111450000.0,89349590000.0,88119060000.0,95055530000.0
2094.0,91237370000.0,91991080000.0,86147150000.0,77141950000.0,85091910000.0,92740936000.0,93752790000.0,88630680000.0,87594320000.0,94793960000.0
2095.0,90670190000.0,91545985000.0,85457690000.0,76269216000.0,83918500000.0,92558400000.0,93379450000.0,87901135000.0,86476360000.0,94544675000.0
2096.0,90083530000.0,91143545000.0,84831896000.0,75417810000.0,83214660000.0,92006930000.0,92922640000.0,86801720000.0,85874640000.0,94331680000.0
2097.0,89677150000.0,91159260000.0,84108010000.0,74484580000.0,82686100000.0,91588670000.0,92662800000.0,86351860000.0,85307300000.0,94025840000.0
2098.0,89343705000.0,90516080000.0,84116810000.0,73650390000.0,82025980000.0,91084990000.0,92287780000.0,85561790000.0,84701810000.0,93758720000.0
2099.0,88910220000.0,90271875000.0,83575910000.0,72799535000.0,81237220000.0,91133780000.0,91788620000.0,84711375000.0,84067850000.0,93451870000.0
2100.0,88534570000.0,89640100000.0,82939840000.0,71724540000.0,81157010000.0,89825420000.0,91404870000.0,84373450000.0,83566020000.0,93212295000.0
