time,GFDL-ESM4,MPI-ESM1-2-HR,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0
2040.0,541344700000.0,588676860000.0,429930100000.0,320957900000.0,466178930000.0
2041.0,535901140000.0,574810300000.0,418152300000.0,307288440000.0,448085520000.0
2042.0,517645040000.0,562681940000.0,397357300000.0,294055740000.0,432153230000.0
2043.0,501880980000.0,564135850000.0,381135980000.0,272132830000.0,424847570000.0
2044.0,490417060000.0,546268050000.0,369395500000.0,259868700000.0,404269270000.0
2045.0,474384920000.0,532664160000.0,360455100000.0,241919440000.0,388445270000.0
2046.0,455105150000.0,518556120000.0,345364230000.0,226992750000.0,371317640000.0
2047.0,451824060000.0,507655130000.0,334032760000.0,213980710000.0,365268370000.0
2048.0,449215170000.0,497104700000.0,317551400000.0,200454670000.0,351261700000.0
2049.0,436396800000.0,496613520000.0,309814170000.0,190496110000.0,341348160000.0
2050.0,426192800000.0,487257100000.0,301209060000.0,183177300000.0,334668500000.0
2051.0,421034980000.0,482082720000.0,283699100000.0,174008300000.0,316760520000.0
2052.0,415354260000.0,482148600000.0,274165940000.0,161920750000.0,306107550000.0
2053.0,410594600000.0,469465170000.0,265740440000.0,155351240000.0,299211820000.0
2054.0,404687160000.0,449419480000.0,259854160000.0,143657400000.0,292036020000.0
2055.0,397441270000.0,442488130000.0,249403590000.0,130497900000.0,278378100000.0
2056.0,388993800000.0,433968320000.0,241349980000.0,115917670000.0,269827780000.0
2057.0,378849600000.0,437374300000.0,229397000000.0,106442410000.0,264141240000.0
2058.0,369621100000.0,430735900000.0,225322450000.0,101976605000.0,263485900000.0
2059.0,356942000000.0,427820740000.0,213913060000.0,95606690000.0,254560300000.0
2060.0,351034250000.0,412555670000.0,200594460000.0,86967190000.0,246374800000.0
2061.0,341833200000.0,411340400000.0,201468310000.0,76510200000.0,239521960000.0
2062.0,326616450000.0,411826060000.0,192516770000.0,70623780000.0,233404480000.0
2063.0,317927100000.0,399470460000.0,179915330000.0,65276707000.0,229423710000.0
2064.0,313476900000.0,399368950000.0,169829170000.0,59479400000.0,224789450000.0
2065.0,306976850000.0,395452740000.0,165238600000.0,56369030000.0,216064250000.0
2066.0,305491050000.0,383419650000.0,159439780000.0,52183300000.0,207040200000.0
2067.0,297206580000.0,371265500000.0,155360360000.0,48859580000.0,202043500000.0
2068.0,296284700000.0,364469800000.0,150847260000.0,41783943000.0,201831600000.0
2069.0,290228240000.0,352774230000.0,143463400000.0,38127325000.0,195131740000.0
2070.0,283241380000.0,347554250000.0,133502180000.0,35632886000.0,190382300000.0
2071.0,274648550000.0,335165460000.0,127940760000.0,31146190000.0,188243380000.0
2072.0,269310640000.0,336807720000.0,121574990000.0,28178858000.0,184284180000.0
2073.0,263320930000.0,335708030000.0,116512590000.0,26334441000.0,177557420000.0
2074.0,259300750000.0,329973200000.0,109487340000.0,25305324000.0,178482920000.0
2075.0,251877180000.0,328348240000.0,104091440000.0,22748900000.0,173847840000.0
2076.0,248738660000.0,321972170000.0,100515430000.0,20600880000.0,168794110000.0
2077.0,246261040000.0,314731760000.0,94497120000.0,19287513000.0,164465720000.0
2078.0,241230140000.0,298905370000.0,88501150000.0,17907671000.0,160941110000.0
2079.0,238186460000.0,293527420000.0,86506710000.0,16971612000.0,155455140000.0
2080.0,237132960000.0,289917170000.0,82218700000.0,15474009000.0,147606300000.0
2081.0,232750190000.0,285201140000.0,79193506000.0,14597248000.0,147159550000.0
2082.0,230100420000.0,276875050000.0,73742590000.0,13169226000.0,143689800000.0
2083.0,216847530000.0,279485350000.0,71746355000.0,12012714000.0,143138140000.0
2084.0,216376950000.0,269151370000.0,68665487000.0,11577572000.0,140152050000.0
2085.0,217048320000.0,261343760000.0,66027946000.0,10982082000.0,136886990000.0
2086.0,217984710000.0,255986940000.0,65499394000.0,10654746000.0,132871210000.0
2087.0,211620970000.0,245805190000.0,65395040000.0,9974914000.0,128194626000.0
2088.0,206589870000.0,243832260000.0,63238844000.0,9628064000.0,124697000000.0
2089.0,200639140000.0,240935290000.0,61811122000.0,9530597000.0,120391380000.0
2090.0,198906230000.0,239489550000.0,60117823000.0,8968428000.0,116954730000.0
2091.0,193851210000.0,230037230000.0,57231510000.0,8749085000.0,112328696000.0
2092.0,194305180000.0,229744430000.0,54840850000.0,8919918000.0,109990855000.0
2093.0,193928890000.0,227454480000.0,55466467000.0,8474257000.0,106765620000.0
2094.0,194179250000.0,234087090000.0,54187120000.0,8298526700.0,106552025000.0
2095.0,189216030000.0,229674810000.0,53443977000.0,7933244000.0,104086100000.0
2096.0,187023250000.0,229144480000.0,52622725000.0,7785664000.0,99141290000.0
2097.0,187282750000.0,228475080000.0,53511670000.0,7846492700.0,97939310000.0
2098.0,181456220000.0,226273820000.0,53224470000.0,7701045000.0,96656020000.0
2099.0,180791660000.0,224317390000.0,50555220000.0,7634187300.0,95366370000.0
2100.0,177727780000.0,220676390000.0,48523493000.0,7521595400.0,94112145000.0
