time,BCC-CSM2-MR,FGOALS-F3-L,NORESM2-MM,CANESM5,GFDL-ESM4,MPI-ESM1-2-HR,ACCESS-CM2,MRI-ESM2-0,IPSL-CM6A-LR,CESM2,CAMS-CSM1-0,CESM2-WACCM,EC-EARTH3,EC-EARTH3-VEG,INM-CM4-8,INM-CM5-0,ACCESS-ESM1-5
2026.0,104593830000.0,104513855000.0,104550650000.0,104549490000.0,104613800000.0,104766310000.0,104749840000.0,104508730000.0,104416720000.0,104524580000.0,104576920000.0,104676640000.0,104315660000.0,104407100000.0,104492016000.0,104474410000.0,104438055000.0
2027.0,104557350000.0,104464040000.0,104498250000.0,104521200000.0,104650285000.0,104718200000.0,104592790000.0,104479470000.0,104378050000.0,104485740000.0,104651825000.0,104617500000.0,104238300000.0,104336700000.0,104464170000.0,104406884000.0,104380660000.0
2028.0,104505170000.0,104431450000.0,104451410000.0,104509290000.0,104565890000.0,104610865000.0,104528600000.0,104454280000.0,104328440000.0,104433960000.0,104584390000.0,104575810000.0,104129450000.0,104276680000.0,104432880000.0,104391500000.0,104325040000.0
2029.0,104489850000.0,104396170000.0,104411080000.0,104445430000.0,104591840000.0,104544160000.0,104516040000.0,104382850000.0,104264640000.0,104376910000.0,104528720000.0,104626586000.0,104034620000.0,104222600000.0,104426100000.0,104381050000.0,104261790000.0
2030.0,104443180000.0,104349070000.0,104379654000.0,104392530000.0,104474575000.0,104606010000.0,104428150000.0,104366620000.0,104220610000.0,104323105000.0,104416600000.0,104524070000.0,103936700000.0,104140210000.0,104367740000.0,104310145000.0,104269505000.0
2031.0,104410240000.0,104346250000.0,104314544000.0,104335294000.0,104418130000.0,104484140000.0,104424440000.0,104255630000.0,104151040000.0,104267370000.0,104362230000.0,104488070000.0,103831570000.0,104056930000.0,104429180000.0,104256480000.0,104218600000.0
2032.0,104340260000.0,104255750000.0,104315280000.0,104274490000.0,104387140000.0,104462610000.0,104431665000.0,104203690000.0,104191620000.0,104207580000.0,104301720000.0,104388970000.0,103840850000.0,103948100000.0,104283350000.0,104189075000.0,104124430000.0
2033.0,104249330000.0,104213725000.0,104431520000.0,104174350000.0,104439770000.0,104441766000.0,104419610000.0,104505550000.0,104108360000.0,104128800000.0,104303750000.0,104453180000.0,103724120000.0,103975820000.0,104220615000.0,104221600000.0,104099275000.0
2034.0,104229330000.0,104419115000.0,104221760000.0,104113185000.0,104281240000.0,104330720000.0,104295825000.0,104146120000.0,104082560000.0,104056545000.0,104208015000.0,104349870000.0,103565880000.0,103846930000.0,104167080000.0,104098590000.0,104032450000.0
2035.0,104180690000.0,104137630000.0,104170815000.0,104065740000.0,104237060000.0,104292475000.0,104306370000.0,104061590000.0,103974110000.0,103997840000.0,104245520000.0,104281555000.0,103393540000.0,103771930000.0,104136430000.0,104062220000.0,104191880000.0
2036.0,104115050000.0,104107880000.0,104136560000.0,103958946000.0,104220295000.0,104229210000.0,104232230000.0,104031070000.0,103878650000.0,103909100000.0,104171905000.0,104204940000.0,103205660000.0,103833250000.0,104091940000.0,104050770000.0,103944356000.0
2037.0,104050450000.0,104036020000.0,104149640000.0,103842840000.0,104208520000.0,104399230000.0,104234250000.0,103970685000.0,103915970000.0,103868604000.0,104126865000.0,104089805000.0,103064764000.0,103583244000.0,104016540000.0,103973410000.0,104067826000.0
2038.0,103960400000.0,103974120000.0,104003960000.0,103763640000.0,104102270000.0,104259030000.0,104202215000.0,103870095000.0,104080620000.0,103731225000.0,104157635000.0,104010310000.0,102921520000.0,103538246000.0,103979220000.0,103960600000.0,103913590000.0
2039.0,103930900000.0,103882840000.0,103928910000.0,103705756000.0,104014530000.0,104111630000.0,104060630000.0,103744270000.0,103821640000.0,103589700000.0,104092910000.0,104173710000.0,102648730000.0,103545480000.0,103905230000.0,103849050000.0,103981640000.0
2040.0,103861930000.0,103850830000.0,103907260000.0,103576730000.0,103971490000.0,104021115000.0,103984685000.0,103723830000.0,103669980000.0,103469100000.0,104002250000.0,103952730000.0,102531500000.0,103381680000.0,104005630000.0,103778270000.0,103871920000.0
2041.0,103816880000.0,104121880000.0,103792090000.0,103465520000.0,104221020000.0,103952400000.0,103900120000.0,103728820000.0,103571900000.0,103357240000.0,103981120000.0,103804895000.0,102329210000.0,103325440000.0,103809410000.0,103685960000.0,103711950000.0
2042.0,103937204000.0,104066335000.0,103733270000.0,103403980000.0,103973850000.0,103846640000.0,103837050000.0,103582800000.0,103554925000.0,103188720000.0,104040140000.0,103714860000.0,102119965000.0,103197800000.0,103792340000.0,103579290000.0,103610570000.0
2043.0,103724380000.0,103822480000.0,103589780000.0,103261270000.0,103846550000.0,103776050000.0,103765310000.0,103436680000.0,103477840000.0,103332280000.0,103855160000.0,103696570000.0,101894775000.0,103087096000.0,103758130000.0,103575500000.0,103772360000.0
2044.0,103720255000.0,103679870000.0,103499760000.0,103139290000.0,103775550000.0,103735190000.0,103620870000.0,103338550000.0,103322220000.0,103056196000.0,103827670000.0,103685680000.0,101605196000.0,102954690000.0,103668110000.0,103472950000.0,103490230000.0
2045.0,104687570000.0,103536200000.0,103463060000.0,103016540000.0,103719590000.0,103643170000.0,103568740000.0,103295025000.0,103191960000.0,102900420000.0,103734630000.0,103494780000.0,101432560000.0,102892590000.0,103605370000.0,103467640000.0,103383605000.0
2046.0,103691550000.0,103435030000.0,103368520000.0,102996390000.0,103656230000.0,103617390000.0,103449690000.0,103306040000.0,103191660000.0,102746110000.0,103652065000.0,103375220000.0,101196600000.0,102797560000.0,103473316000.0,103344734000.0,103251690000.0
2047.0,104092300000.0,103507290000.0,103287070000.0,102844040000.0,103583430000.0,103559130000.0,103358390000.0,103247070000.0,103026000000.0,102801424000.0,103629070000.0,103248640000.0,100850524000.0,102585020000.0,103439745000.0,103215090000.0,103193510000.0
2048.0,103511730000.0,103296680000.0,103568744000.0,102738600000.0,103560190000.0,103438750000.0,103184450000.0,103140655000.0,102907216000.0,102519220000.0,103519050000.0,103316726000.0,100512090000.0,102647020000.0,103342825000.0,103294616000.0,103112810000.0
2049.0,103413370000.0,103186310000.0,103187420000.0,102626530000.0,103651100000.0,103624974000.0,103127695000.0,102980690000.0,102754440000.0,102342664000.0,103514600000.0,103101660000.0,100384506000.0,102418020000.0,103276120000.0,103138690000.0,103319175000.0
2050.0,103304990000.0,103098740000.0,103069610000.0,102586880000.0,103434840000.0,103352690000.0,103047160000.0,102840754000.0,102641770000.0,102092990000.0,103428390000.0,103001600000.0,100081435000.0,102323280000.0,103157530000.0,103071340000.0,103052700000.0
2051.0,103149890000.0,102986860000.0,102911500000.0,102352200000.0,103307805000.0,103251510000.0,102906740000.0,102783910000.0,102732780000.0,101955530000.0,103450620000.0,102852490000.0,99817955000.0,102183050000.0,103029965000.0,102999680000.0,102835840000.0
2052.0,103101700000.0,102975170000.0,103224550000.0,102341435000.0,103214670000.0,103265850000.0,102841550000.0,102625740000.0,102383910000.0,101718974000.0,103284410000.0,102736990000.0,99541840000.0,102048420000.0,102988540000.0,102901520000.0,102745680000.0
2053.0,103071960000.0,102847340000.0,102886420000.0,102161390000.0,103120600000.0,103199050000.0,102691920000.0,102591110000.0,102394900000.0,101586490000.0,103256480000.0,102736810000.0,99245410000.0,101994270000.0,102876000000.0,102780630000.0,102654760000.0
2054.0,102897800000.0,102702140000.0,102868680000.0,102075425000.0,103034540000.0,103110670000.0,102595490000.0,102484630000.0,102184580000.0,101245346000.0,103093260000.0,102580675000.0,98927510000.0,101877380000.0,102790816000.0,102652240000.0,102584120000.0
2055.0,102819070000.0,102606540000.0,102733095000.0,101856340000.0,103013420000.0,103054320000.0,102429070000.0,102346770000.0,102604956000.0,101068410000.0,103360150000.0,102344620000.0,98786206000.0,101717510000.0,102705070000.0,102651540000.0,102585660000.0
2056.0,102666355000.0,102594480000.0,102589920000.0,101688270000.0,103020790000.0,102933120000.0,102364120000.0,102171206000.0,102078210000.0,100852800000.0,103251304000.0,102174820000.0,98610300000.0,101661440000.0,102562640000.0,102517980000.0,102520420000.0
2057.0,102795470000.0,102382040000.0,102449700000.0,101461210000.0,102858510000.0,102837900000.0,102128580000.0,102825840000.0,101927715000.0,100631355000.0,103029430000.0,102188810000.0,98287460000.0,101511070000.0,102452950000.0,102385350000.0,102302870000.0
2058.0,102645980000.0,102330150000.0,102338675000.0,101254480000.0,102716520000.0,102758640000.0,102098870000.0,102186850000.0,101932460000.0,100639260000.0,102842786000.0,101966420000.0,97933165000.0,101635260000.0,102723100000.0,102208640000.0,102202650000.0
2059.0,102633400000.0,102270650000.0,102215200000.0,101148820000.0,102629650000.0,102693495000.0,101966290000.0,102178890000.0,101610740000.0,100233780000.0,102857550000.0,101762180000.0,97694650000.0,101207670000.0,102329000000.0,102080225000.0,102010910000.0
2060.0,102930760000.0,102162194000.0,102056485000.0,100871280000.0,102631900000.0,102596940000.0,101839090000.0,101998270000.0,101419410000.0,100120340000.0,102613885000.0,101639710000.0,97433305000.0,101049140000.0,102203520000.0,101952580000.0,101902090000.0
2061.0,102404720000.0,101986796000.0,101931170000.0,100641560000.0,102452990000.0,102505340000.0,101675885000.0,101738500000.0,101130710000.0,99566960000.0,102472830000.0,101489110000.0,97094000000.0,100768130000.0,102052950000.0,101833250000.0,102322820000.0
2062.0,102190520000.0,101873360000.0,101869120000.0,100430760000.0,102273320000.0,102338920000.0,101788590000.0,101509095000.0,100938620000.0,99211690000.0,102388280000.0,101422530000.0,96868700000.0,100743210000.0,101972290000.0,101898160000.0,102240444000.0
2063.0,102098450000.0,101836320000.0,101705190000.0,100261990000.0,102171250000.0,102289730000.0,101419400000.0,101334480000.0,100911420000.0,98918580000.0,102402020000.0,101139830000.0,96573280000.0,100456400000.0,101847785000.0,101654570000.0,101840820000.0
2064.0,101926050000.0,101615935000.0,101599160000.0,100277354000.0,102094130000.0,102212590000.0,101354340000.0,101612960000.0,100701720000.0,98526540000.0,102393480000.0,100948615000.0,96267410000.0,100213550000.0,101754400000.0,101523310000.0,101583110000.0
2065.0,101856756000.0,101576410000.0,101555585000.0,101983290000.0,101959340000.0,102229470000.0,101310020000.0,101131485000.0,100483090000.0,98260980000.0,102233820000.0,101179200000.0,95877276000.0,100056440000.0,101607810000.0,101939855000.0,101563466000.0
2066.0,101666470000.0,101434294000.0,101429420000.0,99974520000.0,101924480000.0,102013034000.0,101013770000.0,100943330000.0,100334830000.0,97950800000.0,102094350000.0,100522205000.0,95730065000.0,99785040000.0,101434970000.0,101387940000.0,101377745000.0
2067.0,101587480000.0,101387390000.0,101315980000.0,99732470000.0,101965324000.0,102039340000.0,100812430000.0,100801600000.0,100192420000.0,97678320000.0,102043950000.0,100246460000.0,95299760000.0,99601600000.0,101275664000.0,101219620000.0,101163290000.0
2068.0,101532420000.0,101217000000.0,101187690000.0,99493000000.0,101757310000.0,102031010000.0,100684050000.0,100657670000.0,99997540000.0,97301790000.0,101843124000.0,99951810000.0,94884120000.0,99314810000.0,101151320000.0,101101650000.0,101034270000.0
2069.0,101321410000.0,101039090000.0,101011580000.0,99183280000.0,101738316000.0,101824270000.0,100769840000.0,100487684000.0,99831120000.0,96995110000.0,101758980000.0,99687460000.0,94567620000.0,99094140000.0,101022210000.0,100950360000.0,100955420000.0
2070.0,101157680000.0,100960040000.0,100880060000.0,99120120000.0,101766504000.0,101888150000.0,100253460000.0,100303150000.0,99729465000.0,96914200000.0,101686130000.0,99357240000.0,94242950000.0,98917820000.0,100914010000.0,100767310000.0,101126180000.0
2071.0,101068760000.0,100765114000.0,100713160000.0,99133645000.0,101722720000.0,101690770000.0,100166795000.0,100141930000.0,99511320000.0,97818190000.0,101645540000.0,99301990000.0,93830230000.0,98637650000.0,101002010000.0,100556650000.0,100957940000.0
2072.0,101614020000.0,100765040000.0,100490380000.0,98823550000.0,101503510000.0,101540790000.0,99936805000.0,99941020000.0,99222400000.0,96306930000.0,101558030000.0,99140080000.0,93362970000.0,98458804000.0,100692790000.0,100463840000.0,100697470000.0
2073.0,100975620000.0,100497660000.0,100344080000.0,98631610000.0,101341454000.0,101388214000.0,99837034000.0,99733010000.0,99057680000.0,96113170000.0,101458960000.0,98823290000.0,92937920000.0,98262830000.0,100497690000.0,100316620000.0,100484900000.0
2074.0,100769735000.0,100320070000.0,100159720000.0,98390426000.0,101249370000.0,101652760000.0,99818570000.0,99676920000.0,98909405000.0,95760410000.0,101324915000.0,98428610000.0,92581850000.0,97920080000.0,100324070000.0,100157000000.0,100472996000.0
2075.0,100684340000.0,100451200000.0,100039000000.0,98119870000.0,101185634000.0,101183660000.0,99467256000.0,99542990000.0,98667274000.0,95380080000.0,101177510000.0,99034240000.0,92210360000.0,97789370000.0,100179430000.0,100014790000.0,100276430000.0
2076.0,100519960000.0,101058840000.0,99890710000.0,97786850000.0,101012800000.0,101057720000.0,99564980000.0,101022500000.0,98788730000.0,94713120000.0,101255530000.0,99108725000.0,91739780000.0,97724740000.0,100033360000.0,99840120000.0,100335590000.0
2077.0,100332660000.0,100259070000.0,99760280000.0,97548935000.0,100987110000.0,101099800000.0,99237690000.0,99911160000.0,98391745000.0,94478740000.0,101007745000.0,98117060000.0,91268730000.0,97536360000.0,99894936000.0,99680170000.0,99966850000.0
2078.0,100324100000.0,99985040000.0,99569790000.0,97299490000.0,100898740000.0,100962410000.0,99048000000.0,99926230000.0,98149820000.0,94217860000.0,100908786000.0,98622685000.0,90912230000.0,97132620000.0,99841970000.0,99560930000.0,100401220000.0
2079.0,100065820000.0,99845720000.0,99578460000.0,97092540000.0,100741186000.0,100821790000.0,98749130000.0,99296805000.0,98013920000.0,93996890000.0,100844814000.0,97502340000.0,90641290000.0,97005420000.0,99639510000.0,99733560000.0,99800195000.0
2080.0,100095430000.0,99685550000.0,99343110000.0,96817775000.0,100625875000.0,100604840000.0,98501730000.0,99564675000.0,98281636000.0,93534360000.0,100670080000.0,97185460000.0,90080630000.0,96756860000.0,99469150000.0,99410350000.0,99617060000.0
2081.0,99770790000.0,99866520000.0,99322710000.0,96958370000.0,100460370000.0,100463520000.0,98255610000.0,99078100000.0,97668180000.0,93125930000.0,100616670000.0,96949530000.0,89675580000.0,96395140000.0,99312670000.0,99231646000.0,99427360000.0
2082.0,99588040000.0,99956280000.0,99222510000.0,96465370000.0,100371140000.0,100758510000.0,98024010000.0,98916620000.0,97702765000.0,92701460000.0,101147845000.0,96782170000.0,89314020000.0,96135350000.0,99210674000.0,99065225000.0,99537980000.0
2083.0,101409480000.0,99398350000.0,99028025000.0,96227434000.0,100214150000.0,100195980000.0,98486080000.0,98767620000.0,97278886000.0,92834456000.0,100398640000.0,96664420000.0,89070740000.0,96559770000.0,99037946000.0,98976980000.0,99287140000.0
2084.0,99354770000.0,99230880000.0,98894720000.0,96048540000.0,100062410000.0,100170605000.0,97889436000.0,98522120000.0,96950300000.0,92809280000.0,100265420000.0,96185880000.0,88510700000.0,95779594000.0,98888640000.0,98792780000.0,99338715000.0
2085.0,99241660000.0,99274334000.0,98705160000.0,95742430000.0,100023394000.0,100175086000.0,97558330000.0,98352200000.0,96739270000.0,92084175000.0,100127244000.0,95912850000.0,88196350000.0,95652405000.0,98830100000.0,98592480000.0,99298380000.0
2086.0,99152670000.0,98913690000.0,98543870000.0,95574040000.0,99807750000.0,100049380000.0,97348490000.0,98337050000.0,96512050000.0,91870010000.0,100035305000.0,95723240000.0,87767260000.0,95591760000.0,98608180000.0,98489350000.0,98853224000.0
2087.0,98861195000.0,99199850000.0,98429305000.0,95283760000.0,99740025000.0,100012190000.0,97372060000.0,98022375000.0,96414370000.0,91258210000.0,100012570000.0,95295970000.0,87329400000.0,95540060000.0,98371540000.0,98255820000.0,98681260000.0
2088.0,98683650000.0,98700345000.0,98237430000.0,95009180000.0,99521640000.0,99698100000.0,97077760000.0,97981260000.0,96110630000.0,90783900000.0,99985130000.0,94926940000.0,86842320000.0,95078154000.0,98276500000.0,98147230000.0,98468320000.0
2089.0,98454780000.0,98490420000.0,98115420000.0,95019610000.0,99404370000.0,99439436000.0,96838380000.0,98226110000.0,95909030000.0,90871840000.0,99782980000.0,94402730000.0,86411650000.0,94710230000.0,98128620000.0,97987140000.0,98317600000.0
2090.0,98381230000.0,98381380000.0,98155920000.0,94818170000.0,99215340000.0,99358290000.0,96656660000.0,97717270000.0,95538520000.0,89999850000.0,99749430000.0,94034860000.0,86109060000.0,94369554000.0,97914495000.0,97882490000.0,98333170000.0
2091.0,98737280000.0,98119475000.0,97916090000.0,94550024000.0,99008610000.0,99195494000.0,96636600000.0,97892630000.0,95263875000.0,90367090000.0,99485670000.0,95032570000.0,85977870000.0,94103590000.0,97750835000.0,97646890000.0,98150910000.0
2092.0,98081480000.0,98104254000.0,97697235000.0,94392410000.0,98868690000.0,99181494000.0,96213180000.0,97480600000.0,95131180000.0,89291410000.0,99393530000.0,93321420000.0,85438340000.0,93972770000.0,97572400000.0,97484300000.0,99199164000.0
2093.0,97944035000.0,97820746000.0,97641050000.0,94127530000.0,98948520000.0,98912480000.0,96024560000.0,97226940000.0,94912455000.0,88721690000.0,99574090000.0,93916380000.0,85015265000.0,93780800000.0,97481800000.0,97388290000.0,97799820000.0
2094.0,97691000000.0,97992600000.0,97490010000.0,94336434000.0,98812090000.0,98815760000.0,95799880000.0,97362560000.0,95122810000.0,88248950000.0,99124625000.0,92869026000.0,84468500000.0,93464890000.0,97376650000.0,97276780000.0,97667146000.0
2095.0,97803640000.0,97593530000.0,97243100000.0,93917370000.0,98950005000.0,98715000000.0,95524300000.0,97754600000.0,94619240000.0,87631820000.0,98968390000.0,92266900000.0,84078354000.0,93209120000.0,98087090000.0,97109470000.0,97439070000.0
2096.0,98177100000.0,97480400000.0,97165140000.0,93418500000.0,98544300000.0,98868430000.0,95224455000.0,97465480000.0,94257750000.0,87266320000.0,99013770000.0,91993820000.0,83775900000.0,92954214000.0,97242990000.0,96957970000.0,97667736000.0
2097.0,97545480000.0,97740620000.0,96939410000.0,93209910000.0,98662030000.0,98462925000.0,95040864000.0,96956146000.0,94118430000.0,86956745000.0,98921080000.0,91992840000.0,83744980000.0,92661510000.0,97164900000.0,97167760000.0,97240880000.0
2098.0,97529290000.0,97593800000.0,96740850000.0,92964920000.0,98238750000.0,98350770000.0,94792540000.0,96640614000.0,93799950000.0,86328890000.0,98759330000.0,91172360000.0,83102170000.0,92303690000.0,96763350000.0,96618970000.0,97163080000.0
2099.0,97618230000.0,97486094000.0,96774090000.0,92710265000.0,97990300000.0,98246950000.0,94416370000.0,96473326000.0,93882410000.0,85842460000.0,99051420000.0,90890360000.0,82627110000.0,91911905000.0,96563044000.0,96510950000.0,97185920000.0
2100.0,97016940000.0,97072860000.0,96382345000.0,92434555000.0,97815430000.0,98320560000.0,94123860000.0,96518250000.0,94454900000.0,85438230000.0,98526950000.0,90598440000.0,81998860000.0,91686210000.0,96349640000.0,96339984000.0,97093020000.0
