time,EC-EARTH3,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,MRI-ESM2-0,CESM2,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR,NORESM2-MM,GFDL-ESM4
2010.0,104958810000.0,104958810000.0,104958810000.0,104958810000.0,104958810000.0,104958810000.0,104958810000.0,104958810000.0,104958810000.0,104958810000.0,104958810000.0,104958810000.0,104958810000.0,104958810000.0
2011.0,104916540000.0,104916540000.0,104916540000.0,104916540000.0,104916540000.0,104916540000.0,104916540000.0,104916540000.0,104916540000.0,104916540000.0,104916540000.0,104916540000.0,104916540000.0,104916540000.0
2012.0,104870110000.0,104870110000.0,104870110000.0,104870110000.0,104870110000.0,104870110000.0,104870110000.0,104870110000.0,104870110000.0,104870110000.0,104870110000.0,104870110000.0,104870110000.0,104870110000.0
2013.0,104803290000.0,104803290000.0,104803290000.0,104803290000.0,104803290000.0,104803290000.0,104803290000.0,104803290000.0,104803290000.0,104803290000.0,104803290000.0,104803290000.0,104803290000.0,104803290000.0
2014.0,106435960000.0,106435960000.0,106435960000.0,106435960000.0,106435960000.0,106435960000.0,106435960000.0,106435960000.0,106435960000.0,106435960000.0,106435960000.0,106435960000.0,106435960000.0,106435960000.0
2015.0,104913990000.0,104913990000.0,104913990000.0,104913990000.0,104913990000.0,104913990000.0,104913990000.0,104913990000.0,104913990000.0,104913990000.0,104913990000.0,104913990000.0,104913990000.0,104913990000.0
2016.0,104764645000.0,104764645000.0,104764645000.0,104764645000.0,104764645000.0,104764645000.0,104764645000.0,104764645000.0,104764645000.0,104764645000.0,104764645000.0,104764645000.0,104764645000.0,104764645000.0
2017.0,104753110000.0,104753110000.0,104753110000.0,104753110000.0,104753110000.0,104753110000.0,104753110000.0,104753110000.0,104753110000.0,104753110000.0,104753110000.0,104753110000.0,104753110000.0,104753110000.0
2018.0,104760620000.0,104760620000.0,104760620000.0,104760620000.0,104760620000.0,104760620000.0,104760620000.0,104760620000.0,104760620000.0,104760620000.0,104760620000.0,104760620000.0,104760620000.0,104760620000.0
2019.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0
2020.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0
2021.0,104778270000.0,104736825000.0,104830820000.0,104725010000.0,104745810000.0,104715500000.0,104752670000.0,104680090000.0,104737325000.0,105382330000.0,104707070000.0,104728450000.0,104741044000.0,104797680000.0
2022.0,104777290000.0,104687350000.0,104747975000.0,104675790000.0,104734260000.0,104624090000.0,104751210000.0,104626950000.0,104634450000.0,104920210000.0,104636380000.0,104660670000.0,104635640000.0,104732770000.0
2023.0,104631796000.0,104688490000.0,104718410000.0,104810890000.0,104759310000.0,104569510000.0,104666740000.0,104565830000.0,104820900000.0,104751110000.0,104614390000.0,104825410000.0,104620210000.0,104731270000.0
2024.0,104625095000.0,104632200000.0,104670570000.0,104641310000.0,104654800000.0,104522200000.0,104633430000.0,104554455000.0,104577300000.0,104696730000.0,104591110000.0,104719770000.0,104579030000.0,104766160000.0
2025.0,104536550000.0,104591390000.0,104622580000.0,104591650000.0,104615480000.0,104462290000.0,104577290000.0,104630570000.0,104536080000.0,104624595000.0,104619704000.0,104587485000.0,104542110000.0,104707300000.0
2026.0,104455120000.0,104558150000.0,104563110000.0,104536690000.0,104630580000.0,104459970000.0,104561070000.0,104532850000.0,104508220000.0,104645796000.0,104560390000.0,104727250000.0,104518000000.0,104609310000.0
2027.0,104407966000.0,104640890000.0,104521030000.0,104533810000.0,104576290000.0,104365700000.0,104519840000.0,104542030000.0,104467186000.0,104732205000.0,104475130000.0,104709850000.0,104489370000.0,104588430000.0
2028.0,104358150000.0,104453775000.0,104491660000.0,104501395000.0,104498990000.0,104350960000.0,104466940000.0,104532580000.0,104422875000.0,104738456000.0,104446680000.0,104611045000.0,104557355000.0,104574640000.0
2029.0,104286330000.0,104680090000.0,104457880000.0,104460930000.0,104836790000.0,104402035000.0,104431200000.0,104422425000.0,104360650000.0,104564646000.0,104424240000.0,104613830000.0,104445410000.0,104535940000.0
2030.0,104225990000.0,105396720000.0,104400950000.0,104403040000.0,104650000000.0,104261030000.0,104354234000.0,104369740000.0,104272150000.0,104529250000.0,104360470000.0,104501270000.0,104416690000.0,104474750000.0
2031.0,104173930000.0,104454880000.0,104356500000.0,104358360000.0,104492830000.0,104197900000.0,104289665000.0,104360075000.0,104212840000.0,104787120000.0,104291690000.0,104494920000.0,104373500000.0,104414260000.0
2032.0,104132490000.0,104303575000.0,104357580000.0,104422050000.0,104426710000.0,104131535000.0,104258290000.0,104352270000.0,104202090000.0,104666415000.0,104268775000.0,104422500000.0,104325870000.0,104354440000.0
2033.0,104070440000.0,104319255000.0,104287830000.0,104281055000.0,104346270000.0,104075270000.0,104223820000.0,104320160000.0,104087230000.0,104477245000.0,104296780000.0,104404574000.0,104274870000.0,104321370000.0
2034.0,104098310000.0,104195810000.0,104232950000.0,104195180000.0,104325540000.0,103988500000.0,104127540000.0,104243360000.0,104051570000.0,104550990000.0,104198906000.0,104329210000.0,104224915000.0,104435925000.0
2035.0,103955910000.0,104135614000.0,104221655000.0,104173480000.0,104240140000.0,103902010000.0,104166510000.0,104171650000.0,103992705000.0,104709430000.0,104124560000.0,104356030000.0,104210390000.0,104263710000.0
2036.0,103806010000.0,104062350000.0,104206510000.0,104127140000.0,104185260000.0,103843960000.0,104032170000.0,104128020000.0,104236930000.0,104339730000.0,104351760000.0,104263025000.0,104135690000.0,104315765000.0
2037.0,103633854000.0,103976730000.0,104123605000.0,104148120000.0,104103080000.0,103674044000.0,103981910000.0,104090420000.0,103990140000.0,104262430000.0,104056020000.0,104216470000.0,104087265000.0,104368720000.0
2038.0,103538150000.0,103966925000.0,104051750000.0,104009060000.0,104013010000.0,103758330000.0,103946450000.0,104039195000.0,103871650000.0,104189140000.0,104105190000.0,104158910000.0,103988110000.0,104179400000.0
2039.0,103501960000.0,103839244000.0,104091070000.0,104080770000.0,103929970000.0,103530180000.0,103855145000.0,103962780000.0,103795270000.0,104056400000.0,104020320000.0,104110930000.0,103882285000.0,104082750000.0
2040.0,103424050000.0,103776805000.0,103998200000.0,103882750000.0,103859170000.0,103467024000.0,103844135000.0,103946400000.0,103743120000.0,104028490000.0,103863340000.0,104050510000.0,103759470000.0,104031490000.0
2041.0,103225975000.0,103722540000.0,103934660000.0,103806910000.0,103779164000.0,103350590000.0,103773830000.0,103874660000.0,103636370000.0,103998360000.0,103748755000.0,103996320000.0,103731830000.0,104017486000.0
2042.0,103024345000.0,103596250000.0,103816690000.0,103746420000.0,103691756000.0,103244490000.0,103870010000.0,103887020000.0,103718280000.0,103916400000.0,103739910000.0,103931570000.0,103656920000.0,103967640000.0
2043.0,102964500000.0,103459774000.0,103774390000.0,103704895000.0,103805530000.0,103159500000.0,103744890000.0,103816585000.0,103503040000.0,103778940000.0,103618240000.0,103898390000.0,103592110000.0,103867690000.0
2044.0,102812600000.0,103290160000.0,103688390000.0,103620710000.0,103672480000.0,103084920000.0,103678190000.0,103733580000.0,103376626000.0,103655280000.0,103571950000.0,103826370000.0,103430640000.0,103772560000.0
2045.0,102744800000.0,103180500000.0,103767680000.0,103544414000.0,103513630000.0,103038760000.0,103591590000.0,103669590000.0,103308304000.0,103525890000.0,103429554000.0,103716200000.0,103419270000.0,104017560000.0
2046.0,102559820000.0,103037034000.0,103611890000.0,103465710000.0,103398790000.0,102935360000.0,103401420000.0,103585220000.0,103870800000.0,103388400000.0,103330234000.0,103607470000.0,103302900000.0,103741470000.0
2047.0,102352765000.0,102914290000.0,103527300000.0,103342014000.0,103322210000.0,102823360000.0,103311516000.0,103525196000.0,103328640000.0,103272630000.0,103387670000.0,103541550000.0,103232240000.0,103690570000.0
2048.0,102159204000.0,102789554000.0,103426064000.0,103262770000.0,103157360000.0,102664280000.0,103292535000.0,103404790000.0,103145290000.0,103106130000.0,103182385000.0,103544560000.0,103116860000.0,103665740000.0
2049.0,101979820000.0,102641435000.0,103352220000.0,103189910000.0,103114840000.0,102466765000.0,103204010000.0,103618960000.0,103005030000.0,102986736000.0,103067760000.0,103467460000.0,103142260000.0,103533030000.0
2050.0,101829026000.0,102473875000.0,103297170000.0,103099370000.0,103009650000.0,102342660000.0,102993230000.0,103255015000.0,102870090000.0,102800070000.0,102902915000.0,103330900000.0,102961910000.0,103460180000.0
2051.0,101519060000.0,102351045000.0,103184510000.0,102959776000.0,102923860000.0,102183030000.0,102864320000.0,103383966000.0,102768320000.0,102725780000.0,102815630000.0,103269410000.0,102864370000.0,103493560000.0
2052.0,101233020000.0,102176610000.0,103166616000.0,103013020000.0,102887090000.0,101993030000.0,102751710000.0,103237080000.0,102777770000.0,102599550000.0,102686370000.0,103132094000.0,102751620000.0,103295900000.0
2053.0,101083324000.0,102023260000.0,103030840000.0,102912030000.0,102958950000.0,101793030000.0,102619955000.0,103201915000.0,102618780000.0,102384810000.0,102595730000.0,103057810000.0,102618450000.0,103224690000.0
2054.0,100811650000.0,101800430000.0,102939720000.0,102729875000.0,102689866000.0,101663154000.0,102514920000.0,103090545000.0,102480820000.0,102132466000.0,102480270000.0,102970150000.0,102582670000.0,103296920000.0
2055.0,100538630000.0,101616340000.0,102918640000.0,102832000000.0,102592365000.0,101312540000.0,102585440000.0,103036174000.0,102348160000.0,101890430000.0,102423420000.0,102855360000.0,102462865000.0,103178510000.0
2056.0,100252066000.0,101297200000.0,102773960000.0,102594855000.0,102473740000.0,101168420000.0,102287974000.0,102929580000.0,102226950000.0,101710275000.0,102391720000.0,102751440000.0,102328074000.0,103016960000.0
2057.0,99911120000.0,101140060000.0,102683700000.0,102529250000.0,102319890000.0,100828135000.0,102083080000.0,102850120000.0,102155305000.0,101448140000.0,102181100000.0,102675830000.0,102242710000.0,102929826000.0
2058.0,99418640000.0,100899110000.0,102639150000.0,102327590000.0,102091145000.0,100497334000.0,101906285000.0,102681610000.0,102009740000.0,101129970000.0,102082810000.0,102595780000.0,102368880000.0,102900760000.0
2059.0,99160330000.0,100581170000.0,102500050000.0,102181100000.0,101929940000.0,100329330000.0,101659754000.0,102578184000.0,101883560000.0,100863440000.0,101945020000.0,102470380000.0,102120055000.0,102813120000.0
2060.0,98828165000.0,100274370000.0,102384080000.0,102124110000.0,101785076000.0,99996490000.0,101384870000.0,102496740000.0,101776330000.0,100568980000.0,101795940000.0,102339445000.0,101971575000.0,102888290000.0
2061.0,98303320000.0,99968460000.0,102295850000.0,101995790000.0,101641850000.0,99789570000.0,101215200000.0,102368575000.0,101668540000.0,100472226000.0,101681504000.0,102328750000.0,101772026000.0,102842810000.0
2062.0,97859550000.0,99755890000.0,102192890000.0,101842700000.0,101451310000.0,99514606000.0,100903780000.0,102337590000.0,101438340000.0,100222690000.0,101589100000.0,102200010000.0,101608810000.0,102735640000.0
2063.0,97373725000.0,99452625000.0,102172934000.0,101697300000.0,101298140000.0,99268590000.0,100619140000.0,102255390000.0,101319926000.0,99975660000.0,101438390000.0,102057770000.0,101516435000.0,102490490000.0
2064.0,96851550000.0,99129720000.0,101996330000.0,101679194000.0,101111410000.0,99138675000.0,100428480000.0,102117140000.0,101324220000.0,100010295000.0,101334560000.0,102149720000.0,101367700000.0,102378450000.0
2065.0,96331145000.0,98837870000.0,101886700000.0,101397004000.0,101093230000.0,98661940000.0,100270570000.0,101975200000.0,101008450000.0,99578585000.0,101212570000.0,101944780000.0,101177770000.0,102374530000.0
2066.0,95962600000.0,98571420000.0,101736550000.0,101336056000.0,100952170000.0,98261770000.0,100218225000.0,101983715000.0,100886454000.0,99227290000.0,101015460000.0,101702795000.0,101083720000.0,102616680000.0
2067.0,95436950000.0,98207840000.0,101603240000.0,101170720000.0,101251400000.0,97937270000.0,100763880000.0,101941090000.0,100890034000.0,98848120000.0,100860260000.0,101520750000.0,100897430000.0,102261550000.0
2068.0,94981915000.0,97870954000.0,101525990000.0,100980900000.0,101557084000.0,97545230000.0,99711310000.0,101863800000.0,100626110000.0,98385880000.0,100691790000.0,101362960000.0,100847690000.0,102094610000.0
2069.0,94575480000.0,97406970000.0,101469660000.0,100877320000.0,101059530000.0,97185840000.0,99408085000.0,101723720000.0,100990190000.0,98047540000.0,100508746000.0,101195840000.0,100642710000.0,101925190000.0
2070.0,94086660000.0,97014930000.0,101328220000.0,100741260000.0,100636705000.0,96934840000.0,99098410000.0,101558540000.0,100410610000.0,97689150000.0,100309970000.0,100936700000.0,100512030000.0,101813790000.0
2071.0,93601200000.0,96616410000.0,101179880000.0,100657940000.0,100511760000.0,96583440000.0,99318530000.0,101502770000.0,100282384000.0,97417445000.0,100097230000.0,100855830000.0,100297480000.0,101713890000.0
2072.0,93189530000.0,96215640000.0,101025240000.0,100503716000.0,100266410000.0,96337910000.0,98660600000.0,101377090000.0,100152650000.0,96873740000.0,99986100000.0,100763255000.0,100212310000.0,101699390000.0
2073.0,92784820000.0,95835070000.0,100894030000.0,100352340000.0,100106630000.0,95817196000.0,98385740000.0,101251965000.0,100101890000.0,96485840000.0,99714785000.0,100635165000.0,100004500000.0,101548710000.0
2074.0,92513030000.0,95723810000.0,100991900000.0,100168300000.0,100304110000.0,95510454000.0,98029240000.0,101091490000.0,100022624000.0,95894270000.0,99540300000.0,100453240000.0,99884160000.0,101325390000.0
2075.0,91899780000.0,95316290000.0,100667154000.0,100036160000.0,99857490000.0,95035610000.0,97636430000.0,100919060000.0,99780665000.0,95561580000.0,99461780000.0,100247060000.0,99770650000.0,101211190000.0
2076.0,91375390000.0,94884100000.0,100662980000.0,99870196000.0,99737450000.0,95272320000.0,97238745000.0,100734610000.0,99637880000.0,95157560000.0,99466900000.0,100095030000.0,99592880000.0,101073610000.0
2077.0,90685520000.0,94427595000.0,100404360000.0,99803610000.0,99456790000.0,94479170000.0,96772770000.0,100625334000.0,99493110000.0,94718180000.0,99177630000.0,99997330000.0,99342590000.0,100877900000.0
2078.0,90020540000.0,93859210000.0,100240420000.0,99667440000.0,99142800000.0,94263520000.0,97259310000.0,100676346000.0,99372280000.0,94149000000.0,98966610000.0,100095664000.0,99099140000.0,100849370000.0
2079.0,89743710000.0,93298710000.0,100087570000.0,99480010000.0,98913430000.0,93964740000.0,96343320000.0,100638520000.0,99439440000.0,93737620000.0,98870000000.0,99946550000.0,98935930000.0,100622670000.0
2080.0,89096330000.0,93031760000.0,99918330000.0,99232500000.0,98664550000.0,93352810000.0,96099760000.0,100313840000.0,99651990000.0,93151180000.0,98687490000.0,99662520000.0,98707120000.0,100519740000.0
2081.0,88436500000.0,92436320000.0,99771420000.0,99053550000.0,98449330000.0,93027640000.0,95590700000.0,100163944000.0,98923490000.0,92574720000.0,98476550000.0,99346940000.0,98488990000.0,100321150000.0
2082.0,88106840000.0,91925450000.0,99626890000.0,98885310000.0,98303820000.0,92820240000.0,94985730000.0,100062100000.0,98739790000.0,92029680000.0,98218660000.0,99228360000.0,98361140000.0,100558620000.0
2083.0,87780790000.0,91472700000.0,99466680000.0,98728100000.0,98890390000.0,92599410000.0,94669070000.0,100130040000.0,98620300000.0,91349025000.0,97973560000.0,98968306000.0,98156160000.0,100332090000.0
2084.0,87165950000.0,90895970000.0,99331250000.0,98449860000.0,98013900000.0,91984620000.0,94309200000.0,99806265000.0,98376390000.0,90614284000.0,97973060000.0,98665810000.0,98010400000.0,100215300000.0
2085.0,86670500000.0,90499424000.0,99202770000.0,98286985000.0,97610146000.0,91482470000.0,93715440000.0,99992945000.0,98182760000.0,90036584000.0,97615000000.0,98382520000.0,97718920000.0,99899425000.0
2086.0,86015160000.0,90200050000.0,99116605000.0,97985585000.0,97836110000.0,91248976000.0,93336000000.0,99585900000.0,98182580000.0,90016104000.0,97456430000.0,98022100000.0,97485720000.0,99947840000.0
2087.0,85429950000.0,89610674000.0,98948820000.0,97851790000.0,97153245000.0,90545230000.0,93155844000.0,99403230000.0,97938825000.0,89163510000.0,97237940000.0,97870670000.0,97642725000.0,99608160000.0
2088.0,84805660000.0,88948710000.0,98756846000.0,97864450000.0,96843900000.0,90031810000.0,94897070000.0,99336544000.0,97733526000.0,88493090000.0,96945780000.0,97621066000.0,97155660000.0,99389770000.0
2089.0,84079570000.0,88399720000.0,98692220000.0,97541095000.0,96512080000.0,89453320000.0,92426230000.0,99230925000.0,97515020000.0,87908040000.0,96629200000.0,97446100000.0,96927170000.0,99302550000.0
2090.0,83517670000.0,87684460000.0,98528230000.0,97382770000.0,97814495000.0,89069700000.0,91797310000.0,99959040000.0,97790020000.0,87235140000.0,96513520000.0,97428330000.0,97145670000.0,99210550000.0
2091.0,83072980000.0,87003430000.0,98455720000.0,97132520000.0,96134046000.0,88728445000.0,91333400000.0,99111110000.0,97163860000.0,86876570000.0,96869520000.0,97136700000.0,96508700000.0,98995330000.0
2092.0,82431740000.0,86103876000.0,98228530000.0,96889680000.0,95850930000.0,87889190000.0,91420020000.0,98767130000.0,96886284000.0,86383700000.0,96471030000.0,96923165000.0,96246570000.0,98751290000.0
2093.0,81734050000.0,85411050000.0,98016860000.0,96678920000.0,95760010000.0,89504440000.0,90558800000.0,98607880000.0,96740340000.0,85793380000.0,96359550000.0,96594510000.0,96001710000.0,98628210000.0
2094.0,81090960000.0,84853750000.0,97951540000.0,96465674000.0,95786480000.0,87374350000.0,89816780000.0,98448320000.0,96511620000.0,85060960000.0,95902360000.0,96429580000.0,95823910000.0,98466250000.0
2095.0,80607730000.0,84337960000.0,97756955000.0,96302700000.0,95259080000.0,86855370000.0,89663240000.0,98397610000.0,96283840000.0,84277710000.0,95668110000.0,96112710000.0,95639070000.0,98362980000.0
2096.0,79911230000.0,84046560000.0,97620500000.0,96170190000.0,96012730000.0,86592690000.0,89109780000.0,98358230000.0,96085656000.0,83719180000.0,95352410000.0,95810716000.0,95517790000.0,98052284000.0
2097.0,79194956000.0,83529620000.0,97487700000.0,95938380000.0,94919550000.0,86803685000.0,88803934000.0,98338900000.0,96019850000.0,83205620000.0,95200140000.0,95552730000.0,95287890000.0,97805780000.0
2098.0,78539150000.0,82802980000.0,97209370000.0,95673830000.0,94557766000.0,85944656000.0,88368460000.0,97927960000.0,95684600000.0,82401150000.0,94877940000.0,95351890000.0,95097030000.0,97701770000.0
2099.0,77849490000.0,82304520000.0,96968790000.0,95474850000.0,95122555000.0,84795880000.0,87855380000.0,99473370000.0,95653855000.0,81586830000.0,94934450000.0,95067190000.0,94794736000.0,97497145000.0
2100.0,77154394000.0,81748890000.0,96917980000.0,95307580000.0,94430010000.0,83992130000.0,87548680000.0,97740420000.0,95797640000.0,80575130000.0,94394340000.0,94712400000.0,94493140000.0,97400560000.0
