time,GISS-E2-R,CSIRO-MK3-6-0,CNRM-CM5,CCSM4,GFDL-CM3,CANESM2,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,MPI-ESM-LR
2026.0,86857860000.0,86893290000.0,87723385000.0,87504550000.0,86500930000.0,86998130000.0,87124880000.0,86889270000.0,87011600000.0,87132320000.0
2027.0,86650020000.0,86857300000.0,87020850000.0,87265160000.0,86225350000.0,86733095000.0,86832460000.0,87141420000.0,86985650000.0,86866215000.0
2028.0,86492530000.0,86591070000.0,86692100000.0,87098474000.0,86019490000.0,86542500000.0,86599836000.0,86793314000.0,86936910000.0,86736170000.0
2029.0,86354450000.0,86560430000.0,86582220000.0,87121960000.0,85649490000.0,86275870000.0,86497870000.0,86550550000.0,86888960000.0,86723210000.0
2030.0,86215614000.0,86421780000.0,86639320000.0,86867900000.0,85411490000.0,86106870000.0,86227616000.0,86520720000.0,87965130000.0,86432470000.0
2031.0,86171720000.0,86272430000.0,88281014000.0,86792510000.0,85040430000.0,85838860000.0,86033040000.0,86103730000.0,86709940000.0,86048890000.0
2032.0,85898510000.0,86407400000.0,86456140000.0,86752700000.0,84643010000.0,85662100000.0,85893300000.0,86409920000.0,86462410000.0,85835770000.0
2033.0,85626044000.0,86939886000.0,86022595000.0,86565230000.0,84296280000.0,85560070000.0,85639920000.0,85668676000.0,86134750000.0,85647690000.0
2034.0,85413890000.0,86077420000.0,85760490000.0,87271900000.0,83887880000.0,85230220000.0,85464590000.0,85342570000.0,87298695000.0,85361530000.0
2035.0,85228180000.0,86005130000.0,86941590000.0,86669206000.0,83434004000.0,85190460000.0,85541360000.0,84945520000.0,86007220000.0,85152570000.0
2036.0,84914440000.0,85947260000.0,85670050000.0,86353470000.0,82942796000.0,84770240000.0,85025270000.0,85119060000.0,85790384000.0,84977885000.0
2037.0,84656860000.0,85800270000.0,85313430000.0,86155076000.0,82408240000.0,84421040000.0,85260380000.0,84388230000.0,85613330000.0,84830290000.0
2038.0,84349346000.0,85398045000.0,85690640000.0,86034790000.0,81790000000.0,84050620000.0,84740874000.0,84006700000.0,85276060000.0,84317240000.0
2039.0,84286510000.0,85084725000.0,84945450000.0,85877550000.0,81217730000.0,83764600000.0,84247510000.0,83474645000.0,85138900000.0,84094770000.0
2040.0,83752120000.0,84810780000.0,84809875000.0,86045510000.0,80647130000.0,83344080000.0,83892270000.0,82964830000.0,84825874000.0,83737076000.0
2041.0,83462150000.0,84700580000.0,84580200000.0,85786650000.0,80019300000.0,83054445000.0,83688790000.0,82925690000.0,84569270000.0,83416380000.0
2042.0,83216155000.0,84513950000.0,84353170000.0,86428746000.0,79373010000.0,82758000000.0,83481170000.0,82244110000.0,84485680000.0,83093100000.0
2043.0,82854126000.0,84427580000.0,83960440000.0,85475940000.0,78704116000.0,82308520000.0,82904785000.0,81740734000.0,84199840000.0,82713680000.0
2044.0,82379570000.0,84055650000.0,83941910000.0,85143994000.0,78111550000.0,81898660000.0,82554720000.0,81330495000.0,83971470000.0,82121100000.0
2045.0,81961490000.0,83656340000.0,83386830000.0,84861070000.0,77446120000.0,81446945000.0,82094090000.0,81047040000.0,83736550000.0,81734386000.0
2046.0,81664680000.0,83332850000.0,83103170000.0,84658260000.0,76621650000.0,80878780000.0,81832790000.0,80384270000.0,83551896000.0,81285100000.0
2047.0,81139990000.0,83167880000.0,83020780000.0,84387684000.0,75844846000.0,80371565000.0,81570250000.0,79651774000.0,83300330000.0,80828840000.0
2048.0,80934445000.0,82793260000.0,82507120000.0,84067880000.0,74928720000.0,79827804000.0,81196340000.0,79497790000.0,82901850000.0,80363690000.0
2049.0,80440115000.0,82585895000.0,82339470000.0,83755360000.0,74073870000.0,79311520000.0,80653550000.0,78709570000.0,82759290000.0,80009310000.0
2050.0,79896320000.0,82353230000.0,83376360000.0,83595100000.0,73143435000.0,78770220000.0,80240420000.0,78027235000.0,82255470000.0,79582220000.0
2051.0,79397470000.0,82070530000.0,84114730000.0,83665355000.0,72399540000.0,78431530000.0,79745990000.0,77600550000.0,82559620000.0,78968760000.0
2052.0,79157215000.0,82036360000.0,83805280000.0,82970395000.0,71529636000.0,78007550000.0,79213090000.0,77170010000.0,81592610000.0,78475370000.0
2053.0,78656580000.0,81564115000.0,81629490000.0,82699740000.0,70680500000.0,77412480000.0,78523360000.0,76386210000.0,82268840000.0,77981720000.0
2054.0,78355970000.0,81141070000.0,80749150000.0,82327820000.0,69871420000.0,76867470000.0,77956270000.0,75770946000.0,81614990000.0,77411434000.0
2055.0,77979610000.0,81499300000.0,80419970000.0,82690950000.0,69047040000.0,76440670000.0,77639600000.0,75028400000.0,80661406000.0,76986670000.0
2056.0,77422000000.0,80839780000.0,79887900000.0,82122410000.0,68276744000.0,75767260000.0,77053590000.0,74280140000.0,80322494000.0,76337360000.0
2057.0,77102890000.0,80478405000.0,79512610000.0,81555320000.0,67414864000.0,74955710000.0,76503474000.0,75934840000.0,79859060000.0,75679560000.0
2058.0,76580160000.0,80104230000.0,78977580000.0,81671850000.0,66563160000.0,74435540000.0,76003940000.0,74136560000.0,79379554000.0,75090150000.0
2059.0,76482280000.0,79715254000.0,78613094000.0,80855210000.0,65646318000.0,73875415000.0,75516290000.0,72705670000.0,78939350000.0,74490500000.0
2060.0,75836110000.0,79429150000.0,78085180000.0,80473090000.0,64703030000.0,73221780000.0,74995650000.0,72069130000.0,78522880000.0,73985580000.0
2061.0,75338040000.0,79263250000.0,77745700000.0,80074380000.0,63872692000.0,72467840000.0,74438320000.0,71643500000.0,78440690000.0,73378980000.0
2062.0,75738010000.0,79042730000.0,77278550000.0,79539740000.0,62957380000.0,71737450000.0,73910990000.0,70818470000.0,77753010000.0,72625610000.0
2063.0,74807820000.0,78889160000.0,76785640000.0,79114120000.0,62105768000.0,70901916000.0,73438044000.0,70112430000.0,77440100000.0,72009190000.0
2064.0,74464410000.0,78839560000.0,75972930000.0,78603780000.0,61296100000.0,70161450000.0,72714990000.0,69596950000.0,76849330000.0,71399390000.0
2065.0,73920500000.0,78241956000.0,75432290000.0,78116530000.0,60298187000.0,69585445000.0,71985850000.0,68873870000.0,76549980000.0,70673465000.0
2066.0,73601925000.0,77992610000.0,74861300000.0,77649970000.0,59295970000.0,68694774000.0,71562330000.0,68348050000.0,76366000000.0,70023600000.0
2067.0,73197220000.0,77288210000.0,74272200000.0,77443840000.0,58359505000.0,68238440000.0,70960350000.0,67890910000.0,75471670000.0,69407425000.0
2068.0,73870040000.0,76921230000.0,73671120000.0,76591960000.0,57385150000.0,67430105000.0,70285840000.0,66917392000.0,75632470000.0,68736614000.0
2069.0,73099590000.0,76426400000.0,73277940000.0,75955850000.0,56421482000.0,66526090000.0,69492285000.0,66163536000.0,75012006000.0,68148260000.0
2070.0,72190640000.0,77562480000.0,72768570000.0,75685000000.0,55413354000.0,65718858000.0,68787470000.0,65427067000.0,74422070000.0,67785155000.0
2071.0,71786710000.0,75814260000.0,73566830000.0,74822420000.0,54509020000.0,65257670000.0,68038100000.0,66681405000.0,74127745000.0,66782425000.0
2072.0,75102560000.0,75484180000.0,72259260000.0,74257550000.0,53494230000.0,64478070000.0,67219497000.0,64447156000.0,73569780000.0,66015474000.0
2073.0,73748450000.0,74839370000.0,71345030000.0,73496535000.0,52669383000.0,63508700000.0,66492785000.0,63489090000.0,72885210000.0,65310413000.0
2074.0,72245650000.0,74308346000.0,70576275000.0,72908810000.0,51709145000.0,62814958000.0,65632485000.0,62780930000.0,72458396000.0,64311520000.0
2075.0,72162435000.0,73900640000.0,69688010000.0,72946024000.0,50709926000.0,61906244000.0,64962888000.0,62354133000.0,71787270000.0,63513453000.0
2076.0,72226590000.0,73763940000.0,69101265000.0,71866610000.0,49777066000.0,61479250000.0,64191582000.0,61293597000.0,71208430000.0,62691970000.0
2077.0,70347070000.0,73119965000.0,69165520000.0,71364670000.0,48892436000.0,60612325000.0,63511933000.0,60563850000.0,70636750000.0,61945614000.0
2078.0,69502340000.0,72798890000.0,69610590000.0,70705490000.0,47807734000.0,59754990000.0,62738250000.0,59873050000.0,70022870000.0,60985917000.0
2079.0,69332100000.0,72044950000.0,69821325000.0,69927125000.0,46865252000.0,58744900000.0,62008060000.0,60038720000.0,69401660000.0,60180650000.0
2080.0,68472558000.0,71210230000.0,67591684000.0,69211680000.0,45832573000.0,57800335000.0,60999393000.0,58808345000.0,68684755000.0,59506823000.0
2081.0,68277430000.0,70626810000.0,66331156000.0,68499358000.0,45049016000.0,56793612000.0,60253030000.0,57972080000.0,68021043000.0,58578350000.0
2082.0,67675950000.0,69838550000.0,65334096000.0,67707590000.0,44261110000.0,56006590000.0,59380900000.0,57320993000.0,67281424000.0,57750710000.0
2083.0,67305927000.0,69193600000.0,64352158000.0,66950574000.0,43218220000.0,55162700000.0,58520093000.0,56909800000.0,66792358000.0,57135610000.0
2084.0,66795240000.0,68454860000.0,64316223000.0,66472657000.0,42162400000.0,54301840000.0,57538843000.0,55976940000.0,66148835000.0,56287560000.0
2085.0,67173550000.0,67718545000.0,62782652000.0,66165576000.0,41147675000.0,53322478000.0,56732774000.0,55180210000.0,65608528000.0,55201820000.0
2086.0,66140330000.0,68033454000.0,64645040000.0,65658536000.0,40202527000.0,52391916000.0,55809876000.0,54318326000.0,64774967000.0,54318110000.0
2087.0,65695228000.0,67051364000.0,61707182000.0,64544666000.0,39311030000.0,51569164000.0,54972854000.0,53642190000.0,64221925000.0,53653350000.0
2088.0,65213530000.0,66492744000.0,60608100000.0,63807627000.0,38354880000.0,50784090000.0,53855474000.0,52762333000.0,63515130000.0,52624790000.0
2089.0,64854530000.0,65815507000.0,59560972000.0,63069684000.0,37467353000.0,49843343000.0,52682230000.0,51923132000.0,62744580000.0,51711414000.0
2090.0,64572256000.0,64916930000.0,58584620000.0,62422438000.0,36503794000.0,48862867000.0,51682880000.0,51053527000.0,62427742000.0,50761028000.0
2091.0,63891104000.0,64197222000.0,58022687000.0,61543535000.0,35635266000.0,47974257000.0,50659344000.0,50338386000.0,61441405000.0,49888313000.0
2092.0,63575850000.0,63274656000.0,57026970000.0,60887437000.0,34891590000.0,47141306000.0,49685586000.0,50032992000.0,60556140000.0,49019850000.0
2093.0,62927757000.0,62576878000.0,59584370000.0,60244780000.0,33937148000.0,46009917000.0,48903420000.0,48563600000.0,59559610000.0,48208187000.0
2094.0,62526075000.0,61638427000.0,55393042000.0,59432340000.0,33239597000.0,45118226000.0,47985620000.0,47733060000.0,59198325000.0,47231664000.0
2095.0,62440280000.0,60920290000.0,54727190000.0,58568114000.0,32273254000.0,44260660000.0,47208202000.0,46613623000.0,58206863000.0,46574866000.0
2096.0,61365330000.0,60167560000.0,53734117000.0,57696790000.0,31403596000.0,43541240000.0,46129533000.0,46019230000.0,57871590000.0,45596738000.0
2097.0,60963520000.0,59316730000.0,53113872000.0,57060106000.0,30659535000.0,42787783000.0,44881826000.0,45531070000.0,56928473000.0,44760334000.0
2098.0,60991980000.0,58441306000.0,51988760000.0,56317320000.0,29913528000.0,41769366000.0,43943090000.0,44598727000.0,57120035000.0,43733877000.0
2099.0,60262510000.0,57686960000.0,51222843000.0,55517990000.0,29107490000.0,40799050000.0,43263496000.0,43691300000.0,55970040000.0,42925507000.0
2100.0,59597000000.0,56719966000.0,52229034000.0,54815910000.0,28228254000.0,40062270000.0,42301014000.0,43633775000.0,55028154000.0,42086502000.0
