time,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,MPI-ESM-LR
2000.0,127060490000.0,127060490000.0,127060490000.0,127060490000.0
2001.0,126535980000.0,126535980000.0,126535980000.0,126535980000.0
2002.0,125861310000.0,125861310000.0,125861310000.0,125861310000.0
2003.0,126739180000.0,126739180000.0,126739180000.0,126739180000.0
2004.0,121760830000.0,121760830000.0,121760830000.0,121760830000.0
2005.0,120207500000.0,120207500000.0,120207500000.0,120207500000.0
2006.0,117569870000.0,117569870000.0,117569870000.0,117569870000.0
2007.0,114309005000.0,114309005000.0,114309005000.0,114309005000.0
2008.0,113466230000.0,113466230000.0,113466230000.0,113466230000.0
2009.0,113532060000.0,113532060000.0,113532060000.0,113532060000.0
2010.0,110938250000.0,110938250000.0,110938250000.0,110938250000.0
2011.0,110245000000.0,110245000000.0,110245000000.0,110245000000.0
2012.0,107330700000.0,107330700000.0,107330700000.0,107330700000.0
2013.0,105662300000.0,105662300000.0,105662300000.0,105662300000.0
2014.0,104576040000.0,104576040000.0,104576040000.0,104576040000.0
2015.0,103936450000.0,103936450000.0,103936450000.0,103936450000.0
2016.0,100363020000.0,100363020000.0,100363020000.0,100363020000.0
2017.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0
2018.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0
2019.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0
2020.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0
2021.0,86905240000.0,87976460000.0,88624054000.0,87626360000.0
2022.0,84514540000.0,83099540000.0,87540105000.0,88138430000.0
2023.0,81326570000.0,81793360000.0,84633000000.0,84672690000.0
2024.0,79984130000.0,80156040000.0,82107590000.0,84782410000.0
2025.0,77533540000.0,76740530000.0,78376260000.0,85266520000.0
2026.0,75248820000.0,73484860000.0,74682370000.0,85904286000.0
2027.0,69331935000.0,72966890000.0,71148010000.0,88577810000.0
2028.0,66343166000.0,67308253000.0,71891850000.0,88067950000.0
2029.0,68069687000.0,63975797000.0,69155100000.0,85451465000.0
2030.0,63582843000.0,63625460000.0,66954310000.0,82939590000.0
2031.0,61659587000.0,61342015000.0,64400010000.0,81196720000.0
2032.0,61060657000.0,58680420000.0,61792020000.0,77027885000.0
2033.0,58697695000.0,54446990000.0,60022360000.0,75736270000.0
2034.0,57006110000.0,52758192000.0,57597903000.0,73389730000.0
2035.0,52792670000.0,50868960000.0,55809434000.0,70424396000.0
2036.0,51982356000.0,48774775000.0,55276655000.0,70225660000.0
2037.0,52168864000.0,49052115000.0,54102630000.0,69529980000.0
2038.0,50404210000.0,46370898000.0,51733602000.0,67255220000.0
2039.0,48747897000.0,45012020000.0,49889497000.0,65136930000.0
2040.0,47716872000.0,44293640000.0,48327980000.0,61672960000.0
2041.0,47047238000.0,43060863000.0,44920140000.0,61564660000.0
2042.0,45253255000.0,42543374000.0,42526110000.0,61300890000.0
2043.0,41406665000.0,42124595000.0,41582290000.0,57809270000.0
2044.0,38699274000.0,40681630000.0,41118376000.0,55037770000.0
2045.0,38214200000.0,38905987000.0,38464504000.0,53750240000.0
2046.0,38316515000.0,38909153000.0,37231140000.0,53121606000.0
2047.0,37707874000.0,35812102000.0,35594590000.0,51814978000.0
2048.0,36166710000.0,34703450000.0,34107775000.0,51203162000.0
2049.0,35437007000.0,32732744000.0,32667775000.0,48788880000.0
2050.0,32190579000.0,30160067000.0,32145197000.0,47468860000.0
2051.0,32100155000.0,28892220000.0,31944276000.0,44326707000.0
2052.0,28939674000.0,29243234000.0,29543215000.0,44532236000.0
2053.0,27749315000.0,28652229000.0,29052172000.0,45793575000.0
2054.0,26808720000.0,27834880000.0,28237689000.0,46735466000.0
2055.0,24566903000.0,27035372000.0,27085550000.0,46422770000.0
2056.0,22032454000.0,26615220000.0,25023130000.0,44578066000.0
2057.0,21332441000.0,25915298000.0,25125857000.0,45050600000.0
2058.0,20151792000.0,24832510000.0,24146360000.0,43791010000.0
2059.0,19813562000.0,24411038000.0,23566432000.0,41858322000.0
2060.0,18849544000.0,22891830000.0,22553100000.0,41527673000.0
2061.0,18049614000.0,22302394000.0,23121136000.0,40519040000.0
2062.0,16913571000.0,21323990000.0,21685606000.0,39813540000.0
2063.0,15302259000.0,20163308000.0,21106227000.0,37300980000.0
2064.0,13974102000.0,19874048000.0,20902672000.0,36219113000.0
2065.0,12400380000.0,19351996000.0,20629311000.0,36666220000.0
2066.0,11405907000.0,18839233000.0,19416259000.0,35110744000.0
2067.0,10730948000.0,18291696000.0,18927153000.0,36835275000.0
2068.0,10342944000.0,17488083000.0,18267128000.0,35721680000.0
2069.0,10221842000.0,16590445000.0,17444830000.0,36201935000.0
2070.0,9419545000.0,15441919000.0,17160621000.0,34887520000.0
2071.0,8458153000.0,14793288000.0,16478265000.0,35013927000.0
2072.0,8121232400.0,14021416000.0,16297853000.0,33734945000.0
2073.0,7701616600.0,13659727000.0,15866895000.0,33560058000.0
2074.0,7015645000.0,13309977000.0,15384526000.0,32981363000.0
2075.0,6819580400.0,12549561000.0,15303660000.0,31393534000.0
2076.0,6974594600.0,11727202000.0,14832173000.0,31255640000.0
2077.0,6970784000.0,11582271000.0,14851925000.0,31758470000.0
2078.0,7010268700.0,11550215000.0,14694370000.0,30913292000.0
2079.0,6451415600.0,10742295000.0,14929026000.0,30122043000.0
2080.0,6496861000.0,11101991000.0,14727180000.0,30903847000.0
2081.0,6247722500.0,10639916000.0,14524392000.0,30022169000.0
2082.0,5871841000.0,10949288000.0,14235528000.0,29001255000.0
2083.0,5581882000.0,11376615000.0,14162998000.0,28559129000.0
2084.0,5724714000.0,11161557000.0,14215831000.0,28199834000.0
2085.0,5512528000.0,10700568000.0,13911333000.0,28433508000.0
2086.0,5129837600.0,11369310000.0,13893649000.0,28049562000.0
2087.0,4815442400.0,11176326000.0,13759872000.0,26451235000.0
2088.0,4561501000.0,11228348000.0,12861843000.0,26366564000.0
2089.0,4483458600.0,10576151000.0,12732521000.0,24615145000.0
2090.0,4221381000.0,10738216000.0,12543655000.0,23842240000.0
2091.0,3823103200.0,10166837000.0,12795282000.0,23041352000.0
2092.0,4055001000.0,9617077000.0,12602611000.0,21477857000.0
2093.0,3947889400.0,9634703000.0,12019838000.0,19984130000.0
2094.0,4042907400.0,9762682000.0,11774062000.0,19751848000.0
2095.0,3948053200.0,9734702000.0,11555966000.0,19162440000.0
2096.0,3652062200.0,9246743000.0,11274797000.0,19153394000.0
2097.0,3433423600.0,8976724000.0,10709795000.0,18729236000.0
2098.0,3452818000.0,8555519000.0,10593268000.0,17904777000.0
2099.0,3235654000.0,8355774000.0,10926345000.0,17955033000.0
2100.0,2979058000.0,8260927500.0,10592145000.0,16483316000.0
2101.0,2673618400.0,8384149500.0,10489977000.0,15624739000.0
2102.0,2619974700.0,7785917400.0,10676684000.0,14705723000.0
2103.0,2599003000.0,7951518700.0,10692460000.0,14597327000.0
2104.0,2395233300.0,7877007000.0,10474569000.0,14830431000.0
2105.0,2315908600.0,7791230000.0,10728463000.0,14483122000.0
2106.0,2070117200.0,7880129000.0,10281975000.0,15457037000.0
