time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2000.0,127060490000.0,127060490000.0,127060490000.0
2001.0,126535980000.0,126535980000.0,126535980000.0
2002.0,125861310000.0,125861310000.0,125861310000.0
2003.0,126739180000.0,126739180000.0,126739180000.0
2004.0,121760830000.0,121760830000.0,121760830000.0
2005.0,120207500000.0,120207500000.0,120207500000.0
2006.0,117569870000.0,117569870000.0,117569870000.0
2007.0,114309005000.0,114309005000.0,114309005000.0
2008.0,113466230000.0,113466230000.0,113466230000.0
2009.0,113532060000.0,113532060000.0,113532060000.0
2010.0,110938250000.0,110938250000.0,110938250000.0
2011.0,110245000000.0,110245000000.0,110245000000.0
2012.0,107330700000.0,107330700000.0,107330700000.0
2013.0,105662300000.0,105662300000.0,105662300000.0
2014.0,104576040000.0,104576040000.0,104576040000.0
2015.0,103936450000.0,103936450000.0,103936450000.0
2016.0,100363020000.0,100363020000.0,100363020000.0
2017.0,98438950000.0,98438950000.0,98438950000.0
2018.0,95559836000.0,95559836000.0,95559836000.0
2019.0,92063570000.0,92063570000.0,92063570000.0
2020.0,89709720000.0,89709720000.0,89709720000.0
2021.0,85298540000.0,87826510000.0,82190320000.0
2022.0,86355526000.0,85372230000.0,78626510000.0
2023.0,82232620000.0,83113600000.0,73220300000.0
2024.0,81344225000.0,83582830000.0,71793430000.0
2025.0,80898564000.0,84413790000.0,68308490000.0
2026.0,78246980000.0,84250790000.0,66683480000.0
2027.0,78242870000.0,83365814000.0,65433186000.0
2028.0,76043280000.0,81936040000.0,65940005000.0
2029.0,73016660000.0,78632680000.0,60724793000.0
2030.0,71984060000.0,76629400000.0,59874380000.0
2031.0,69774330000.0,75043570000.0,56061243000.0
2032.0,68116790000.0,69085405000.0,54199330000.0
2033.0,64176447000.0,65975110000.0,52965753000.0
2034.0,61558088000.0,63559987000.0,51042505000.0
2035.0,59568920000.0,59708027000.0,51496018000.0
2036.0,58114870000.0,56551432000.0,49455927000.0
2037.0,54736822000.0,52537508000.0,47288890000.0
2038.0,51111596000.0,51888534000.0,47132690000.0
2039.0,48613974000.0,47793280000.0,46480960000.0
2040.0,46770790000.0,46998620000.0,42822430000.0
2041.0,44011696000.0,45944930000.0,42177438000.0
2042.0,42108810000.0,44779500000.0,40061940000.0
2043.0,40572408000.0,42636680000.0,38013833000.0
2044.0,37725094000.0,41127277000.0,37457043000.0
2045.0,36893348000.0,37488800000.0,36114833000.0
2046.0,34163268000.0,36955935000.0,35015287000.0
2047.0,31843654000.0,34910440000.0,33757475000.0
2048.0,29570382000.0,34140983000.0,32260280000.0
2049.0,28434354000.0,32864946000.0,31173591000.0
2050.0,26932697000.0,30998360000.0,30506370000.0
2051.0,25101945000.0,30096636000.0,29405647000.0
2052.0,23736371000.0,28280310000.0,28124652000.0
2053.0,22604669000.0,28257042000.0,26648420000.0
2054.0,19939238000.0,25985032000.0,25110497000.0
2055.0,17896770000.0,23253320000.0,24043043000.0
2056.0,16418113000.0,21791523000.0,22576351000.0
2057.0,14340342000.0,20575087000.0,21006640000.0
2058.0,12811062000.0,18661347000.0,20979247000.0
2059.0,10744376000.0,18131603000.0,19298363000.0
2060.0,9280522000.0,16174394000.0,17890183000.0
2061.0,8228615700.0,14667981000.0,16480806000.0
2062.0,7103302700.0,14606686000.0,15709306000.0
2063.0,5837266400.0,14925909000.0,15071881000.0
2064.0,4849690000.0,13911727000.0,14719864000.0
2065.0,3986578700.0,13056288000.0,14422366000.0
2066.0,3693442000.0,11793310000.0,12675463000.0
2067.0,3193207600.0,10961810000.0,11913180000.0
2068.0,2559276000.0,10520550000.0,10876312000.0
2069.0,2158952000.0,10210257000.0,10576197000.0
2070.0,1869909000.0,9683539000.0,10061985000.0
2071.0,1772610200.0,8967263000.0,9575538000.0
2072.0,1521115300.0,8382542300.0,9532034000.0
2073.0,1406177500.0,7474116600.0,9012074000.0
2074.0,1207207000.0,7054323000.0,8723067000.0
2075.0,1110770300.0,7373146600.0,7786349600.0
2076.0,971102100.0,6908307500.0,7308579000.0
2077.0,930499460.0,6412007000.0,6887771600.0
2078.0,812428400.0,6370126000.0,6699172000.0
2079.0,788672450.0,6200500000.0,6637597700.0
2080.0,779277060.0,5978748400.0,6424771600.0
2081.0,660109060.0,5784052700.0,5955713500.0
2082.0,643257150.0,5510124500.0,5692345300.0
2083.0,618328700.0,4869167000.0,5528736300.0
2084.0,626272640.0,4550145000.0,5379193000.0
2085.0,576676030.0,4299901000.0,4749416400.0
2086.0,533722940.0,3675558100.0,4342974500.0
2087.0,505387550.0,2988618200.0,4201233400.0
2088.0,460965220.0,2621912300.0,3917923000.0
2089.0,430960420.0,2222485200.0,3571030000.0
2090.0,415845340.0,2098642400.0,3333938200.0
2091.0,395150700.0,1779738200.0,3206852000.0
2092.0,368969950.0,1739625500.0,2901869000.0
2093.0,349696500.0,1554431100.0,2716675800.0
