time,NORESM1-M,MPI-ESM-LR,CANESM2,CCSM4,IPSL-CM5A-LR,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,CNRM-CM5,GFDL-CM3,GFDL-ESM2G
2062.0,40867046000000.0,43016765000000.0,39404324000000.0,40189440000000.0,40896090000000.0,39590644000000.0,36796740000000.0,42620900000000.0,38514167000000.0,44595100000000.0,43259800000000.0
2063.0,40826172000000.0,43034280000000.0,39265405000000.0,40053990000000.0,40840390000000.0,39470400000000.0,36459210000000.0,42576296000000.0,38375185000000.0,44607360000000.0,43224027000000.0
2064.0,40761526000000.0,43049124000000.0,39164523000000.0,39930345000000.0,40767297000000.0,39272497000000.0,36220214000000.0,42444850000000.0,38226210000000.0,44668640000000.0,43185716000000.0
2065.0,40726110000000.0,43000512000000.0,39045390000000.0,39806055000000.0,40722426000000.0,39112870000000.0,36031575000000.0,42385787000000.0,38038180000000.0,44557610000000.0,43165726000000.0
2066.0,40663815000000.0,42931554000000.0,38745374000000.0,39777093000000.0,40589513000000.0,39056377000000.0,35787886000000.0,42308730000000.0,37873780000000.0,44513490000000.0,43191990000000.0
2067.0,40523240000000.0,42993000000000.0,38620145000000.0,39778565000000.0,40565526000000.0,38933207000000.0,35544554000000.0,42229947000000.0,37691454000000.0,44549820000000.0,43186040000000.0
2068.0,40518920000000.0,42932060000000.0,38408920000000.0,39677340000000.0,40486325000000.0,38845520000000.0,35344740000000.0,42196690000000.0,37524857000000.0,44555936000000.0,43190317000000.0
2069.0,40315300000000.0,42889774000000.0,38233280000000.0,39634460000000.0,40363940000000.0,38750793000000.0,35184550000000.0,42250927000000.0,37362550000000.0,44503340000000.0,43145367000000.0
2070.0,40314090000000.0,42858550000000.0,38230520000000.0,39482225000000.0,40307930000000.0,38683504000000.0,35028786000000.0,42218543000000.0,37059406000000.0,44528275000000.0,43196570000000.0
2071.0,40355265000000.0,42806106000000.0,38110742000000.0,39390294000000.0,40240670000000.0,38562340000000.0,34743024000000.0,42050920000000.0,36849993000000.0,44475494000000.0,43207330000000.0
2072.0,40311870000000.0,42766743000000.0,38077190000000.0,39283633000000.0,40065960000000.0,38386216000000.0,34501552000000.0,41908170000000.0,36571410000000.0,44558570000000.0,43242234000000.0
2073.0,40221823000000.0,42790273000000.0,37928173000000.0,39225995000000.0,40025803000000.0,38330255000000.0,34242891000000.0,41942612000000.0,36445660000000.0,44542812000000.0,43265764000000.0
2074.0,40169200000000.0,42751440000000.0,37861563000000.0,39153526000000.0,39950210000000.0,38229260000000.0,34003118000000.0,41870320000000.0,36359260000000.0,44480627000000.0,43262044000000.0
2075.0,40013845000000.0,42733457000000.0,37832605000000.0,39011473000000.0,39859754000000.0,38180816000000.0,33875451000000.0,41845338000000.0,36098315000000.0,44461350000000.0,43334567000000.0
2076.0,39955477000000.0,42749570000000.0,37832930000000.0,38816006000000.0,39754720000000.0,38072553000000.0,33667127000000.0,41818847000000.0,35948675000000.0,44435640000000.0,43351957000000.0
2077.0,39895867000000.0,42743754000000.0,37764280000000.0,38757294000000.0,39518237000000.0,37957638000000.0,33462373000000.0,41727280000000.0,35736535000000.0,44338873000000.0,43358353000000.0
2078.0,39886787000000.0,42649323000000.0,37722454000000.0,38649207000000.0,39379970000000.0,37856446000000.0,33378743000000.0,41632276000000.0,35477248000000.0,44256593000000.0,43420274000000.0
2079.0,39868617000000.0,42639223000000.0,37707120000000.0,38483160000000.0,39210183000000.0,37759920000000.0,33158297000000.0,41529910000000.0,35291440000000.0,44165190000000.0,43407225000000.0
2080.0,39897457000000.0,42638390000000.0,37672130000000.0,38371630000000.0,39031480000000.0,37536980000000.0,32740766000000.0,41498247000000.0,35059931000000.0,44127417000000.0,43445138000000.0
2081.0,39846416000000.0,42604720000000.0,37565090000000.0,38282038000000.0,38782320000000.0,37373115000000.0,32543672000000.0,41397770000000.0,34847580000000.0,44146253000000.0,43490977000000.0
2082.0,39721737000000.0,42575533000000.0,37549553000000.0,38131510000000.0,38675930000000.0,37291997000000.0,32388747000000.0,41342525000000.0,34686180000000.0,44194740000000.0,43514335000000.0
2083.0,39558140000000.0,42591100000000.0,37512475000000.0,38037497000000.0,38487256000000.0,37114503000000.0,32255966000000.0,41299357000000.0,34451938000000.0,44191577000000.0,43549207000000.0
2084.0,39362293000000.0,42515487000000.0,37373983000000.0,37932015000000.0,38380410000000.0,36952737000000.0,32125145000000.0,41269506000000.0,34349295000000.0,44223626000000.0,43530194000000.0
2085.0,39313810000000.0,42536410000000.0,37241955000000.0,37829577000000.0,38268670000000.0,36823790000000.0,31916230000000.0,41166746000000.0,34208773000000.0,44244815000000.0,43563446000000.0
2086.0,39276885000000.0,42523100000000.0,37121040000000.0,37808670000000.0,38131223000000.0,36657110000000.0,31722542000000.0,41047036000000.0,34007964000000.0,44253240000000.0,43588096000000.0
2087.0,39291573000000.0,42563487000000.0,37012606000000.0,37644625000000.0,38037564000000.0,36410954000000.0,31591408000000.0,40972117000000.0,33801707000000.0,44268593000000.0,43635886000000.0
2088.0,39249170000000.0,42596130000000.0,37008404000000.0,37667996000000.0,37864970000000.0,36244420000000.0,31360540000000.0,40886370000000.0,33620184000000.0,44293146000000.0,43676793000000.0
2089.0,39192430000000.0,42610200000000.0,36969627000000.0,37576786000000.0,37725625000000.0,36077970000000.0,31160999000000.0,40813627000000.0,33410261000000.0,44215610000000.0,43665666000000.0
2090.0,39092344000000.0,42619420000000.0,36863105000000.0,37464576000000.0,37666893000000.0,35923933000000.0,30950365000000.0,40802915000000.0,33294993000000.0,44170130000000.0,43642304000000.0
2091.0,39088200000000.0,42579170000000.0,36754912000000.0,37390794000000.0,37584953000000.0,35801920000000.0,30729434000000.0,40782780000000.0,33087726000000.0,44124997000000.0,43678230000000.0
2092.0,39006864000000.0,42599872000000.0,36609270000000.0,37338336000000.0,37471316000000.0,35614834000000.0,30544402000000.0,40729796000000.0,32975719000000.0,44006856000000.0,43732450000000.0
2093.0,39036656000000.0,42551250000000.0,36477300000000.0,37196833000000.0,37256513000000.0,35490753000000.0,30297200000000.0,40650385000000.0,32796769000000.0,43866472000000.0,43705450000000.0
2094.0,38977100000000.0,42611870000000.0,36288904000000.0,37086573000000.0,37235454000000.0,35306674000000.0,30127160000000.0,40618735000000.0,32653753000000.0,43877436000000.0,43723010000000.0
2095.0,38942530000000.0,42581530000000.0,36166880000000.0,37040553000000.0,37203183000000.0,35143650000000.0,29965364000000.0,40596102000000.0,32402898000000.0,43814836000000.0,43686090000000.0
2096.0,38968196000000.0,42538124000000.0,36092510000000.0,36905526000000.0,37163330000000.0,34923528000000.0,29734015000000.0,40583070000000.0,32225297000000.0,43769873000000.0,43650450000000.0
2097.0,38865973000000.0,42432876000000.0,35999190000000.0,36808390000000.0,37120824000000.0,34787710000000.0,29519925000000.0,40496650000000.0,32038562000000.0,43740350000000.0,43677557000000.0
2098.0,38862374000000.0,42389666000000.0,35879058000000.0,36709727000000.0,37018596000000.0,34581032000000.0,29330480000000.0,40452573000000.0,31875182000000.0,43712710000000.0,43695270000000.0
2099.0,38788747000000.0,42283462000000.0,35787740000000.0,36622054000000.0,37003098000000.0,34388952000000.0,29078583000000.0,40344457000000.0,31759951000000.0,43673270000000.0,43731490000000.0
2100.0,38661215000000.0,42239480000000.0,35651924000000.0,36579733000000.0,36969527000000.0,34223983000000.0,28821363000000.0,40166886000000.0,31658118000000.0,43498863000000.0,43763968000000.0
