time,UKESM1-0-LL,MPI-ESM1-2-HR,MRI-ESM2-0,IPSL-CM6A-LR,GFDL-ESM4
2000.0,2602306600.0,2602306600.0,2602306600.0,2602306600.0,2602306600.0
2001.0,2557952000.0,2557952000.0,2557952000.0,2557952000.0,2557952000.0
2002.0,2615186400.0,2615186400.0,2615186400.0,2615186400.0,2615186400.0
2003.0,2572791300.0,2572791300.0,2572791300.0,2572791300.0,2572791300.0
2004.0,2507515100.0,2507515100.0,2507515100.0,2507515100.0,2507515100.0
2005.0,2541930000.0,2541930000.0,2541930000.0,2541930000.0,2541930000.0
2006.0,2490418700.0,2490418700.0,2490418700.0,2490418700.0,2490418700.0
2007.0,2476607200.0,2476607200.0,2476607200.0,2476607200.0,2476607200.0
2008.0,2453716700.0,2453716700.0,2453716700.0,2453716700.0,2453716700.0
2009.0,2440313000.0,2440313000.0,2440313000.0,2440313000.0,2440313000.0
2010.0,2477528000.0,2477528000.0,2477528000.0,2477528000.0,2477528000.0
2011.0,2456699400.0,2456699400.0,2456699400.0,2456699400.0,2456699400.0
2012.0,2401347600.0,2401347600.0,2401347600.0,2401347600.0,2401347600.0
2013.0,2423956000.0,2423956000.0,2423956000.0,2423956000.0,2423956000.0
2014.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0
2015.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0
2016.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0
2017.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0
2018.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0
2019.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0
2020.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0
2021.0,2300346000.0,2393720300.0,2276681700.0,2336047900.0,2346239500.0
2022.0,2257225500.0,2335245300.0,2297498000.0,2308193000.0,2341230300.0
2023.0,2209332500.0,2302171000.0,2256145400.0,2284441300.0,2313630700.0
2024.0,2168492000.0,2281341400.0,2192968400.0,2228376300.0,2259555800.0
2025.0,2151197400.0,2223205600.0,2148816100.0,2208823800.0,2273676500.0
2026.0,2088877000.0,2241706200.0,2092412500.0,2185668600.0,2240479200.0
2027.0,2032749200.0,2285705500.0,2034077400.0,2167357200.0,2255074000.0
2028.0,1988441100.0,2183140600.0,1990072700.0,2075168000.0,2250220000.0
2029.0,1906607100.0,2125986300.0,1929764900.0,2067146500.0,2155712500.0
2030.0,1903167100.0,2258627800.0,1902981000.0,1995217200.0,2177736000.0
2031.0,1790885100.0,2074053400.0,1831140900.0,1979968000.0,2182514400.0
2032.0,1681247600.0,2050868600.0,1748911400.0,2014857200.0,2082831200.0
2033.0,1603819600.0,2010927900.0,1681900300.0,1944154100.0,2148229000.0
2034.0,1525327400.0,1965117800.0,1620156900.0,1827083400.0,2021449000.0
2035.0,1446880900.0,2043676400.0,1556855400.0,1771769000.0,2021223400.0
2036.0,1370337700.0,1897410800.0,1524527100.0,1723754000.0,1981040600.0
2037.0,1288391000.0,1860538800.0,1461539300.0,1750569100.0,1960250200.0
2038.0,1228635900.0,1841610100.0,1372307500.0,1679979900.0,1902370200.0
2039.0,1160976000.0,1798132600.0,1308679700.0,1650190500.0,1926228700.0
2040.0,1046479940.0,1759013600.0,1243518000.0,1572371100.0,1913892400.0
2041.0,989262900.0,1698762900.0,1163899000.0,1476905500.0,1871990500.0
2042.0,903410240.0,1717659300.0,1139054500.0,1430964200.0,1773118300.0
2043.0,843693100.0,1629383200.0,1062331900.0,1360999800.0,1749789200.0
2044.0,778188740.0,1630460700.0,1015911040.0,1278787200.0,1873995800.0
2045.0,716883200.0,1583605800.0,970539800.0,1273862500.0,1697172700.0
2046.0,663488960.0,1520252900.0,897895700.0,1176209800.0,1649208400.0
2047.0,613330800.0,1607567400.0,840391200.0,1119813400.0,1643399400.0
2048.0,541030200.0,1473000200.0,793487000.0,1077532300.0,1565808800.0
2049.0,486625700.0,1409817700.0,767977800.0,994252740.0,1503959300.0
2050.0,445367140.0,1352382300.0,737502300.0,925709900.0,1458723500.0
2051.0,398718660.0,1312610400.0,708025660.0,864768400.0,1464597100.0
2052.0,363615300.0,1269197400.0,678119700.0,814284860.0,1383821400.0
2053.0,331245300.0,1211867100.0,652756160.0,792712200.0,1348180600.0
2054.0,308046850.0,1163274500.0,633203500.0,718333500.0,1324479900.0
2055.0,281756770.0,1162705200.0,657592200.0,668989200.0,1294112400.0
2056.0,249053570.0,1103581800.0,582547200.0,618159040.0,1252952000.0
2057.0,232660380.0,1056638140.0,556415550.0,570255040.0,1203297300.0
2058.0,213325150.0,1034829400.0,524606700.0,534707900.0,1173881200.0
2059.0,195272100.0,936889000.0,491843800.0,485968200.0,1140923500.0
2060.0,179143100.0,896747650.0,468655460.0,457274080.0,1123878100.0
2061.0,165360690.0,841350850.0,448642940.0,419528300.0,1050855360.0
2062.0,146948860.0,834847900.0,423399000.0,396887580.0,1018028860.0
2063.0,133792200.0,786043650.0,418708930.0,359512260.0,979928100.0
2064.0,123067500.0,778799940.0,395849700.0,331475780.0,943918900.0
2065.0,117713350.0,798077200.0,388204450.0,311997470.0,904514750.0
2066.0,111388776.0,677335230.0,351147360.0,294327840.0,874100160.0
2067.0,104620160.0,631819400.0,357877060.0,268488320.0,844204860.0
2068.0,97475850.0,605627000.0,316773950.0,234566530.0,814073540.0
2069.0,91745290.0,600674500.0,313569440.0,212318100.0,788280300.0
2070.0,87685060.0,570315460.0,294513500.0,199674050.0,755927700.0
2071.0,84503480.0,538012000.0,281855260.0,184411580.0,731222660.0
2072.0,81562780.0,569208300.0,279445800.0,167809460.0,702479300.0
2073.0,79792980.0,502093060.0,262334460.0,153545490.0,689183900.0
2074.0,77106504.0,474643840.0,254555940.0,142520940.0,644298750.0
2075.0,74253360.0,463025920.0,241879310.0,133883340.0,623564500.0
2076.0,71481370.0,431393440.0,235254370.0,126443570.0,588174850.0
2077.0,67587200.0,455274600.0,233567980.0,120797850.0,568275300.0
2078.0,63362120.0,387665150.0,217386780.0,114675980.0,557913500.0
