time,UKESM1-0-LL,MPI-ESM1-2-HR,MRI-ESM2-0,IPSL-CM6A-LR,GFDL-ESM4
2079.0,61665828.0,365818270.0,209888930.0,110368264.0,529427600.0
2080.0,59126244.0,346597800.0,199267700.0,105846560.0,565301500.0
2081.0,56525304.0,333406600.0,201910190.0,99737860.0,493627230.0
2082.0,54787604.0,309723200.0,187978750.0,96342024.0,460977660.0
2083.0,51347270.0,287885980.0,178755790.0,92161380.0,469947000.0
2084.0,48278790.0,321253570.0,171675300.0,89855660.0,412601570.0
2085.0,47527504.0,267442740.0,164465420.0,82616776.0,397984030.0
2086.0,45753520.0,242280000.0,158709860.0,79694000.0,382899140.0
2087.0,45424852.0,240159440.0,152095330.0,75781880.0,359242460.0
2088.0,43947896.0,219446200.0,147037420.0,72742984.0,342040770.0
2089.0,42789430.0,210508290.0,146722610.0,69639380.0,327851420.0
2090.0,41075650.0,220631260.0,145868530.0,66992148.0,308862460.0
2091.0,39264396.0,194134500.0,137109820.0,63323090.0,297100500.0
2092.0,37602450.0,172357000.0,129716380.0,60703960.0,279715870.0
2093.0,35283776.0,165858110.0,128228770.0,59514390.0,267266640.0
2094.0,33340420.0,153580580.0,123274780.0,56431652.0,254472400.0
2095.0,29757292.0,148489580.0,120873070.0,54670580.0,240338540.0
2096.0,26239524.0,141558480.0,116408856.0,52968460.0,235957360.0
2097.0,25244224.0,138165780.0,112768480.0,49208624.0,220051310.0
2098.0,21337588.0,130954160.0,109737720.0,46287736.0,210777520.0
2099.0,21133520.0,128413130.0,107892680.0,44529024.0,199502450.0
2100.0,19640928.0,123719144.0,106193900.0,43353212.0,191463890.0
