time,UKESM1-0-LL,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0
2000.0,2602306600.0,2602306600.0,2602306600.0,2602306600.0,2602306600.0
2001.0,2557952000.0,2557952000.0,2557952000.0,2557952000.0,2557952000.0
2002.0,2615186400.0,2615186400.0,2615186400.0,2615186400.0,2615186400.0
2003.0,2572791300.0,2572791300.0,2572791300.0,2572791300.0,2572791300.0
2004.0,2507515100.0,2507515100.0,2507515100.0,2507515100.0,2507515100.0
2005.0,2541930000.0,2541930000.0,2541930000.0,2541930000.0,2541930000.0
2006.0,2490418700.0,2490418700.0,2490418700.0,2490418700.0,2490418700.0
2007.0,2476607200.0,2476607200.0,2476607200.0,2476607200.0,2476607200.0
2008.0,2453716700.0,2453716700.0,2453716700.0,2453716700.0,2453716700.0
2009.0,2440313000.0,2440313000.0,2440313000.0,2440313000.0,2440313000.0
2010.0,2477528000.0,2477528000.0,2477528000.0,2477528000.0,2477528000.0
2011.0,2456699400.0,2456699400.0,2456699400.0,2456699400.0,2456699400.0
2012.0,2401347600.0,2401347600.0,2401347600.0,2401347600.0,2401347600.0
2013.0,2423956000.0,2423956000.0,2423956000.0,2423956000.0,2423956000.0
2014.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0
2015.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0
2016.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0
2017.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0
2018.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0
2019.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0
2020.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0
2021.0,2263291400.0,2293664800.0,2299083000.0,2393918700.0,2266928400.0
2022.0,2235727000.0,2505522000.0,2278651400.0,2408007700.0,2239242000.0
2023.0,2213056000.0,2365839600.0,2287379700.0,2371159300.0,2214947300.0
2024.0,2170597600.0,2291051500.0,2235269600.0,2317157600.0,2200572700.0
2025.0,2107422100.0,2236411400.0,2223956700.0,2277115600.0,2161851100.0
2026.0,2086516100.0,2176240400.0,2171074600.0,2296907300.0,2126147300.0
2027.0,2026017900.0,2141300500.0,2165080600.0,2214992100.0,2070494000.0
2028.0,1991215900.0,2120551300.0,2273688600.0,2197978600.0,2114330400.0
2029.0,1914792200.0,2114105200.0,2282069200.0,2190132200.0,2008511000.0
2030.0,1861518500.0,2129269400.0,2193211400.0,2136370000.0,1963253100.0
2031.0,1877404400.0,2141525100.0,2155656000.0,2115816800.0,1932483500.0
2032.0,1798867800.0,2067762000.0,2089774700.0,2126223000.0,1913462000.0
2033.0,1751213300.0,2144934800.0,2011517000.0,2098698900.0,1874481400.0
2034.0,1632302700.0,2093615500.0,1951606500.0,2098779800.0,1852799400.0
2035.0,1608594700.0,2045596300.0,1895598200.0,1974522900.0,1776421800.0
2036.0,1544397600.0,2013369300.0,1851419000.0,1954467200.0,1707683200.0
2037.0,1448363500.0,1956139500.0,1847305100.0,2019189200.0,1668112600.0
2038.0,1367091800.0,1887679100.0,1796978200.0,1925610900.0,1602302300.0
2039.0,1280238000.0,1861476700.0,1745089500.0,1879359000.0,1561859300.0
2040.0,1198462600.0,1861146800.0,1702793500.0,1835249400.0,1494247000.0
2041.0,1190373800.0,1813926400.0,1741316000.0,1777613700.0,1479081600.0
2042.0,1065901300.0,1745641000.0,1648422300.0,1731208400.0,1424552700.0
2043.0,1015615000.0,1743406100.0,1608547800.0,1717722200.0,1360462600.0
2044.0,943707900.0,1737589200.0,1538026000.0,1812746000.0,1310229400.0
2045.0,879192100.0,1692123600.0,1522317600.0,1728364300.0,1266755300.0
2046.0,819716540.0,1659696400.0,1427155600.0,1625390700.0,1203113300.0
2047.0,769084540.0,1626714600.0,1413933300.0,1608063400.0,1199205000.0
2048.0,723135040.0,1568802700.0,1327718800.0,1533105300.0,1214013000.0
2049.0,679609500.0,1557974000.0,1259169200.0,1524177300.0,1163370000.0
2050.0,671077300.0,1512860900.0,1243777300.0,1569506800.0,1088613500.0
2051.0,610131900.0,1462448800.0,1212297600.0,1494511100.0,1025716300.0
2052.0,566924160.0,1438355500.0,1119399400.0,1423454800.0,1025600260.0
2053.0,526503680.0,1627236200.0,1154723300.0,1435040600.0,949461100.0
2054.0,522435840.0,1445596400.0,1036530370.0,1416330100.0,902595260.0
2055.0,477515300.0,1357788500.0,1037710340.0,1417916500.0,881320400.0
2056.0,472324500.0,1328401000.0,952989700.0,1522536800.0,844913540.0
2057.0,417206880.0,1294641400.0,930498600.0,1332853600.0,870956400.0
2058.0,393434800.0,1249894100.0,883537500.0,1555112700.0,796252350.0
2059.0,386054430.0,1199071100.0,855583940.0,1310953600.0,775255600.0
2060.0,347002560.0,1196737500.0,868410900.0,1250118000.0,731159700.0
2061.0,329130340.0,1148519700.0,811617300.0,1203997200.0,701311500.0
2062.0,304334880.0,1145290400.0,768615600.0,1171890200.0,681996740.0
2063.0,296829150.0,1196281300.0,745734400.0,1156201300.0,637644740.0
2064.0,326270720.0,1151345800.0,701546240.0,1122921900.0,630403100.0
2065.0,349934080.0,1122027400.0,671043500.0,1207708700.0,641498240.0
2066.0,308235200.0,1239692700.0,667437060.0,1186885800.0,585504400.0
2067.0,255535040.0,1235415300.0,632034750.0,1160796800.0,563970000.0
2068.0,248529630.0,1048059100.0,672031550.0,1061294660.0,562224900.0
2069.0,241288050.0,1036942100.0,676454850.0,1194775400.0,527493200.0
2070.0,234311760.0,1179187600.0,626900540.0,1067696300.0,531690460.0
2071.0,223114450.0,1008983300.0,584727100.0,1029256600.0,504753600.0
2072.0,214547860.0,1008437900.0,560040600.0,1000014500.0,511576160.0
2073.0,210673550.0,1055218200.0,532000480.0,1128692400.0,611996740.0
2074.0,204962980.0,988783940.0,494458700.0,1097023200.0,534060000.0
2075.0,194353900.0,936217540.0,484491000.0,1012598700.0,620583400.0
2076.0,188466770.0,1154038900.0,501195940.0,992399200.0,511375300.0
