time,MPI-ESM1-2-HR,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0
2000.0,2602306600.0,2602306600.0,2602306600.0,2602306600.0,2602306600.0
2001.0,2557952000.0,2557952000.0,2557952000.0,2557952000.0,2557952000.0
2002.0,2615186400.0,2615186400.0,2615186400.0,2615186400.0,2615186400.0
2003.0,2572791300.0,2572791300.0,2572791300.0,2572791300.0,2572791300.0
2004.0,2507515100.0,2507515100.0,2507515100.0,2507515100.0,2507515100.0
2005.0,2541930000.0,2541930000.0,2541930000.0,2541930000.0,2541930000.0
2006.0,2490418700.0,2490418700.0,2490418700.0,2490418700.0,2490418700.0
2007.0,2476607200.0,2476607200.0,2476607200.0,2476607200.0,2476607200.0
2008.0,2453716700.0,2453716700.0,2453716700.0,2453716700.0,2453716700.0
2009.0,2440313000.0,2440313000.0,2440313000.0,2440313000.0,2440313000.0
2010.0,2477528000.0,2477528000.0,2477528000.0,2477528000.0,2477528000.0
2011.0,2456699400.0,2456699400.0,2456699400.0,2456699400.0,2456699400.0
2012.0,2401347600.0,2401347600.0,2401347600.0,2401347600.0,2401347600.0
2013.0,2423956000.0,2423956000.0,2423956000.0,2423956000.0,2423956000.0
2014.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0,2413934000.0
2015.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0,2382622500.0
2016.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0,2363148800.0
2017.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0,2328810000.0
2018.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0,2358109700.0
2019.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0,2322778600.0
2020.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0,2341236000.0
2021.0,2282101800.0,2267058200.0,2313760000.0,2372262100.0,2307779800.0
2022.0,2272026600.0,2253364200.0,2280955100.0,2312883500.0,2260817400.0
2023.0,2262395600.0,2261365000.0,2296973000.0,2259322600.0,2242441200.0
2024.0,2319183000.0,2242782200.0,2322868000.0,2258926300.0,2237375200.0
2025.0,2261586700.0,2212137200.0,2268397600.0,2326328000.0,2208764700.0
2026.0,2194156000.0,2115685000.0,2251271400.0,2294232600.0,2179727600.0
2027.0,2216183000.0,2061936300.0,2150229200.0,2224818000.0,2148082200.0
2028.0,2151776300.0,1996789400.0,2175234300.0,2148935000.0,2136647000.0
2029.0,2100065000.0,1957124200.0,2128628600.0,2142046500.0,2049962600.0
2030.0,2069226600.0,1904019000.0,2045100900.0,2100133200.0,2009402200.0
2031.0,2026426100.0,1847291800.0,1992966000.0,2067887700.0,1994234600.0
2032.0,1998686200.0,1784176000.0,1953991400.0,2033247000.0,1957719400.0
2033.0,1944633300.0,1706434400.0,1926260700.0,2033868400.0,1981225900.0
2034.0,1981911200.0,1644488800.0,1854406000.0,2081721100.0,1946493300.0
2035.0,1933135600.0,1573291300.0,1807565200.0,2063433100.0,1853497300.0
2036.0,1906596100.0,1477879200.0,1788250100.0,1942870400.0,1775726200.0
2037.0,1806324100.0,1372881200.0,1738777000.0,2052752100.0,1712896000.0
2038.0,1808347000.0,1276621800.0,1723860500.0,1924645200.0,1711857400.0
2039.0,1748875600.0,1212116400.0,1667288200.0,1864716500.0,1592737300.0
2040.0,1759961700.0,1128328700.0,1588802600.0,1914575200.0,1545236000.0
2041.0,1644302600.0,1130918100.0,1510205200.0,1812360200.0,1476133900.0
2042.0,1626103200.0,978569700.0,1446433900.0,1817675300.0,1419981000.0
2043.0,1545150700.0,932161150.0,1432335500.0,1788767500.0,1372315300.0
2044.0,1521231700.0,824709000.0,1353618300.0,1728756000.0,1312657300.0
2045.0,1478041000.0,810903700.0,1286897800.0,1769776400.0,1258619300.0
2046.0,1480196500.0,720589900.0,1225070600.0,1683716500.0,1222637200.0
2047.0,1370379000.0,651140700.0,1169279900.0,1624616000.0,1169976400.0
2048.0,1345882100.0,591097540.0,1097837300.0,1608042600.0,1136685400.0
2049.0,1335220100.0,617923700.0,1077769000.0,1547379200.0,1077604700.0
2050.0,1304207500.0,504115940.0,999563260.0,1492991700.0,1051311500.0
2051.0,1217013600.0,466729730.0,944678200.0,1557196700.0,1001267260.0
2052.0,1166014300.0,426428830.0,901679100.0,1465145200.0,925615100.0
2053.0,1120671900.0,394276060.0,834104500.0,1476438700.0,897387260.0
2054.0,1063522900.0,362167140.0,774537700.0,1436874600.0,853586940.0
2055.0,1043798900.0,323795100.0,720220160.0,1392990600.0,838737540.0
2056.0,977295550.0,299487970.0,681221700.0,1371113700.0,831918400.0
2057.0,938525300.0,280620480.0,647225340.0,1291740900.0,764306000.0
2058.0,910351500.0,265084530.0,618980200.0,1282520600.0,718685800.0
2059.0,861326140.0,244149340.0,586813900.0,1269405300.0,681184300.0
2060.0,817954940.0,222626100.0,548404600.0,1201212800.0,663473400.0
2061.0,778494200.0,210427230.0,514046270.0,1169707100.0,627908900.0
2062.0,740891900.0,202066080.0,490315460.0,1138560300.0,666205400.0
2063.0,711938700.0,189925600.0,459238500.0,1117891700.0,580327900.0
2064.0,673996300.0,176164270.0,425538700.0,1174028800.0,555625540.0
2065.0,634868400.0,167555860.0,399399600.0,1123016700.0,536114560.0
2066.0,608536200.0,160146560.0,388595500.0,1054974900.0,522295940.0
2067.0,634269950.0,151894270.0,356002000.0,1009317700.0,494258660.0
2068.0,583107100.0,143042110.0,329116740.0,1005208060.0,476497180.0
2069.0,545228500.0,137464420.0,312106240.0,952545200.0,454975870.0
2070.0,522093220.0,132436370.0,292185100.0,916059970.0,444890530.0
2071.0,501569380.0,124635976.0,288436770.0,881798700.0,431639940.0
2072.0,494911100.0,118622410.0,255053470.0,856949250.0,410163100.0
2073.0,468701100.0,114441816.0,240917700.0,873666700.0,384733950.0
2074.0,442943800.0,109111100.0,231114830.0,824959800.0,372777120.0
2075.0,423837630.0,105487870.0,215954460.0,803149630.0,370237860.0
2076.0,425855500.0,101803710.0,205875040.0,782506050.0,401548300.0
2077.0,381090900.0,98087944.0,194930610.0,780439300.0,341547260.0
