time,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL,IPSL-CM6A-LR
2048.0,32043074000.0,32774062000.0,24476041000.0,32056984000.0
2049.0,31958604000.0,32744240000.0,24044000000.0,31944792000.0
2050.0,31802370000.0,32672342000.0,23568452000.0,31717294000.0
2051.0,31697832000.0,32647710000.0,23011502000.0,31661222000.0
2052.0,31607800000.0,32565496000.0,22742671000.0,31524510000.0
2053.0,31526435000.0,32523284000.0,22168134000.0,31412259000.0
2054.0,31402283000.0,32442978000.0,21485914000.0,31251677000.0
2055.0,31217684000.0,32382407000.0,20944888000.0,31057113000.0
2056.0,31048706000.0,32300063000.0,20429201000.0,30979164000.0
2057.0,30940553000.0,32361820000.0,19828350000.0,30970920000.0
2058.0,30752880000.0,32283296000.0,19196020000.0,30698066000.0
2059.0,30599172000.0,32174424000.0,18707194000.0,30652353000.0
2060.0,30347049000.0,32241052000.0,18081240000.0,30526593000.0
2061.0,30163628000.0,32115388000.0,17387868000.0,30478895000.0
2062.0,29942882000.0,32047989000.0,16742392000.0,30415071000.0
2063.0,29705929000.0,31962593000.0,16120869000.0,30530250000.0
2064.0,29439965000.0,31960893000.0,15497872000.0,30263407000.0
2065.0,29250367000.0,31900310000.0,14902551000.0,29989683000.0
2066.0,28976083000.0,31824579000.0,14510644000.0,29843143000.0
2067.0,29213825000.0,31781235000.0,13820633000.0,29617730000.0
2068.0,28647600000.0,31714316000.0,13147094000.0,29482754000.0
2069.0,28489542000.0,31595463000.0,12733507000.0,29425300000.0
2070.0,28231840000.0,31620610000.0,12337389000.0,29412491000.0
2071.0,28002515000.0,31490073000.0,11897555000.0,29244824000.0
2072.0,27823122000.0,31415675000.0,11321158000.0,29097996000.0
2073.0,27593214000.0,31335287000.0,10973623000.0,29017113000.0
2074.0,27414667000.0,31286860000.0,10685472000.0,28835570000.0
2075.0,27140198000.0,31224826000.0,10302037000.0,28691417000.0
2076.0,26886136000.0,31172225000.0,9943240000.0,28485829000.0
2077.0,26684678000.0,31071010000.0,9356359000.0,28292807000.0
2078.0,26387304000.0,30996187000.0,9006386000.0,28132899000.0
2079.0,26066390000.0,31291392000.0,8641553000.0,28008442000.0
2080.0,25843483000.0,30949610000.0,8108406000.0,27864013000.0
2081.0,25676857000.0,30896908000.0,7666689000.0,27735718000.0
2082.0,25514695000.0,30806240000.0,7286873600.0,27521034000.0
2083.0,25266227000.0,30749979000.0,6973090000.0,27368196000.0
2084.0,25134914000.0,30673584000.0,6572286000.0,27457057000.0
2085.0,26205970000.0,30645918000.0,6225554400.0,27200092000.0
2086.0,24798659000.0,30546436000.0,5812360000.0,27068369000.0
2087.0,24721652000.0,30506140000.0,5522255000.0,26840904000.0
2088.0,24555467000.0,30731850000.0,5260198000.0,27269775000.0
2089.0,24950077000.0,30364357000.0,4939968000.0,26772595000.0
2090.0,24297003000.0,30434271000.0,4664550400.0,26528450000.0
2091.0,24351700000.0,30259735000.0,4434171000.0,26424406000.0
2092.0,24261810000.0,30188478000.0,4111654400.0,26210583000.0
2093.0,23964287000.0,30119236000.0,3819028200.0,26072320000.0
2094.0,23782384000.0,30044350000.0,3563123200.0,26196070000.0
2095.0,23532081000.0,30007575000.0,3301735000.0,25846810000.0
2096.0,23669025000.0,29947490000.0,3084886000.0,25677195000.0
2097.0,23394566000.0,29884846000.0,2934692000.0,25983414000.0
2098.0,23018250000.0,29862844000.0,2755469000.0,25751100000.0
2099.0,22862346000.0,29744673000.0,2567822000.0,25318770000.0
2100.0,22645858000.0,29676052000.0,2370087400.0,25143448000.0
