time,UKESM1-0-LL,GFDL-ESM4,KACE-1-0-G,MRI-ESM2-0,TAIESM1,IPSL-CM6A-LR,MPI-ESM1-2-HR,IITM-ESM,CESM2-WACCM
2034.0,30936455000.0,33426926000.0,33102428000.0,33325791000.0,33088045000.0,33260448000.0,33414679000.0,33584558000.0,33515837000.0
2035.0,30635209000.0,33385933000.0,32975266000.0,33272795000.0,33013810000.0,33190207000.0,33407238000.0,33599195000.0,33496543000.0
2036.0,30170470000.0,33329347000.0,32866828000.0,33277477000.0,33026183000.0,33151259000.0,33316643000.0,33575817000.0,33471904000.0
2037.0,29705413000.0,33237370000.0,32783827000.0,33217650000.0,32830183000.0,33108562000.0,33274884000.0,33540428000.0,33480327000.0
2038.0,29197656000.0,33214317000.0,32614042000.0,33187467000.0,32727286000.0,33065705000.0,33233801000.0,33516507000.0,33431929000.0
2039.0,28655045000.0,33158470000.0,32472152000.0,33093851000.0,32586404000.0,32949987000.0,33254717000.0,33487600000.0,33409376000.0
2040.0,28190853000.0,33116928000.0,32363516000.0,33020205000.0,32459405000.0,32906226000.0,33215042000.0,33469225000.0,33449830000.0
2041.0,27493410000.0,33081706000.0,32223312000.0,32864602000.0,32328495000.0,32861740000.0,33226402000.0,33442720000.0,33351100000.0
2042.0,26910118000.0,33031916000.0,31985529000.0,32779672000.0,32192076000.0,32775770000.0,33180582000.0,33416323000.0,33285063000.0
2043.0,26471830000.0,32996534000.0,31740125000.0,32672106000.0,32004682000.0,32702183000.0,33213413000.0,33395245000.0,33463646000.0
2044.0,26012310000.0,32985653000.0,31524480000.0,32577028000.0,31853191000.0,32642978000.0,33143079000.0,33325425000.0,33243191000.0
2045.0,25587972000.0,32868090000.0,31348406000.0,32444867000.0,31634887000.0,32571734000.0,33112360000.0,33299150000.0,33199180000.0
2046.0,25219830000.0,32809058000.0,31177986000.0,32233155000.0,31429510000.0,32483950000.0,33033300000.0,33241633000.0,33144914000.0
2047.0,24733487000.0,32739560000.0,30929707000.0,32059542000.0,31257890000.0,32330617000.0,32983456000.0,33189954000.0,33103802000.0
2048.0,24109810000.0,32657130000.0,30619802000.0,31941069000.0,31037560000.0,32227641000.0,32928481000.0,33137860000.0,33063795000.0
2049.0,23403620000.0,32582384000.0,30324865000.0,31775280000.0,30846240000.0,32058421000.0,32907047000.0,33087787000.0,33008407000.0
2050.0,22673902000.0,32539986000.0,30067440000.0,31622013000.0,30613529000.0,31875500000.0,32840851000.0,33021737000.0,32932096000.0
2051.0,22018042000.0,32471771000.0,29806504000.0,31416697000.0,30335898000.0,31657333000.0,32783356000.0,32929260000.0,32831162000.0
2052.0,21288563000.0,32475953000.0,29506406000.0,31217574000.0,30094807000.0,31451650000.0,32706028000.0,32871950000.0,32758587000.0
2053.0,20627272000.0,32305213000.0,29290164000.0,30943162000.0,29786160000.0,31314770000.0,32657580000.0,32793698000.0,32672530000.0
2054.0,19844665000.0,32220340000.0,29066404000.0,30593080000.0,29412490000.0,31192280000.0,32639306000.0,32740846000.0,32616354000.0
2055.0,19054799000.0,32140138000.0,28772995000.0,30301272000.0,29143420000.0,31012276000.0,32535216000.0,32667867000.0,32577890000.0
2056.0,18295087000.0,32080239000.0,28597844000.0,30001478000.0,28870988000.0,30854360000.0,32413514000.0,32601377000.0,32535216000.0
2057.0,17365928000.0,31989340000.0,28266666000.0,29735879000.0,28573592000.0,30628887000.0,32318781000.0,32551737000.0,32432314000.0
2058.0,16563159000.0,31927355000.0,28005036000.0,29446519000.0,28288393000.0,30456200000.0,32258580000.0,32437393000.0,32382835000.0
2059.0,15598010000.0,31813933000.0,27728980000.0,29254056000.0,27853543000.0,30248317000.0,32186653000.0,32330189000.0,32276610000.0
2060.0,14722515000.0,31711635000.0,27540578000.0,29017856000.0,27499897000.0,30024374000.0,32073775000.0,32246618000.0,32232622000.0
2061.0,13840200000.0,31581299000.0,27245543000.0,28706134000.0,27107062000.0,29764934000.0,31986686000.0,32173530000.0,32183298000.0
2062.0,13158614000.0,31517424000.0,26958692000.0,28413106000.0,26710665000.0,29532176000.0,31933751000.0,32085750000.0,32103209000.0
2063.0,12361565000.0,31429132000.0,26686265000.0,28172044000.0,26417064000.0,29366282000.0,31860400000.0,32012850000.0,31963605000.0
2064.0,11783392000.0,31379007000.0,26401489000.0,27799235000.0,26091807000.0,29121331000.0,31722242000.0,31909044000.0,31886207000.0
2065.0,11249458000.0,31257752000.0,26164437000.0,27392831000.0,25776157000.0,28911407000.0,31592874000.0,31825285000.0,31796673000.0
2066.0,10521634000.0,31229612000.0,25928894000.0,27144817000.0,25345171000.0,28706972000.0,31492751000.0,31724845000.0,31655720000.0
2067.0,9905518000.0,31095726000.0,25689130000.0,26834043000.0,25036343000.0,28384078000.0,31408595000.0,31621667000.0,31568069000.0
2068.0,9169239000.0,30983905000.0,25390916000.0,26491079000.0,24676649000.0,28099234000.0,31280339000.0,31518482000.0,31455418000.0
2069.0,8239197700.0,30865220000.0,25084844000.0,26224804000.0,24150852000.0,27874025000.0,31163472000.0,31413762000.0,31396080000.0
2070.0,7524016000.0,30860868000.0,24852285000.0,25761100000.0,23801130000.0,27651432000.0,30996584000.0,31284040000.0,31261755000.0
2071.0,6714191400.0,30777106000.0,24476748000.0,25342388000.0,23374911000.0,27414188000.0,30830684000.0,31175107000.0,31109644000.0
2072.0,6081924000.0,30665712000.0,24147681000.0,25063000000.0,23016190000.0,27131010000.0,30721835000.0,31104313000.0,30965225000.0
2073.0,5509855700.0,30582364000.0,23760976000.0,24659747000.0,22652908000.0,26789920000.0,30534814000.0,31029742000.0,30792933000.0
2074.0,5025591000.0,30414336000.0,23484113000.0,24269496000.0,22319591000.0,26414780000.0,30423840000.0,30913255000.0,30662902000.0
2075.0,4311842300.0,30314301000.0,23266744000.0,23847180000.0,21894200000.0,26064837000.0,30288370000.0,30819654000.0,30532520000.0
2076.0,3784448000.0,30194495000.0,22965449000.0,23329378000.0,21458434000.0,25717117000.0,30149663000.0,30700040000.0,30428383000.0
2077.0,3342902800.0,30108852000.0,22704910000.0,23006902000.0,20920350000.0,25428070000.0,30001277000.0,30570095000.0,30300068000.0
2078.0,3059460400.0,29961093000.0,22332398000.0,22554053000.0,20350374000.0,25120907000.0,29855113000.0,30376952000.0,30118257000.0
2079.0,2741621000.0,29841801000.0,22009965000.0,22172879000.0,19863146000.0,24792050000.0,29735305000.0,30296017000.0,30000632000.0
2080.0,2471293000.0,29734408000.0,21812124000.0,21782264000.0,19351454000.0,24483428000.0,29594964000.0,30150396000.0,29741510000.0
2081.0,2098989300.0,29605573000.0,21527250000.0,21462049000.0,18864587000.0,24141630000.0,29391053000.0,29986198000.0,29589338000.0
2082.0,1771652200.0,29747728000.0,21198078000.0,21215340000.0,18422690000.0,23911350000.0,29229842000.0,29837117000.0,29413224000.0
2083.0,1525509200.0,29521115000.0,21029780000.0,20845310000.0,17849092000.0,23525835000.0,29104923000.0,29677855000.0,29246452000.0
2084.0,1277162900.0,29323444000.0,20841998000.0,20566940000.0,17401483000.0,23198583000.0,28969409000.0,29514648000.0,29044603000.0
2085.0,1021260100.0,29211110000.0,20655909000.0,20273738000.0,16733535000.0,22897990000.0,28787775000.0,29421607000.0,28852406000.0
2086.0,850303600.0,29039740000.0,20410984000.0,19925535000.0,16172876000.0,22680750000.0,28633453000.0,29263190000.0,28746416000.0
2087.0,743417100.0,28929124000.0,20255724000.0,19564136000.0,15740642000.0,22347980000.0,28418615000.0,29114116000.0,28468345000.0
2088.0,644729000.0,28869140000.0,20064844000.0,19158544000.0,15202821000.0,22035763000.0,28232399000.0,28946414000.0,28367569000.0
2089.0,576766500.0,28779573000.0,19855616000.0,18816221000.0,14630160000.0,21701680000.0,28064088000.0,28750426000.0,28185151000.0
2090.0,506547870.0,28606333000.0,19701068000.0,18503453000.0,14094682000.0,21435451000.0,27834577000.0,28551400000.0,27971824000.0
2091.0,415156800.0,28464337000.0,19443841000.0,18178562000.0,13568515000.0,21090488000.0,27763739000.0,28459710000.0,27788167000.0
2092.0,367293380.0,28333402000.0,19209820000.0,17987009000.0,13073889000.0,20740970000.0,27550458000.0,28236665000.0,27636871000.0
2093.0,295947740.0,28230461000.0,18923704000.0,17605796000.0,12424003000.0,20454894000.0,27338109000.0,28089260000.0,27474848000.0
2094.0,217774540.0,28094867000.0,19146060000.0,17507290000.0,11910094000.0,20239673000.0,27035388000.0,27904276000.0,27274002000.0
2095.0,173714380.0,27909528000.0,18622812000.0,17245790000.0,11494088000.0,19976133000.0,26785847000.0,27708797000.0,27161162000.0
2096.0,112241270.0,27760206000.0,18380421000.0,16838032000.0,11023040000.0,19685984000.0,26598371000.0,27560493000.0,27006573000.0
2097.0,89579040.0,27612508000.0,18193699000.0,16736425000.0,10384299000.0,19320750000.0,26465028000.0,28011493000.0,26833170000.0
2098.0,76993384.0,27589956000.0,17927858000.0,16610694000.0,9905292000.0,18848696000.0,26242347000.0,27289920000.0,26632507000.0
2099.0,61829356.0,27446528000.0,17701378000.0,16263695000.0,9422019000.0,18592879000.0,25982489000.0,27184976000.0,26388304000.0
2100.0,19824404.0,27289930000.0,17453080000.0,15987092000.0,8972900000.0,18341024000.0,25797542000.0,26954318000.0,26082695000.0
