time,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR
2064.0,25143920000.0,14250333000.0,31379995000.0,10470088000.0,30273743000.0
2065.0,25016769000.0,13544531000.0,31277388000.0,9561567000.0,30114943000.0
2066.0,24584688000.0,12907888000.0,31128551000.0,8689490000.0,29906960000.0
2067.0,24299330000.0,12282002000.0,30946382000.0,7930374000.0,29743655000.0
2068.0,23933729000.0,11693164000.0,30792450000.0,7108962000.0,29509233000.0
2069.0,23778312000.0,11261539000.0,30677740000.0,6441505000.0,29323276000.0
2070.0,23319366000.0,10767162000.0,30474394000.0,5866521600.0,29137154000.0
2071.0,22957083000.0,10235393000.0,30204897000.0,5255575000.0,29335378000.0
2072.0,22653235000.0,9816472000.0,29930775000.0,4457318000.0,28913637000.0
2073.0,22230997000.0,9281352000.0,29613620000.0,3965748700.0,28763101000.0
2074.0,22110018000.0,8701206000.0,29302733000.0,3502523400.0,28557074000.0
2075.0,21682317000.0,8209898000.0,29067172000.0,3071748600.0,28334924000.0
2076.0,21361950000.0,7774844000.0,28782903000.0,2722292500.0,28099078000.0
2077.0,21088580000.0,7407582000.0,28417438000.0,2453672200.0,27877775000.0
2078.0,20757035000.0,7081595000.0,28169570000.0,2126411900.0,27746888000.0
2079.0,20480100000.0,6872030000.0,27828460000.0,1796519800.0,27541942000.0
2080.0,20245629000.0,6424410600.0,27432393000.0,1503628900.0,27294090000.0
2081.0,20004198000.0,6111679000.0,27196072000.0,1260066200.0,27087761000.0
2082.0,19818449000.0,5844704000.0,26925834000.0,1025329150.0,26745442000.0
2083.0,19558859000.0,5600682000.0,26543804000.0,819717440.0,26441054000.0
2084.0,19352945000.0,5337267700.0,26271711000.0,705952900.0,26194030000.0
2085.0,19107555000.0,5111218700.0,25813637000.0,601926300.0,26190637000.0
2086.0,18778860000.0,4888788500.0,25502511000.0,537119040.0,25791242000.0
2087.0,18487020000.0,4694550000.0,25205985000.0,446450780.0,25532496000.0
2088.0,18350651000.0,4490974700.0,24954276000.0,373223500.0,25285902000.0
2089.0,18094550000.0,4332346000.0,24661070000.0,271938850.0,25063900000.0
2090.0,17917389000.0,4113046500.0,24382226000.0,227363620.0,24730583000.0
2091.0,17705750000.0,3964553500.0,23988650000.0,195749200.0,24426828000.0
2092.0,17431640000.0,3817699000.0,23734737000.0,148312210.0,24127269000.0
2093.0,17260708000.0,3667776300.0,23524964000.0,111760150.0,23741028000.0
2094.0,17070766000.0,3506373600.0,23181779000.0,91403190.0,23452197000.0
2095.0,16727593000.0,3377513000.0,22744087000.0,69858104.0,23244104000.0
2096.0,16743972000.0,3187442700.0,22400768000.0,23868980.0,22916137000.0
2097.0,16381534000.0,3059710000.0,22058156000.0,23635370.0,22608892000.0
2098.0,16081620000.0,2986620700.0,21717475000.0,23319062.0,22452857000.0
2099.0,15912550000.0,2910434600.0,21295780000.0,22638232.0,22195737000.0
2100.0,15640086000.0,2836194600.0,20863238000.0,22418760.0,21855572000.0
