time,CNRM-CM6-1,IPSL-CM6A-LR,MPI-ESM1-2-HR,TAIESM1,MIROC6,CESM2-WACCM,CANESM5,GFDL-ESM4,UKESM1-0-LL,CNRM-ESM2-1,EC-EARTH3,KACE-1-0-G,MRI-ESM2-0
2029.0,33649205000.0,33558352000.0,33558067000.0,33566097000.0,33450494000.0,33621180000.0,33000137000.0,33596797000.0,32781402000.0,33660535000.0,32629455000.0,33543123000.0,33541300000.0
2030.0,33756220000.0,33547686000.0,33563707000.0,33521870000.0,33433373000.0,33631270000.0,32804162000.0,33567013000.0,32524722000.0,33640999000.0,32420835000.0,33504733000.0,33505645000.0
2031.0,33649877000.0,33513292000.0,33517455000.0,33494910000.0,33417517000.0,33626540000.0,32651225000.0,33566270000.0,32321483000.0,33810354000.0,32134785000.0,33436877000.0,33473804000.0
2032.0,33627623000.0,33539582000.0,33499605000.0,33455059000.0,33377538000.0,33583532000.0,32338514000.0,33565075000.0,31982868000.0,33676521000.0,31902306000.0,33329450000.0,33407197000.0
2033.0,33618143000.0,33506925000.0,33480397000.0,33409444000.0,33326406000.0,33642965000.0,32187525000.0,33561706000.0,31692870000.0,33605497000.0,31644623000.0,33229105000.0,33440846000.0
2034.0,33608940000.0,33415944000.0,33431874000.0,33351938000.0,33219686000.0,33553046000.0,31900353000.0,33511932000.0,31325057000.0,33609230000.0,31312579000.0,33180660000.0,33354400000.0
2035.0,33588070000.0,33345020000.0,33412290000.0,33259532000.0,33175067000.0,33512640000.0,31545188000.0,33496859000.0,30945990000.0,33587118000.0,31026582000.0,33042446000.0,33289361000.0
2036.0,33568303000.0,33299910000.0,33387630000.0,33194985000.0,33127750000.0,33497315000.0,31132203000.0,33561643000.0,30587234000.0,33572608000.0,30675356000.0,32962927000.0,33245626000.0
2037.0,33552190000.0,33192570000.0,33359575000.0,33124628000.0,33055486000.0,33479731000.0,30852012000.0,33478482000.0,30151035000.0,33554469000.0,30384316000.0,32869388000.0,33163954000.0
2038.0,33645922000.0,33140850000.0,33331405000.0,33041666000.0,32963099000.0,33440348000.0,30417810000.0,33454832000.0,29698697000.0,33739663000.0,29863395000.0,32712444000.0,33052373000.0
2039.0,33541351000.0,33050534000.0,33242612000.0,32911843000.0,32791656000.0,33416915000.0,29862460000.0,33428664000.0,29220130000.0,33659978000.0,29349802000.0,32578642000.0,32990290000.0
2040.0,33518402000.0,32946954000.0,33215044000.0,32805648000.0,32701643000.0,33390221000.0,29362913000.0,33406730000.0,28679477000.0,33569855000.0,28799270000.0,32456522000.0,32910002000.0
2041.0,33492230000.0,32866658000.0,33157474000.0,32640737000.0,32611766000.0,33368570000.0,28826030000.0,33347080000.0,28321546000.0,33521787000.0,28237646000.0,32285401000.0,32833820000.0
2042.0,33445710000.0,32826500000.0,33097898000.0,32449452000.0,32494416000.0,33337457000.0,28307839000.0,33330553000.0,27897192000.0,33466528000.0,27742900000.0,32119149000.0,32711768000.0
2043.0,33425043000.0,32748667000.0,33026130000.0,32339982000.0,32390570000.0,33264488000.0,27816680000.0,33297814000.0,27440263000.0,34584965000.0,27258284000.0,31849304000.0,32621076000.0
2044.0,33393070000.0,32650699000.0,32986366000.0,32203297000.0,32200913000.0,33262530000.0,27340984000.0,33317638000.0,27068590000.0,33579874000.0,26726676000.0,31640881000.0,32539595000.0
2045.0,33348178000.0,32559802000.0,32918606000.0,32050450000.0,32067950000.0,33175237000.0,26762734000.0,33216980000.0,26699084000.0,33469053000.0,26189613000.0,31394181000.0,32430680000.0
2046.0,33317915000.0,32474094000.0,32798409000.0,31831824000.0,31953529000.0,33142897000.0,26308686000.0,33186578000.0,26313480000.0,33439898000.0,25655345000.0,31121971000.0,32339966000.0
2047.0,33285840000.0,32322329000.0,32705706000.0,31656475000.0,31745772000.0,33091985000.0,25650008000.0,33129644000.0,25793075000.0,33398430000.0,25107077000.0,30787560000.0,32088300000.0
2048.0,33260927000.0,32157310000.0,32610238000.0,31494460000.0,31545934000.0,33029163000.0,25073213000.0,33071628000.0,25344956000.0,33368302000.0,24497555000.0,30384126000.0,31948112000.0
2049.0,33156354000.0,31967164000.0,32540109000.0,31229442000.0,31385868000.0,32972247000.0,24432415000.0,32961739000.0,24861602000.0,33336060000.0,23964270000.0,29961198000.0,31750910000.0
2050.0,33083350000.0,31896700000.0,32463043000.0,30896531000.0,31149484000.0,32931856000.0,23828064000.0,32921440000.0,24375665000.0,33322297000.0,23407833000.0,29530915000.0,31571480000.0
2051.0,32994044000.0,31767060000.0,32357755000.0,30677586000.0,30974341000.0,32899424000.0,23269065000.0,32900299000.0,23705358000.0,33311420000.0,22770573000.0,29220884000.0,31413047000.0
2052.0,32919435000.0,31657177000.0,32271544000.0,30382363000.0,30725575000.0,32873564000.0,22770508000.0,32785134000.0,23133184000.0,33306569000.0,22314226000.0,28721838000.0,31200915000.0
2053.0,32794427000.0,31507196000.0,32142590000.0,30110083000.0,30493063000.0,32781169000.0,22374564000.0,32717142000.0,22430128000.0,33274358000.0,21970410000.0,28413194000.0,30927184000.0
2054.0,32681214000.0,31332833000.0,32014460000.0,29781787000.0,30154004000.0,32686318000.0,21790212000.0,32636710000.0,21682840000.0,33199841000.0,21452966000.0,28070693000.0,30747730000.0
2055.0,32590674000.0,31146890000.0,31844196000.0,29443447000.0,29849606000.0,32647416000.0,21198547000.0,32561945000.0,20933886000.0,33113387000.0,20709947000.0,27701813000.0,30459513000.0
2056.0,32467263000.0,30914288000.0,31755756000.0,29228028000.0,29467523000.0,32586435000.0,20621625000.0,32506337000.0,20034836000.0,33064026000.0,20104320000.0,27361660000.0,30226205000.0
2057.0,32314896000.0,30659190000.0,31512031000.0,28827574000.0,29053950000.0,32605325000.0,19946390000.0,32745855000.0,19250213000.0,33015642000.0,19516908000.0,26974568000.0,29882272000.0
2058.0,32163195000.0,30477783000.0,31334930000.0,28387828000.0,28610916000.0,32466635000.0,19330445000.0,32380563000.0,18432997000.0,32998610000.0,18839312000.0,26638774000.0,29549355000.0
2059.0,31951686000.0,30239236000.0,31232227000.0,27941740000.0,28233648000.0,32349862000.0,18629340000.0,32300265000.0,17560943000.0,32888048000.0,18172054000.0,26373636000.0,29204576000.0
2060.0,31784320000.0,29865531000.0,31106270000.0,27532347000.0,27916670000.0,32287812000.0,18035510000.0,32235035000.0,16651769000.0,32849334000.0,17452810000.0,26006270000.0,28899262000.0
2061.0,31589958000.0,29645679000.0,30912324000.0,27073608000.0,27460588000.0,32172282000.0,17249145000.0,32113347000.0,15898796000.0,32734487000.0,16822897000.0,25488230000.0,28547748000.0
2062.0,31343462000.0,29448622000.0,30755326000.0,26696598000.0,27098835000.0,32173850000.0,16626991000.0,32005431000.0,15093877000.0,32629030000.0,16168138000.0,25060639000.0,28272787000.0
2063.0,31217949000.0,29211105000.0,30632423000.0,26256624000.0,26768134000.0,32015520000.0,15961594000.0,31841053000.0,14380921000.0,32539888000.0,15502542000.0,24720976000.0,27959833000.0
2064.0,30958635000.0,28953960000.0,30454151000.0,25849088000.0,26426126000.0,31857461000.0,15525780000.0,31750960000.0,13566256000.0,32452223000.0,14615349000.0,24380666000.0,27692173000.0
2065.0,30708916000.0,28807236000.0,30290940000.0,25373760000.0,25929105000.0,31752147000.0,15031534000.0,31665750000.0,12938567000.0,32363313000.0,13705186000.0,23937657000.0,27282848000.0
2066.0,30437882000.0,28567015000.0,30149644000.0,24944470000.0,25579158000.0,31616250000.0,14428901000.0,31549217000.0,12321087000.0,32295557000.0,12946058000.0,23541658000.0,26858007000.0
2067.0,30175173000.0,28340910000.0,29966070000.0,24609160000.0,25206944000.0,31487009000.0,13691707000.0,31464040000.0,11587586000.0,32195019000.0,12320487000.0,23168045000.0,26716215000.0
2068.0,29879239000.0,28120099000.0,29796743000.0,24141656000.0,24772000000.0,31350356000.0,13084875000.0,31268964000.0,10711173000.0,32084630000.0,11650803000.0,22876717000.0,26339434000.0
2069.0,29402919000.0,27900457000.0,29617002000.0,23608710000.0,24302963000.0,31210662000.0,12463268000.0,31153310000.0,9860676000.0,31925152000.0,10941861000.0,22485117000.0,26011185000.0
2070.0,29080367000.0,27612918000.0,29438165000.0,23106847000.0,23753863000.0,30967536000.0,11850635000.0,30999626000.0,8861396000.0,31745993000.0,10366274000.0,22006194000.0,25563101000.0
2071.0,28753902000.0,27478192000.0,29244004000.0,22637156000.0,23200193000.0,30795210000.0,11250009000.0,30803937000.0,7735574000.0,31514892000.0,9691351000.0,21657490000.0,25057786000.0
2072.0,28284367000.0,27239545000.0,29011917000.0,22104023000.0,22615840000.0,30596317000.0,10673659000.0,30652180000.0,6930060300.0,31268470000.0,8994375000.0,21232940000.0,24658854000.0
2073.0,27905694000.0,26990387000.0,28807400000.0,21611977000.0,22004417000.0,30419070000.0,10031414000.0,30464082000.0,6224288300.0,31017500000.0,8248506400.0,20810326000.0,24250313000.0
2074.0,27455353000.0,26648936000.0,28642034000.0,21038993000.0,21478377000.0,30188616000.0,9463182000.0,30298739000.0,5637470000.0,30677629000.0,7404917000.0,20335727000.0,23711412000.0
2075.0,26992337000.0,26349894000.0,28458668000.0,20556098000.0,20963910000.0,29994742000.0,8911821000.0,30077927000.0,4999654000.0,30337171000.0,6807839000.0,19934484000.0,23444020000.0
2076.0,26425137000.0,26027864000.0,28302785000.0,20022688000.0,20424866000.0,29910075000.0,8357846500.0,29855445000.0,4338187000.0,30035198000.0,6393379000.0,19532235000.0,22890496000.0
2077.0,25866981000.0,25703995000.0,28021342000.0,19324490000.0,19959736000.0,29759015000.0,7806653400.0,29557387000.0,3801403600.0,29669910000.0,6080754700.0,19120515000.0,22377642000.0
2078.0,25263063000.0,25490346000.0,27801565000.0,18691463000.0,19556348000.0,29572667000.0,7297899500.0,29300010000.0,3376327000.0,29329953000.0,5747135000.0,18771862000.0,21876599000.0
2079.0,24641348000.0,25198166000.0,27661226000.0,18171894000.0,18964670000.0,29405868000.0,6822685700.0,29093474000.0,2915036200.0,28895842000.0,5393032000.0,18494206000.0,21495765000.0
2080.0,24000608000.0,24950202000.0,27521253000.0,17582686000.0,18349648000.0,29265725000.0,6452583400.0,28923690000.0,2650242000.0,28468062000.0,5078672400.0,18022080000.0,20947253000.0
2081.0,23452070000.0,24591792000.0,27353444000.0,17028541000.0,17965502000.0,29029986000.0,5889525000.0,28646887000.0,2225551000.0,28082422000.0,4615815000.0,17537253000.0,20476254000.0
2082.0,22792990000.0,24323365000.0,27139824000.0,16672018000.0,17455167000.0,28877124000.0,5492270000.0,28416657000.0,1872968800.0,27791038000.0,4258883000.0,17139859000.0,20064684000.0
2083.0,21963880000.0,24037251000.0,26928558000.0,16194940000.0,17057092000.0,28656090000.0,5144831000.0,28186663000.0,1586930800.0,27380230000.0,3869088300.0,16770778000.0,19569975000.0
2084.0,21361097000.0,23737078000.0,26676930000.0,15709294000.0,16633585000.0,28446444000.0,4863245000.0,27945503000.0,1301857200.0,26992753000.0,3589316400.0,16282399000.0,19131898000.0
2085.0,20588802000.0,23351360000.0,26406828000.0,15312841000.0,16132374000.0,28138902000.0,4509072400.0,27819258000.0,1007038000.0,26556391000.0,3205178600.0,15928430000.0,18740132000.0
2086.0,19908125000.0,22979168000.0,26064292000.0,14885175000.0,15689183000.0,27832019000.0,4155777800.0,27614420000.0,738272960.0,26068044000.0,2918728700.0,15587513000.0,18389404000.0
2087.0,19164609000.0,22574963000.0,25766600000.0,14355828000.0,15210239000.0,27535032000.0,3934536200.0,27384674000.0,600897860.0,25571918000.0,2448248600.0,15294307000.0,18025597000.0
2088.0,18595817000.0,22065610000.0,25485627000.0,13790977000.0,14687294000.0,27277097000.0,3723631600.0,27074660000.0,493985630.0,25226707000.0,2140695300.0,15025770000.0,17767062000.0
2089.0,17755955000.0,21677710000.0,25224184000.0,13299485000.0,14193903000.0,27124540000.0,3520141800.0,26848098000.0,410488030.0,24712094000.0,1966492200.0,14592644000.0,17365866000.0
2090.0,17013519000.0,21165440000.0,24839900000.0,12839089000.0,13743280000.0,26880285000.0,3349885400.0,26562940000.0,331277700.0,24195279000.0,1830304000.0,14251021000.0,17013366000.0
2091.0,16059762000.0,20760949000.0,24491502000.0,12397122000.0,13403597000.0,26644759000.0,3107409700.0,26328451000.0,250625200.0,23687141000.0,1669854000.0,13947330000.0,16514456000.0
2092.0,15266489000.0,20310100000.0,24216273000.0,11932291000.0,12899543000.0,26381744000.0,2918110700.0,26025994000.0,176152460.0,23088402000.0,1342613400.0,13521579000.0,16198122000.0
2093.0,14352911000.0,19987585000.0,23914926000.0,11308396000.0,12460467000.0,26144328000.0,2672523000.0,25765159000.0,108949960.0,22613770000.0,1120936000.0,13015854000.0,15853842000.0
2094.0,13282135000.0,19586700000.0,23669084000.0,10773687000.0,11976482000.0,25815150000.0,2447943200.0,25445286000.0,90644890.0,21947404000.0,1003008200.0,12653050000.0,15535650000.0
2095.0,12449635000.0,19047800000.0,23416349000.0,10226428000.0,11431882000.0,25541400000.0,2249071400.0,25270410000.0,74054030.0,21108568000.0,820045100.0,12270441000.0,15330781000.0
2096.0,11519158000.0,18696876000.0,23203551000.0,9678484000.0,11078789000.0,25263714000.0,2062370800.0,24994693000.0,57335532.0,20427442000.0,701848400.0,11886649000.0,15099198000.0
2097.0,10637943000.0,18155198000.0,22992886000.0,9097622000.0,10524861000.0,24886757000.0,1690134400.0,24861598000.0,11648119.0,19731810000.0,586906200.0,11367045000.0,14703593000.0
2098.0,9763966000.0,17578713000.0,22733693000.0,8496816000.0,10084101000.0,24462170000.0,1520999200.0,24606403000.0,10826097.0,18914404000.0,477011200.0,10938150000.0,14361026000.0
2099.0,8810621000.0,17306915000.0,22544871000.0,8030574000.0,9566568000.0,24085096000.0,1322219100.0,24309342000.0,9982050.0,18033207000.0,254768110.0,10516159000.0,14019059000.0
2100.0,8114970600.0,17005038000.0,22264214000.0,7540407000.0,9126327000.0,23569555000.0,1143231200.0,24103086000.0,9026504.0,17004611000.0,98470260.0,10068077000.0,13757477000.0
