time,CSIRO-MK3-6-0,CCSM4,MPI-ESM-LR
2000.0,28333429000.0,28333429000.0,28333429000.0
2001.0,28671502000.0,28671502000.0,28671502000.0
2002.0,28380901000.0,28380901000.0,28380901000.0
2003.0,28905034000.0,28905034000.0,28905034000.0
2004.0,28533480000.0,28533480000.0,28533480000.0
2005.0,28173410000.0,28173410000.0,28173410000.0
2006.0,28184936000.0,28184936000.0,28184936000.0
2007.0,28110880000.0,28110880000.0,28110880000.0
2008.0,28038054000.0,28038054000.0,28038054000.0
2009.0,27929586000.0,27929586000.0,27929586000.0
2010.0,27877143000.0,27877143000.0,27877143000.0
2011.0,27805241000.0,27805241000.0,27805241000.0
2012.0,27759036000.0,27759036000.0,27759036000.0
2013.0,27568898000.0,27568898000.0,27568898000.0
2014.0,27441768000.0,27441768000.0,27441768000.0
2015.0,27572281000.0,27572281000.0,27572281000.0
2016.0,27443560000.0,27443560000.0,27443560000.0
2017.0,27257694000.0,27257694000.0,27257694000.0
2018.0,27147590000.0,27147590000.0,27147590000.0
2019.0,27071609000.0,27071609000.0,27071609000.0
2020.0,27045728000.0,27045728000.0,27045728000.0
2021.0,26886398000.0,27007607000.0,27076129000.0
2022.0,26743136000.0,26914937000.0,26868212000.0
2023.0,26653616000.0,26791220000.0,26676814000.0
2024.0,26553342000.0,26556040000.0,26522878000.0
2025.0,26400950000.0,26419132000.0,26502130000.0
2026.0,26246324000.0,26257009000.0,26334560000.0
2027.0,26085976000.0,26142536000.0,26138302000.0
2028.0,25977313000.0,25975638000.0,26103095000.0
2029.0,25839534000.0,25814209000.0,25838422000.0
2030.0,25722440000.0,25839596000.0,25680048000.0
2031.0,25558761000.0,25646858000.0,25597563000.0
2032.0,25502392000.0,25485914000.0,25505374000.0
2033.0,25282978000.0,25249458000.0,25272060000.0
2034.0,25118050000.0,25078400000.0,25083648000.0
2035.0,25018976000.0,24868647000.0,24845212000.0
2036.0,24879503000.0,24675178000.0,24690557000.0
2037.0,24715018000.0,24518615000.0,24560374000.0
2038.0,24458576000.0,24192522000.0,24402948000.0
2039.0,24239241000.0,24010381000.0,24229646000.0
2040.0,23915330000.0,23786131000.0,24049359000.0
2041.0,23735388000.0,23611130000.0,23890504000.0
2042.0,23442512000.0,23414903000.0,23754318000.0
2043.0,23248904000.0,23173738000.0,23679902000.0
2044.0,22952548000.0,22958305000.0,23410260000.0
2045.0,22622194000.0,22818132000.0,23252083000.0
2046.0,22419950000.0,22627705000.0,23097395000.0
2047.0,22135132000.0,22428620000.0,22910929000.0
2048.0,21862038000.0,22229606000.0,22752285000.0
2049.0,21736962000.0,22096282000.0,22641943000.0
2050.0,21453580000.0,21776126000.0,22487702000.0
2051.0,21489787000.0,21573202000.0,22341745000.0
2052.0,21035080000.0,21288913000.0,22175609000.0
2053.0,20806523000.0,21064937000.0,22003860000.0
2054.0,20605129000.0,20892797000.0,21833175000.0
2055.0,20381440000.0,20729895000.0,21653873000.0
2056.0,20257577000.0,20505410000.0,21490217000.0
2057.0,19923139000.0,20300454000.0,21309336000.0
2058.0,19608584000.0,20036370000.0,21240451000.0
2059.0,19368253000.0,19829289000.0,21116240000.0
2060.0,19092281000.0,19685695000.0,20949094000.0
2061.0,19041325000.0,19514896000.0,20742883000.0
2062.0,18651415000.0,19236545000.0,20547334000.0
2063.0,18470877000.0,19022400000.0,20361527000.0
2064.0,18305737000.0,18807243000.0,20175698000.0
2065.0,18077024000.0,18598316000.0,20038007000.0
2066.0,17926700000.0,18329205000.0,19846355000.0
2067.0,17724936000.0,18175394000.0,19673104000.0
2068.0,17507643000.0,17978171000.0,19487110000.0
2069.0,17344362000.0,17745890000.0,19355087000.0
2070.0,17244820000.0,17565698000.0,19202353000.0
2071.0,17055366000.0,17363780000.0,19003610000.0
2072.0,16917052000.0,17041071000.0,18843530000.0
2073.0,16773330000.0,16817298000.0,18674235000.0
2074.0,16709939000.0,16600580000.0,18444077000.0
2075.0,16479764000.0,16395057000.0,18261445000.0
2076.0,16273504000.0,16076828000.0,18116970000.0
2077.0,16064932000.0,15882175000.0,17940818000.0
2078.0,15845907000.0,15689990000.0,17781047000.0
2079.0,15676844000.0,15483888000.0,17587642000.0
2080.0,15568317000.0,15185662000.0,17379297000.0
2081.0,15383611000.0,14997004000.0,17244928000.0
2082.0,15261549000.0,14776854000.0,17107124000.0
2083.0,15140233000.0,14567441000.0,16879193000.0
2084.0,14997528000.0,14343240000.0,16637151000.0
2085.0,14863473000.0,14159076000.0,16430639000.0
2086.0,14670808000.0,13966747000.0,16280653000.0
2087.0,14507635000.0,13746806000.0,16125724000.0
2088.0,14303960000.0,13489007000.0,15910940000.0
2089.0,14169417000.0,13300842000.0,15691783000.0
2090.0,14013043000.0,13124660000.0,15522213000.0
2091.0,13866361000.0,12947359000.0,15373596000.0
2092.0,13717480000.0,12730491000.0,15202842000.0
2093.0,13568708000.0,12477729000.0,15049150000.0
2094.0,13418670000.0,12274218000.0,14886500000.0
2095.0,13252693000.0,12133335000.0,14725368000.0
2096.0,13036688000.0,11989915000.0,14571964000.0
2097.0,12895428000.0,11820038000.0,14381442000.0
2098.0,12751543000.0,11658477000.0,14212436000.0
2099.0,12570664000.0,11502742000.0,13972224000.0
2100.0,12435982000.0,11395937000.0,13806882000.0
2101.0,12307491000.0,11223914000.0,13694110000.0
2102.0,12179408000.0,11032846000.0,13568931000.0
2103.0,12019167000.0,10911741000.0,13406607000.0
2104.0,11867335000.0,10704265000.0,13301250000.0
2105.0,11739720000.0,10494388000.0,13149135000.0
2106.0,11530737000.0,10377834000.0,13010495000.0
2107.0,11391848000.0,10252539000.0,12862529000.0
2108.0,11225713000.0,10152437000.0,12692453000.0
2109.0,11057419000.0,9960609000.0,12523821000.0
2110.0,10921829000.0,9772927000.0,12418640000.0
2111.0,10773886000.0,9561219000.0,12286579000.0
2112.0,10630242000.0,9442677000.0,12136286000.0
2113.0,10504066000.0,9244704000.0,11992708000.0
2114.0,10300265000.0,8972130000.0,11758134000.0
2115.0,10142020000.0,8797020000.0,11594914000.0
2116.0,10018784000.0,8684816000.0,11392282000.0
2117.0,9831110000.0,8575902700.0,11220911000.0
2118.0,9707666000.0,8451293000.0,11032062000.0
2119.0,9539689000.0,8326950400.0,10865501000.0
2120.0,9323270000.0,8251877400.0,10726236000.0
