time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,3741120000000.0,3741120000000.0
2001.0,3724872300000.0,3724872300000.0
2002.0,3713692300000.0,3713692300000.0
2003.0,3710738500000.0,3710738500000.0
2004.0,3698924000000.0,3698924000000.0
2005.0,3684733300000.0,3684733300000.0
2006.0,3677653000000.0,3677653000000.0
2007.0,3669930300000.0,3669930300000.0
2008.0,3668572400000.0,3668572400000.0
2009.0,3649146200000.0,3649146200000.0
2010.0,3643301400000.0,3643301400000.0
2011.0,3617710700000.0,3617710700000.0
2012.0,3619212200000.0,3619212200000.0
2013.0,3618784000000.0,3618784000000.0
2014.0,3617124800000.0,3617124800000.0
2015.0,3604779600000.0,3604779600000.0
2016.0,3603171600000.0,3603171600000.0
2017.0,3584816800000.0,3584816800000.0
2018.0,3566544600000.0,3566544600000.0
2019.0,3561793300000.0,3561793300000.0
2020.0,3537741500000.0,3537741500000.0
2021.0,3528190300000.0,3506935200000.0
2022.0,3506620300000.0,3492054800000.0
2023.0,3499428000000.0,3468135500000.0
2024.0,3489312300000.0,3449843000000.0
2025.0,3470681400000.0,3435476300000.0
2026.0,3455958400000.0,3406363000000.0
2027.0,3443737800000.0,3377725700000.0
2028.0,3433717600000.0,3350888200000.0
2029.0,3420388900000.0,3329798000000.0
2030.0,3412923800000.0,3301491900000.0
2031.0,3397394400000.0,3269903000000.0
2032.0,3376001600000.0,3244213000000.0
2033.0,3360902300000.0,3213824000000.0
2034.0,3332615400000.0,3186982400000.0
2035.0,3311389600000.0,3156467300000.0
2036.0,3300800900000.0,3119418000000.0
2037.0,3291755800000.0,3083984200000.0
2038.0,3270324300000.0,3058278300000.0
2039.0,3241193200000.0,3033087000000.0
2040.0,3228127000000.0,3002392000000.0
2041.0,3217006800000.0,2972691500000.0
2042.0,3199821000000.0,2940670800000.0
2043.0,3182891600000.0,2904370400000.0
2044.0,3178371500000.0,2877270800000.0
2045.0,3155166000000.0,2846358200000.0
2046.0,3123395000000.0,2811607600000.0
2047.0,3091765400000.0,2774579500000.0
2048.0,3065459200000.0,2756483500000.0
2049.0,3038579500000.0,2722918300000.0
2050.0,3019680300000.0,2696238300000.0
2051.0,2992417800000.0,2667479300000.0
2052.0,2967733800000.0,2642420200000.0
2053.0,2942542500000.0,2614044400000.0
2054.0,2911453000000.0,2605000700000.0
2055.0,2884923000000.0,2588812800000.0
2056.0,2844075500000.0,2567414700000.0
2057.0,2811783000000.0,2544432300000.0
2058.0,2785621600000.0,2521482100000.0
2059.0,2756021800000.0,2509219600000.0
2060.0,2728773800000.0,2483657000000.0
2061.0,2703871400000.0,2458679500000.0
2062.0,2679631800000.0,2440721900000.0
2063.0,2643576000000.0,2411808400000.0
2064.0,2608082500000.0,2388319500000.0
2065.0,2576788500000.0,2375847500000.0
2066.0,2542584000000.0,2364413800000.0
2067.0,2511398000000.0,2344282200000.0
2068.0,2483055200000.0,2332892900000.0
2069.0,2449301800000.0,2317957200000.0
2070.0,2420572400000.0,2300900800000.0
2071.0,2388773300000.0,2268777000000.0
2072.0,2361259200000.0,2246255800000.0
2073.0,2326989400000.0,2237633700000.0
2074.0,2297624800000.0,2228015300000.0
2075.0,2266109800000.0,2210471300000.0
2076.0,2241073300000.0,2195230400000.0
2077.0,2214247000000.0,2181835700000.0
2078.0,2181477800000.0,2168298000000.0
2079.0,2143107400000.0,2149889300000.0
2080.0,2107252800000.0,2127608800000.0
2081.0,2077147500000.0,2116618600000.0
2082.0,2041955600000.0,2108107100000.0
2083.0,2024025600000.0,2098923600000.0
2084.0,1993762100000.0,2087789900000.0
2085.0,1964360000000.0,2077350300000.0
2086.0,1938719600000.0,2064238000000.0
2087.0,1911809800000.0,2048593900000.0
2088.0,1888576900000.0,2036785500000.0
2089.0,1867382900000.0,2029462900000.0
2090.0,1841455300000.0,2019226000000.0
2091.0,1807035900000.0,2011796200000.0
2092.0,1779048900000.0,2002346800000.0
2093.0,1763509700000.0,1999853500000.0
2094.0,1741507800000.0,1989194800000.0
2095.0,1730371300000.0,1979607200000.0
2096.0,1716159100000.0,1967447700000.0
2097.0,1694736800000.0,1967476700000.0
2098.0,1671226700000.0,1962854200000.0
2099.0,1644528000000.0,1951816100000.0
2100.0,1617916200000.0,1944966800000.0
