time,TAIESM1,MIROC6,CESM2-WACCM,CANESM5,MRI-ESM2-0,KACE-1-0-G,IPSL-CM6A-LR,GFDL-ESM4,CNRM-CM6-1,CNRM-ESM2-1,UKESM1-0-LL,MPI-ESM1-2-HR,EC-EARTH3
2036.0,3265320200000.0,3325693300000.0,3355915000000.0,2700758500000.0,3060319600000.0,3924573000000.0,3286373200000.0,3335764000000.0,3375061500000.0,3294430000000.0,2945691200000.0,3351607000000.0,2658104800000.0
2037.0,3250907300000.0,3301354800000.0,3344927300000.0,2665940800000.0,3026009500000.0,3950896200000.0,3270130800000.0,3328230600000.0,3364509700000.0,3277229400000.0,2907019700000.0,3334188300000.0,2608015300000.0
2038.0,3222590200000.0,3285621100000.0,3322542800000.0,2618820400000.0,3005797000000.0,3980843300000.0,3251635200000.0,3316989300000.0,3369201800000.0,3263421000000.0,2854421300000.0,3318509000000.0,2554946700000.0
2039.0,3187802600000.0,3268215600000.0,3313473200000.0,2566044000000.0,2974046200000.0,3990605800000.0,3237149700000.0,3300313800000.0,3368026600000.0,3254235400000.0,2801653300000.0,3306990600000.0,2502488800000.0
2040.0,3144123000000.0,3240575000000.0,3299641700000.0,2515374700000.0,2937084000000.0,4005155800000.0,3217321600000.0,3298480600000.0,3359326000000.0,3243881000000.0,2747396300000.0,3283767500000.0,2430372200000.0
2041.0,3104906100000.0,3228425800000.0,3266004400000.0,2467390800000.0,2907122400000.0,4036114300000.0,3194186400000.0,3286195200000.0,3356103500000.0,3228451700000.0,2714602300000.0,3273736800000.0,2375357600000.0
2042.0,3078197600000.0,3205509700000.0,3241840700000.0,2418741300000.0,2872871500000.0,4050127200000.0,3172447300000.0,3271002700000.0,3344691000000.0,3218525400000.0,2678764900000.0,3267403700000.0,2321714800000.0
2043.0,3055456600000.0,3195041500000.0,3215127200000.0,2373121700000.0,2829802800000.0,4075101600000.0,3150427000000.0,3257754000000.0,3341226300000.0,3195036500000.0,2600208400000.0,3257796000000.0,2262072800000.0
2044.0,3028169800000.0,3161406600000.0,3208175700000.0,2333532700000.0,2797258000000.0,4105319000000.0,3130955100000.0,3246381600000.0,3323023300000.0,3182158200000.0,2547609000000.0,3251205000000.0,2192602400000.0
2045.0,2996916500000.0,3140104000000.0,3191683000000.0,2283142400000.0,2775579000000.0,4129969100000.0,3093733000000.0,3226143600000.0,3304533300000.0,3173892000000.0,2488898700000.0,3231623700000.0,2131654200000.0
2046.0,2968879400000.0,3109629200000.0,3176777000000.0,2230208000000.0,2753760000000.0,4147973200000.0,3060823200000.0,3203728100000.0,3284501500000.0,3166850000000.0,2462567000000.0,3220066000000.0,2083072200000.0
2047.0,2947358000000.0,3086174400000.0,3145225000000.0,2164055600000.0,2722485500000.0,4169506500000.0,3022004400000.0,3174840700000.0,3277190600000.0,3158627000000.0,2414156000000.0,3202744800000.0,2030274900000.0
2048.0,2924457800000.0,3068759400000.0,3112166800000.0,2118903800000.0,2684602500000.0,4186939600000.0,2991736200000.0,3155402700000.0,3265505000000.0,3146188000000.0,2348505400000.0,3184063700000.0,1974813200000.0
2049.0,2882122800000.0,3053206600000.0,3079987800000.0,2057866800000.0,2654859000000.0,4216052800000.0,2975021100000.0,3138666000000.0,3248579400000.0,3126906300000.0,2291447000000.0,3170746500000.0,1917916200000.0
2050.0,2844513800000.0,3040966300000.0,3057215600000.0,1984203000000.0,2623292000000.0,4225821800000.0,2952230300000.0,3110703000000.0,3243220000000.0,3120114000000.0,2244194000000.0,3157243700000.0,1860217900000.0
2051.0,2812647800000.0,3022560700000.0,3039662000000.0,1926832600000.0,2603542400000.0,4250958300000.0,2919122600000.0,3094978200000.0,3247173000000.0,3114331300000.0,2197543800000.0,3140985800000.0,1812816100000.0
2052.0,2775323000000.0,2993821600000.0,3018000400000.0,1870056900000.0,2583426500000.0,4277844800000.0,2891973400000.0,3077301300000.0,3228375200000.0,3106506500000.0,2142556900000.0,3127401800000.0,1765438500000.0
2053.0,2730106600000.0,2963731000000.0,2997017600000.0,1803382800000.0,2558446800000.0,4304630700000.0,2868558400000.0,3054328600000.0,3229852600000.0,3104797400000.0,2081111500000.0,3114828600000.0,1716737000000.0
2054.0,2697001000000.0,2950588000000.0,2980232800000.0,1749647000000.0,2529136200000.0,4333869700000.0,2840179200000.0,3023074000000.0,3221100400000.0,3087987400000.0,2032450700000.0,3096906300000.0,1653661600000.0
2055.0,2657234700000.0,2925128800000.0,2968103700000.0,1682501900000.0,2501041700000.0,4366461300000.0,2802433000000.0,2990799300000.0,3200159000000.0,3080021900000.0,1991092600000.0,3078402600000.0,1605619400000.0
2056.0,2622616500000.0,2899405400000.0,2949544700000.0,1641156200000.0,2472765800000.0,4382032400000.0,2768484400000.0,2972083600000.0,3182075800000.0,3063386700000.0,1939660700000.0,3065872000000.0,1559775300000.0
2057.0,2594208000000.0,2877883000000.0,2935477200000.0,1575380300000.0,2438144700000.0,4397387500000.0,2756909000000.0,2954052200000.0,3186302400000.0,3050210600000.0,1891334800000.0,3051324200000.0,1507518400000.0
2058.0,2554274800000.0,2862561400000.0,2920336900000.0,1512431700000.0,2416316800000.0,4422552000000.0,2728109800000.0,2926964400000.0,3176640500000.0,3042184500000.0,1843391100000.0,3031849500000.0,1457567200000.0
2059.0,2521356000000.0,2841842500000.0,2901001600000.0,1446163900000.0,2386385000000.0,4441818000000.0,2710751200000.0,2901612200000.0,3158910400000.0,3024188900000.0,1800287000000.0,3008514800000.0,1415573700000.0
2060.0,2484876600000.0,2813408800000.0,2889268900000.0,1384138800000.0,2372546900000.0,4470899000000.0,2692199200000.0,2870735800000.0,3153297100000.0,3006839000000.0,1754936200000.0,2986357300000.0,1381448400000.0
2061.0,2462881000000.0,2800090300000.0,2868110000000.0,1328037500000.0,2344961700000.0,4484668000000.0,2660162000000.0,2836634000000.0,3132490800000.0,2976544500000.0,1713287700000.0,2966571700000.0,1345835800000.0
2062.0,2434163800000.0,2773750000000.0,2849915500000.0,1272625000000.0,2315649000000.0,4498434600000.0,2634624800000.0,2813985600000.0,3112519300000.0,2955698200000.0,1669817800000.0,2954914200000.0,1299678500000.0
2063.0,2402733500000.0,2749306200000.0,2825991200000.0,1226901700000.0,2291056200000.0,4516286600000.0,2611034000000.0,2788160200000.0,3098680000000.0,2943290200000.0,1629467000000.0,2940819500000.0,1256909800000.0
2064.0,2374359800000.0,2722441200000.0,2811600600000.0,1179834500000.0,2269329800000.0,4534207000000.0,2586279700000.0,2758568300000.0,3093122300000.0,2931991800000.0,1586985300000.0,2923908600000.0,1227673300000.0
2065.0,2343064000000.0,2698708500000.0,2786089800000.0,1134309000000.0,2242758300000.0,4562773600000.0,2559893300000.0,2734209600000.0,3058779000000.0,2907702000000.0,1552656600000.0,2908201400000.0,1196107900000.0
2066.0,2313974000000.0,2681456800000.0,2761378000000.0,1089916900000.0,2219700400000.0,4592692600000.0,2543819200000.0,2709092300000.0,3033038300000.0,2890153300000.0,1515324800000.0,2893943700000.0,1159367800000.0
2067.0,2273273200000.0,2652424600000.0,2740223700000.0,1045507100000.0,2199224800000.0,4617208300000.0,2522785300000.0,2693209800000.0,3021701000000.0,2872769000000.0,1475421100000.0,2879388400000.0,1124445800000.0
2068.0,2228037000000.0,2645451000000.0,2729480600000.0,1008656300000.0,2168975800000.0,4644501700000.0,2490061600000.0,2669325800000.0,3000608800000.0,2855047000000.0,1442060800000.0,2858971000000.0,1087452940000.0
2069.0,2182775000000.0,2640682000000.0,2707490900000.0,958656350000.0,2145901600000.0,4666803400000.0,2465359200000.0,2652547600000.0,2985134700000.0,2844532700000.0,1409770800000.0,2842138000000.0,1053828600000.0
2070.0,2151123900000.0,2614280300000.0,2683221600000.0,910867370000.0,2131068200000.0,4684557300000.0,2440308700000.0,2629215000000.0,2973035700000.0,2827709600000.0,1371222200000.0,2823605000000.0,1013084200000.0
2071.0,2121131200000.0,2599996000000.0,2673736000000.0,861006800000.0,2105472200000.0,4709956000000.0,2408223000000.0,2607570700000.0,2953198000000.0,2813415700000.0,1339265900000.0,2800118400000.0,976225600000.0
2072.0,2073421300000.0,2574865100000.0,2647809000000.0,814580100000.0,2078205300000.0,4734340600000.0,2374946800000.0,2578505300000.0,2943149700000.0,2790222700000.0,1307753200000.0,2784395500000.0,941164900000.0
2073.0,2037989100000.0,2546863200000.0,2625002800000.0,775606500000.0,2062316300000.0,4753081000000.0,2338680000000.0,2547491800000.0,2920227000000.0,2780649800000.0,1271078500000.0,2769004500000.0,914731500000.0
2074.0,1996277500000.0,2527626000000.0,2607631800000.0,725978800000.0,2042142000000.0,4766531000000.0,2313441000000.0,2514552400000.0,2897285700000.0,2763692000000.0,1232556800000.0,2751950700000.0,881283600000.0
2075.0,1966286200000.0,2501090000000.0,2586994800000.0,678600050000.0,2021179100000.0,4798360000000.0,2281662000000.0,2482334300000.0,2873670500000.0,2755805800000.0,1186634800000.0,2735885500000.0,848303360000.0
2076.0,1933429600000.0,2467082300000.0,2560119500000.0,631035660000.0,1997502400000.0,4829601000000.0,2250489000000.0,2462129600000.0,2850254200000.0,2734225000000.0,1148408300000.0,2720579000000.0,810669500000.0
2077.0,1888032700000.0,2446918700000.0,2542191200000.0,582675900000.0,1974479700000.0,4859851000000.0,2226958600000.0,2429987000000.0,2826198000000.0,2716575200000.0,1107442500000.0,2707568000000.0,778435700000.0
2078.0,1853645700000.0,2420792600000.0,2501655700000.0,540912750000.0,1954088700000.0,4874661500000.0,2204710700000.0,2402467700000.0,2797823300000.0,2694573500000.0,1059795040000.0,2686943000000.0,746288900000.0
2079.0,1805925400000.0,2400198000000.0,2484545800000.0,501034250000.0,1931969000000.0,4901655500000.0,2177936000000.0,2377672600000.0,2782273200000.0,2673049600000.0,1028240440000.0,2671076000000.0,713307850000.0
2080.0,1773687100000.0,2367399100000.0,2474866400000.0,466513820000.0,1912966900000.0,4925009400000.0,2147754800000.0,2361114800000.0,2748885000000.0,2648748000000.0,988135700000.0,2654289800000.0,684163000000.0
2081.0,1736641000000.0,2343738000000.0,2454540000000.0,432670800000.0,1890814400000.0,4959356600000.0,2123750300000.0,2336101800000.0,2719017000000.0,2621779000000.0,948300940000.0,2637813500000.0,653908640000.0
2082.0,1702308700000.0,2317652900000.0,2429776000000.0,399748070000.0,1863652200000.0,4976020600000.0,2092299700000.0,2303758000000.0,2686853000000.0,2602271500000.0,909101700000.0,2631114000000.0,620406440000.0
2083.0,1663410200000.0,2290896900000.0,2407050500000.0,366198880000.0,1842848300000.0,4992734300000.0,2055017200000.0,2288220400000.0,2662412300000.0,2583530300000.0,874717840000.0,2613411300000.0,590716670000.0
2084.0,1625128000000.0,2266711500000.0,2380789700000.0,334589100000.0,1825009700000.0,5013394400000.0,2029170300000.0,2262442200000.0,2626453000000.0,2555578000000.0,833238000000.0,2594760600000.0,561651000000.0
2085.0,1603309500000.0,2245299500000.0,2347698500000.0,303424340000.0,1804810600000.0,5032716000000.0,1994241600000.0,2241363400000.0,2600250600000.0,2537015200000.0,798529160000.0,2579622000000.0,535323440000.0
2086.0,1577052300000.0,2227436000000.0,2314073500000.0,279929320000.0,1791575500000.0,5060413000000.0,1958438800000.0,2219047000000.0,2582503200000.0,2513153300000.0,756061240000.0,2564789000000.0,506960540000.0
2087.0,1552233300000.0,2201623700000.0,2281124000000.0,256509310000.0,1770177700000.0,5090413400000.0,1929208900000.0,2197695000000.0,2556470200000.0,2485427400000.0,723345800000.0,2545812800000.0,476112500000.0
2088.0,1520322500000.0,2179853700000.0,2259272300000.0,233414870000.0,1754005500000.0,5114606000000.0,1895326500000.0,2164448300000.0,2510709600000.0,2463971400000.0,687385300000.0,2524074200000.0,451617620000.0
2089.0,1495851900000.0,2159436900000.0,2240215000000.0,210985880000.0,1737220000000.0,5128306000000.0,1855425600000.0,2133904500000.0,2476579700000.0,2451892600000.0,655096100000.0,2502771300000.0,424530300000.0
2090.0,1467225300000.0,2133430800000.0,2219351000000.0,190092000000.0,1724115300000.0,5135131500000.0,1815708000000.0,2104392400000.0,2440722000000.0,2426525000000.0,618055500000.0,2475398800000.0,396536900000.0
2091.0,1445848800000.0,2104683100000.0,2198292100000.0,167953970000.0,1711139600000.0,5165555400000.0,1784213400000.0,2077061200000.0,2402546600000.0,2401176600000.0,584979200000.0,2460325500000.0,371558420000.0
2092.0,1406915200000.0,2089528900000.0,2172069500000.0,147849400000.0,1700526800000.0,5189697300000.0,1753220100000.0,2054580200000.0,2356690800000.0,2370570800000.0,549278880000.0,2436919200000.0,345844200000.0
2093.0,1376900200000.0,2055879500000.0,2168397800000.0,130785710000.0,1678991800000.0,5197648000000.0,1726408200000.0,2028017700000.0,2322461400000.0,2342886800000.0,513931250000.0,2416243400000.0,324238800000.0
2094.0,1355156800000.0,2025827000000.0,2151712200000.0,115377780000.0,1662229700000.0,5227410000000.0,1699369300000.0,2005495200000.0,2278439500000.0,2310728600000.0,479602180000.0,2402867700000.0,302137280000.0
2095.0,1328070800000.0,2006605000000.0,2130984200000.0,99379134000.0,1647244200000.0,5245062000000.0,1672450300000.0,1986373400000.0,2225372100000.0,2277560800000.0,442158500000.0,2386339800000.0,281443140000.0
2096.0,1293264900000.0,1987525600000.0,2119570400000.0,86517200000.0,1633955000000.0,5264448700000.0,1644453800000.0,1967552300000.0,2184502000000.0,2253360200000.0,412500460000.0,2363820900000.0,261561710000.0
2097.0,1260987400000.0,1969943100000.0,2095462100000.0,76023054000.0,1622588000000.0,5288056300000.0,1618912900000.0,1950120800000.0,2145079400000.0,2211505000000.0,390027900000.0,2343898400000.0,244441940000.0
2098.0,1231994500000.0,1950423000000.0,2078742800000.0,66025038000.0,1602457000000.0,5312149500000.0,1593940900000.0,1930615800000.0,2111572400000.0,2186802600000.0,360516600000.0,2326251400000.0,228170890000.0
2099.0,1210069300000.0,1934954600000.0,2045431100000.0,57834280000.0,1588258000000.0,5339455000000.0,1557187800000.0,1909768000000.0,2076239600000.0,2166500000000.0,334235240000.0,2304192800000.0,208135950000.0
2100.0,1174592600000.0,1910047800000.0,2033553000000.0,49977414000.0,1569979800000.0,5366263300000.0,1531729100000.0,1886340800000.0,2044607700000.0,2134898800000.0,309692960000.0,2292522200000.0,191500220000.0
