time,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR
2046.0,2627812000000.0,3100038000000.0,2922462000000.0,3186991800000.0
2047.0,2576768000000.0,3091546800000.0,2901730700000.0,3171253700000.0
2048.0,2531527800000.0,3077352500000.0,2875954000000.0,3161308300000.0
2049.0,2490131800000.0,3056892000000.0,2862923600000.0,3138377000000.0
2050.0,2460216000000.0,3051572000000.0,2850585000000.0,3112189800000.0
2051.0,2432618200000.0,3041820100000.0,2832877000000.0,3092357000000.0
2052.0,2396466200000.0,3031980300000.0,2816919500000.0,3080777000000.0
2053.0,2362040400000.0,3018124400000.0,2797007300000.0,3070997000000.0
2054.0,2334802600000.0,3008465700000.0,2787497200000.0,3063216600000.0
2055.0,2302366400000.0,3005982000000.0,2767784000000.0,3045294600000.0
2056.0,2269838000000.0,2991145400000.0,2755833600000.0,3023113300000.0
2057.0,2213186000000.0,2977493700000.0,2737990500000.0,3003153600000.0
2058.0,2185701600000.0,2965857400000.0,2731639300000.0,2988503000000.0
2059.0,2149688700000.0,2957320400000.0,2725300700000.0,2974851000000.0
2060.0,2112250200000.0,2952332300000.0,2712513000000.0,2957580400000.0
2061.0,2079606400000.0,2941988400000.0,2709152000000.0,2938673000000.0
2062.0,2043243800000.0,2925356600000.0,2698978800000.0,2929382000000.0
2063.0,2020885500000.0,2912449200000.0,2677387600000.0,2913064200000.0
2064.0,1987341800000.0,2896506700000.0,2683314600000.0,2901681400000.0
2065.0,1955179700000.0,2884839400000.0,2681289000000.0,2891865000000.0
2066.0,1912035100000.0,2878582300000.0,2678092200000.0,2881196400000.0
2067.0,1877880700000.0,2864134000000.0,2673069800000.0,2865770500000.0
2068.0,1836345500000.0,2865392300000.0,2669579300000.0,2848349000000.0
2069.0,1803621800000.0,2846108700000.0,2665446600000.0,2822340000000.0
2070.0,1772071700000.0,2842875000000.0,2647139000000.0,2809866500000.0
2071.0,1741821300000.0,2839660500000.0,2638148500000.0,2780702700000.0
2072.0,1714767100000.0,2827011800000.0,2632595500000.0,2775175700000.0
2073.0,1698456700000.0,2813239200000.0,2624827700000.0,2764241600000.0
2074.0,1669685400000.0,2798820800000.0,2623572800000.0,2755634700000.0
2075.0,1650654400000.0,2795492300000.0,2616382700000.0,2737643500000.0
2076.0,1620831400000.0,2789369700000.0,2611563200000.0,2725371000000.0
2077.0,1603078200000.0,2785023000000.0,2610375200000.0,2714407800000.0
2078.0,1579982100000.0,2767368200000.0,2610458300000.0,2707990800000.0
2079.0,1552253800000.0,2764483300000.0,2616967300000.0,2699788300000.0
2080.0,1529904400000.0,2755775000000.0,2603834400000.0,2686527200000.0
2081.0,1500439600000.0,2762966300000.0,2598414600000.0,2675889000000.0
2082.0,1469886400000.0,2761482000000.0,2588896400000.0,2673176700000.0
2083.0,1444737400000.0,2754143300000.0,2584016600000.0,2660344500000.0
2084.0,1425973400000.0,2737624000000.0,2572635600000.0,2662479700000.0
2085.0,1404081900000.0,2725139400000.0,2569858200000.0,2654590700000.0
2086.0,1387209700000.0,2719747100000.0,2566978300000.0,2644361000000.0
2087.0,1364713100000.0,2718039300000.0,2556330800000.0,2622368300000.0
2088.0,1338944500000.0,2713161000000.0,2559933200000.0,2615807000000.0
2089.0,1318027400000.0,2708116000000.0,2560532700000.0,2609045000000.0
2090.0,1295147100000.0,2705573300000.0,2556773500000.0,2603505200000.0
2091.0,1269868300000.0,2704872000000.0,2557662200000.0,2593132000000.0
2092.0,1252528500000.0,2704756400000.0,2554701800000.0,2580886600000.0
2093.0,1232907000000.0,2698329700000.0,2554721000000.0,2581900600000.0
2094.0,1212229900000.0,2696065800000.0,2553555500000.0,2577684500000.0
2095.0,1192378400000.0,2687256500000.0,2557540300000.0,2567432300000.0
2096.0,1177538400000.0,2684720000000.0,2556303500000.0,2567465600000.0
2097.0,1165147800000.0,2681986400000.0,2556338400000.0,2559947800000.0
2098.0,1153451300000.0,2684879600000.0,2551386200000.0,2561416000000.0
2099.0,1133080500000.0,2684815000000.0,2557742200000.0,2555230300000.0
2100.0,1116773200000.0,2672739200000.0,2562179700000.0,2546606000000.0
