time,CCSM4,CESM1-CAM5,GFDL-ESM2G,GISS-E2-R,NORESM1-M,GFDL-CM3,CSIRO-MK3-6-0,IPSL-CM5A-LR
2000.0,14632250000.0,14632250000.0,14632250000.0,14632250000.0,14632250000.0,14632250000.0,14632250000.0,14632250000.0
2001.0,14675153000.0,14675153000.0,14675153000.0,14675153000.0,14675153000.0,14675153000.0,14675153000.0,14675153000.0
2002.0,14690946000.0,14690946000.0,14690946000.0,14690946000.0,14690946000.0,14690946000.0,14690946000.0,14690946000.0
2003.0,14723055000.0,14723055000.0,14723055000.0,14723055000.0,14723055000.0,14723055000.0,14723055000.0,14723055000.0
2004.0,14711697000.0,14711697000.0,14711697000.0,14711697000.0,14711697000.0,14711697000.0,14711697000.0,14711697000.0
2005.0,14718628000.0,14718628000.0,14718628000.0,14718628000.0,14718628000.0,14718628000.0,14718628000.0,14718628000.0
2006.0,14699132000.0,14699132000.0,14699132000.0,14699132000.0,14699132000.0,14699132000.0,14699132000.0,14699132000.0
2007.0,14647201000.0,14647201000.0,14647201000.0,14647201000.0,14647201000.0,14647201000.0,14647201000.0,14647201000.0
2008.0,14597407000.0,14597407000.0,14597407000.0,14597407000.0,14597407000.0,14597407000.0,14597407000.0,14597407000.0
2009.0,14590518000.0,14590518000.0,14590518000.0,14590518000.0,14590518000.0,14590518000.0,14590518000.0,14590518000.0
2010.0,14507159000.0,14507159000.0,14507159000.0,14507159000.0,14507159000.0,14507159000.0,14507159000.0,14507159000.0
2011.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0
2012.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0
2013.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0
2014.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0
2015.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0
2016.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0
2017.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0
2018.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0
2019.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0
2020.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0
2021.0,13641471000.0,13757355000.0,13668573000.0,13701994000.0,13922902000.0,13577871000.0,13665099000.0,13749673000.0
2022.0,13541393000.0,13630596000.0,13558212000.0,13564682000.0,13704577000.0,13378049000.0,13786718000.0,13589442000.0
2023.0,13458520000.0,13552498000.0,13455169000.0,13462103000.0,13593675000.0,13208822000.0,13572717000.0,13467948000.0
2024.0,13314633000.0,13360818000.0,13298356000.0,13338224000.0,13421878000.0,13018888000.0,13419008000.0,13273400000.0
2025.0,13206475000.0,13277768000.0,13121971000.0,13196317000.0,13283905000.0,12809824000.0,13274582000.0,13099955000.0
2026.0,13079430000.0,13184707000.0,12986323000.0,13029601000.0,13156391000.0,12548660000.0,13133853000.0,12954961000.0
2027.0,12959412000.0,13075164000.0,12925032000.0,12895802000.0,12994629000.0,12294274000.0,13040185000.0,12750810000.0
2028.0,12866501000.0,12917090000.0,12775250000.0,12908901000.0,12908762000.0,11985573000.0,12964874000.0,12561844000.0
2029.0,12723109000.0,12703233000.0,12684029000.0,12893052000.0,12783192000.0,11749796000.0,13102728000.0,12326456000.0
2030.0,12608463000.0,12623153000.0,12567169000.0,12683137000.0,12707705000.0,11488316000.0,13233176000.0,12072640000.0
2031.0,12631336000.0,12435149000.0,12367397000.0,12593428000.0,12523880000.0,11182507000.0,12730841000.0,11880053000.0
2032.0,12443400000.0,12306150000.0,12363999000.0,12378446000.0,12797965000.0,10901070000.0,12834560000.0,11679927000.0
2033.0,12261943000.0,12512800000.0,12117592000.0,12237439000.0,12368287000.0,10717597000.0,12553456000.0,11519473000.0
2034.0,12144874000.0,12092338000.0,12143740000.0,12206969000.0,12240369000.0,10388280000.0,12478297000.0,11204820000.0
2035.0,11949444000.0,11904301000.0,11905818000.0,12026705000.0,12120158000.0,10053634000.0,12430067000.0,10950500000.0
2036.0,11847244000.0,11708417000.0,11741377000.0,11860782000.0,12104195000.0,9751546000.0,12460505000.0,10676339000.0
2037.0,11697338000.0,11542311000.0,11655870000.0,11835602000.0,12001225000.0,9541464000.0,12300320000.0,10415478000.0
2038.0,11563674000.0,11446432000.0,11490509000.0,11638746000.0,11782839000.0,9260973000.0,12377773000.0,10118496000.0
2039.0,11343417000.0,11233505000.0,11346244000.0,11510385000.0,11656611000.0,9016797000.0,12087086000.0,9901533000.0
2040.0,11212593000.0,11320192000.0,11276458000.0,11426714000.0,11549693000.0,8796539000.0,11990864000.0,9562566000.0
2041.0,11072544000.0,11113909000.0,11117559000.0,11315890000.0,11537785000.0,8516336600.0,12207855000.0,9331062000.0
2042.0,10932224000.0,10940582000.0,10992115000.0,11199030000.0,11407330000.0,8306371000.0,11915798000.0,9113417000.0
2043.0,10777954000.0,10767333000.0,10857337000.0,11066171000.0,11209896000.0,8004468000.0,11783585000.0,8960735000.0
2044.0,10642853000.0,10599866000.0,10696705000.0,11039615000.0,11170248000.0,7772369400.0,11872337000.0,8720645000.0
2045.0,10467171000.0,10393720000.0,10526020000.0,11009022000.0,11012503000.0,7533091300.0,11603087000.0,8405583000.0
2046.0,10295308000.0,10288898000.0,10405068000.0,10803580000.0,10941682000.0,7270954500.0,12207656000.0,8128936000.0
2047.0,10309224000.0,10078716000.0,10463569000.0,10665663000.0,10825765000.0,7088567300.0,11624249000.0,8117719600.0
2048.0,10055301000.0,10132209000.0,10170781000.0,10542032000.0,10711536000.0,6905699000.0,11447437000.0,7759742000.0
2049.0,9888802000.0,9965913000.0,10048225000.0,10475446000.0,10571251000.0,6644587000.0,11354682000.0,7475181000.0
2050.0,9740332000.0,9791069000.0,9891583000.0,10343733000.0,10484250000.0,6475581400.0,11894898000.0,7244672000.0
2051.0,9582211000.0,9648568000.0,9732891000.0,10228621000.0,10301755000.0,6322498600.0,11261360000.0,7097434000.0
2052.0,9464570000.0,9489444000.0,9564970000.0,10141921000.0,10193099000.0,6164573000.0,11364950000.0,7144034300.0
2053.0,9340432000.0,9339158000.0,9394957000.0,10029239000.0,10061247000.0,5969640400.0,11093134000.0,7021147600.0
2054.0,9146686000.0,9210120000.0,9782814000.0,9935867000.0,9945180000.0,5821218300.0,11069030000.0,6936772000.0
2055.0,9003913000.0,9063406000.0,9609928000.0,9830587000.0,9787296000.0,5618150400.0,10894752000.0,6640882700.0
2056.0,8888699000.0,9119568000.0,9189379000.0,9722217000.0,9633712000.0,5419356700.0,10816743000.0,6755023400.0
2057.0,8744016000.0,8896433000.0,9033529000.0,9671980000.0,9508896000.0,5248126000.0,10714199000.0,6876088000.0
2058.0,8574718000.0,8848076000.0,8885024000.0,9621645000.0,9346261000.0,5114101000.0,10584619000.0,6458690600.0
2059.0,8474713000.0,8720997000.0,8736238000.0,9518412000.0,9212769000.0,4990400500.0,10441617000.0,6311346700.0
