time,CCSM4,CESM1-CAM5,GFDL-ESM2G,GISS-E2-R,NORESM1-M,GFDL-CM3,CSIRO-MK3-6-0,IPSL-CM5A-LR
2060.0,8372353000.0,8582188500.0,8630621000.0,9415544000.0,9070268000.0,4791708700.0,10314140000.0,6516368400.0
2061.0,8287559000.0,8525425700.0,8505462000.0,9373355000.0,8944863000.0,4609438000.0,10156194000.0,6184731000.0
2062.0,8173067000.0,8356229000.0,8433431000.0,9313805000.0,8754930000.0,4477224400.0,10011483000.0,6084508000.0
2063.0,8069692000.0,8224219600.0,8300126000.0,9185646000.0,8629764000.0,4383749600.0,9872847000.0,5997558300.0
2064.0,7938071000.0,8084631600.0,8182516700.0,9103094000.0,8513891300.0,4269607400.0,9775308000.0,5893769000.0
2065.0,7808010000.0,7949266400.0,8982562000.0,9125281000.0,8400636400.0,4117560000.0,9612269000.0,5804185000.0
2066.0,7708684000.0,7826422000.0,8099861500.0,9043753000.0,8300908500.0,3998769200.0,9468475000.0,5723076600.0
2067.0,7601056000.0,7675520500.0,7982120400.0,8901163000.0,8105689600.0,3866236000.0,9418167000.0,5591622000.0
2068.0,7482505700.0,7515200000.0,7928310300.0,8793336000.0,8048000500.0,3770705200.0,9184823000.0,5538048000.0
2069.0,7348767000.0,7376158000.0,7771602400.0,8681688000.0,7862495000.0,3634177800.0,8995462000.0,5418904600.0
2070.0,7260459000.0,7270004700.0,7737716000.0,8566067000.0,7699467300.0,3528224500.0,8799454000.0,5322850000.0
2071.0,7118943700.0,7086729700.0,7598932500.0,8459380700.0,7531469000.0,3415162600.0,8576105500.0,5238628000.0
2072.0,7027262000.0,6914861000.0,7454917000.0,8369828400.0,7458171400.0,3305181700.0,8352683500.0,5404159500.0
2073.0,6973398000.0,6760912000.0,7346250000.0,8248733700.0,7250317000.0,3202299600.0,8358620000.0,5128374300.0
2074.0,6867423700.0,6623788500.0,7311331300.0,8175568000.0,7078208000.0,3104569300.0,8041742000.0,4982718500.0
2075.0,6709989400.0,6426712600.0,7134483500.0,8004951600.0,6903405600.0,2987868400.0,7837866500.0,4890163000.0
2076.0,6559948000.0,6243540500.0,7006379500.0,7864946000.0,6770201600.0,2893185500.0,7716351000.0,4911854600.0
2077.0,6429874000.0,6071435300.0,6908772400.0,7744656400.0,6617319000.0,2782570000.0,7647213600.0,4703701500.0
2078.0,6309866500.0,5895807000.0,6955216400.0,7620396000.0,6482300000.0,2709592300.0,7449676000.0,4575855000.0
2079.0,6203973600.0,5745066500.0,6733042000.0,7528638500.0,6346699000.0,2618739500.0,7266585000.0,4464098300.0
2080.0,6123849700.0,5561333000.0,6637569000.0,7402646000.0,6178593000.0,2559593500.0,7053525500.0,4356460500.0
2081.0,5986972000.0,5372327400.0,6520617500.0,7271547000.0,6098264000.0,2469388500.0,7447494000.0,4268356600.0
2082.0,5821147000.0,5345964000.0,6427832300.0,7128649000.0,5953188000.0,2412832000.0,6901163500.0,4200090600.0
2083.0,5719035400.0,5115913700.0,6312703000.0,7027233000.0,5819294700.0,2336549600.0,6673776000.0,4102149600.0
2084.0,5661903000.0,4992688000.0,6268166700.0,6896018000.0,5777071000.0,2273006800.0,7153689000.0,3970883300.0
2085.0,5509483000.0,4874619000.0,6098316300.0,6715405300.0,5622545400.0,2194265000.0,6502877000.0,3866725600.0
2086.0,5383354000.0,4741742600.0,6028128000.0,6574532600.0,5683274000.0,2142196700.0,6422056000.0,3772567800.0
2087.0,5245512000.0,4644240000.0,5988280000.0,6431921700.0,5658227000.0,2098480400.0,6298833400.0,3710091300.0
2088.0,5163095000.0,4504378000.0,5890290700.0,6376599600.0,5413548000.0,2019717600.0,6127013400.0,3601068500.0
2089.0,5081213000.0,4396971000.0,5799590400.0,6224549000.0,5389958000.0,1951070600.0,5956068400.0,3486367700.0
2090.0,5114655000.0,4276931000.0,5689239600.0,6140720000.0,5287733000.0,1906426100.0,5875935000.0,3446554400.0
2091.0,4921733000.0,4173234700.0,5602847000.0,5978771500.0,5182341600.0,1845003000.0,5755567000.0,3328693800.0
2092.0,4812515000.0,4037456400.0,5498683400.0,5834952000.0,5222492700.0,1805118700.0,5594562000.0,3228614000.0
2093.0,4726117400.0,3914311000.0,5412372000.0,5722154500.0,5055028700.0,1763250400.0,5460156000.0,3142936300.0
2094.0,4621666000.0,3804673800.0,5381962000.0,5946651000.0,4954362400.0,1730891100.0,5320246000.0,3046354200.0
2095.0,4552793600.0,3725388000.0,5284844500.0,5550083600.0,4865868300.0,1686245800.0,5225175000.0,2981944800.0
2096.0,4499397000.0,3621254400.0,5207204000.0,5416315400.0,4809080300.0,1670720900.0,5304320500.0,2987863300.0
2097.0,4400101000.0,3526386700.0,5153444000.0,5324564000.0,4725003300.0,1620203400.0,5085393400.0,2834396700.0
2098.0,4343098000.0,3448864800.0,5418949000.0,5235140000.0,4643894300.0,1600405500.0,4922083300.0,2768497700.0
2099.0,4286648600.0,3384242200.0,5049636400.0,5143892500.0,4573647000.0,1579743500.0,4858907000.0,3109110000.0
2100.0,4230076000.0,3322660600.0,4932185000.0,5047097300.0,4502599000.0,1614163200.0,4688543000.0,2649512700.0
