time,TAIESM1,IITM-ESM,UKESM1-0-LL,IPSL-CM6A-LR,KACE-1-0-G,MRI-ESM2-0,CESM2-WACCM,GFDL-ESM4,MPI-ESM1-2-HR
2000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0
2001.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0
2002.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0
2003.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0
2004.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0
2005.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0
2006.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0
2007.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0
2008.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0
2009.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0
2010.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0
2011.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0
2012.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0
2013.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0
2014.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0
2015.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0
2016.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0
2017.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0
2018.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0
2019.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0
2020.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0
2021.0,18110793000000.0,18174380000000.0,17975952000000.0,18011568000000.0,17937482000000.0,17979557000000.0,18024107000000.0,18053817000000.0,18112456000000.0
2022.0,17965263000000.0,18147787000000.0,17883283000000.0,17831530000000.0,17723667000000.0,17929328000000.0,17771770000000.0,17947555000000.0,17998195000000.0
2023.0,17871728000000.0,18061573000000.0,17736179000000.0,17736525000000.0,17438721000000.0,17841472000000.0,17601567000000.0,17769120000000.0,17916169000000.0
2024.0,17702620000000.0,18024002000000.0,17539805000000.0,17642186000000.0,17253971000000.0,17740664000000.0,17462927000000.0,17667585000000.0,17885271000000.0
2025.0,17656963000000.0,17937155000000.0,17337701000000.0,17654952000000.0,16950461000000.0,17669190000000.0,17318761000000.0,17545406000000.0,17836964000000.0
2026.0,17566067000000.0,17644252000000.0,17178255000000.0,17507829000000.0,16859677000000.0,17691031000000.0,17091122000000.0,17495485000000.0,17749166000000.0
2027.0,17373507000000.0,17466198000000.0,16925941000000.0,17324788000000.0,16556506000000.0,17493102000000.0,16946887000000.0,17363038000000.0,17704382000000.0
2028.0,17247841000000.0,17367662000000.0,16721290000000.0,17235875000000.0,16332011000000.0,17261838000000.0,16719455000000.0,17230506000000.0,17673120000000.0
2029.0,17064640000000.0,17233011000000.0,16672232000000.0,17126969000000.0,16179421000000.0,17151670000000.0,16547715000000.0,17094281000000.0,17566349000000.0
2030.0,16814219000000.0,17238191000000.0,16514772000000.0,17020740000000.0,16022774000000.0,16950506000000.0,16483797000000.0,17029223000000.0,17535147000000.0
2031.0,16716170000000.0,17279800000000.0,16250203000000.0,16952829000000.0,15962579000000.0,16916121000000.0,16443671000000.0,16950527000000.0,17553732000000.0
2032.0,16696832000000.0,17092670000000.0,15970154000000.0,16890039000000.0,15788393000000.0,16818822000000.0,16388372000000.0,16883035000000.0,17502175000000.0
2033.0,16642057000000.0,17001787000000.0,15615109000000.0,16718025000000.0,15646946000000.0,16685859000000.0,16113998000000.0,16754715000000.0,17477951000000.0
2034.0,16514909000000.0,16961318000000.0,15471508000000.0,16633520000000.0,15516372000000.0,16673349000000.0,15932806000000.0,16657729000000.0,17424711000000.0
2035.0,16357629000000.0,16975860000000.0,15315302000000.0,16506041000000.0,15309908000000.0,16551815000000.0,15820640000000.0,16532119000000.0,17370763000000.0
2036.0,16119066000000.0,16994542000000.0,15114915000000.0,16413588000000.0,15098316000000.0,16444764000000.0,15656964000000.0,16458416000000.0,17338909000000.0
2037.0,15961210000000.0,16955143000000.0,14839597000000.0,16207357000000.0,14940674000000.0,16379410000000.0,15460792000000.0,16390072000000.0,17299797000000.0
2038.0,15783579000000.0,16826338000000.0,14668323000000.0,15967533000000.0,14711674000000.0,16172843000000.0,15376616000000.0,16356622000000.0,17224287000000.0
2039.0,15648086000000.0,16766541000000.0,14490233000000.0,15779580000000.0,14511746000000.0,16021021000000.0,15174555000000.0,16212281000000.0,17188757000000.0
2040.0,15481707000000.0,16708920000000.0,14254073000000.0,15650047000000.0,14309561000000.0,15843086000000.0,15115102000000.0,16155390000000.0,17175188000000.0
2041.0,15266365000000.0,16678706000000.0,14158580000000.0,15446029000000.0,14203121000000.0,15815075000000.0,14981868000000.0,16068830000000.0,17104496000000.0
2042.0,15105797000000.0,16599729000000.0,13936277000000.0,15256962000000.0,14026799000000.0,15629969000000.0,14893315000000.0,15928344000000.0,17025593000000.0
2043.0,14951412000000.0,16491725000000.0,13789360000000.0,15051081000000.0,13860326000000.0,15442854000000.0,14799733000000.0,15869201000000.0,16923137000000.0
2044.0,14822120000000.0,16455061000000.0,13676056000000.0,14907697000000.0,13735576000000.0,15311330000000.0,14702230000000.0,15869703000000.0,16922565000000.0
2045.0,14605228000000.0,16465196000000.0,13439010000000.0,14815414000000.0,13523892000000.0,15216404000000.0,14545181000000.0,15766555000000.0,16881441000000.0
2046.0,14462281000000.0,16446726000000.0,13273457000000.0,14604100000000.0,13288814000000.0,15056523000000.0,14367347000000.0,15719311000000.0,16840407000000.0
2047.0,14282904000000.0,16326292000000.0,13101865000000.0,14416512000000.0,13113248000000.0,14889817000000.0,14134734000000.0,15661249000000.0,16798434000000.0
2048.0,14049889000000.0,16200803000000.0,12788416000000.0,14306087000000.0,12922228000000.0,14708110000000.0,13811778000000.0,15520225000000.0,16728459000000.0
