time,TAIESM1,IPSL-CM6A-LR,CNRM-ESM2-1,UKESM1-0-LL,IITM-ESM,CANESM5,MRI-ESM2-0,KACE-1-0-G,CNRM-CM6-1,EC-EARTH3,MIROC6,CESM2-WACCM,GFDL-ESM4,MPI-ESM1-2-HR
2050.0,12860032000000.0,14076282000000.0,15441357000000.0,12201177000000.0,16394600000000.0,13735842000000.0,14035330000000.0,12573829000000.0,15564292000000.0,13408631000000.0,13951742000000.0,13478250000000.0,15160820000000.0,15681711000000.0
2051.0,12650287000000.0,13916176000000.0,15364638000000.0,11926677000000.0,16206233000000.0,13528116000000.0,13845873000000.0,12376753000000.0,15414106000000.0,13205267000000.0,13688587000000.0,13356202000000.0,15021307000000.0,15600672000000.0
2052.0,12460669000000.0,13672568000000.0,15355168000000.0,11676281000000.0,16240989000000.0,13318758000000.0,13794384000000.0,12137206000000.0,15290114000000.0,13001444000000.0,13543207000000.0,13217614000000.0,14973942000000.0,15504194000000.0
2053.0,12299995000000.0,13486517000000.0,15178526000000.0,11357299000000.0,16197763000000.0,13127791000000.0,13691534000000.0,11928338000000.0,15236808000000.0,12745492000000.0,13331817000000.0,13088766000000.0,14907654000000.0,15398103000000.0
2054.0,12015434000000.0,13222605000000.0,15082039000000.0,11127506000000.0,16168520000000.0,12947654000000.0,13538022000000.0,11642505000000.0,15143272000000.0,12559606000000.0,13231713000000.0,12733720000000.0,14743109000000.0,15311050000000.0
2055.0,11769126000000.0,13024519000000.0,14986320000000.0,10927166000000.0,16146689000000.0,12782295000000.0,13375453000000.0,11431593000000.0,15023743000000.0,12353645000000.0,13077087000000.0,12445655000000.0,14645476000000.0,15281626000000.0
2056.0,11420357000000.0,12888268000000.0,14941148000000.0,10784678000000.0,16119376000000.0,12624710000000.0,13257857000000.0,11278038000000.0,14845157000000.0,12197452000000.0,12857075000000.0,12224517000000.0,14533561000000.0,15183436000000.0
2057.0,11236466000000.0,12635262000000.0,14779315000000.0,10566258000000.0,16050844000000.0,12377764000000.0,13167579000000.0,11104401000000.0,14740716000000.0,12011790000000.0,12654182000000.0,11953317000000.0,14429581000000.0,15066658000000.0
2058.0,11004348000000.0,12420990000000.0,14645487000000.0,10260374000000.0,15856418000000.0,12150526000000.0,12948220000000.0,10825583000000.0,14602876000000.0,11876516000000.0,12414023000000.0,11768431000000.0,14344554000000.0,14971212000000.0
2059.0,10660134000000.0,12223713000000.0,14537501000000.0,9976086000000.0,15774866000000.0,11973660000000.0,12771934000000.0,10567545000000.0,14426532000000.0,11669538000000.0,12277906000000.0,11565996000000.0,14187952000000.0,14844285000000.0
2060.0,10364620000000.0,11972082000000.0,14331705000000.0,9653765000000.0,15845538000000.0,11741741000000.0,12537152000000.0,10328289000000.0,14233569000000.0,11447837000000.0,12126883000000.0,11303253000000.0,14117113000000.0,14778056000000.0
2061.0,10036326000000.0,11814966000000.0,14231608000000.0,9433503000000.0,15781178000000.0,11535727000000.0,12370050000000.0,10075905000000.0,14028574000000.0,11235389000000.0,11990319000000.0,11087133000000.0,14007169000000.0,14648490000000.0
2062.0,9680083000000.0,11536015000000.0,14151653000000.0,9169225000000.0,15704571000000.0,11346627000000.0,12242990000000.0,9929889000000.0,13852768000000.0,11106510000000.0,11891867000000.0,10872595000000.0,13875056000000.0,14583888000000.0
2063.0,9473132000000.0,11334945000000.0,13997390000000.0,8920712000000.0,15685174000000.0,11151755000000.0,12081441000000.0,9718717000000.0,13696390000000.0,10885573000000.0,11790539000000.0,10672059000000.0,13820788000000.0,14507920000000.0
2064.0,9278284000000.0,11137392000000.0,13899410000000.0,8618721000000.0,15712015000000.0,11007579000000.0,11810724000000.0,9490928000000.0,13438385000000.0,10681635000000.0,11561221000000.0,10481642000000.0,13718501000000.0,14435578000000.0
2065.0,9062422000000.0,10943513000000.0,13688034000000.0,8387873000000.0,15694255000000.0,10861160000000.0,11721492000000.0,9247864000000.0,13311090000000.0,10638897000000.0,11454654000000.0,10147077000000.0,13586819000000.0,14360521000000.0
2066.0,8774397500000.0,10686786000000.0,13533800000000.0,8143618000000.0,15534818000000.0,10720843000000.0,11540699000000.0,9018397000000.0,13144305000000.0,10495075000000.0,11363520000000.0,9860503000000.0,13493737000000.0,14290630000000.0
2067.0,8474288000000.0,10454599000000.0,13391728000000.0,7935728500000.0,15485971000000.0,10470767000000.0,11457105000000.0,8836127000000.0,12993908000000.0,10366685000000.0,11302373000000.0,9528144000000.0,13380102000000.0,14164456000000.0
2068.0,8084635000000.0,10290812000000.0,13233423000000.0,7698347700000.0,15444215000000.0,10281352000000.0,11326455000000.0,8682028400000.0,12792801000000.0,10193327000000.0,11074917000000.0,9223622000000.0,13252203000000.0,14042063000000.0
2069.0,7866016600000.0,10121924000000.0,13086113000000.0,7452281000000.0,15326618000000.0,10131766000000.0,11251829000000.0,8444873500000.0,12580578000000.0,9869387000000.0,10883856000000.0,9061791000000.0,13133235000000.0,13955230000000.0
2070.0,7624846700000.0,9928980000000.0,12949697000000.0,7143118300000.0,15116354000000.0,9943465000000.0,11163887000000.0,8195863500000.0,12412619000000.0,9617645000000.0,10676034000000.0,8935938000000.0,13031866000000.0,13934700000000.0
2071.0,7361127000000.0,9758061000000.0,12886995000000.0,6838353000000.0,15116025000000.0,9717928000000.0,11012446000000.0,7989286000000.0,12341717000000.0,9379774000000.0,10479580000000.0,8662059000000.0,12906615000000.0,13831869000000.0
2072.0,7127377000000.0,9498095000000.0,12690708000000.0,6581293000000.0,15111777000000.0,9509878000000.0,10846871000000.0,7705875000000.0,12197301000000.0,9232743000000.0,10416409000000.0,8363871600000.0,12838752000000.0,13753240000000.0
2073.0,6945359000000.0,9313151000000.0,12692142000000.0,6260484000000.0,15027990000000.0,9349396000000.0,10685447000000.0,7493470000000.0,12057243000000.0,9001529000000.0,10241707000000.0,8078444000000.0,12767376000000.0,13684824000000.0
2074.0,6707737500000.0,9166835000000.0,12692136000000.0,5997102000000.0,14958269000000.0,9116604000000.0,10538867000000.0,7329690400000.0,11796015000000.0,8740537000000.0,10021330000000.0,7865644400000.0,12601209000000.0,13493486000000.0
2075.0,6447911400000.0,8953432000000.0,12509850000000.0,5810952000000.0,14931038000000.0,8906265000000.0,10411037000000.0,7136333500000.0,11509999000000.0,8442658400000.0,9755373000000.0,7608669300000.0,12501211000000.0,13383156000000.0
2076.0,6196687300000.0,8793764700000.0,12318042000000.0,5583976500000.0,14900983000000.0,8756112000000.0,10271509000000.0,6896615000000.0,11345774000000.0,8182964000000.0,9499850000000.0,7333973000000.0,12373923000000.0,13279668000000.0
2077.0,5992881000000.0,8617853000000.0,12241481000000.0,5364902000000.0,14917171000000.0,8581265000000.0,10073897000000.0,6720639700000.0,11116842000000.0,8077477700000.0,9341498000000.0,7055143300000.0,12278925000000.0,13238029000000.0
2078.0,5722349000000.0,8453936400000.0,12057723000000.0,5163362300000.0,14747596000000.0,8419457000000.0,9889565000000.0,6489722000000.0,10893264000000.0,7879368600000.0,9217925000000.0,6799658300000.0,12136182000000.0,13155340000000.0
2079.0,5512491000000.0,8286440500000.0,11978776000000.0,4974077500000.0,14605319000000.0,8265932500000.0,9686836000000.0,6256556000000.0,10675480000000.0,7616979000000.0,9058277000000.0,6584615000000.0,12004230000000.0,13063185000000.0
2080.0,5318417300000.0,8124607500000.0,11804095000000.0,4773120000000.0,14550459000000.0,8099574000000.0,9517950000000.0,6106599000000.0,10462260000000.0,7433418700000.0,8890877000000.0,6389631000000.0,11912097000000.0,12961990000000.0
2081.0,5113905000000.0,7919838400000.0,11647667000000.0,4584046000000.0,14456340000000.0,7944602000000.0,9328905000000.0,5885872000000.0,10277734000000.0,7277281500000.0,8663701000000.0,6170822600000.0,11822873000000.0,12886729000000.0
2082.0,4899925400000.0,7662435000000.0,11413282000000.0,4379940700000.0,14273179000000.0,7809182000000.0,9177819000000.0,5715081000000.0,10055602000000.0,7056286000000.0,8409029500000.0,5992020400000.0,11773373000000.0,12810952000000.0
2083.0,4717942000000.0,7505785700000.0,11242310000000.0,4211758000000.0,14181187000000.0,7648261000000.0,9026264000000.0,5579065000000.0,9835825000000.0,6816007000000.0,8253613300000.0,5827529000000.0,11623481000000.0,12708982000000.0
2084.0,4573651000000.0,7296976000000.0,11040874000000.0,4065607000000.0,14132892000000.0,7512771300000.0,8856244000000.0,5433884000000.0,9610812000000.0,6624324000000.0,8048597300000.0,5603259300000.0,11540845000000.0,12654036000000.0
2085.0,4406181400000.0,7092701000000.0,10800517000000.0,3906793400000.0,14153273000000.0,7358303000000.0,8687325300000.0,5256092600000.0,9386265000000.0,6494373000000.0,7928420000000.0,5437070000000.0,11423013000000.0,12589186000000.0
2086.0,4249918400000.0,6923082000000.0,10571342000000.0,3734362000000.0,14083935000000.0,7179636000000.0,8556163000000.0,5153720000000.0,9140728000000.0,6281347700000.0,7686716000000.0,5295588000000.0,11279624000000.0,12543372000000.0
2087.0,4092746000000.0,6723135000000.0,10342170000000.0,3567465800000.0,14020326000000.0,7016586700000.0,8471737000000.0,5046764300000.0,8960887000000.0,6076618000000.0,7450619000000.0,5122685400000.0,11200002000000.0,12534016000000.0
2088.0,3918043000000.0,6498961300000.0,10164412000000.0,3421746500000.0,13907493000000.0,6890592000000.0,8328714000000.0,4923728000000.0,8763209000000.0,5844735000000.0,7239536500000.0,4917349600000.0,11015800000000.0,12510367000000.0
2089.0,3779033800000.0,6333989400000.0,9983855000000.0,3266158800000.0,13893587000000.0,6746271000000.0,8227097400000.0,4769822000000.0,8573935000000.0,5678246700000.0,7064570000000.0,4717657000000.0,10944515000000.0,12430450000000.0
2090.0,3633272600000.0,6143638000000.0,9801490000000.0,3113001400000.0,13830101000000.0,6673514000000.0,8046497500000.0,4639499000000.0,8405456000000.0,5463690700000.0,6810395000000.0,4560279600000.0,10789221000000.0,12413402000000.0
2091.0,3509312000000.0,5976451000000.0,9621784000000.0,2968418000000.0,13745974000000.0,6526375300000.0,7905587000000.0,4486361000000.0,8253210600000.0,5248010700000.0,6565746000000.0,4446928500000.0,10689346000000.0,12338732000000.0
2092.0,3376087000000.0,5843610000000.0,9399679000000.0,2815876400000.0,13689769000000.0,6393153000000.0,7740243000000.0,4311634700000.0,8043691500000.0,5128092400000.0,6377676700000.0,4307978300000.0,10561935000000.0,12274242000000.0
2093.0,3261104700000.0,5698321600000.0,9217033000000.0,2672583200000.0,13600267000000.0,6254326400000.0,7645763000000.0,4195348000000.0,7902107500000.0,5017631000000.0,6216638000000.0,4164160300000.0,10511680000000.0,12262662000000.0
2094.0,3164106400000.0,5612089400000.0,9007122000000.0,2582608600000.0,13469596000000.0,6123835400000.0,7517926600000.0,4090203700000.0,7786066000000.0,4834411000000.0,6012269000000.0,4014520000000.0,10443869000000.0,12167931000000.0
2095.0,3066035200000.0,5476639000000.0,8859281000000.0,2488094200000.0,13456125000000.0,5988446400000.0,7388565000000.0,4009161400000.0,7568741000000.0,4635423700000.0,5786194000000.0,3837300000000.0,10322855000000.0,12049261000000.0
2096.0,2938649200000.0,5343830000000.0,8643375000000.0,2402000300000.0,13412375000000.0,5898385000000.0,7275375000000.0,3894892300000.0,7307314000000.0,4512671000000.0,5643755300000.0,3709762300000.0,10299528000000.0,11968610000000.0
2097.0,2846191800000.0,5244843000000.0,8409685000000.0,2318644500000.0,13341756000000.0,5815748000000.0,7160873400000.0,3776430200000.0,7100086400000.0,4368239200000.0,5453072300000.0,3559847600000.0,10133683000000.0,11841993000000.0
2098.0,2764989300000.0,5132842400000.0,8182791000000.0,2243802000000.0,13194729000000.0,5706153500000.0,7017113600000.0,3676117700000.0,6876571400000.0,4168286000000.0,5297756000000.0,3427061000000.0,10058750000000.0,11750715000000.0
2099.0,2694841400000.0,4999117000000.0,7940736000000.0,2155143600000.0,13170618000000.0,5570552000000.0,6918666000000.0,3534934000000.0,6699993000000.0,4055650800000.0,5112804700000.0,3298733000000.0,10003047000000.0,11669006000000.0
2100.0,2615654700000.0,4901023000000.0,7700599000000.0,2070447700000.0,13112264000000.0,5484367000000.0,6815473000000.0,3444653200000.0,6471791000000.0,3910293000000.0,4922122700000.0,3182888000000.0,9901431000000.0,11566928000000.0
