time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL
2000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0,19611530000000.0
2001.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0,19650161000000.0
2002.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0,19627793000000.0
2003.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0,19580989000000.0
2004.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0,19518420000000.0
2005.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0,19432626000000.0
2006.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0,19354997000000.0
2007.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0,19307510000000.0
2008.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0,19223701000000.0
2009.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0,19243320000000.0
2010.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0,19158975000000.0
2011.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0,19076307000000.0
2012.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0,19031396000000.0
2013.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0,18987323000000.0
2014.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0,18889220000000.0
2015.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0,18804443000000.0
2016.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0,18727370000000.0
2017.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0,18547015000000.0
2018.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0,18422128000000.0
2019.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0,18303521000000.0
2020.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0,18122920000000.0
2021.0,18048537000000.0,18058718000000.0,17982580000000.0,17958525000000.0,18021930000000.0
2022.0,17887144000000.0,18010425000000.0,17935720000000.0,17920800000000.0,17931113000000.0
2023.0,17792053000000.0,17835108000000.0,17792208000000.0,17977005000000.0,17764492000000.0
2024.0,17692914000000.0,17708972000000.0,17671884000000.0,17980136000000.0,17691375000000.0
2025.0,17507329000000.0,17563468000000.0,17618537000000.0,17872525000000.0,17488224000000.0
2026.0,17417989000000.0,17476689000000.0,17599597000000.0,17761160000000.0,17419287000000.0
2027.0,17355865000000.0,17382077000000.0,17486130000000.0,17640674000000.0,17224786000000.0
2028.0,17224953000000.0,17335389000000.0,17454117000000.0,17439176000000.0,16883537000000.0
2029.0,17072349000000.0,17175036000000.0,17303271000000.0,17408026000000.0,16640172000000.0
2030.0,16877889000000.0,17149136000000.0,17168211000000.0,17388493000000.0,16529003000000.0
2031.0,16624025000000.0,16875597000000.0,17031027000000.0,17251199000000.0,16312335000000.0
2032.0,16524932000000.0,16718183000000.0,16831707000000.0,17141432000000.0,16120666000000.0
2033.0,16469716000000.0,16571727000000.0,16776188000000.0,17025895000000.0,15839687000000.0
2034.0,16383729000000.0,16501269000000.0,16601109000000.0,16987767000000.0,15583929000000.0
2035.0,16347938000000.0,16468582000000.0,16494825000000.0,16943092000000.0,15311693000000.0
2036.0,16301523000000.0,16374271000000.0,16375240000000.0,16904747000000.0,15158118000000.0
2037.0,16174759000000.0,16253209000000.0,16176400000000.0,16833944000000.0,15034485000000.0
2038.0,16018794000000.0,16002154000000.0,16140862000000.0,16766296000000.0,14875116000000.0
2039.0,15907161000000.0,15815613000000.0,16046299000000.0,16660519000000.0,14645789000000.0
2040.0,15720531000000.0,15592140000000.0,15863394000000.0,16612840000000.0,14482596000000.0
2041.0,15597256000000.0,15494337000000.0,15624625000000.0,16530089000000.0,14288470000000.0
2042.0,15447437000000.0,15285550000000.0,15392036000000.0,16515778000000.0,13941678000000.0
2043.0,15273909000000.0,15110835000000.0,15221119000000.0,16432030000000.0,13631317000000.0
2044.0,15108657000000.0,14992306000000.0,15073391000000.0,16370568000000.0,13407474000000.0
2045.0,14909553000000.0,14848414000000.0,14969629000000.0,16237882000000.0,13254226000000.0
2046.0,14730671000000.0,14780923000000.0,14784491000000.0,16121051000000.0,13007975000000.0
2047.0,14573659000000.0,14647419000000.0,14597996000000.0,16025682000000.0,12776027000000.0
2048.0,14500379000000.0,14509563000000.0,14404559000000.0,15923939000000.0,12520453000000.0
2049.0,14287979000000.0,14413574000000.0,14343656000000.0,15739657000000.0,12274978000000.0
2050.0,14042756000000.0,14160254000000.0,14215633000000.0,15622941000000.0,12022436000000.0
2051.0,13864271000000.0,14001508000000.0,14078339000000.0,15478308000000.0,11751828000000.0
2052.0,13672332000000.0,13946065000000.0,13870252000000.0,15400335000000.0,11500338000000.0
2053.0,13596728000000.0,13840336000000.0,13660372000000.0,15308898000000.0,11282674000000.0
2054.0,13448121000000.0,13727202000000.0,13586492000000.0,15069213000000.0,11042557000000.0
2055.0,13284428000000.0,13568079000000.0,13397332000000.0,14942567000000.0,10744940000000.0
2056.0,13085763000000.0,13436538000000.0,13273823000000.0,14828705000000.0,10424198000000.0
2057.0,12974806000000.0,13262645000000.0,13067935000000.0,14809940000000.0,10100547000000.0
2058.0,12706201000000.0,13114757000000.0,12823578000000.0,14727986000000.0,9881896000000.0
2059.0,12538111000000.0,13005651000000.0,12599972000000.0,14692088000000.0,9703309000000.0
2060.0,12388264000000.0,12869900000000.0,12342485000000.0,14622603000000.0,9423129000000.0
2061.0,12228428000000.0,12730517000000.0,12181372000000.0,14535940000000.0,9140891000000.0
2062.0,12032267000000.0,12604809000000.0,11988958000000.0,14441356000000.0,8893684000000.0
2063.0,11848848000000.0,12510044000000.0,11743931000000.0,14370229000000.0,8656770300000.0
2064.0,11749314000000.0,12336218000000.0,11582265000000.0,14209493000000.0,8461966000000.0
2065.0,11535851000000.0,12248813000000.0,11421634000000.0,14149897000000.0,8192580000000.0
2066.0,11444415000000.0,12162758000000.0,11227782000000.0,14026350000000.0,7989855000000.0
2067.0,11348442000000.0,12024432000000.0,11084795000000.0,13992236000000.0,7777211000000.0
2068.0,11218263000000.0,11969481000000.0,10950205000000.0,13840598000000.0,7636694600000.0
2069.0,11021226000000.0,11879495000000.0,10809969000000.0,13742941000000.0,7405785000000.0
2070.0,10954914000000.0,11896444000000.0,10634763000000.0,13651520000000.0,7194274000000.0
2071.0,10875823000000.0,11826198000000.0,10547699000000.0,13533956000000.0,7016106400000.0
2072.0,10690202000000.0,11628892000000.0,10411959000000.0,13436913000000.0,6815985000000.0
2073.0,10593568000000.0,11546719000000.0,10320052000000.0,13338149000000.0,6603287300000.0
2074.0,10453424000000.0,11461074000000.0,10190438000000.0,13269708000000.0,6435759500000.0
2075.0,10269002000000.0,11382273000000.0,10068230000000.0,13140751000000.0,6297219000000.0
2076.0,10134539000000.0,11290688000000.0,9900128000000.0,13028246000000.0,6216205500000.0
2077.0,10099824000000.0,11177151000000.0,9744290000000.0,12990614000000.0,6001934000000.0
2078.0,10017999000000.0,11118754000000.0,9656949000000.0,12879807000000.0,5865605000000.0
2079.0,9858976000000.0,11014461000000.0,9564906000000.0,12827620000000.0,5731259500000.0
