time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL
2080.0,9786911000000.0,10862558000000.0,9521103000000.0,12776328000000.0,5585963600000.0
2081.0,9756407000000.0,10808914000000.0,9372530000000.0,12586491000000.0,5456997000000.0
2082.0,9596208000000.0,10662428000000.0,9295410000000.0,12476827000000.0,5365630500000.0
2083.0,9434685000000.0,10604984000000.0,9199331000000.0,12367590000000.0,5262252400000.0
2084.0,9343365000000.0,10563883000000.0,9086194000000.0,12327031000000.0,5149107000000.0
2085.0,9298947000000.0,10504805000000.0,9047333000000.0,12193690000000.0,5124137000000.0
2086.0,9216673000000.0,10453135000000.0,9009192000000.0,12073877000000.0,5062438400000.0
2087.0,9087223000000.0,10367298000000.0,8935974000000.0,12002703000000.0,4976930700000.0
2088.0,9004899000000.0,10282561000000.0,8746583500000.0,11883504000000.0,4865553600000.0
2089.0,8929295000000.0,10218506000000.0,8665073000000.0,11795664000000.0,4733808400000.0
2090.0,8856306000000.0,10204066000000.0,8561168000000.0,11752617000000.0,4627545000000.0
2091.0,8775773700000.0,10236520000000.0,8516035000000.0,11692195000000.0,4551852700000.0
2092.0,8673551700000.0,10179017000000.0,8476310400000.0,11639315000000.0,4465285400000.0
2093.0,8605963000000.0,10160642000000.0,8417954500000.0,11514888000000.0,4335293700000.0
2094.0,8569968700000.0,10122649000000.0,8326129600000.0,11439827000000.0,4269105700000.0
2095.0,8456206000000.0,10100101000000.0,8232851000000.0,11413796000000.0,4222261000000.0
2096.0,8380587400000.0,10090934000000.0,8187194400000.0,11321789000000.0,4172313800000.0
2097.0,8364359700000.0,10066356000000.0,8188421000000.0,11290999000000.0,4077445400000.0
2098.0,8282766300000.0,10043056000000.0,8175017000000.0,11242619000000.0,4021550300000.0
2099.0,8212362300000.0,10017648000000.0,8113184000000.0,11224356000000.0,3966640800000.0
2100.0,8159981000000.0,10026824000000.0,8028106000000.0,11203460000000.0,3924840200000.0
