time,MPI-ESM1-2-HR,GFDL-ESM4,MRI-ESM2-0,UKESM1-0-LL,IPSL-CM6A-LR
2084.0,4669005300.0,3876951600.0,3768486100.0,2311820300.0,2545812700.0
2085.0,4583854000.0,3746397200.0,3694640000.0,2225458000.0,2424289800.0
2086.0,4473491000.0,3716621000.0,3603347200.0,2130791400.0,2324507100.0
2087.0,4324324400.0,3558532400.0,3510528000.0,2037849500.0,2211167500.0
2088.0,4228172000.0,3442555400.0,3397739500.0,1966970800.0,2121032300.0
2089.0,4189245400.0,3345924600.0,3312400600.0,1874264300.0,2001610400.0
2090.0,4241202400.0,3252963300.0,3241084200.0,1797812400.0,1930652900.0
2091.0,4070115000.0,3276616200.0,3216820000.0,1734149900.0,1775627600.0
2092.0,3986863600.0,3117067500.0,3131247400.0,1665882500.0,1654774100.0
2093.0,3923407400.0,3027992000.0,3071655400.0,1591507000.0,1567675600.0
2094.0,3836207600.0,3016589000.0,2974013400.0,1542806900.0,1493499600.0
2095.0,3779894000.0,2911155700.0,3020834600.0,1525916800.0,1461610400.0
2096.0,3700880100.0,2854235000.0,2926540000.0,1450735100.0,1395856300.0
2097.0,3842002400.0,2787836700.0,2863145000.0,1412917900.0,1395991200.0
2098.0,3600024000.0,2710547200.0,2792142300.0,1379158800.0,1334241000.0
2099.0,3512313300.0,2666414300.0,2710992400.0,1365311000.0,1290972400.0
2100.0,3533432600.0,2602834000.0,2746150000.0,1305983000.0,1229693000.0
